group,ASCL1,ASCL2,BHLHE40,CEBPA,CTCF,CTCFL,E2F1,E2F7,EGR2,ELF1,EPAS1,ETV1,FOXA2,FOXD2,FOXH1,FOXO3,FOXP2,GLIS1,GMEB2,GRHL2,HIF1A,HNF4A,HNF4G,IRF1,JUND,KLF5,KLF9,LHX2,MAFK,MAX,MEIS1,MYOD1,NANOG,NR2C2,PGR,POU2F1,PRDM14,RUNX1,SPDEF,TCF3,TFAP4,TFDP1,VDR,VEZF1,ZBTB33,ZKSCAN1,ZNF143
progressive,0.0025886798605945,0.172279286232626,-0.0434726518425858,0.177251928924023,0.22228307170309,0.0676490726834953,0.0011028304508145,-0.224964204415848,-0.0089481153344529,0.149496261949333,0.0755669990938341,0.0192169856998215,0.104735873951604,0.168026455033078,-0.0760292633546545,0.0499179363934538,-0.211109484141544,-0.386314242767648,0.0146141544170807,-0.247265153112858,0.103996251134292,0.117434933573858,0.192757592986972,0.0509018988914859,0.232934961027424,0.133534937400718,0.0047349067858323,0.045519822140505,-0.165886831882995,0.0302981204092031,-0.0496537853872707,-0.0694320919752313,-0.009588681524447,0.0107707572771164,0.0841320954693215,-0.10503304383356,-0.280125538282037,-0.0426868025991911,-0.151404752969006,-0.209683068708155,-0.0598764293265572,-0.0437235952984598,0.0860736053647674,-0.119026443386111,0.274987801211775,-0.111808517142157,-0.0064584921011771
progressive,-0.182473680825245,-0.101238262114192,0.178924885853906,-0.0314901510430808,0.148002446553181,-0.167645937266854,-0.134273161814831,-0.1216964259628,0.0030103274257171,-0.0107830605918739,-0.0935677666598174,0.0956666577524466,-0.122497670162595,0.0814827544293496,0.0712349328237785,0.0653032271211301,0.197784117397247,-0.086282499160179,0.170858540952541,0.0124227008189937,0.0239499209386375,0.102747075502803,0.0126841205424375,0.0243244806104055,0.0815897180033236,0.0350233179156857,0.148067672809576,0.165226670150166,0.0269073748566597,-0.0179135911977538,-0.0709726708674688,-0.289840590760571,0.0905705874249518,-0.0368619590527404,0.0312239118760153,-0.0616346011292538,0.187750035776765,-0.224714326122717,-0.0345491408121632,0.123940321480515,-0.0878172346047749,-0.136875006300569,-0.269474370666494,-0.0055804945975528,-0.166208573299704,0.0575139300419433,-0.167248824470565
progressive,0.434102039381976,-0.260997391334717,-0.199302961441526,-0.263587308176783,0.289446142727475,-0.0577917301913131,-0.319062568495445,-0.189231578956644,0.097649524112184,0.0835173518446024,-0.270837340245735,0.253774054882896,-0.449962254052283,-0.27684293225521,-0.407848251131488,-0.163920219233327,0.163083297745476,-0.218591454035105,-0.107010934512721,-0.258337831007091,0.0634788184849588,-0.0750260619751698,0.1248453746775,0.405378628730663,0.432949278688804,-0.0547808333169497,-0.449429200414483,0.106150562806794,-0.180468521643378,0.23132043950577,-0.0620468524489511,-0.479665952010408,0.080847701735478,-0.191328712890819,0.220586578889252,-0.181876620736918,0.1857150564863,-0.0405013552906992,-0.123795734329402,0.357062908147767,-0.514924283045489,0.317006197783642,-0.0252108912607384,-0.11756042615568,-0.0078708630173823,-0.0582904482647906,0.0040185364549235
progressive,-0.166109051261419,0.148196747692315,-0.20012616056218,-0.204116212038345,-0.165964451434423,-0.415778727548033,0.12091708658064,-0.424386935998877,0.151563212414561,0.450270305031124,-0.281621719308091,-0.201332665368676,-0.235322662201875,0.0928918326110172,-0.121500004633216,0.523171211559972,-0.161518006754303,0.135666268934211,-0.21290065152834,-0.128969489446468,0.0804562474893789,-0.0369542932866128,-0.185693290330162,-0.0155173689344862,0.239972450388708,-0.109190944360199,0.0222502983789779,-0.0757206031552666,0.0179348972920722,0.0030365963669116,-0.141829836559906,-0.183989723618368,0.213623650663319,0.0281743725412119,-0.206136090871693,-0.350428643235121,0.189208873623997,-0.0591187355183119,-0.087528082778392,-0.0016764542442324,-0.311481583582723,0.175245952829716,-0.28213233744717,0.0660143397681739,-0.158987509781876,-0.307428269682247,0.175517077505333
progressive,-0.0184469425369512,-0.433235428994563,-0.0191053369598997,-0.538824443017077,-0.200580257574434,0.0778690223237932,0.187781228641572,-0.226332998467237,-0.0310912884427349,-0.421178085345384,-0.506281513858684,0.412420646273875,-0.225825320839903,0.459908335586908,0.209662927625954,0.0554836119435411,-0.103538472355861,-0.358547324304533,0.0631582698255021,-0.459368928107866,-0.35736935355986,0.233789513618703,-0.0020108793520176,0.221644912877326,0.30077916303799,0.31074630270588,-0.43704697743103,-0.40111688660277,0.411468750722624,0.231417707203502,-0.271278333412137,-0.195317068422309,-0.534568676656692,-0.449885668678528,-0.0160672036588237,0.49710365425204,-0.168548972274839,-0.422486941728354,-0.440596754590904,0.179222101143241,0.0236228745968783,-0.468384172224505,-0.0133265377175136,-0.159426639908684,0.406261088810988,0.52543841182761,0.410136096950873
stable,0.0782969246589416,-0.229936519791412,0.205499871969428,0.0158438495347065,0.0977822715613906,-0.0142988695859368,-0.329356889582795,-0.351546222613885,0.0092639731608639,0.14559878018727,-0.0370391373799091,0.248589588153151,-0.0812099899575248,0.153127438427131,0.434433245694392,-0.0949050070777239,-0.0044934844378762,-0.043324772039236,-0.209212428530413,-0.156414182265247,-0.163043601180943,-0.321642416675614,0.213674873541216,0.296316413929542,0.263452230167924,-0.125503734558061,0.111004525058349,0.108627628193263,-0.213830010405854,0.121580170163704,-0.167293591860802,-0.208153230683036,-0.246235051729705,0.0289362196038114,0.161326970186918,0.0824598844015283,0.102749905849348,-0.199644871691546,-0.359687954741509,0.147325717476499,-0.0495694828714109,-0.289250152746986,-0.167557818750691,-0.0385382513014877,0.157701504833936,0.0919882652644775,0.014292661700522
stable,0.0303434919627541,-0.0874029016936564,-0.0893420378176741,-0.0927161021152761,0.131678338609095,0.180497122773816,0.0039574478434218,-0.20636756357665,0.131440663831168,-0.0958625550751128,-0.381427024852733,0.102737068639401,-0.251298456028475,0.108447922939158,-0.0935661668253698,-0.0005099796293493,0.251609978698173,0.0912074740416871,-0.0099827846482189,-0.119777876643085,0.0866719703560601,-0.252888627565724,0.0841124527444532,-0.0298602988432458,0.202391468770576,-0.183526070270593,0.114945205489166,-0.0122785809308937,0.117153094662196,0.190121471362173,-0.183060192187833,0.0127412031947782,0.0104946881705404,0.0333178304974795,-0.0293846533038584,0.0057323131059834,0.0545383699787355,-0.246454981475559,-0.0996125184610919,0.275159168634395,0.135095468510917,0.0988067032893544,0.0465657575027314,0.0851642302330736,0.112079788895009,0.0384639482140687,-0.235879785783729
stable,0.130378812313889,-0.128323922370704,-0.0132422638692159,-0.0519107611696101,-0.0338386594425463,-0.0470940966727782,0.0837003969312984,-0.0650194903832137,0.0682049737439166,-0.118097174630018,-0.0864307818356487,0.170855919456598,0.0008318257063479,-0.115894598959817,-0.0097460744389225,-0.0798787843171544,-0.0277939392400544,-0.125891018716486,-0.0542357564720668,-0.0302452650163178,-0.0272643289604545,0.0848852275461243,0.0348439515550865,-0.0184656558874195,0.0280513343642828,0.0084027518243717,0.030046635432247,0.0551703446860286,0.0645941863644716,0.142811686357238,-0.0500688062572238,-0.037597286924332,-0.112685238882272,-0.0261983158869807,-0.0352369911310275,-0.0855375147501866,0.0439391281678664,-0.1098931553066,-0.039894443209954,0.0383121990516622,0.111737425848853,0.0308047726504113,-0.0503835775436902,-0.0626792119236406,-0.0336115218819017,0.120783871317561,-0.0391154653229948
stable,0.046627479460942,-0.0577382518761118,-0.124843920723842,-0.0308347593246575,0.179430502994856,-0.141501796312682,-0.158376667550489,-0.268925113316415,0.0587274544413679,-0.0236392332039213,-0.0460105174317994,0.128216008309285,-0.0040136011222968,-0.137047557625717,-0.0637913145046644,-0.014046636747432,-0.0260503896572303,0.136992205135604,-0.0342981586791852,0.0178369927460717,-0.108952944957705,-0.0577518916026183,0.171067217889143,0.0735489268523795,0.0965473905045287,-0.0230968184800124,-0.0578520319946787,0.124936869260108,-0.0845929390061757,0.0197427849325639,-0.0569261177604127,-0.0053617516901982,0.246988961163597,-0.0163988199832275,0.0621510257944967,0.163959234013076,0.0382194560522872,0.014814875743283,-0.0876252238050874,0.188222273908895,-0.132731501768015,0.208962445242619,-0.0528730358297553,0.0159026315324241,-0.168618663785703,-0.085254887333287,-0.039586107049232
stable,-0.132796782466378,-0.0323239120469795,-0.033134934698454,-0.176683692062371,0.190432794037269,0.103913416598151,-0.122004594228325,-0.0337288053111561,-0.0886991549660941,-0.217665375468526,0.058830294166352,-0.027374346861014,-0.143576209671041,0.133071734479915,-0.187697643468909,-0.111559313074435,0.230145666123545,-0.0734995846077713,0.0453489594214864,0.0060813294413749,-0.0503209368425646,0.0779080390837883,0.0870823642063055,0.0622461761629233,0.31741000910012,-0.0636156816874481,-0.191760692158809,0.0403291549340908,0.207250870924575,0.169233714981069,-0.0602400130313902,0.066202847162719,0.164094450063455,0.0099436331354324,0.201211577828484,-0.0936915071463658,-0.0190164061687065,-0.0296876326784949,-0.252322519149881,0.0132672925377596,-0.225956722868944,-0.0067060838995913,0.0202831800126663,0.0910080441250121,-0.037964288805178,0.0159130086368181,-0.219052253156153
