group,BHLHE40,CEBPA,CEBPB,E2F1,E2F7,EHF,ELK1,EPAS1,ESRRA,ETV1,ETV6,FOSL1,FOSL2,FOXD2,FOXO3,FOXP3,GLIS1,GTF2I,HNF4G,HOXB13,JUN,KLF10,KLF9,MAF,MBD2,MYBL2,NANOG,NFAT5,NR2F2,PBX3,PPARG,RARA,SETDB1,STAT1,TCF12,TFAP4,TFDP1,USF1,VDR
progressive,-0.0021874588945761,0.0280525031571097,-0.0893610101750936,0.242827823287902,-0.118951363221723,0.412528232863791,-0.118255353573449,-0.174943682259556,-0.435105460121144,-0.052903361932158,0.165796126882237,-0.191972718320665,0.0152194109755964,0.317082109763786,0.117877519764386,0.0719939122848224,-0.217996850502804,-0.394292780079007,0.17371737954593,0.162229906017746,0.202830468833743,-0.0300013301722775,0.0714238472395692,-0.047666717911809,0.405249960541838,0.0281055324636449,0.0065623766837284,-0.124671899664206,-0.0518759191180389,0.0608047286058996,-0.111321771743975,-0.0412568004843693,0.0821026238430909,0.0327787401020575,-0.119806460789603,0.0316651246648188,-0.10449424852757,0.0973618067985887,0.140441489695105
progressive,0.0818964121141578,0.0397950394731254,0.0827279273464401,-0.134678116084133,-0.0692264794569044,-0.0144585636788995,0.0204487875489403,0.013373258115573,-0.0007235213499941,0.0941191634776645,0.253355060148121,-0.132368440472616,0.0030787671786237,0.0698284488434861,0.0871787911655044,0.136830932229311,-0.01110854072445,-0.0226969339520226,-0.0204095256056847,0.0045421454832999,0.0451731724724118,-0.0235582957934464,0.112670619972612,-0.133289777992346,0.0421629489261383,-0.0243512081558611,0.0532775154644213,0.0590743483717595,0.0692231840899645,0.129238406799741,-0.0413526652722832,-0.0783871287831692,-0.0754786849986686,0.0510534723166711,-0.0258035705196239,-0.102438364394157,-0.0827177117089264,0.05787073913529,-0.039587713815934
progressive,-0.159304583342624,-0.146692662345986,0.192710772145703,-0.247475050564609,-0.195036948889394,0.10336678268086,0.0314119827386619,-0.161495645574511,-0.16034505630862,0.148410925147782,0.226056448297958,-0.109751260117443,-0.250747345644757,-0.228591061728981,-0.187716375207394,0.160110886540505,-0.164271017253218,-0.0541966682337668,0.100004618205342,-0.077907681286311,0.19077380983263,0.108391435944581,-0.331148779118601,-0.106821147859904,-0.0176238154162672,-0.164371580257737,0.100727805199413,-0.162035558805149,0.174301660645261,-0.213457881642604,0.0678384572783224,0.0699669542945974,0.0141870364096147,0.118614475610231,-0.201386773457468,-0.41258761938141,0.243883252235758,-0.0338984749285146,0.0320398014909518
progressive,-0.400578552111578,-0.3203821146301,-0.216239673082445,0.210253172065901,-0.456579547984524,0.256167820771578,0.454375427155705,-0.269542208269903,0.149676131097734,-0.269251953675161,-0.0523365316143334,0.434583691976766,0.346573056577481,0.21902883832879,0.596772517244686,0.000802735363582,0.311035009633814,-0.279678442945642,-0.417526699307658,0.0594341635013726,0.451835699451717,0.169100512805202,-0.0534159158885285,0.421041501040857,0.319062363269635,-0.0779288234600599,0.265469573487436,0.214230567059469,-0.0072427591844099,-0.434805918150866,0.415055000024313,-0.134786977433101,0.2042394596811,-0.11505420021872,0.45518269774733,-0.262875423046933,0.175916960553586,0.42186237731661,-0.407508380561033
progressive,0.0285013778061397,-0.515694318169353,-0.309520825421226,0.160537073874002,-0.213593240041321,-0.182096114400449,0.042350246614511,-0.466159050851619,-0.347120842401381,0.409538223250142,0.25866870214958,-0.18194493456284,-0.112426079763219,0.417602474061566,0.0836422343657566,0.25698981026876,-0.479701581567992,-0.14412610465983,-0.0311669170481991,0.153638499178881,0.001010517861915,0.07401048734333,-0.454490354438245,-0.242484502691822,0.0826675222548543,0.149652125566129,-0.474179539078472,-0.145176406689537,-0.06474077624781,-0.0494238716479164,-0.323473133065857,-0.171306648095277,0.0599467840288823,0.0952950171120133,0.283947562364573,0.0875609748932618,-0.420785207484921,0.258533435979087,-0.0780804077084446
stable,0.168247424680043,-0.024756595283471,0.0698214906012705,-0.223463739882898,-0.308472288039356,-0.0842114709199163,0.168386843426395,-0.0086852176034675,-0.241745493187724,0.199463087845531,0.185502708981593,-0.0477696675327104,-0.21902308900366,0.206787607606012,-0.0225032049105352,0.159284400967113,-0.0841443096700418,-0.0124930845295066,0.154043518032007,0.0711736340303163,0.0431543488681166,0.0497805615047894,0.130184832864293,0.0059214138654058,0.0593280154977934,-0.113927563522487,-0.156002054137201,-0.0693405019933163,0.109048574765793,-0.143929409952437,-0.0571493700750342,0.119153400396193,-0.0497892372579349,0.107769416868454,-0.0365447597025059,-0.0518262191590527,-0.260222541942728,0.0807847911058572,-0.0825744230379249
stable,-0.134712858194703,-0.139838414014311,-0.151154688364737,0.0071172641768734,-0.21855548683418,-0.050837324752434,-0.113074004760083,-0.187683337289258,-0.0800570874132309,0.177474957226521,-0.039811089116215,-0.21293427450554,-0.250082456843725,0.10609267761918,-0.0912307246547197,0.0558165212003441,-0.0036402240881214,-0.151543739268343,-0.117698246231263,0.144483797937963,-0.0498820432378777,0.0863646849946933,0.111626491218232,-0.0818684893624348,-0.0300286848036561,0.0543763032935014,-0.032229584327997,0.0151108978978053,0.062102380767292,-0.0359427647662014,-0.136809832142804,0.206876217419463,0.30727070631614,-0.154429386249892,-0.154778534496717,0.102888702726453,0.0620522046652962,-0.0322656158315074,0.0271071552091075
stable,0.10356527051489,-0.136862650778292,-0.0412157353247991,0.207793051824779,0.0595679508353269,-0.0420429567502631,-0.067616142099472,-0.0436371055906036,-0.112960234678765,0.155229384383914,0.132590765879058,-0.27797125021476,-0.0477209269092564,-0.164405182144265,-0.142272113676768,-0.0467936287926973,-0.231929720746932,0.189675864124159,-0.0658932937043985,0.159631777141541,-0.0417669062801954,0.0861442280573347,0.124877317455184,0.0941226188002255,0.0846791404324592,0.12597593942702,-0.103250367349054,-0.121793591391837,0.0615763045453161,0.0697042678337517,-0.162217909703629,-0.0390582740616348,-0.0585686305673034,0.125672092746416,0.0743987274652868,0.148247575620648,-0.0664220933602366,-0.150068847400614,-0.0785339046078675
stable,-0.0217417586158057,-0.132764461948098,0.0231408462855187,-0.114205749843591,-0.116363220552559,0.0530952824047368,0.0286867277738066,-0.107462757090868,-0.0973895450835828,0.167575947345596,0.131779590320191,0.016415639812195,0.101824357056798,-0.17119318832458,-0.0476370369541608,-0.0554575693451058,0.0257002769446062,0.0344631333931308,0.0920876395342802,-0.0471221316387814,-0.0917817852787297,0.0313265205300114,-0.0523315186423018,0.0561207434769892,-0.0070686261481093,0.0619634117058397,0.165464710998763,0.0293937448353014,0.0844798948164833,-0.0273865856247848,-0.0038371531281943,0.0834545681217075,-0.138530803622216,0.0979686205050298,0.0839800854189133,-0.145866223961313,0.0381342812469329,0.141615552292466,-0.0999179867628768
stable,0.000174563296377,-0.157599476904922,0.183309802209695,-0.041498054236809,0.0240724727693598,0.0170574665309607,0.0640866310986475,0.008742190300018,-0.127375428095498,0.0153712800296775,0.0125588473906442,-0.0880275880099828,-0.112572827383004,0.12848182278298,-0.0071140477131048,0.140756276570874,-0.0271668175798598,-0.0349479387549542,-0.0480782705590156,-0.0009822152349915,-0.0243326993891752,-0.131027231838247,-0.133855416171515,0.0918800640217444,0.0663283345424803,0.0648580325628598,0.109014454922493,0.0922455896386327,-0.0564192242093265,0.0471027443996578,0.003887323938047,-0.0397252334172373,-0.0786503670780271,0.117441611337826,-0.043100843069304,-0.121895025273456,0.0019265616708308,-0.0958094644032939,-0.0186427774561547
