group,ARID3A,ARNTL,ATF2,BHLHE40,CEBPA,CTCF,CTCFL,E2F1,E2F4,FOXA2,FOXO3,FOXP2,GATA4,GRHL2,GTF2I,HNF4G,HOXA1,HOXC6,KLF1,KLF10,KLF9,KMT2A,MEIS1,NFAT5,NKX2-1,NR2F2,NR5A2,PGR,RUNX1,SETDB1,TCF3,TFAP4,VDR,YY1,ZNF76
progressive,-0.169703137009995,0.143164454945666,-0.237036099566759,-0.0224599226641676,0.0896658418953521,0.119714931640148,0.0870848564388565,0.0389020035903921,0.105338976377284,-0.0031025317404506,-0.051185087226616,-0.339346095602611,-0.0809667173386144,-0.026866320114506,-0.171401505678259,0.269525758460831,0.0639362252202354,0.346407029908464,-0.0396241445989453,-0.158871021881698,0.0125171108149216,0.254708494803851,0.0289190727962266,-0.0403262261350387,-0.412302396938941,-0.0086122001760785,0.205596219731416,-0.0754570489029865,-0.0758181194072631,0.0107719367109181,0.0956703106516553,0.0610142287319231,0.121346435400213,0.103232731769004,0.205429057460917
progressive,0.0278427579319392,0.0698912564991733,-0.0025901835849104,0.0914574704357818,-0.003118065973232,0.0842050326471813,-0.119374523632088,-0.130339008263113,0.0483263769226688,-0.0930241998208553,0.123316747592468,0.151899455857843,-0.0420580773665527,0.0481069699969821,-0.0924972705468938,-0.0112976934113029,0.0675672300993107,-0.0059023036418515,-0.0078636700277096,-0.0613771335764378,0.0301231793498288,-0.0224995988294194,-0.0405591144124797,0.0004691705437415,-0.0426166976929863,0.138566005484879,0.220935196907422,0.0277853327917454,-0.222693788213177,0.0528637254894724,0.0886017491901575,-0.0443176732356749,-0.173045251050227,0.0933453040487609,-0.087689952337602
progressive,-0.0279222439343381,-0.0126239324736751,0.149826231317356,-0.109057003385903,-0.173184297289862,0.153591744614916,0.0213997395032096,-0.208988946173256,-0.144812196946063,-0.297571496633475,-0.158214182397969,0.103580262109532,-0.139721962952737,-0.138672917196128,0.0606841117509316,0.0803252672904906,0.0874224178944641,0.106099442734595,0.20321669439073,0.142257976454732,-0.311470478184212,-0.169453607563099,-0.0088287866966158,-0.037251411117739,-0.0768412052934836,0.16963876920936,-0.0758626718603533,0.105761169341538,0.0321151825287115,0.0211304770885984,0.200830433694101,-0.360250425171952,0.0247259948693787,0.0058504235103228,-0.140252637528696
progressive,0.159530971719847,0.0431831956105899,0.124076108832491,-0.274278528347586,-0.0797245711572708,-0.150234242061603,-0.379197464182601,0.0310360750008946,0.310338019618583,-0.384252702999211,0.461481477294684,-0.0650861997638505,0.0215165875170989,-0.0550848280043708,-0.0710415620388135,-0.151288932174421,0.123266906935588,-0.199554643070055,-0.100822919491701,0.0773833409499381,-0.0733555157777113,0.0840206149357746,-0.385907475417598,0.205100858318494,-0.150934338084766,0.29850457839589,0.0338410051716214,-0.0968632854905611,0.123644231415604,0.0887712665215275,0.141360297664101,-0.106523701394604,-0.264972706533198,0.140746577124315,-0.0563668220208132
progressive,-0.0333600588303582,-0.385289729493477,0.0231270603639031,-0.0451493762125152,-0.409702970515693,-0.240455304390247,0.0503989286172924,0.150773434851492,0.363666573159514,-0.233875220269973,-0.118239918450457,-0.17327958041483,0.0354687500037057,-0.279701958083104,-0.245837909966573,-0.0927904754558693,-0.134182107550679,0.430814073734905,-0.266771608957052,0.125787662000183,-0.455965155072078,0.0110716366386468,-0.152986955796363,0.0372065050624299,-0.337959087650405,-0.198096012865985,0.368831455364214,-0.207683905046138,-0.153511104653983,-0.0318077718289456,-0.0336705162306407,0.367650104477424,-0.197422683179658,-0.0725946167803479,0.0681756387191837
stable,0.0429265585065223,0.248026995893653,0.113234452197275,-0.0160382592621954,0.0277961425915155,-0.0164848853281239,0.0221037906909808,-0.241283524720593,0.0494860454896229,0.0763978868628882,-0.0716664094072811,-0.0003845827469553,0.149736032655308,-0.140725466727002,-0.184794186332804,0.0856509244577347,0.383490919418169,-0.0622701571947258,-0.14259559459455,0.000225979914758,0.0551782747749027,-0.243902280026858,-0.10054561254522,-0.0541194920489473,0.0024996345861409,0.133417413612812,-0.070400345592938,0.0946889562031356,-0.008505452385796,-0.0522762169222203,0.018975569000658,0.0243139919679593,-0.0927418259555187,-0.0125308498961323,-0.284318352497182
stable,-0.0894805409220891,0.130902183367076,-0.236109162548355,-0.0509549858139301,-0.0202127972555867,0.0512585762823366,0.0530332622016218,-0.0384345533002595,-0.017392795867416,-0.23381438020379,-0.0410488966291871,0.207360727175334,0.0255543321818471,0.0490685062829537,-0.108954325151604,0.0463137429458103,-0.0521282160757074,0.160739627129995,-0.194256617503049,0.212027131139346,0.150420263178583,0.0672456654151459,-0.134537585060466,0.118822597359886,0.0042401719862845,0.112734516145311,-0.089810799138837,-0.106941437480185,-0.160935793278812,0.210424354264454,0.12315316849309,0.0397830072418168,0.0416518589391437,-0.0721933613913247,-0.0173823999655202
stable,0.101345974528841,0.0652732924005523,0.0497685146526414,-0.0658812038547688,-0.0062959181320673,-0.059436512172617,-0.0882173184615592,-0.0108199936175944,0.068696069995099,-0.042776261582108,0.0624187809891148,0.0837872707656216,-0.0540669130648107,-0.0087986037082861,0.0234633583558253,0.0234128677160513,-0.0987330709476068,-0.179176906552612,0.0834489886683073,-0.0553021953667843,0.0062286664679901,0.0375255982876233,-0.0469265610365023,0.0217559652206923,-0.0307069230074744,0.069847183933544,-0.0595391539870805,-0.0378603517482422,-0.113295391347547,-0.0335723835710109,0.0463242538876256,0.112485205983938,-0.0708671156136655,-0.0627348534319345,-0.0638798960395947
stable,0.078550249544179,-0.0427553331672244,0.057676125965627,0.0579664674670995,0.0151111584535599,0.215284885794765,-0.0175297006513918,-0.0257854872174619,-0.0030714467082303,-0.0916261065441152,-0.0081242922300531,-0.225743603998541,-0.0060591787017751,-0.0116760947741683,-0.0898213718766219,0.0797436359265494,0.0628136397870149,0.0432166674941967,-0.293597391571878,0.0891018669906911,-0.0644563654023469,0.12763864102831,0.0100699065163249,-0.0514665317962783,0.0731143640328596,0.0285175078972639,-0.0413318818855023,0.0794852144242016,0.0087513495713491,-0.0677308253125576,0.0429029380688373,-0.224167679513453,0.0026411791728589,-0.0150276946822637,0.0301986780398436
stable,-0.0100201998792443,0.0093863438084985,-0.172101021880646,0.0086981136309448,-0.104352955154655,0.13514842248039,0.0488292555073314,-0.0415254726794229,0.0483819494783799,-0.137949506227096,-0.0410138766243857,0.118020796768163,0.111127489411889,-0.0303418412603209,-0.0293573321320439,0.0318239987769589,0.117499938590724,-0.0321320460714403,-0.0370982871373345,-0.182727509395721,-0.177947164574746,-0.116997604658089,0.064781245471359,0.0750286397648211,-0.0510522738499966,-0.104675930811126,0.0151046692134485,0.22117305396106,-0.0155568787189659,-0.102554359950301,-0.0076863629661908,-0.0493762655597886,0.002061203615992,0.0489487913693923,0.105478466475737
