group,AR,ATF2,BHLHE40,DUX4,E2F2,E2F7,ELF3,ELK3,ESR1,ETV7,FOSL2,FOXH1,FOXO3,FOXP2,HEY1,HOXA1,HOXA4,HOXB13,IRF1,IRF2,IRF4,KLF5,MEF2A,MNT,MZF1,NR5A2,OTX2,POU2F2,RUNX1,SOX17,SP2,SP4,STAT3,TBX21,TCF21,TCF3,YY1,ZBTB7B,ZFP42,ZFX
progressive,-0.0544205527756551,-0.13923584494219,-0.175542695480109,-0.196940168298955,0.0348966829294986,0.0051573735537999,0.204315411096045,-0.456953889674999,0.0809753991483015,-0.0098844142693495,-0.0114534740026622,0.0674364660064262,-0.280239364773809,0.0103279881180075,-0.382473206131676,0.0784066431292073,0.157382649705946,-0.233167572774428,0.153244833953539,0.132568996201912,0.141493437216703,0.0027938531960251,-0.178012143921145,-0.238927412301778,-0.362346870311969,-0.237801926417124,0.032076347712658,-0.113349669595133,0.0349959905075563,-0.0273493069971084,-0.198846873797664,0.208923282717926,-0.204527267262569,0.289289595387473,0.0517326276628916,0.252724545146604,0.172589950159191,-0.0341485658414634,0.227003882429643,-0.370622501816782
progressive,-0.210941804162301,0.0453014091933828,0.176922051953402,0.138803405430487,-0.132000181999058,-0.0252694855098715,0.232782390170707,0.107775898355811,-0.0740302190899275,-0.001613265844445,-0.097248838278751,-0.0410932641459045,0.0304649205720979,0.142552239281313,0.0220966828735821,0.0227703625331135,0.145785941483247,0.0781466413247178,-0.0248554879720384,0.141895589590261,0.0965564854081675,0.141670664538734,0.143000346551334,0.0540688552465784,0.0832756993460576,0.102155212033891,-0.147673280270708,-0.0603382738180644,-0.194626297635229,-0.0276895834574568,0.0826789035208316,-0.0776396262982303,0.135855378460036,-0.0701448965151184,-0.0877766403428333,0.125429153722658,0.0566803660562555,-0.0730600586341178,-0.102144008107259,-0.151571250833803
progressive,-0.121537050100817,0.143571533212691,-0.174039971754936,0.24204282584388,0.13914719684458,-0.165963425808878,0.083067642918895,-0.291073454284293,-0.148875240784402,-0.194287369383825,-0.361923404591171,-0.298720058353799,-0.112503792132006,0.196987041008819,-0.117915289664269,0.0849643579980581,0.315542194005301,-0.164614198979209,0.378328222072659,0.0440895701427627,-0.0394438431423972,-0.0320167900695197,0.0439890626018619,-0.150425914058709,0.230078533524013,-0.152122641714593,-0.0790526318211806,-0.0086002838652609,-0.022830550539464,-0.0083143537403831,-0.221337143262652,0.0801903259281231,0.0709238782847658,0.0425028780716092,-0.273322353390137,0.348778180383574,0.0393141424871802,-0.0465641718642499,0.344029332291005,-0.0649678739814374
progressive,-0.620634501361115,-0.279490399855804,0.172190078703094,-0.479665525363656,-0.525138947508784,0.0532308406568048,0.476693823325105,-0.0114219099825287,0.0353140297464615,-0.284153055048193,-0.514733432548643,0.280547815305104,-0.152295171650525,0.469114159996715,-0.500699888719351,-0.167395246579542,0.551291748578117,-0.459633883554712,0.484218792750945,0.458922862821562,0.535476095090737,0.528917384609947,-0.199154172660252,0.501433698578563,0.0096944942269906,-0.341203353233074,-0.484510493564545,0.0492381857706535,0.09223215100018,0.450878301321497,0.104433449094047,-0.459068713228362,-0.5384888175562,0.567298830724422,-0.46139776191195,0.584869246918616,0.485412942956621,-0.0564395496064059,0.610042115567261,-0.556952567492044
progressive,-0.135029058551553,0.237852004874153,0.0470634968890712,0.143617067295806,-0.0047581627130051,-0.195935268378822,0.115491230714576,-0.0885225516715356,-0.117032668181493,0.0311828050030158,-0.154614381660619,0.0685659018897661,0.0702455074209449,-0.0655262044760133,-0.103850571300545,0.103487880131859,0.0847402009123772,0.0682679770012023,0.146812203781853,0.175037348659271,0.0961390662139504,0.180313641613257,-0.0273356879637349,0.0399089818115308,0.0246414107106357,0.283879241281263,-0.0873178988612557,0.0955043566687492,-0.248257787213847,0.122490306719822,-0.068259341497186,-0.195348054105711,0.061091873163621,-0.0058289652110317,-0.206846227703472,0.194916278904894,-0.0331603354227584,-0.112749458189387,0.175775684252669,-0.0634580012640991
stable,0.30275924468572,-0.041195694137202,0.303684913084923,-0.263790251572889,0.113769016734104,-0.466304548105773,-0.374344247379811,0.167254635630776,0.0375154176962687,-0.103832548794712,-0.223339898463636,0.276184716570747,-0.121950516178225,0.13220399467259,-0.0967999629143414,0.475509779172136,0.259360578402807,-0.124574918051587,0.361127504096917,-0.177960294542486,0.391129402389949,-0.0979993608781009,0.329875905038677,0.0332250306226144,0.0084189092964407,-0.206776899026678,-0.319565525661809,-0.0891770001115654,-0.278809118444109,-0.0012050880520099,0.0143487681804545,0.125947318911301,0.148929282690392,-0.0590456220444097,0.0455006090957508,0.168009298718199,0.140935192961411,0.157623132208463,0.434085573512112,-0.0500426917752046
stable,-0.119662054563058,-0.151060218839634,-0.0167154951140989,-0.397603279565616,0.0425626554998235,-0.184489016666374,0.188125897484529,-0.201870062222996,-0.163768630489431,0.0726624483131148,-0.144087755803657,-0.0369790787873147,-0.0724500985719239,0.175782364077338,0.034563522181216,-0.0960564680677513,0.258242654505018,0.152203242999628,-0.0534548191420011,0.0488958769107696,0.0462485521505687,-0.226754445168572,-0.0519137175173257,-0.261425864821529,-0.306957031895109,-0.242831638258265,-0.286571456740782,0.158120691134128,-0.197455505287766,-0.27610602838234,0.080960061430181,0.162224240262569,-0.0299839087362402,-0.151250331366039,-0.127021163256114,0.17831615376205,-0.0266259327035288,-0.152651745697837,0.160029176603076,-0.187307192140173
stable,-0.197522883125565,0.300632399147029,-0.271346325370784,0.348955445492242,0.455641462412831,-0.221923543519404,0.217310755388668,-0.0975360286689521,0.379850812381106,0.0894390846339483,-0.152479017923564,-0.230203880563857,0.187713821382545,0.149255399414898,-0.183741015193694,-0.187157416848927,0.22341284001792,-0.0202010382962717,-0.146062130244429,0.222150515065752,0.274146817037847,0.0125278955326085,-0.0274656841557195,0.191219818434473,0.0019182338117052,-0.0429398519371596,-0.0917126391590103,0.231657328527852,-0.310662103172704,0.232548561486643,0.0421799771395925,-0.328483701475092,0.0714048334473366,-0.251045108318856,-0.291418236311888,-0.0313630060931564,-0.0437628118548088,-0.133632182661422,0.220146836194199,-0.18612844458601
stable,0.0289133771474325,0.223394632863845,-0.157130856571113,-0.0620277531207677,-0.0522104912775858,-0.0924687425844806,0.0188285999726109,-0.116812325974261,0.110516102173278,0.0281866999140119,0.0653671218546117,-0.0750828962380632,0.0128250944822588,-0.1122869622105,-0.176993454226119,0.0521160710449538,0.0670119669968788,-0.0163045086354442,-0.0734414807795351,0.0908870348019537,0.100503816041121,-0.115209572405154,-0.0732434425260621,0.0255161714741722,-0.143838597591683,-0.0411967894585546,-0.0633763463388549,0.0771526064447215,-0.0055662208136333,-0.013274019297728,0.0116696548165618,-0.172816307291673,0.0288065373024731,0.015068315507166,0.127296245585431,-0.0050902222825884,-0.0770872865589657,0.0239463116900162,0.0934015645965754,-0.0818266937669815
stable,-0.327426005135247,-0.215594287056622,-0.17261314329572,-0.241141473275703,0.0992188160418494,-0.209268490600568,0.240402682327475,0.110379247530226,0.151510126812764,0.230010356322399,0.103496151585727,0.0305993092358706,0.0622640724927745,0.147260273645517,-0.0891688881173742,0.263973616231799,0.240593981223625,-0.340292283907147,0.346401454570942,0.0920105658609091,-0.223183518419472,0.107617753662035,-0.150099472586454,0.273344891114554,-0.192997738121362,-0.237788515552826,-0.186679270299076,-0.237266242622831,-0.0097887914594778,0.215940133906056,-0.203722008126518,0.15980506249786,-0.0938272048431606,0.232205066587857,-0.156669916081528,0.372381892374542,0.169859624705453,-0.260720996127127,-0.0412549271864643,-0.3740887096243
