group,ARID3A,ATF2,BARX2,BHLHE40,CEBPA,CTCF,CTCFL,E2F1,E2F7,ELK3,EPAS1,FOXA2,FOXD2,FOXH1,FOXO3,FOXP2,FOXP3,GATA1,GLIS1,GRHL2,HNF1B,HNF4A,HNF4G,IRF1,JUND,KLF4,KLF9,MAX,MYOD1,NANOG,NFAT5,PGR,PRDM14,RARA,RFX5,RUNX1,RXRA,SETDB1,SPDEF,STAT5A,TCF3,TCF4,TFAP4,VDR,ZBTB7B,ZFP42,ZKSCAN1
progressive,-0.0760770725028809,-0.129707551021207,0.124834450858285,-0.0626249421478599,0.0918965140331237,0.234864964144501,0.0365647366757801,0.0627832025049778,-0.0592948804668375,-0.0130630736437728,0.0957409218747792,0.105276108391132,0.22916099710671,-0.135972023490457,0.0377319068095245,0.0861991411768795,0.222355801750641,0.0272933174212901,-0.342772150972718,-0.288112980133126,0.0489090445309758,0.0846363201503403,0.117580851157049,-0.0608906724011096,0.202876589462047,-0.023270866677877,-0.0794071341839032,-0.0437985538323771,-0.0658758736503233,-0.0546261999318597,-0.0025849191662589,0.0709731759858288,-0.0787345276661522,-0.0416026913773663,0.118042443865309,-0.116255420666186,-0.0328258357388698,-0.0619127705408294,-0.165586492816143,-0.164148961238989,-0.351878715688544,0.129127263045108,-0.0826646598679132,0.0297991064089901,-0.058912417937136,-0.12270453021874,-0.0587739401246578
progressive,0.0256131974900282,0.0557440474914606,0.164097402838038,0.0859935838027153,0.0365311226159399,0.139816539811402,-0.180324892556764,-0.201069988041596,-0.226698237517352,-0.109022280550814,-0.0202273913173329,-0.13664019686047,0.138113561885789,0.005514215504354,0.0964517689297688,0.2479141516365,0.186749472725862,0.0524937067349162,-0.0926994771709122,0.109345711262771,0.195421192826341,0.0733332277202765,-0.0744506740520211,0.108453530518673,0.0609691900773663,0.165371258934519,0.165535101201525,-0.072904433108225,-0.18454949879945,0.163879476262067,0.10246181180249,0.0535522072467767,0.198124192896903,-0.176141001468018,0.174860974992295,-0.30559817571084,-0.0717261243994073,-0.0539027034858656,0.0440495894869486,-0.017004910757974,0.11605347444286,-0.134992097913876,-0.0636123561673961,-0.198176734611058,-0.019303844478752,0.0970903096907656,0.0253931206303815
progressive,-0.0914065237623356,0.267992186316052,0.292628767374114,-0.307634664626502,-0.285505709051731,0.247605221542757,-0.132704418182219,-0.389212727714545,-0.26719656212054,-0.407376658279456,-0.332318646022367,-0.49766097872889,-0.249578170710968,-0.431162114986032,-0.146775177548537,0.266124459084833,0.190573695272451,-0.427911413193029,-0.212149302054114,-0.211206682560294,0.407755053523371,-0.0795636685885354,0.124780323169004,0.401951773517881,0.429766801448903,0.0445326362907879,-0.509330028458566,0.158604305927679,-0.493539294151689,0.0596675124234956,-0.25545052626862,0.295283312456477,0.208687664342099,0.0563703060669737,0.468494997012594,-0.055831466293955,-0.0856456227120438,-0.126002184525106,-0.147716775102681,0.214404230873615,0.375141766483599,-0.0932426717959179,-0.528756496101984,-0.0459319240377669,-0.0896758121469114,0.412219971049716,-0.0209487161815147
progressive,0.193803113380737,0.228590950597009,-0.436879965040805,-0.329314924759285,-0.274220635834604,-0.183525709758692,-0.469410024659967,0.115345341881161,-0.445003448835207,-0.0034002130612478,-0.270937827208406,-0.262304085677057,0.268120120767213,-0.236222238875241,0.526545344532435,-0.198725068542437,0.0511251159089611,0.148539188113874,0.172855452834749,-0.0716799231530515,0.216055769377854,-0.0192227184617954,-0.270292102815633,-0.0822147134211672,0.272328618208226,-0.189824909254629,0.0012553243439932,-0.0677468745788857,-0.210045565414347,0.254794717389069,0.223054879928895,-0.23669185661544,0.324185254058651,-0.297976971711397,0.400240750194902,-0.0967548011465563,0.123748790097605,0.103320418398952,0.047553311750333,0.383117764898419,0.0001264355454381,0.189793300368269,-0.270441116137042,-0.389529853274212,-0.0109186124596245,0.176463381434931,-0.317804774569218
progressive,-0.234751583746661,0.291844554807653,0.116689568771212,-0.0324047600902464,-0.410626411884461,-0.132767360760331,0.0432775399618548,0.088524757761491,-0.15033625424512,0.0279907832489533,-0.460999538273986,-0.296891359869921,0.43995008957384,0.0293474087476661,0.0836954874001837,-0.150751547765134,0.382267797232066,-0.127321082883574,-0.319926307113372,-0.467161703075719,0.0732419562249706,0.271629648323917,-0.060229425931194,0.141100917395282,0.337689004240834,0.198933506439537,-0.279666566730286,0.119268343771681,-0.146100260340976,-0.484967907143373,-0.198387692098947,-0.197300018594148,-0.0722531621296988,-0.170017211917409,-0.0190283535694099,-0.331716687905392,-0.0744799264322508,0.0148754183692685,-0.359054867051466,-0.0478813652694402,0.148595976637442,0.403744404981369,0.112125295227438,-0.0904667493646048,-0.135176063176413,0.230839914305766,0.277020553731339
stable,-0.0113775548805025,0.189161000478547,0.406949742779737,0.195715471912098,0.0655090751947523,0.10520132539128,-0.0765810485237953,-0.327401795989477,-0.370990752778374,0.14568040594194,0.01501112180356,-0.035719569625052,0.195558948658789,0.363064896840835,-0.0334744843613446,-0.0587587088895609,0.212435346031778,0.287183507259329,-0.0382495874110323,-0.130172623815382,-0.223978755359536,-0.385589797016974,0.184769379399466,0.318848402208672,0.331049630609086,0.397573698900293,0.153248786849423,0.157017565782839,-0.253582720672815,-0.241543975449586,-0.0879461417452844,0.206744160541476,0.12730240875846,0.148062629656046,0.141429715992088,-0.193488206218767,-0.0828026070378087,-0.10406213711345,-0.411795461897168,0.414694874560956,0.140385705892519,-0.0260934497478219,-0.099573531818568,-0.186961969172063,-0.0408755659915411,0.145151838955767,0.0981290027942831
stable,-0.146475407912282,-0.154800832841727,-0.0795451619634398,-0.0494825230130561,-0.104402637205361,0.0777028824302095,-0.0092994630015548,-0.129009362658392,-0.198425976726071,-0.190472169780751,-0.283144533862551,-0.289570348134377,0.113573843980188,-0.17132505184082,-0.071060598835623,0.222579668087918,0.0719740550494849,-0.130787809599518,0.0258281148195435,-0.0332917997555823,-0.135746360816726,-0.252207004222702,0.0705645664011463,0.0273948207780646,0.187996144906004,0.178906058716976,0.100585093572017,0.17387761672184,-0.0430658699002825,0.009134414377989,-0.040187936112287,-0.021350081170676,-0.0012626145822468,0.20000731098695,0.0851330257032676,-0.198875021280249,-0.0714823076732745,0.252832179447686,-0.0527013405741638,-0.139382306635959,0.196374172619684,0.212026603902538,0.131242616818261,0.0464621479778651,-0.0990163189646775,0.118411970284051,0.0098339131997979
stable,-0.0237380369256834,0.132505845196485,0.10164387292558,-0.026007152920834,-0.0239695909153555,-0.029155444044178,-0.0360554341897962,0.0757364054368011,-0.0199671102852614,-0.099702191957122,-0.06173905930046,-0.004570415115864,-0.11665514174938,-0.018886199398748,-0.0955739092371683,-0.0076114120170842,-0.0282429547540602,0.16463462960316,-0.125693458958149,-0.0261133675173399,0.134653683247222,0.0575491865095411,0.0525704672671282,-0.00349351426736,0.0305739178738946,0.198440278237441,-0.015921187576732,0.116556535942943,-0.0297219904398678,-0.0806539973049421,-0.0353064824754215,-0.0002747904251326,0.0285909026674929,-0.0477337444988438,0.151383613233264,-0.0889927171132989,-0.0393115850534449,-0.0231318528465928,-0.0684405525646119,0.0765131189527794,0.049974687406441,-0.0017261157200802,0.101693998400698,-0.0282842375812597,0.0206294863072276,0.0265254760389233,0.0986222064639953
stable,-0.0010424743310704,0.141540927765426,-0.193162708562928,-0.0743493267749618,-0.138128022306972,0.32718882207926,-0.142256393107062,-0.204434384838994,-0.22347498994179,0.0231376575696041,-0.118882559625403,-0.119392225856095,-0.195547064455583,0.0171400480832806,0.0011733968572238,-0.0874489134303695,-0.0873036697043455,-0.0699696164394258,0.0741067088006821,-0.0467503428968563,-0.112099761862433,0.049002735622537,0.107539326904308,0.0627201160453762,0.0701052466264363,0.192821477482272,-0.0917580584073731,0.148102614131085,0.0916451241011265,0.193603742053755,0.0378960752480943,0.104778110371458,0.162950279148561,0.100385763683095,0.0827099837942713,-0.087374433280177,-0.103488607731199,-0.165449650629105,-0.100449589653452,-0.0279170730890738,0.164018868608808,-0.0422437239354768,-0.207632075864789,-0.135047824585307,0.106064986632501,0.211562923126178,0.0396921221965811
stable,-0.104635200322999,-0.0233934412915989,0.137574477052815,0.0554216010975389,-0.2827148458993,0.225400620100412,0.0179224541560372,-0.188382852314481,0.0780882059343428,-0.152443768111521,-0.0518063825695102,-0.244653536387293,0.181320946175787,-0.235273767650864,-0.023301086777443,0.286808122248864,0.24072171972779,0.064649874146014,-0.0133299063030322,-0.11351601897541,-0.0551256809489328,0.164288930960758,0.0472277628914939,-0.0093894113191135,0.436126729312344,0.143210030932859,-0.288449289821763,0.263110725323088,0.117233234600279,0.203985193936824,0.106469755248626,0.269500864868097,0.055835910733549,-0.0994962394512062,-0.212749015919329,-0.124845089371411,0.0601917867515537,-0.142349698277787,-0.332992343414281,0.0416814564711857,0.0178590273899348,-0.153393348226328,-0.194095332576385,-0.0635986183537899,0.268648996257826,0.302673170679455,0.110881558246201
