group,ARID3A,ASCL1,ATF2,BACH1,BARX2,CEBPB,CTCF,CTCFL,E2F1,E2F7,ELK1,EPAS1,FOXA2,FOXD2,FOXH1,FOXO3,FOXP2,FOXP3,GATA1,GLIS1,GMEB2,GRHL2,HIF1A,HNF1B,HNF4G,HOXA4,IRF1,JUNB,JUND,KLF4,KLF9,LHX2,MAFK,MAX,MYB,MYOD1,NR3C1,PBX1,PGR,POU2F1,PRDM14,RARA,REST,RFX5,SETDB1,SPDEF,STAT1,STAT4,STAT5A,TCF12,TCF3,TFAP4,VDR,ZBTB33,ZFP42,ZKSCAN1
progressive,-0.0798844647872561,0.130211348454217,-0.0557841742568775,-0.13059974428631,0.0503729645283958,-0.0697203433507894,0.191874124034129,0.0104274406446653,0.028036912692948,-0.180538232121178,0.0637561632850907,0.023270835024553,0.0332769649361005,0.230990192412034,-0.124095759843804,-0.0760729192485811,-0.087718211231165,0.247394979082808,0.0350412036310312,-0.259988220214907,0.0274971083161408,-0.178293435871285,-0.0198147704169461,0.0530390715114069,0.251410597007837,0.217054023318122,0.130250846335447,-0.022125396468889,0.0839527465539248,-0.0986854562526375,-0.0031466645379735,0.156503771392849,-0.0947027532286334,-0.0134424455785395,0.0290441086643077,-0.0234024946286523,0.333059300490024,0.0320525306179769,0.0676072067049955,-0.0274905253359358,-0.124721142963276,0.049003704645763,-0.049010287625968,0.132785293714359,0.0070964526609527,-0.0224874603801621,0.0287281256144694,-0.254149116773102,-0.138854801463337,-0.10306313808894,-0.14302182793308,-0.115504970676324,0.125912662380375,0.211524319945951,0.0397085365963518,-0.0471275552873479
progressive,0.0178126242906348,-0.216173669581922,0.0574083400775387,-0.0072650417312785,0.132367688129235,0.256796727316895,0.153188876738234,-0.190002569559801,-0.233284188254456,-0.234176547563929,-0.0070041250483812,-0.063018235328786,-0.141742451598235,0.154146301970596,0.0261508572905556,0.145676351288783,0.215736771732673,0.125943419391505,0.0422446218031902,-0.0584772869024656,0.108612376214727,0.0905430330426714,-0.0368708762061276,0.170162267229195,-0.0438742083364522,0.348753953034834,0.123732250784763,0.0812548375685692,0.0863463509796805,0.18802153375846,0.192801570299999,0.185908547064035,-0.0311593475169051,-0.0428318475875444,-0.0213987594499563,-0.219069546251755,-0.0281349248374071,0.0388527982100021,0.0566053939395198,-0.0356094835046125,0.161546886047334,-0.217476807087011,-0.0123736728439671,0.247804243635708,-0.0545835461793779,0.0494058845535166,0.154862213691331,0.0084461164978725,-0.0271499806842531,-0.0624929970795713,0.126203776367538,-0.0183564727930629,-0.240353519152443,-0.17190039025175,0.0469878109762112,0.0421815148543236
progressive,-0.0674342610484379,0.424299724093355,0.230486595495038,0.141906641550869,0.277009265134206,0.221012902981666,0.266619434547183,-0.0855163541435846,-0.365047368607181,-0.266159651312211,-0.0385983979746738,-0.300715944850704,-0.474417924342973,-0.268174098825682,-0.405603406072955,-0.183416605075888,0.226260000483434,0.217527496997675,-0.425045223825128,-0.257870658783438,-0.198718697328366,-0.205056365169502,0.0224313793181437,0.428449545715952,0.133251541674024,0.361006499402017,0.406005133450142,0.20680019625513,0.410768776657251,0.0225816111394504,-0.50399928714851,0.146646374214727,-0.182225640705418,0.162334526577517,-0.109458433599551,-0.492785532264551,-0.144434365364973,-0.0761598321152256,0.245955960715094,-0.18900647918479,0.180221806095173,0.0408838652567268,-0.0598842769864016,0.44236020064571,-0.0688091361920163,-0.119500534050975,0.247628829039253,-0.200722910070556,0.179776139786107,-0.193267232115325,0.362425679005021,-0.519467568390328,-0.018441394068229,-0.0241216921293134,0.404062946951148,-0.0405965732101589
progressive,0.182528843624894,-0.0883730812113607,0.158942540967983,-0.217869956900262,-0.36078157041698,-0.0715076794836515,-0.129681813231248,-0.477346350156873,0.124959139893749,-0.455428996052851,0.337010330217722,-0.243355252370055,-0.378007825885854,0.209940195938156,-0.142456035668497,0.531654838202238,-0.147909437831856,0.0744892335200291,0.0893428756407422,0.167657158817123,-0.258258511880178,-0.0953961971487887,0.143119104417888,0.136208755274574,-0.182470204891955,0.388454541692587,-0.0310830391296185,0.235745749103234,0.189809067852902,-0.224266089462415,0.0086469577726714,0.043640749322168,0.0635192797886066,-0.0794554831328154,-0.0957750935770121,-0.087561160293739,-0.052675624866592,-0.0134282698431105,-0.1825153116096,-0.45642585451282,0.352743553332525,-0.374115116153035,0.0507225039925353,0.378720512024656,0.122103884666779,-0.0208347928805265,0.106465385659032,-0.0498925403878553,0.272210019647978,0.399749263791059,0.0505646304807755,-0.182438630189603,-0.37831004089408,-0.185961464837728,0.176132711062741,-0.238822027246667
progressive,-0.290885777818015,-0.0012720722030829,0.417144869776182,0.408639368368612,0.253019901834941,-0.315134160372434,-0.194824573811294,0.0036384425436005,0.0332872061589335,-0.351427723508219,-0.0375182289213615,-0.44003426836209,-0.175885710017569,0.441262884682459,0.0451348600006902,0.0015170053601982,-0.218018163576201,0.43250454904819,-0.210808437580467,-0.166969352991612,-0.174585984070941,-0.424188673310644,-0.410484268116562,0.0004306082923479,-0.0983327615122258,0.402891340245986,0.121336725607107,0.0832219659321261,0.458368700332611,0.300043117466295,-0.370255972327763,-0.418634221392835,0.488175485339632,0.131659473019081,-0.439888098574779,-0.0334610296897896,-0.20849737472704,-0.0035554813129646,-0.128167200262791,0.389210638260657,-0.159285562820817,-0.251001178556136,0.224635309353107,0.0031643783685385,0.0566901742678253,-0.453620157512407,0.0043100334582716,0.207094934875815,-0.0729703281464113,0.474253800731979,0.206134954921314,0.176126692639893,-0.189878504251481,0.225362207754869,0.323023378352423,0.232374407010993
stable,-0.0142347955679603,0.0338765170321724,0.308371997157071,0.198008296758331,0.439300074716535,-0.0095418036729968,0.112568804230103,-0.119119431235694,-0.302883975187415,-0.384250088295527,0.172953818175391,-0.0480604547216306,-0.0751451605773488,0.177577196094816,0.417468578923345,-0.0287369256343821,-0.0027204155742932,0.22936614649074,0.274515618882934,-0.132233550005741,-0.2264634601273,-0.165047462001977,-0.106168286116497,-0.175828550740363,0.111489667377869,0.264741588277723,0.380726527027632,-0.416644152273491,0.350170259980737,0.436653601447865,0.194919792779702,0.14230178682536,-0.231536804028507,0.216763311712017,-0.147759390253027,-0.310054635477723,-0.0920706745659617,-0.417499839085072,0.233610855643399,0.0206053760651429,0.170235206071966,0.141270201488368,0.0453637848471107,0.195308681214725,-0.140189321280961,-0.450938232927502,0.159347291742448,-0.0701210514308616,0.403644072978052,-0.0995862186020918,0.211756095076001,-0.0936641011943005,-0.245129744314238,0.125302210299732,0.152027364179894,0.172681914884061
stable,-0.202081194072961,0.0334522956017656,-0.219775617807162,0.0824610463309285,-0.157443112826407,-0.252693310588688,0.135724633472347,0.0686146414612608,-0.0473072588384147,-0.230162671719697,-0.0738259491627224,-0.346595713109438,-0.357683520208094,0.107094830106592,-0.203329092513691,-0.109924550858381,0.293028156382126,0.0843739889093397,-0.168885501922589,0.0364443302100997,-0.0809649552477357,-0.0796279317439573,0.142306312797205,-0.157688649423945,0.0630275034028713,0.344182253620662,0.0011539039619851,0.0557257407871586,0.23292244995512,0.222597075308072,0.15710933651413,0.046376610208205,0.124895643195856,0.202127232185,0.131804458720677,-0.0431682554965114,-0.0750927350340322,-0.25907062201235,-0.0149283005025673,0.0210693714859302,0.0735730346626147,0.29486259807719,0.0808843885516687,0.149288907347729,0.24576073821759,-0.0878922155289832,-0.0829810409040788,0.175218693488881,-0.122368121333344,-0.214343268144696,0.130629011283187,0.135009124481086,0.0492227099036998,0.0668029237061133,0.211935415861873,0.0303618397731445
stable,-0.0447322057008818,0.0901083169716881,0.190430026948938,0.0214152136696215,0.05838054914685,-0.0150385509257512,-0.0141912391860785,-0.0396214266960825,0.0602272779215233,-0.041488490952508,-0.0034215475092517,-0.0560320064133838,-0.0326308480826494,-0.0928477015021634,-0.022970826671434,-0.0979607400049351,0.0357915776327618,-0.0026932702309463,0.12974889804831,-0.139089714018689,-0.0386194934019762,-0.0265275332412202,-0.0413137906774555,0.191015750446072,0.0103758200984456,0.122272578723024,0.0354465933741484,-0.0287706498533804,0.0552210006979504,0.120819875583412,-0.0329360857178381,0.108634094904572,0.0335230930206381,0.11175584811466,-0.0477875604819149,-0.0590463821175528,-0.0676570207772402,-0.0237665807755533,0.0123265371320788,-0.0678957059266946,0.0036450323996187,-0.0568046006632854,-0.0598167168694819,0.178184164164921,-0.0382547898883304,-0.0455943068818288,0.112293300518746,-0.0944665804472047,0.0973151911637578,0.0325818067062016,0.0686499160794566,0.0924298484339381,-0.0278064090936328,-0.0160804876044154,0.07875531535238,0.10762199386959
stable,-0.0044066434418362,0.155883947180887,0.14454336145328,0.108306398932008,-0.157482541314552,0.0714149461750606,0.337821884048454,-0.135443629871969,-0.19287863886516,-0.200287826822137,0.041112563220037,-0.18847452069205,-0.116012231691674,-0.234006452727699,0.03050296851598,-0.005321582961795,-0.14792449821702,-0.098198342402952,-0.0227744083377809,0.127185902108003,-0.0428181099115069,-0.0177868045437595,-0.0660011661472323,-0.0765852110735916,0.103950557955129,0.161161709303026,-0.0302401920232632,0.101099727623837,0.0683145598755575,0.178826904827356,-0.064072653081784,0.110885688602653,0.0255727526916325,0.149364693631974,-0.117337304561769,0.116296250150733,-0.0041582758353792,0.0631438493413691,0.116443062342348,0.0542868406481867,0.145506182048886,0.135137428660181,0.0302513824297743,0.1062844509237,-0.193684892799757,-0.128051722675489,0.21589383900322,-0.169630272248071,-0.0700634322559528,0.0445234090276114,0.195114640534296,-0.253611747844572,-0.152505830836604,-0.0062901473058752,0.199771434125219,0.0319383609688475
stable,-0.0039435002989998,-0.123520061167147,0.0327583931998588,0.0472934546175303,0.196105016644847,0.124217960531361,0.288020405178991,0.0270657071035286,-0.186226324388013,-0.0324412537002022,0.0827007004219042,-0.0199331691857638,-0.180915467406071,0.077782685827601,-0.13922424034923,-0.0931495166882356,0.326558200636414,0.184308304042484,0.0144660948036195,-0.0508120350339829,0.0417219145269692,-0.034495389549124,-0.0621265159628967,0.0074311793953578,0.14924375280871,0.302366423226672,0.0400249081213558,0.0923220242445936,0.327381629930701,0.0559801471635851,-0.215386584984048,0.0381073154757588,0.241806144415147,0.185182736553675,-0.0242786004959602,0.0869079846540304,-0.0968793808711485,-0.327057005682233,0.237489369000402,-0.0782055741354707,-0.0534351187175887,-0.0449004734973975,0.0664039429838883,-0.219633217609928,-0.129811420243442,-0.283733568759493,0.0987818970941388,0.0536213820380208,0.0541521576537643,-0.121055974933301,0.074359482496008,-0.226609003502576,-0.0040197378118977,-0.0851417977843989,0.2515448718692,0.0186311436674502
