group,ATF3,BARX2,BCL6,CEBPD,CLOCK,CTCF,DUX4,E2F2,ESR1,ETV1,FOXA2,FOXD2,FOXH1,GATA3,GATA4,GTF2B,HNF1B,HNF4A,HOXB13,IRF1,IRF3,JUND,KLF1,KLF4,MAX,MNT,MYC,NFAT5,NR2F2,NR3C1,SPDEF,SPI1,STAT4,TBP,TCF3,ZBTB7A,ZEB1,ZNF76
progressive,0.428286316783675,-0.1427092111501,0.0039009652788435,-0.0063142743072806,0.0549837750150217,0.0861848854402125,-0.0699132319635449,0.167906802129206,0.207643753528951,0.155225359070186,0.0346723083428059,-0.0903833819691374,0.101233354888768,-0.147172179901319,-0.0707727666860019,0.0106053361140085,0.181870935466354,-0.157823798654229,-0.224166655616798,0.0974514021099572,-0.0559424868208391,0.117471949337649,0.0484711465410202,0.132434465313959,0.282125743132633,-0.292764138274428,-0.164402545183804,0.0556052847374137,0.065403980573424,0.0620716305725136,0.23090408547975,0.0761878354374813,-0.192806861858231,0.0580185937658508,0.160375955599371,0.150762390318966,0.244385557011211,0.0275646173686418
progressive,-0.0749571907226726,0.145428163439738,-0.0480275200916566,-0.040700292919412,-0.147065411515248,0.153424563022789,0.0074232246139628,-0.086535371926284,-0.0383723315437335,0.119131841783961,-0.0367142449991672,-0.11878559540149,-0.050031244254429,0.0398308370655665,-0.0721432013237774,0.299353645796215,-0.0985151970604407,0.0309558033366808,-0.0375336416992582,-0.116444849976256,-0.12394313990684,0.165607293969124,-0.195139244519031,0.185543621212994,0.211025228970715,-0.0450498667616368,-0.0205191956131709,0.0154348433036282,0.0982186820355821,-0.0266983870385055,-0.12152400437554,0.175484213193406,0.105232348783561,0.133589571614958,0.175975907407085,-0.0186784797892381,0.0658283959515081,-0.153566967032675
progressive,0.330251091450827,0.551613560078959,-0.493369561414655,-0.14366716375923,-0.456561704864354,0.399442428903037,0.460684755408692,0.118854068040469,-0.181363946381965,0.503689646882263,-0.483414060794995,-0.307619139772798,-0.4716623439247,-0.425238023186494,-0.497541150168544,0.478618823480074,0.156653573698217,-0.0145002197696846,-0.226029875633716,0.537557897875891,0.0034437550876506,0.576257736274378,0.534196648921639,0.274057381545108,0.486115865676627,-0.0288399521277354,0.282345706212593,-0.467727055963501,0.586021289765178,-0.464634336366419,-0.254438567471146,0.551192030117859,-0.469389568415926,0.5610507568157,0.521258613339508,0.54876727493348,-0.246066438452765,-0.403141756380989
progressive,0.504090386978813,-0.0084105306241362,0.0290939385538792,0.0238147964775705,0.0792142036680991,0.0356545134076851,-0.198211480572791,-0.275846453705243,0.116005763061451,0.068867987615983,-0.0525026471794259,-0.0057032782773113,0.0835954403827109,0.0390340667539716,-0.0597490592944275,-0.0120292245943924,-0.181773946740319,-0.0124894574933526,-0.463955370937132,0.240828144599061,-0.179044133957271,0.0141138089014476,-0.145979558628048,0.02954514727835,0.0338045576373547,0.0706547741648875,0.201726396536419,-0.0911261139941291,0.188316473245146,0.0088617393486071,0.0558370796532654,0.183669023383097,-0.264403800452662,0.122250491808127,0.247677493036529,-0.0932016741266949,-0.0598347889520769,-0.0005730350800779
progressive,0.0955112222920234,-0.0226259980686788,0.168678824062015,0.457499351351074,0.0836951139668265,0.0369715728680678,-0.04290150134766,-0.111081758843065,0.160493852357789,0.0872307990227336,-0.338924644650495,0.298540678331395,-0.123947834383965,0.228610475476485,0.0957975769872149,0.0889409728967944,0.25844704385603,0.141848979981982,0.0252469389593906,0.084053057335816,-0.0279036741870013,0.124711446904475,-0.244208852067338,-0.259516896814454,-0.0381607402828217,0.0878393027500157,-0.209738905633652,0.21586769154046,-0.0900585516377504,0.047224661815344,-0.0198340397905609,-0.150507232362983,0.246690592758998,0.0497740140322578,0.218007397457308,-0.0115297536300052,-0.136738344102522,-0.110023837330274
stable,-0.139364563543315,0.327652344457303,-0.309171894008837,-0.32336624093862,-0.251433367628238,0.33066864092001,-0.349894728628387,-0.133315337959392,0.0778686231842578,0.459005992924686,-0.293694361580364,0.238685941462253,0.436406006595652,-0.145557938834318,-0.0445429826469498,0.366689013188845,-0.0792605838590681,-0.509562223992044,0.0234908580346235,0.374531914308531,0.409251624734591,0.153611460031866,-0.434135226866345,0.495722767373714,0.22438812252283,0.14984392182649,0.505692660095159,-0.086996457437042,0.417386923169809,-0.0750660202254421,-0.417267903240259,0.0233899773449693,0.114328856954757,0.157108958589489,0.290680234594855,0.0992626815081121,-0.0260810932811684,-0.474029863565992
stable,0.150514559176602,-0.25080904664231,-0.120746271176969,-0.273658380679422,-0.31084091210199,0.375673947211543,-0.303893389440766,0.115183368244584,-0.312107704451723,0.076403210059844,-0.334258807650592,0.154954401398841,-0.281222424740114,0.269261317493066,0.109679230977407,0.377049685479646,0.0485228245641255,0.0163355227085267,0.0966738119720776,-0.217311137230677,-0.2948514703135,0.42698007354618,-0.359772135835654,0.435416869148591,0.284083291267726,-0.42111756933828,0.369270265996091,0.129030749727746,0.211126235998038,-0.304156576727261,-0.234794292690721,-0.193515779600769,0.247611720777126,0.303656254439098,0.276350351428693,0.278816289002217,0.407282917948841,0.0346319239233544
stable,0.209843086674824,0.15175538488388,0.113757031993452,-0.212322980584735,-0.312444088158702,-0.238025804809303,0.0780356726021248,0.239796445979728,0.0108140115938567,0.369247678389957,0.16130587794886,-0.375515971010453,-0.0113875352050782,0.296701255322527,-0.261221466048247,0.323388333982327,0.0993485351163007,-0.0616762299880189,0.152594615082177,-0.0859766739497613,-0.157542796854709,0.0799595546801326,-0.180656702220707,0.208549731360657,0.343168325232951,0.0315853955123377,-0.062917255380997,-0.138336688694648,0.15943196349923,-0.258444385431841,-0.280717314557029,0.427614233441013,-0.139210993805773,0.280396248151463,-0.05279272516288,-0.267778523287824,0.194168092725685,-0.180441117324583
stable,-0.0916084787704431,-0.189920101498437,-0.239231632966929,-0.0865243287641698,-0.0229520045909505,0.574388781330945,-0.20019960893696,-0.471554888325073,-0.466994987751675,0.55045531921653,-0.307799874006133,-0.507409875628522,0.4378769621582,0.489880396622261,-0.158545991147791,0.503771521187033,-0.504072464524114,0.118850386564424,-0.0558338519533516,-0.122496415605657,-0.558274349976942,0.0163361035027537,-0.504557548741518,0.332574026630632,0.394134565886291,0.130201367154382,0.378825373342908,0.113388200628797,0.341226816004585,-0.289850520123523,-0.463743334110219,0.360228481296043,-0.153197785396758,0.396230969455229,0.124591581335926,0.337562714518792,0.485950506417572,0.135614485165191
stable,-0.149253908133866,-0.0399470102566534,-0.167465641846751,-0.0710205447562632,-0.0673633636257247,0.0280432189674496,0.042593370609807,-0.275772238266551,-0.0999632729213857,0.209712948297453,-0.135968436368237,0.0680562433239321,0.0364589969656772,-0.0903904770661514,-0.0886908555105485,0.204896173149914,-0.0740314317484738,0.0159634974187009,-0.0747891448065135,0.024464503376708,-0.0004544775588242,0.236966359546946,-0.119192482491638,0.0626565046379018,0.251466276069433,-0.0886477048306601,0.244925620526355,-0.0911031073243077,0.0836127074636861,-0.147316528478878,-0.202107909317128,0.0244288664968002,-0.0852375130394826,0.221453904807078,0.240205451378566,0.235395009291011,0.219911643691068,-0.0272627498294687
stable,-0.396290211048589,-0.181861893882199,0.277575975855285,0.362387873097261,0.106205216037385,0.158749635934669,0.0121493498224585,-0.289762693920181,0.0318143874051384,0.190694812188338,-0.226516943594888,0.173640880545972,0.277206964461216,-0.0833358516656986,-0.296035887619359,0.446443063429879,0.176186592062019,-0.122483756649176,0.417562083056077,0.0455659006221002,-0.322291748961935,0.180880977518217,-0.285222452464037,0.0803931025737537,-0.0931169891236871,0.460101156040748,0.173612854364144,0.0653804111745297,-0.0724196538436742,-0.0472007612287363,-0.326556399630102,-0.0642266666892751,-0.195179001280826,0.282041480826554,0.0801548800282153,0.163635533633359,0.126893209256789,-0.214872065045334
stable,-0.196188369760127,-0.106213061058539,0.188456742609901,-0.0808682798303382,-0.0788652676152539,0.0510768114846505,-0.014702109658719,0.0078918681274322,0.172112162934813,0.11092681647137,0.0094408642404308,-0.181726621567218,0.245475823665969,0.110365973051147,0.0498883575703672,-0.0735372551231296,0.0651112504050081,-0.0871977984300047,-0.0220331343659277,-0.132572701809049,0.196575618788377,-0.0263997009948115,0.0092405630189224,-0.0336906654577185,0.152549410300823,0.0099750008311199,-0.131050412525584,0.0228743994962631,0.116121294815823,-0.0692641623976163,-0.0405676740628414,0.0293107454140674,-0.056297996658637,-0.0282825324769908,0.162190575762762,-0.0140210855055903,-0.0305259061578853,-0.0834588422951806
stable,0.0924923371678289,-0.0311939108977395,0.0500059116776369,0.252394343796957,-0.0437883859961454,0.239241885624571,0.0646728953365399,-0.0144278480557688,0.110772925496317,-0.0752480031195896,0.0846008622643974,-0.0128070400789697,-0.0299185210143566,-0.145367876083077,-0.174940979004018,-0.146457271608467,0.152063672970837,0.345550946529048,0.16447215371125,0.0676488050644333,0.0971953373628032,0.051520437164154,-0.116698174329533,0.297670684657049,-0.278672689519158,-0.162851345734451,-0.0477739793817168,0.218463658774458,-0.0213893511692336,0.157404368107503,0.0994272696587233,0.125121061684374,0.222635246518023,-0.272614587573089,0.293233390687779,-0.0003454180934161,0.0504310416387645,-0.276175050997533
stable,-0.0327989063782085,-0.0566193411780248,-0.150774529899578,0.0083744776475707,0.0277701479204695,0.341568747552579,0.162610096364216,-0.24463111488005,0.0681359445555998,0.0387234760591885,0.0030403290000905,-0.173848455346693,-0.0095485332659092,0.101219881777567,-0.0089920444757141,0.206586283686953,-0.067226560435037,-0.0163146225808428,0.157018062667621,0.156685526683236,0.274871530113093,0.23433607226144,-0.100846627101216,0.161327457567303,0.285030843758485,-0.182657265708563,0.20123177569349,0.0600397113031266,0.0686585011024903,-0.142311828419415,-0.0151541398598261,0.180689195596897,-0.0196331959760309,0.141938573743065,0.109526494938528,0.0116591187994542,0.132688644218236,0.108332079974207
