group,AHR,ATF2,BATF,CDX2,CEBPB,CEBPD,CTCFL,E2F1,E2F7,EGR2,ELF3,ESRRA,ETV4,ETV6,FOXA2,FOXH1,FOXO3,FOXP2,FOXP3,GLIS1,GRHL2,HIF1A,HNF1B,HNF4A,HNF4G,HOXA4,HSF1,IRF1,JUND,KLF1,KLF10,MAX,MBD2,MEIS1,MXI1,MYOD1,NFAT5,NFATC1,NKX2-1,NR2F2,NR3C1,NR5A2,PGR,PPARG,PRDM14,RARA,RARG,RFX5,SETDB1,SP4,SPDEF,STAT3,STAT4,STAT5A,TCF3,TCF7L2,TFAP2A,TFDP1,TP63,VDR,ZBTB33,ZFX,ZKSCAN1,ZNF143,ZNF76
progressive,-0.0673560145616293,0.0929338258146096,0.0016940714623877,0.0045353094268648,0.0217961635396974,-0.116930948340874,0.0148531383729823,0.0047820836162677,-0.123427112137589,-0.194824887747277,-0.0884452033965507,-0.0656819518173012,-0.0150598951262659,-0.152253005288927,0.0575850905758102,-0.205322795155932,0.058725587505213,0.0999368771355038,0.205042673103096,-0.257652262454728,-0.206429944221902,0.0886919775859537,-0.0989897978140115,0.0245973840680551,0.101177417655205,0.206096465587574,0.123954008379828,-0.108227155984905,0.0487345676207372,0.217828243943243,-0.251476238146968,-0.156528201381016,0.20369541942041,0.229766779052196,-0.197406012376978,0.0437390576784993,-0.114749998072367,-0.0834230151635666,-0.0714844800546136,0.0146263729016391,0.100470442950429,0.195838662795635,0.0972090219066984,-0.146130337562659,0.0244906709050701,-0.0723782027946134,-0.219322228225034,0.119678812287739,-0.0363958581505903,-0.218948732154586,-0.102911506553712,0.0948813410390869,-0.149705228522659,-0.138100172048034,-0.308954615559793,0.0545837828668555,0.193490973209964,-0.150932429896987,-0.0737921522041654,-0.0370561458465603,0.0858507396214766,0.204402394125186,0.010264472364625,-0.100083607734608,0.24251900202891
progressive,-0.116325974880329,0.0305680247733832,-0.0215667386603394,0.102818301325576,0.116073978394316,-0.0883214115462734,-0.203554629432003,-0.0396051955642663,-0.187740029697417,-0.052092968894579,0.175205261150013,-0.0935346656788607,-0.0525114343538097,0.182258136909384,-0.193835224252159,0.112026952652063,0.17318597973958,0.200554925670642,0.0660942340654625,0.0475479545993849,-0.0020248130406137,-0.0056713393020015,0.0647670683320918,0.158072100440115,-0.0932501885951197,0.20658544270327,-0.0390748209713785,0.0203468014504728,-0.0440297905255252,-0.124890120372421,0.0954553706027389,-0.0455610592288992,-0.0617675064074018,-0.0851776962846504,-0.15664862760693,-0.16181753414029,0.0049026791013267,0.117367245163246,0.0839898141624981,0.187560937260453,0.0432698769195807,0.251816637113612,-0.008160289210005,-0.190641393366676,0.0704306538960622,-0.234655581858358,-0.125177765141821,0.103544930592655,0.0287440997382232,-0.13095344895501,-0.0092821227222212,0.119143323961287,0.0028116756141055,0.098924884698342,0.0088416253000483,0.065779734886296,0.0487107789096073,-0.162672289200445,0.0519837546576766,-0.03709742865787,-0.188954813508226,-0.118243086608534,0.100020998494162,-0.126897960291369,0.0427498564036979
progressive,0.0284064493763533,0.202473820927298,0.0745490942370577,0.0199293223907948,0.134533503133727,-0.0447799058576723,-0.028673222245245,-0.199621838365141,-0.0844790791534417,0.13222426756499,-0.0038715681073767,-0.22153682730738,-0.199689348130257,0.159063300836053,-0.342699635108793,-0.360333790701556,-0.11460475264418,0.119982568841127,0.0699859068869063,-0.2117817425016,-0.236066728342964,0.0217431008448757,0.180740836380056,-0.0667609557485324,0.120083820779885,0.276927610998579,-0.235679106385878,0.356865031706633,0.397905478645254,0.291713545868506,0.102267914970457,0.245332189426819,0.0800318733764171,-0.10038029771078,-0.103937129497919,-0.364632264027309,-0.158947179464843,-0.135070836128665,-0.11813450172999,0.275837529092836,-0.183821604859311,-0.0641190388692827,0.160964351420603,-0.023076558504002,0.153304636534581,0.099860871579368,-0.0752812295060354,0.352988303779107,-0.0106415825760944,0.0476082371259889,-0.138711241751535,-0.0197233871057907,-0.236736615338309,0.149070508453705,0.308711721855481,-0.0958197283974536,-0.192496444460817,0.26694951012385,-0.0590132061970439,-0.0495644698265282,0.0182863390672477,-0.0255622700890043,-0.0172288682415668,0.0859460821084717,-0.191784999308106
progressive,0.120685374944638,0.160390203072057,0.0551177688626616,0.350080930111998,-0.0882931562177506,0.373867400540626,-0.375429184491051,0.101078839403736,-0.392645234393548,0.0936159709059333,-0.0537517770692871,0.153328025500311,0.189640640674184,-0.0136189381799439,-0.376057540716003,-0.116541866504735,0.478661737622341,-0.169018717900206,0.0782622231484037,0.212275124690399,-0.0662460486726859,0.0960474362981399,0.138347648832971,0.0337582105202621,-0.19475855659336,0.262265871021928,0.361218316533978,-0.0801063120694593,0.144335246193929,-0.307953743204328,0.0817136290796633,-0.0436525444102715,0.084891836652248,-0.257398386931537,-0.123981968472649,-0.130188124520547,0.316491191912919,0.248715232431653,-0.212225038324642,0.0875600739553063,-0.0236817443911361,0.140114331552402,-0.232132092060087,0.242481756547888,0.33690821591789,-0.276230860456194,-0.415316144857587,0.267210761313944,0.157644559567375,-0.0359483506956393,-0.0560102168343329,0.0708904207701593,-0.0264000680599514,0.212165845346929,0.0485473483365302,0.353896600521491,0.361924078960555,0.191607668856643,0.354078732760607,-0.279345321745088,-0.267165228254165,0.111697148944234,-0.185037248330511,0.166896877314498,-0.124528365189998
progressive,0.123569138912411,0.334110326784718,0.272659511916874,0.0298380599055847,-0.248497278543898,-0.017563085763582,-0.0050362967824563,0.14709983665711,-0.161892959190341,-0.0742414098709083,-0.0769554142481209,-0.340601553748773,0.121674532027583,0.392915087311304,-0.182397881804628,0.0735419242066783,-0.139513414995918,-0.214558234115456,0.491058921594188,-0.238004993580448,-0.457671471575253,-0.374596557030353,0.0156205141474916,0.0437678172761089,-0.144985391420666,0.352149062799977,-0.12142271718846,-0.016383952786737,0.165554267009968,0.0071667302626541,0.128297662002607,-0.004176928680688,0.107752768778935,-0.0067030711937931,-0.0025821013662435,-0.0788340328891959,-0.0519378098343159,-0.159626625638236,-0.366302655583054,0.124572401207964,-0.137854634706458,0.245499482840055,-0.136103922015414,-0.391296277631229,-0.0046245995057952,-0.222720232551787,0.0989032758611907,0.0329157968281969,-0.0633893894229964,-0.0787460975485498,-0.452287430491151,0.0557709912742965,0.137982540656489,-0.181710387323213,0.0550355320616204,0.0882790878867708,-0.281596940175264,-0.291465683632316,0.186498866327485,-0.160845729224465,0.281844757953449,0.0782824384796888,0.209146213604785,0.196131783189168,0.0104762967196969
stable,0.15081773109667,0.220598595401914,0.229636515626325,0.0013984606849396,-0.0003124453661845,-0.168899715817684,0.0164793030286209,-0.241708002951623,-0.32994206335336,-0.040228435915066,-0.166469625748056,-0.216032731984154,-0.189887393776712,0.233359457900422,0.0314350090564452,0.315679869236459,-0.0033769771655509,0.0501990079909124,0.173823893722754,-0.0987602328532384,-0.237377629411686,-0.132352550627681,-0.110717959891394,-0.394484357687248,0.170556965947279,0.141724999097545,0.246521766460349,0.208940112669885,0.283860873585124,-0.294099725268617,0.0262426732124844,0.179994203029874,0.134450971667629,-0.268189937773376,-0.152749465940483,-0.168444553000357,-0.127790337272611,0.230700326397055,0.0288856836056412,0.178800267524278,-0.0595122646108352,-0.0167501985145282,0.207836577050222,-0.146410280399616,0.196194884606562,0.122657193278591,0.0672489374865916,0.117983592177125,-0.0782227292925294,-0.0876084396568302,-0.495151869964283,0.3531293299232,-0.0715954321367382,0.374184899048245,0.0439286261317343,-0.0713455853456712,-0.249559956973975,-0.366644477876404,0.269768833223912,-0.134495076591788,0.189930586185199,0.123815662341724,0.0633569364756126,-0.032484280410797,-0.34091542931865
stable,-0.172981524294299,-0.270817148753288,-0.0611160927495173,0.193302285408855,-0.223275557382345,-0.231691022495593,0.18403803130255,0.0459960308364358,-0.237983619149079,0.300231331002991,0.0483400563156773,-0.181302613150754,-0.132479177178053,-0.153846887559027,-0.184345351455209,-0.0510887647947751,-0.0570804624649723,0.0907871217740373,0.133063951579321,0.108247326598834,-0.161928451865013,0.115045105019299,-0.272234285900386,-0.266138206895539,-0.0558925461314458,0.332618664000717,0.0968076400416413,-0.0482297018002183,0.173952166175873,-0.259350284223411,0.213441611156317,0.249319073701142,0.0894346443092039,-0.182193513068519,-0.160203397247176,0.0414328193568752,-0.143910799941153,-0.351748223532301,0.178660376619589,0.151452687360984,-0.116128640018176,-0.146533772964207,-0.0713321732178456,-0.140354517416585,0.179359238774322,0.172571316102194,0.205807736752016,0.207466190403826,0.120744415488862,0.360335566923347,-0.109680740663639,-0.0698040842372073,-0.0132988390842079,-0.0723458220012495,0.30494730658176,0.0673824074074399,-0.0348461928780331,0.145517585578958,0.107306251962268,-0.0677355717228127,0.115184578791205,-0.240064824672694,0.0863179878922294,-0.27565303593681,-0.0632712163856524
stable,0.0865546271828055,0.132690567693329,0.069562899677741,-0.0606390096880505,-0.0557518092714245,-0.12607893608396,-0.0673721946374411,0.0724410258863877,-0.0729087498803107,0.0497795886275051,-0.0194205672950109,-0.0972493530489454,0.0143596082691931,-0.0326279824856075,0.0180215385885729,-0.0745823741593077,-0.0984831686515617,0.0279367589921356,-0.0034498982043182,-0.266008427271764,-0.0219414913791878,-0.0286434463907714,0.115727998488406,-0.016538763929508,-0.0114133251813522,0.0499796052441069,0.0722645223572891,0.0060760096909597,-0.0203080050799595,-0.0762101116640143,0.0394859318134014,0.139959944261486,-0.0153682886485137,-0.0444600374300942,-0.19951351939471,-0.0837192802919508,0.0182348136862337,-0.112702423468919,-0.0444250267535476,0.0784312697779968,-0.0306474450864702,-0.120020587104098,-0.0466205483514198,-0.131247516686499,0.0382150856875148,-0.0629862269539772,-0.0532771344981294,0.0461621985179331,-0.115659945191095,-0.0665485115016476,-0.122454813151975,0.0739434811032747,-0.0953272358319746,0.108756109089011,0.0450085035020291,-0.0345822100863933,0.096677995380807,0.0141113742859273,-0.0362557825744486,-0.0731870744006675,-0.111921985769392,-0.127564196708223,0.125441027055818,0.0082020278451551,-0.123300662810789
stable,0.135378071904734,0.179076619731839,-0.115053827906739,0.176952359452258,0.0996350381267035,-0.0615916628770798,-0.0226039111605993,-0.10858147080683,-0.138772204172878,-0.0449898431938214,0.0722104673777644,-0.146984599008029,-0.0458302488604036,0.116156357843563,-0.137031367430525,-0.0043450006677744,0.0248780352113737,-0.0816952810366433,-0.0933208844347051,-0.0664217107989699,-0.0920271920466561,-0.0035523356760543,-0.102396906080592,0.0915594233213085,0.036558270720627,0.0824123899184615,-0.206483812076121,-0.0085714985934489,-0.000525397113204,-0.294964311434442,0.0388428817397288,0.134929629163876,-0.0841182201617783,-0.184456584297641,-0.147162727655762,0.132007710098133,0.0094207932141372,-0.076195515342186,-0.0278319644994874,0.149130532355487,-0.0308841716622124,-0.0060658122944161,0.0911172727614465,-0.0394571683939939,0.117478464921985,0.0205197510503846,0.185531997930646,0.0430154966233781,-0.0454940666185929,-0.199208003388498,-0.097002010069409,0.0816657677114932,-0.085982853068339,-0.0125249358390551,0.0669343737363478,0.0167816462211015,0.0299975234591008,0.0815792751917642,-0.179204311055711,-0.0757768855541441,-0.0094797699264928,-0.111171202666316,0.0975258091683917,-0.111032724746449,-0.0714866668113943
stable,-0.189845228780701,-0.108811703703785,0.18607734385931,0.127492970979012,0.17630704766876,-0.0816314527609758,-0.112415161214679,-0.0542019121346662,0.0674490751078464,-0.10064622336387,-0.0535071225440947,-0.181579210970857,-0.234014582464551,-0.0619797286389211,-0.220214139092344,-0.099798249262665,0.0889977142673615,0.175370211416715,0.0769814326195659,0.123656007086348,-0.198368968448943,-0.0938462148332757,-0.0982259729587484,0.169580442301694,-0.0435143466620245,0.289139817750465,0.0012170439101686,-0.0315740626931105,0.332876211684784,-0.144360672022494,-0.162780109456681,0.287992933859634,0.0420720123353706,-0.235193897797295,-0.280755425177641,0.148655459770156,0.004814123237487,-0.12949345042098,-0.127796096856087,-0.0363132692997797,-0.15566302952899,0.104740476695706,0.289596560557399,-0.0613298025429952,0.0605611773696697,-0.0733460841907908,0.0806030517379314,-0.0304121522341931,-0.179304037215891,-0.13414822717387,-0.378064236959105,0.0867150812807555,-0.0818499325746595,0.174860389149851,0.179433006249896,-0.138053080884938,-0.0015343315168789,-0.0618013557084025,-0.177181075028301,-0.0405004927650987,-0.145531447075534,0.0633175256178105,0.111743722262285,-0.0942151765374333,0.0577302368051302
