group,ATF2,BACH2,BATF,E2F1,E2F3,ELF3,ELK1,ESR1,FOSL1,FOSL2,FOXA2,FOXG1,FOXM1,FOXP1,GATA1,GLIS1,GMEB2,GRHL2,HNF1B,HNF4G,HOXA4,IRF1,KLF4,KLF9,MAX,MNT,MYOD1,MZF1,NANOG,NFATC1,NFE2,NR3C1,NR5A2,OTX2,PRDM1,RARA,RFX5,SP2,SPDEF,STAT1,TCF21,TFAP2A,TFAP4,TP63,VEZF1,ZFP42
progressive,-0.105856467921263,-0.178310599128301,0.318749395528512,0.0331979805985479,-0.0527172857121898,0.373773927708035,-0.0032103686559755,0.0403438525145181,0.110213867678142,-0.0428290865664745,-0.0199543858760533,-0.224580778997484,0.0650643503788062,-0.0947289478159518,-0.0923294114899249,0.103028442965589,-0.140814547967749,0.10091896048117,-0.0062691182583834,0.0318334091164392,0.0800416760181828,0.320364468055646,0.19189039262175,0.0252676448836843,0.220328853364827,-0.208219105477707,-0.1213875327128,-0.138296353251973,0.191791510630292,-0.0668705947560902,0.23111358256642,0.215569333509356,-0.20875966036434,0.118889114395316,-0.124947284405258,0.123259698417722,-0.0417875295897925,-0.178831377616642,0.298326968226228,-0.163438747613145,-0.123101487231391,-0.127498439784852,-0.310884981141287,0.138560038562526,-0.097154852673034,0.408270558461054
progressive,0.0088610763039579,0.157260589655683,-0.0470703536765116,0.0711149888138289,-0.109854161752782,0.322135487250646,0.383130083864264,-0.271961092893716,-0.0524013910973747,-0.0441455430777948,-0.11469660589868,-0.147773990385595,-0.232998868569606,0.316564050531653,0.300902259642583,0.0919184634654481,0.318192045224978,-0.0547660304569145,-0.0157571806461565,-0.0599338549102453,0.1352269340959,-0.176297809124008,0.174093673605865,0.137648702746929,0.140385062729377,0.0927688914293539,-0.335343903017105,0.254207523928334,-0.0672556722839481,-0.191258221515154,-0.205447340942667,0.17377637314831,0.211844205619473,-0.0894836244690286,0.145729170495631,-0.148922612338521,0.0944408500117203,0.186400425654488,-0.0596051951343325,0.283212331377122,-0.226802098998598,0.215097010594701,-0.444906049489597,0.0686503969584475,0.138725651678586,-0.133013150286432
progressive,0.142897742744704,-0.15359026909118,-0.0077155741674982,-0.417220959638013,-0.235371539211373,0.247066840086477,0.138701217657935,-0.19615801249756,-0.18951783652994,-0.45473579912147,-0.456063872172685,0.0865196018664126,-0.254304587092915,-0.0883686850852943,-0.311601799144246,-0.27394315091056,-0.171273445292617,-0.136277946834263,0.25476802833126,0.298108068641295,0.450289337556372,0.473325174880886,-0.0611021876556391,-0.488194186976174,0.194373388307827,-0.316484305598379,-0.57487922695381,0.261586463548244,0.245864328378258,-0.213771555785364,0.185904269413126,-0.0819800608575013,-0.304915815370086,-0.168119823887313,-0.133066693403485,-0.0879170680658829,0.508614549978003,-0.450593347437188,0.0327980361443878,0.287131836755799,-0.41940027549859,-0.450886668829811,-0.561895439553418,0.141161223061453,-0.185755198443798,0.49419499701372
progressive,0.257436668280273,-0.246098573196801,0.110759948384172,-0.0957253360514854,-0.185033735068882,0.0037417069466378,0.168828709572936,-0.0138732371089109,0.191803151742871,-0.0069727703123939,-0.20223745287788,-0.114384162117509,-0.13108627428511,-0.233834089316155,0.292508392450389,0.0057707243609378,-0.012445242670339,-0.165800999845584,0.155515824712072,-0.0591713898058891,0.332297921031484,-0.0393331126371207,-0.30926925122464,0.180709081025485,0.0956575515053506,-0.217091306420873,-0.120480252299894,-0.120710719756752,0.293633615916226,0.147856170998846,-0.106977570709853,-0.127150251639553,-0.124795868403806,0.117100062932641,-0.405202459884272,-0.0712686718060697,0.459936221403207,-0.0550591273403813,0.216088095138079,0.204546646416203,0.147164768628271,0.0764609680399911,-0.059826640418525,0.177337929597717,0.153712755784888,0.137494173379715
progressive,0.263505627932817,-0.156952738687519,0.0590256727311918,-0.108530053150304,0.181724740158648,0.0889882247344993,-0.163985736546005,-0.0920708570352892,0.0073539402959718,0.0073816760621742,0.0050875319719977,-0.211473330536965,-0.0589622766941575,-0.0193714515662749,-0.169172324825869,-0.0744705322536584,-0.0512675826991267,0.162480080666442,0.0344715951373678,-0.165859881890829,0.47583084271743,-0.210859181428196,-0.0035422535692881,-0.0365636643594977,-0.0341031056721063,-0.222472542962406,0.185857369322817,0.211984461085553,-0.0036254608678955,0.0591049177774846,-0.0167959875617589,0.173277218223836,-0.0216735201610807,-0.257181873238652,-0.249455481225104,-0.456954672690485,0.202696941660037,-0.002464520939706,-0.138159775959181,0.0187652269621349,0.143041270810818,0.020877107445838,-0.197680730229703,0.0259606771655211,-0.119802660985454,-0.0838650324916698
stable,0.0787006738364952,-0.280686568104285,0.185691286528592,-0.386220980027129,-0.051391714503945,-0.521806901881323,0.0090490798516168,-0.0961593025901518,-0.0529406105200803,-0.355957096190317,-0.191284381603812,-0.116173164062292,-0.0363511728695832,-0.142764834444144,0.0221222416652038,-4.95699728293443e-05,-0.225646792708083,-0.0941048289896549,-0.165339048255291,0.458729623418034,0.256760111935918,0.412067715507458,0.518931421841413,0.144885561957293,0.0591071633247145,-0.036524456966582,-0.340071154630521,-0.0889631639829115,-0.280380294335345,0.0980669936587105,0.0512286094171626,-0.0056796467774744,-0.068756322932466,-0.186405985553614,0.168498275733839,0.185328817395558,-0.133649440449046,0.0083218528140208,-0.236559293968441,0.2731737960254,0.025445116308001,-0.135756856948834,-0.0820727570671436,0.138120495398096,-0.103366463439224,0.34492063988247
stable,-0.230485237454598,0.106431092749295,0.0564085724360405,-0.116689552356705,0.0766844470922856,0.330142060124976,-0.0932325706114049,-0.27307742599419,-0.262086356757892,-0.220682215846068,-0.246563709045094,0.177942261661846,0.0419547826276351,0.256860516650459,-0.170740537258232,0.0304912482891187,0.0714877751531808,0.0776816431008864,0.0421696202532446,0.0712297034912667,0.115029039626719,-0.0941840155336423,0.328870505659962,0.282644437144263,0.198698596755792,-0.423711471258959,0.141856943647864,-0.221886402206566,0.148886620276869,-0.0795030989728696,0.228354184425379,-0.270214355583156,-0.185694331657735,-0.216776790587143,-0.0326637586134245,0.154814865412484,0.135859701728284,0.0435138730464275,-0.127314020655023,-0.268502465419616,-0.0643109251266184,0.0772491546760723,0.217517099427975,0.0684057213870287,0.252077381229843,0.116560146371328
stable,0.06967692343959,-0.0357726852599388,-0.0229099005795548,0.230770374042796,-0.0352828138644663,-0.0952008414917865,-0.0535771857154994,-0.0475736794704508,-0.245103440799282,0.110156278681912,0.0615841555093518,0.0662872805387944,-0.185130029704283,-0.0928197633906259,0.0814125158371564,-0.0365512905036079,0.110979324277661,0.29077440531102,0.172573498132279,-0.196980190870795,-0.163573684634441,0.05931014526222,0.130461460868278,0.0270427505707442,0.169070673618036,-0.0913397198499053,0.0686971806486451,-0.436102422665263,-0.0250916392979747,-0.220414076595859,-0.0078549992025773,-0.178999984052097,0.031627504997652,0.109700161403568,0.105139759262078,0.105380096796217,0.201085092247497,-0.101571070549723,-0.0642160004989551,0.0709545450297955,0.200397217248653,0.0504965702340816,0.0701075581576655,-0.236747729837892,-0.157536372896134,-0.0759288332711209
stable,0.21071099980942,0.158552423382424,-0.0554944671616682,-0.0113070233068015,-0.259020441073459,-0.163922625695806,0.0234579836462189,-0.285363902125767,0.0808950161078374,0.115644921811521,-0.0802230847807837,-0.0070452526947501,-0.0224916027132416,0.20533094454975,-0.349890946394924,0.126999427407221,0.0536353795875607,-0.0259739012980432,-0.282822832229145,0.0974695037202364,0.252854576213047,0.0580646007742267,0.111829009397106,-0.185880040280864,0.119486035983026,-0.130211537409624,0.0829178408345915,-0.0928477787387443,0.223289845384148,-0.0814254413017602,0.0310766382051359,-0.156194647994148,-0.171894500952328,-0.282397175047016,-0.105001363229686,0.308064298178201,0.0762840352939063,-0.123123852679852,-0.389273271735368,0.146893466697633,0.050836251620303,-0.0135755775432577,-0.314077368102699,-0.174897471029488,-0.0102788510322751,0.123305414257945
stable,-0.254722267167415,0.171571171135517,0.255864995321688,-0.0318523038093253,0.0558335500033701,-0.270351532243266,-0.0736864444783639,-0.0861022078027717,-0.0547904080993663,-0.0806342701644548,-0.11898182240435,0.193565826738794,-0.0787297232406661,0.142874713880111,-0.189449095881792,0.023012660269029,-0.125150393704606,-0.0446265134545204,-0.0220197928415307,0.160087624965886,0.0534249747108708,0.112718371400562,0.0954734771903711,-0.187726178875251,0.127673530623355,-0.0556872191866477,0.0973994175084175,0.0715148010272682,0.0748342000802876,-0.157508437354182,0.103167076600284,-0.133576502933901,0.134624458351613,-0.326325422912967,-0.0197249234395108,0.0497124720383667,-0.0315795380325401,0.0522742240337509,-0.0121825753269993,0.133191528804235,-0.457903034054403,-0.144762146088493,0.0410761727104894,-0.0931311144530992,0.0741118521231776,0.305575969822456
stable,0.324438560911999,0.181889348921,-0.13588620619779,-0.317244749625829,0.0629237318584474,-0.180874299820427,-0.0633846945233865,0.222798621387207,0.139224693377197,-0.0047865618137105,-0.24964154828997,0.0827265016966875,-0.0816555783336978,0.0731533780692665,-0.159385989732612,0.237051214492039,0.0412398618521732,-0.0323511979393586,0.347658973134737,-0.396409267093442,0.157630606655015,-0.0647862072723426,0.32415453341138,0.0982642028371078,-0.31723543724876,0.104503495473656,0.0606887613617733,-0.0157099801162055,0.0927140261037002,0.0914615113878558,-0.0620809617336599,-0.256011214205492,0.295095260766081,-0.244277619097952,-0.0033431433679417,0.174523258659044,-0.102445460141302,0.111981334260446,-0.106887464003442,0.097034969063937,-0.0392702941019791,0.109667208558681,-0.0796999791491079,0.154296775664143,-0.120837404853517,0.182601745766815
