group,AHR,ARNTL,ATF1,ATF2,BCL6,BHLHE40,CEBPB,CTCFL,E2F4,E2F8,EHF,ELF1,ELF3,ETV4,ETV5,FOS,FOXA1,FOXA2,FOXM1,GRHL2,HIF1A,HOXA4,HOXA6,KLF1,KLF4,LHX2,MEIS1,MNT,MXI1,MYB,MYC,NFIC,NR5A2,ONECUT1,PBX3,PGR,POU2F2,RARA,RARG,RFX5,RUNX1,RXRA,RXRG,SIX5,SPIB,TCF21,TEAD4,TFAP4,USF2,ZBTB7A,ZNF250
progressive,0.0141588525852943,-0.009396805919907,-0.0867950392219626,-0.138623477929211,0.11248463373288,-0.249535737763142,-0.112611921143747,0.170145830855752,0.0324208522973687,0.378081047749569,0.302000613524727,0.166342183519248,0.199616610218903,-0.0120174290848214,-0.0439366192334779,0.0591137711057104,0.0950612334335781,0.212270476358061,-0.0376021986691422,-0.173006053852887,0.160509425103624,0.0628500309894025,-0.0976219566404372,0.204094132083528,0.110620247538412,-0.0341280011019415,-0.0990745306232754,0.198074186298982,-0.0599373955289692,-0.0897600871456942,-0.0057503959732977,-0.0352810752945038,-0.0623483688406903,-0.388234090639923,-0.0070307575767273,-0.148110133786201,0.021084785235425,-0.0470738795366182,-0.0219832846062528,0.0253376822573431,-0.0226796216186443,-0.0507202894832276,0.222663119080635,-0.0212120726462923,0.0052637088140993,0.039451609874096,-0.0702476758092178,0.0263410065547675,-0.0944397713687555,-0.10287817795978,0.125602724546965
progressive,0.0596749754682572,-0.0037593272403655,-0.0181673198505303,-0.0483699853853284,0.0505734803399096,-0.0056168246352995,0.0406703964009286,-0.102007838762841,-0.0709649011262597,-0.0755180697587252,-0.0003472349945518,-0.13993064546176,-0.0658652704795916,-0.0349892251505865,0.079482111773536,0.0278086056048988,0.125266342421778,-0.0779843851267533,-0.0327084712167402,0.0892528977807534,-0.0883786231198503,0.0790245836679164,0.0689395967979499,-0.0131687822554213,0.103207020788495,0.0890168167215507,0.0333793223396203,0.0175157296709489,-0.0272475633794282,-0.0050814995352389,0.078200452021411,0.035396287432703,0.079157419614856,-0.0694925149942637,0.0141861151516069,-0.0147558194214102,-0.0727439559085416,-0.0693926055760916,0.0575437897533223,0.0518301223863535,-0.16178207803106,0.06881951181068,0.0766417682551942,0.0879860334459667,0.060953891342985,-0.0790008033971398,-0.120945058330142,0.138348235226285,0.0755469611736732,0.142728378178168,0.0229189084798826
progressive,0.0581041538787648,-0.0795199156628379,-0.0517902468194386,0.0134569456887517,-0.0971605520155775,-0.025913727151644,0.0329534236859271,0.0700927704848732,-0.108083681584181,0.0974199490629811,0.0870824247001842,0.0684531922665639,0.0298901653655939,-0.151715910204766,-0.0249667493326981,0.0610700097713775,-0.034031926577782,-0.173457068347594,-0.0497908384073206,-0.080520052828709,0.0717564320927286,0.114627855613555,0.0180031184253972,0.126580847745127,-0.0358889994516835,0.0067962513499552,0.0161419324332811,-0.108634988254876,0.0097652462012054,-0.150516097385568,0.155861906305116,-0.143916869810091,-0.0945067519075109,-0.0057533323426544,-0.141793580771745,-0.0056878065810972,-0.0838372150188304,0.147844356505289,0.0502155178629803,0.12471355972566,0.0440163857438338,-0.0982442910151595,0.0305306076375975,0.0511879861908615,-0.100419007561182,-0.117047262103365,0.0475292863589912,-0.208113877704134,-0.127941572784478,0.092450165740212,-0.0907942703489855
progressive,0.185563323839744,-0.0904331863816713,0.0231182581727581,0.0725085794504778,-0.0911999371220694,-0.0600090956824784,-0.012176387544058,-0.21320010681598,0.19967828872745,0.132324781864932,0.178011552396577,0.374998980035083,-0.0354489603312359,0.0908768408981281,0.131958284655685,-0.135782393694274,-0.309603339843015,-0.335860935952875,-0.187260784598361,-0.181531854538028,0.131861838021672,0.267629764720844,0.0953664317114026,-0.214188684814606,-0.259219618234968,-0.11691743208146,-0.273054887884039,-0.109471751935707,-0.459978109263356,-0.0866235443381839,0.140942288613934,-0.263680275058039,0.0261900834660511,-0.0524332125808091,-0.158162835116838,-0.232166337394507,-0.0859725295586006,-0.141400410125493,-0.159517910324711,0.289783556553479,0.140252695180746,0.155852938232242,0.168699629882686,0.325796729693687,-0.309265776623972,0.0463763639648341,0.316344959560478,-0.126986460672349,0.167807498518072,0.334467282091397,0.0049718239833361
progressive,0.147197807280412,0.0434245616683069,0.156247209422578,0.22440293634693,-0.0401518879235174,-0.0585697416423474,-0.105489344843125,-0.251671994831949,0.18675993715834,0.0166775840761058,-0.146139143247755,-0.307568488939778,0.0131728743789532,0.163701364392246,-0.0943226146356456,-0.324768153908701,0.318889909782166,0.0428589740344216,0.20195345795579,-0.397994833208658,-0.342944303510486,0.222691671198252,0.168143886063533,0.0756727249644524,0.370720940641299,-0.357040487616551,0.0752618279654759,-0.0731058272414344,0.0050999568696497,-0.331245824245507,0.0128731612738174,-0.164295956520177,0.0811642425037151,0.0172141672159458,-0.227665941927038,-0.0101177343395042,-0.0059797598556936,0.0130906949791579,0.0948543636931446,-0.140033697251198,-0.365659656430376,-0.0413023995206517,0.228826121688854,0.0739759620627964,0.100568249020089,-0.0636455281002926,0.0352452943475037,0.360511358737318,0.324381427321429,0.0863850514318874,0.0250260442788406
stable,0.115797953257597,0.187890853695471,0.0028784283338429,0.14376659522578,-0.0322919066738078,-0.0332542875909338,-0.0598570851656339,0.0673720755709962,0.0141271952651278,0.0266893092520028,-0.152162866243144,0.029444049078898,0.0278446020734307,-0.190691133381742,-0.0460972307106286,0.0751480065594815,-0.134725668143511,0.0984640631722898,0.110848023542624,-0.110807965332987,-0.153648323045049,0.0058733768634354,0.0499981975536129,-0.14477528905545,0.107805145716589,-0.0099961396881964,-0.0167656960065165,0.0159043039442109,0.0371776026982416,0.0738632624711232,0.150502769702736,-0.0760739837001308,-0.0169124355533954,0.215328408136946,-0.0638711286038904,0.09005078498522,-0.0071869347517077,-0.0418217547463236,0.0505382103305369,-0.0481009142456204,-0.0147162617794662,0.0060970703393527,-0.0279191665654031,0.0463017384124569,-0.055091704325231,0.0894316396748739,-0.0083857996608104,-0.162781805674846,-0.0414858280058634,-0.0315267245921905,-0.0737235506803209
stable,0.0479074500566662,0.141892461102217,-0.0859733653595785,-0.172218545802815,0.0112767516450199,-0.0209445574920933,-0.0258019844733289,-0.0060605620029072,-0.0731649731238911,-0.0667128976518618,-0.10838123561397,-0.0156703473825821,0.0012651454352523,0.0842156278185899,0.0580023463929859,-0.0966752322588556,0.0477777768057468,-0.128410432952779,0.0367613691491113,-0.007257545857548,-0.0044738934044777,0.0645363820095066,-0.0402919727770291,-0.183062388287073,0.0494193071641807,-0.0004427177784595,0.00143837559866,-0.133541836238521,0.104203595713516,0.0335529536754011,-0.0099607343959452,0.040337690910366,0.0054632338098899,0.0864230655438568,-0.0255188645421548,-0.0625804771414719,0.232816185939523,0.0990273055332248,-0.0046720607315238,0.003597601474226,-0.0213867765272801,0.0652216552662884,0.125686130949167,-0.0495564615641916,0.0395287293219379,0.0116564615233531,-0.0715261027295787,0.0127023261663456,0.115194733710998,-0.118005817044071,0.0343441267537672
stable,0.0441917783005075,-0.0097202842753857,-0.0577360152240575,0.0413832741373249,-0.0139717737214214,-0.0311270001005346,-0.0514038726097347,-0.0434221121076907,-0.0508567765540614,0.0269683592745848,-0.0866348150369461,0.149257044424492,0.040404865143729,-0.0491662319719603,0.0513326257320014,0.0383834640553651,-0.0587129248679272,-0.0038998641694905,-0.026554983001906,0.0059666900014132,-0.0274454856763656,0.0493259960150147,-0.0033868089057506,-0.125167325561396,-0.0249031993868024,0.129549591622445,-0.0752159341161144,0.0648290500587249,-0.091208498079715,0.108981512077521,-0.0694844754273111,0.0663180709313216,0.0528168153665912,-0.0444596065867957,0.0625177191584781,0.000527160257461,0.0572290684221654,-0.0787606745263652,-0.0672767662525907,-0.0657169982855027,-0.074093754143211,0.0528144275133234,0.0545190770891457,-0.0768533906116115,0.0162879358596751,-0.104034157764084,-0.0790021808952368,0.0546685122785303,-0.0748026689063783,-0.0203036386783875,0.035601892655784
stable,-0.215079059769832,0.0182490724367498,-0.104826310947774,0.0342751645354993,0.063379543388179,0.0366368009426929,0.0014119476621389,-0.0366337220973699,-0.0040177851167897,-0.0248890615017492,-0.0575939609077135,0.0128098330477011,0.0951771016759869,0.0610314106885422,-0.0091361223994586,0.0146219225721632,0.0102240350950647,0.0041218716946375,-0.132055240880135,-0.0043485179222708,-0.223733369883664,0.0121987092585106,-0.0109437286930119,-0.104811402854631,0.0433620254097907,0.0172375367110851,0.0155447659465949,0.0083660329649094,-0.0186676873710106,-0.0228872718935292,0.018532974384424,0.183428745909224,0.201570977011784,0.0407061162075193,-0.196302370471423,0.0996788056567821,0.0171573787030279,0.0369248620322945,0.130536775972788,0.0082971100415395,0.0716655263746918,-0.0836251659946168,0.0287030486640917,-0.0821778926335092,0.156455684227649,-0.0610750546713658,-0.080266145747278,0.0282278261877528,0.0361183666021722,0.0066858476558622,-0.0094996962217179
stable,0.0418386199700845,-0.0613623114158077,0.0422408720622608,-0.0702194043872546,-0.0681286494541231,0.0091188461308649,0.0862702439677533,0.0162042940997154,0.0111245721664633,0.0460310729045212,0.0311476197116049,-0.174718787414027,0.0499904510650984,-0.094421571933196,0.0035899552729218,0.0656297306563536,0.0156107269880894,-0.076489279321186,-0.0498803914713979,-0.0073238056032076,0.0034612798850868,0.099785939421356,-0.0001051540803813,-0.0151882239306722,-0.0030080859238263,-0.037644783429327,0.0042543378716946,-0.0044334519990426,-0.088065032930625,-0.0441945241872397,-0.0441410666702994,-0.0780259628140309,0.0523256011874415,-0.168435956893637,-0.0119470632329864,0.135364998613719,-0.0707387598871283,0.0496215313070143,0.0401473499164876,-0.110325371896511,-0.008849420245486,-0.0467554537046599,0.0366516056557734,0.0689659828429966,0.0208684310071544,-0.0459475533957016,0.0074714741323555,0.0190745225210323,0.0684813432835359,0.0585749735913464,0.0110064624996235
