group,ARID3A,ATF2,BARX2,CEBPB,E2F1,E2F4,ELF1,ELK1,EPAS1,FOSL2,FOXM1,FOXP2,GLIS1,GMEB1,GRHL2,GTF2B,GTF2I,HNF4G,HOXB13,JUNB,JUND,MAFK,MAX,MXI1,NFAT5,NFYA,NKX2-1,PAX5,PBX3,PGR,PPARG,PRDM14,RARA,RARG,REST,SIX5,SP2,SPDEF,STAT1,STAT3,STAT5A,TCF12,TCF3,TEAD4,USF2,VDR,VEZF1,ZKSCAN1
progressive,-0.282452999842537,0.0159168111855817,0.0974183936505903,-0.0631778061506891,0.228520889827028,0.25364316931834,-0.143747443900114,-0.155091691804918,-0.372751067680538,-0.119945978142399,0.124914115079432,-0.138698851304182,-0.118524594835178,-0.015722376676575,-0.323545727625364,0.376747032072538,-0.435338865665966,0.328124995544383,0.33598283156355,-0.333099837119658,0.085551183962941,0.0731341939394796,0.0924770752665239,0.0386522394628805,0.190767071888523,0.312322163208909,-0.236432362952128,0.0264766164161171,-0.0570430621596161,-0.281950151974417,-0.388285714486348,-0.251611663931132,-0.132362968165861,-0.21178611277597,-0.110646644901286,-0.126731072042908,0.232959360342974,-0.199985949470737,0.377377268067249,0.0247803429409898,-0.0698019887333996,0.0293663154982509,-0.0644382781401117,-0.135789038307323,-0.0569223786712671,-0.007730447892576,-0.0515050309720464,0.218537683485271
progressive,-0.11723862368231,-0.0452679055656448,-0.0326315193226037,-0.086116157454385,-0.0144216497350197,-0.0212988001836002,-0.0048197948141855,0.0603888924438971,-0.126092344928211,-0.111363166904103,-0.122361110230429,0.14112306540582,-0.0010170652961598,-0.0874367285581187,-0.0922216139791642,0.177838217538849,-0.0228239432043354,-0.0617990595346883,0.0582102877238636,0.0788673584459149,0.0027764699784051,0.0820052292336857,0.107869402275706,-0.0909778531176755,-0.0763844817313525,0.0162472338155085,0.073044864340977,-0.0363726665641163,-0.0041853441287096,-0.0658358591674854,-0.166111630418259,0.0961482263504864,-0.159747394249408,-0.108459605664527,-0.0641184511077144,0.0864414995901781,0.0923232295240793,-0.121928023054081,0.136179435625023,0.219785516727941,0.0072236106123224,0.0638744205625272,0.0292401843127615,-0.0352502505616354,-0.101375057984549,-0.0241320158833646,-0.0136302264971256,0.0941648077572549
progressive,-0.221700057335157,0.29584803097047,0.318468018961191,0.0375337226840314,-0.159749761580955,-0.0820723332354706,-0.0421534166935204,-0.160302478805556,-0.300677623868972,-0.121617812452515,0.123733521089512,0.164289884333142,-0.132211906526678,0.0999479914137116,-0.289086468780828,0.269095051145692,0.141653329055255,0.0013005574524985,0.0297066069611507,0.224382229979511,0.370181382893391,-0.0091785438945614,0.21342270271458,-0.217382474921931,-0.125841098542623,-0.0856132986528309,-0.0118573497205872,-0.0151311168124928,-0.0332862463218653,0.225832579085146,-0.130425688706682,0.229892288624436,0.0926667449340035,-0.187587682730549,-0.154107977757089,-0.139865993197475,-0.114133172030902,-0.248839878233277,0.143455580553474,-0.122564383896559,0.247891515387784,-0.0159870128512407,0.224470288159993,0.195573267604369,-0.245383375488525,-0.169135650664591,-0.11419670960998,0.0939965746484889
progressive,-0.0216504992234443,0.0535888566180625,-0.119628799663743,-0.036378668026267,-0.0636854398697192,0.22203374824144,0.353485159597245,0.112651819266117,-0.216700821318711,0.0760591054965805,0.0644869728657912,0.0321706197968891,-0.113794914618469,-0.181624644411061,-0.146284325947887,0.0207943162503674,-0.287937066344608,-0.0058703183632771,-0.0724203278610037,-0.0473086634272485,0.0056653809495087,0.205479359373703,-0.163881618543467,-0.379639727758843,0.0523865571239546,0.139913049462065,-0.255037780187654,0.109605083048093,-0.103625464730806,-0.0523774487944537,-0.0060479307885431,0.0995585956086908,-0.410699131356633,-0.281574898188287,-0.283382901594199,0.113599085534202,-0.0216869325414476,0.0554970516484839,0.0616588365557872,0.0267375012496512,0.0505466745647893,0.0533429317215404,-0.0123873281211124,0.182016302579596,0.0231761444148313,-0.0144685814120493,-0.0041625065818738,0.0542765354953743
progressive,-0.0353059609352707,0.259123811937656,0.131280915156101,-0.354935633614024,-0.281725825972919,-0.0791967720228741,-0.443137322091221,-0.180122798968137,-0.457403263104457,-0.2496131845955,0.1325859755118,0.0015660724268388,-0.0402978167958195,-0.0065905547962801,-0.450266214284227,0.062467529588257,0.0356322260241954,-0.0962074180966888,0.143332331878259,0.211436090877691,0.387419401530095,0.350045735593764,0.364817387494833,-0.339132168369231,-0.138136560337132,-0.0046982172805165,0.0861258268489137,-0.0672880962771203,-0.409915379411458,0.143662675280795,0.054894101211591,-0.232272195119149,-0.151970200107542,0.168181496713491,0.0600083064804866,0.273556963808965,-0.100824069104974,-0.241729804384355,0.0672146866321122,0.0865010317011772,-0.142643096877905,0.358410356811073,0.41462990994642,-0.0473329077757596,0.373255418357149,0.0947840866462545,0.0530303118911083,0.193662800158515
stable,0.104685498080045,0.204864395679413,0.391408049771604,-0.0761157708182169,-0.146033592779092,0.0634103132061533,0.154625721088595,0.157327312421402,0.0354204277187999,-0.262990894578478,0.173921662273235,0.0125086992791926,-0.0761824207088899,0.174711580084334,-0.193980517630027,0.251262784580566,0.0021658145873412,0.0079110228889782,0.0921841634296556,-0.391236392548572,0.304369552487061,-0.167172961925193,0.199014241417324,-0.040227075451318,-0.0197723712963297,0.0083514890633434,0.0215727161792896,0.2998786632145,-0.134175558454702,0.200520123891951,-0.131013493705947,0.118714134000498,0.111814520133888,0.0295611290426129,0.0782267802928776,0.24839413891773,0.0317310555477028,-0.40290178045784,0.0937877499797445,0.400534911504159,0.417069178259335,0.0014059076386175,-0.0198751078681407,0.0799461756309039,-0.117358796812999,-0.125343588733827,-0.0443881520972891,0.121734184157156
stable,-0.0973722162696311,-0.136583336440209,-0.0852757239257736,-0.230362966662281,0.0063680562389624,-0.0163866532241698,0.0034987690418517,-0.119461884216504,-0.136826655384041,-0.177073696878921,0.106938675814433,0.205161297845469,0.0208901721335891,0.138651244827283,-0.14794881272831,0.241155402626817,-0.0741090791626694,-0.0642390762090812,0.165483362412626,-0.0171042020000742,0.215292172602022,0.170929590911645,0.21676827726439,-0.0598100056332227,-0.0783210087656425,0.144152250352216,0.119160761891736,0.0084569977934458,0.0295090799207544,-0.0549505873731229,-0.172810016605058,0.0734637089540587,0.109672684942025,0.128428520195789,-0.0343630507418132,0.0743018579776214,0.121472291858146,-0.0960890417399665,-0.226346993547034,-0.0157468817723512,-0.0943051567717808,-0.115005727763192,0.093334756033722,-0.175474268249374,0.129596239281334,-0.0707415026110557,0.121062372070309,0.0484256146262286
stable,0.0932146848053885,-0.0190135841382627,0.082483827788939,-0.121591367559318,0.195984491632499,-0.0950494080377996,-0.239259556402714,-0.19582674515634,-0.0888057174672891,-0.126822307084664,-0.26314087943548,0.0587156030679752,-0.188778661640995,0.0479090360399567,0.0803464719349413,0.211356527926641,0.257688151061176,0.0111877098944785,0.22690560119304,-0.0988791937873967,-0.0890964750254172,0.212973247810671,0.291452534549337,-0.386843934043504,-0.0860077139780941,-0.0568803094176687,-0.0130701926615848,-0.144755416016728,0.0218196253341653,-0.155558508681202,-0.298944195762599,0.164972322633386,-0.134737633225678,-0.0995985426096461,-0.208006619195577,0.084109415078434,0.171874068030478,-0.162890660308446,-0.0602336925122769,0.132417899213675,0.239281958269151,0.184355070862305,-0.105126358721452,-0.236455070891981,-0.220598697948487,-0.168736406612669,-0.229477511770975,0.278012140673649
stable,-0.0222369435035701,0.0805460061247829,-0.19351028071964,-0.0042946211082041,0.0569538211050078,0.0299557192356733,0.168489853119796,0.0379257765216236,-0.182722612214473,0.12573721227828,-0.0826058253285596,-0.134152171325108,0.0994310465707421,0.029992594516393,0.0311303818026631,0.182737702098995,0.159779442128665,-0.0041786988165109,0.0358314804293692,0.0135338775886803,0.0719763008118453,0.097124592698087,0.192759683880926,-0.100641485155341,0.0061021094615279,-0.0169313001323828,0.144969420001258,-0.0258782525583738,-0.335676479855134,0.0713251872846666,-0.19288849753092,0.356112430651035,0.152237547824404,0.290180727853416,-0.0138508151301502,-0.0581928405304893,0.0981942256714823,-0.151898974786252,0.0813191878237748,-0.010840483100994,-0.0630544815378895,0.0189416524961697,0.0404310970843386,-0.0822191345460536,-0.148800901574245,-0.0255152958657619,-0.0740757434541189,0.108203066262587
stable,0.0181324369786592,0.0216595784104581,0.11130137975276,0.140460303096969,-0.0292327188429836,0.0920644083736921,-0.105559174317142,0.0738327780362673,0.0732784942677805,-0.0555708446727581,0.0582278096396936,0.160200217506086,0.0527006684863221,-0.0303825987788278,-0.0293404144896434,0.0698975267855471,-0.0552795868105365,0.0372851485046216,0.0682923384325998,0.0594019973986199,0.191414841457944,0.133992787101762,0.105003473500672,-0.025950617708443,0.122835823318143,0.224560792806076,-0.107963577732143,0.0487779526600613,0.0023172004622406,0.140813257048269,0.0282030699782586,0.0483576344277535,-0.0027778500602003,0.0919438502915001,-0.0094143217763822,0.139576392167046,0.0403061857993341,-0.154007499815766,0.0829403634263129,0.0262246529874943,0.0156073664777746,-0.1117116696455,-0.0105217992764464,0.0336527095073638,0.122175369954669,-0.0165674709876728,0.100514592503611,0.0299534512475529
stable,-0.0192502233853964,0.263696518305863,-0.161366383467703,-0.266678678035875,0.0102655113783097,-0.372679163310972,-0.0044971351056747,0.0136586738916243,0.0256159874244599,-0.216550675779315,0.409932264425462,0.145227355569867,-0.278750690019865,-0.363598869261257,-0.235982505045706,0.215848147765995,-0.0365075611819868,-0.485896092804527,0.475095321987497,-0.218486212142544,0.322613289382121,-0.144061254649799,-0.191493843304232,-0.201711563661228,0.201893169542222,0.479138442390686,0.0621139904021839,-0.425125030101275,0.129293829063683,0.0195274113090193,-0.196220375312216,-0.272767254151315,0.109833325184503,0.425473904556869,0.361099398846519,0.396813629074689,0.167550541625773,-0.113288616025527,0.19245444283265,0.0733687759216994,0.0446463721118106,-0.0374872771189298,0.195417486154136,0.0660854242734015,0.0504720976100226,0.0459128341766393,0.231609626595448,0.0575451687645377
