group,ASCL1,CEBPA,CEBPB,E2F1,EGR2,EPAS1,FOXA2,FOXD2,FOXO3,FOXP2,GATA1,GLIS1,HNF1B,HNF4G,HOXA4,IRF1,JUND,KLF10,KLF9,MEIS1,MYB,MYC,MYOD1,NR3C1,PGR,RFX5,SETDB1,SPDEF,STAT5A,TCF12,TCF7L2,TFAP4,VDR,VEZF1,ZFP42,ZKSCAN1
progressive,0.18023772857832,0.113297564166907,-0.198458752930772,0.076077064747454,-0.0772315467393725,0.0618934288467406,0.108231037482373,0.328862441697934,-0.0129433923893951,0.01775263451573,0.0366729451032862,-0.211289995640952,0.0661551166569084,0.256697421643096,0.0858142957192925,0.129935298930442,0.157055730180596,0.0516614198783656,-0.0604156918970849,0.10877859179854,-0.13095124308333,-0.0670457170506742,-0.021677873288253,0.201018404432854,0.0201671511388282,0.168818252418258,-0.0518263458772111,-0.122190374024657,-0.195008501034924,0.0324310484129799,0.111146929141962,-0.0534558147458047,0.0472216119894446,0.0189928780270482,0.112651054251433,-0.0620319666857709
progressive,-0.169823344806965,0.0136526098959241,0.230469240071705,-0.227332162572352,0.0426547172382008,-0.0149130507503693,-0.167752139701401,0.137641057581692,0.0790055472477639,0.251255995692481,0.0650191977457318,-0.127172414220689,0.188290892995465,-0.0859541002794874,0.338912219386788,0.139458930998573,0.0550776002341848,-0.0053992046600141,0.103402197621875,-0.0149848568905825,-0.0460858913704189,0.157179480284426,-0.214217490993767,0.0116745283784498,0.0305209755034267,0.214626355904122,-0.0242967014627989,0.022542593394388,0.0575700119304518,-0.0309637800347414,0.0357829257183459,-0.0794576080393404,-0.151770692122626,-0.0044843308553448,0.130292802402297,0.0596000313527287
progressive,0.430842873780647,-0.250759566193666,0.248128407075498,-0.365811768783749,0.101016255218787,-0.297992995119944,-0.471232844484009,-0.284644047472378,-0.205732104543323,0.194956873679549,-0.406734903745301,-0.248464887468966,0.42272722047583,0.150120911704331,0.365875694508524,0.421254141200407,0.431146205633328,0.154811455452892,-0.505057865252344,-0.04577404802045,-0.132369464477692,0.267090747288062,-0.51618606248478,-0.172238329524458,0.237427003612494,0.449433125406957,-0.0425653752265082,-0.120305199376023,0.177171634618523,-0.223169738015685,0.0278831574458658,-0.550912160995963,-0.0064811704038584,-0.164780740344982,0.410447767358245,-0.0634658833735122
progressive,-0.0352871960123728,-0.0999563100964604,0.0100543226099737,0.0494815338146886,0.117979146135533,-0.220576578246738,-0.347594230832727,0.155577888253118,0.444317988172681,-0.0340185544975984,0.0282848366194365,0.0620595952387509,-0.0260771294994199,-0.0869944959010251,0.276428408066219,0.107035420043671,0.124362986355786,0.0454543870845151,0.0101130142103013,-0.198969039849192,-0.0947643608367075,0.29219387486192,-0.0053183619373816,-0.0149257254371679,-0.138137453478835,0.292771761388223,0.015187580269399,-0.0054989514768513,0.197939679474215,0.218215370018172,0.415843532536801,-0.157523740540903,-0.334478915528743,-0.0111965514471193,0.242892930586702,-0.185131366387329
progressive,0.0170563145800907,-0.43861242927373,-0.23948886065971,0.0856931405840568,-0.185870297725685,-0.428489447209723,-0.173353099809948,0.497007551766496,-0.0120660564164029,-0.221546092607244,-0.126133622879636,-0.290645932255263,0.121586591452136,0.0153862995562396,0.258361613381857,0.131634383266255,0.340026139524491,0.10579663897544,-0.349543642207813,-0.133328142579545,-0.400625523553477,0.115278525224604,-0.109196029746739,-0.237478510820572,-0.183266340650581,0.0959269293321113,-0.0526925356459184,-0.286249281327541,-0.0195138485369901,0.425529325793039,-0.0390474839818458,0.186903174316266,-0.0474925362588559,0.0282042584715329,0.212697387409777,0.320805137223911
stable,0.0495041247582977,0.0010880206058828,0.020571001068506,-0.298959174649416,0.0906852019533152,-0.0637855466904555,-0.0273108765974942,0.202900158786662,-0.0245454582781535,-0.0272896231375929,0.27841749492644,-0.0938926079472609,-0.191814101228109,0.133540666456705,0.20099180279507,0.311846477986631,0.31855636988097,-0.0610341568588116,0.147983566517632,-0.206707237473574,-0.0866047182765679,0.312724011068958,-0.290731376303031,-0.0354898461733981,0.194176787555156,0.122413607180893,-0.0639404621361384,-0.407486746502037,0.41328803793357,-0.0068861812161275,-0.177963889720351,-0.0967409328226472,-0.157472845010908,-0.0229099051953795,0.116080377170809,0.11072456548378
stable,0.0325938629471459,-0.069464596790437,-0.135651062437048,-0.0391730388910449,0.15533788456492,-0.316728965790323,-0.243535060573041,0.0939198246984769,-0.14532461678467,0.170242257058793,-0.13134403421268,0.0411458307789526,-0.180314509025125,0.0471199383678717,0.292157839130682,-0.0052098262805277,0.135631401041687,0.144470306981732,0.113185331211471,-0.122658428024436,0.128312040085967,0.15223567116906,-0.0610759811531705,-0.0961850244061135,0.0124625158880691,0.0909607107816355,0.129047494536499,-0.0467036489743649,-0.111733196725527,-0.156517420456536,0.222305484144518,0.0972712795422952,0.0454921817940424,0.143791175776558,0.145130663771787,0.0107364523374351
stable,0.105922823254136,-0.0024233429754132,-0.010430133153354,0.0912500147001987,0.0153896212106866,-0.0652485635976018,-0.0063220079408864,-0.0838885718517311,-0.0720476925723881,-0.0053352722854332,0.132833837741509,-0.156797704394269,0.185176637269452,0.0011679696688688,0.0841707827736143,0.0152807779748282,0.0146264846259694,-0.0250535329450525,-0.0336650020539949,-0.0305167230249192,-0.0532997151187772,-0.0005300773555503,-0.0518657299079474,-0.0849867214382684,-0.0159057653981134,0.140903969849812,-0.0325589347261623,-0.0683504158709005,0.0757599821339942,0.0157035545116556,-0.0297616584232109,0.103094235883335,-0.0341278300224396,-0.100610841467448,0.0550267595853429,0.0754496992202457
stable,0.0764836187633318,-0.070673147799484,0.052405705904254,-0.167026233919639,-0.0286451946185464,-0.139093408572494,-0.0465737245901809,-0.167883029828267,0.0237719107800666,-0.0657203153155859,-0.0792867048631952,0.163477224384545,-0.0370930625099002,0.122034362642338,0.121563266147197,0.0464959106504259,0.101302350066689,-0.0602063798941294,-0.0823564895680406,-0.0906688521655789,-0.10761504310158,0.0921232293937137,0.061823819454617,0.033109682676708,0.137533908181161,0.112273966883091,-0.16784600625311,-0.0756015952780576,-0.0930305300186535,9.37236688387007e-05,-0.0283357231282086,-0.143614596724337,-0.130136478913481,-0.0802526385395555,0.179120849619462,-0.0070426076150007
stable,-0.11286928333733,-0.258557339028829,0.191682653272362,-0.216414872922421,-0.183739378913479,-0.0354753113589299,-0.243121935055784,0.163898540618607,-0.0609770363817806,0.322525765974058,0.0367855907551835,-0.0788357504837255,-0.0437622181616331,0.0872959191418666,0.256617298834164,-0.0484122322596157,0.412259023244244,-0.215741207698342,-0.279422970869153,-0.0727031588897368,0.0155725785322638,-0.0790099760948488,0.113213879536835,-0.18404863740452,0.269739582078337,-0.216774139625137,-0.195871028397049,-0.330856148866568,0.148746587901028,-0.186237005314118,-0.044440702164139,-0.275375946578322,-0.0602260565349413,0.172817349899023,0.300207218896045,0.125557341103259
