group,ARID3A,ATF1,ATF2,BARX2,BHLHE40,E2F1,EGR2,FOXP2,GLIS1,GMEB1,GMEB2,HNF4A,HNF4G,HOXB13,MAX,MEIS1,MZF1,NFAT5,PBX1,PGR,PRDM1,PRDM14,RARA,SETDB1,SPI1,STAT4,TCF12,TCF4,USF1,VDR,ZBTB7B,ZKSCAN1,ZNF76
progressive,-0.111437161532508,-0.0301121972840073,-0.0720361651335138,-0.0026366828398316,-0.0472470822619968,0.115132781685371,0.0304391175282991,-0.0280014296197755,-0.0326991313910119,-0.151790490817047,0.245602387005127,0.0381643850401509,0.0182933197566757,0.430298111106327,-0.0060693454048955,-0.042179818475474,0.267577112991002,-0.105090644616147,0.146467376404557,0.0729956049808919,0.123014402357537,-0.0075618073897058,0.0608213793619387,-0.230947831706656,-0.339002079406927,-0.0899030671802436,0.0855251786914666,-0.0304533314519639,-0.0195512520010158,-0.0536930966440111,-0.0214417038484423,0.159501544405234,-0.0228773101385932
progressive,0.0210014791251124,-0.0411601168195464,-0.0102438530560678,0.0989400082266375,-0.0168374899956543,-0.170471840361728,-0.107911151487734,0.0727480336567538,-0.0581240356290791,0.0446095648113573,0.0481607484893359,-0.0199621323833896,0.0221734409590242,-0.0916932770482542,-0.0476018000490316,-0.0150030245416497,-0.0680832678973245,0.0822364849470048,-0.0423379530185767,0.043920288642273,-0.0241925590227722,0.201303835577799,-0.0245056678821428,-0.0469829122903056,0.0150398822838535,-0.108034253227563,-0.0509902690117803,0.105377636584625,0.126512198671715,-0.209604833345595,0.0023134601460585,-0.0362332400076604,-0.134385095583307
progressive,-0.0718459213850846,0.0391523602507852,0.151738882477881,0.157820929801197,-0.17628587705942,-0.132986940521297,0.131812449515533,0.118010403879575,0.041192872671974,0.0570444316252033,-0.0777913380222109,-0.105650370727793,-0.0103181023272333,-0.0240600050095439,0.0759840137644804,-0.0504528858616326,0.0890914261815551,-0.0484540373821043,0.0104795484441543,0.10284446399304,0.0684822242153361,0.114923043498835,0.0915377610367221,-0.020355811496973,0.0838715294906646,-0.0301017405140278,-0.0419464690510564,-0.136423214872271,-0.129873028159919,-0.0590099940221641,-0.0570622610879883,0.0336181082584196,-0.138143751402973
progressive,0.0162747614435853,0.183255126335532,0.316734419788164,-0.0428899963159003,-0.0355447914823467,0.168072536382833,0.0658162227619187,-0.183784806071456,0.131463697997349,-0.24640420069267,-0.0190309710429022,-0.0500852033481306,-0.275752208007845,0.0128107497192738,-0.0079592583327211,-0.122215396059505,-0.228652898392308,0.105059397533145,0.0008906119453574,-0.140004197810198,0.0919064653296019,0.254593143158668,-0.273572552457365,0.184230112044134,-0.157835186442513,-0.195226825853654,0.305437710375998,0.215884335554656,0.233930946026374,-0.274172543662658,0.0868487269662296,-0.224551396012372,-0.158716423525288
progressive,-0.216951707245419,-0.101783024122718,0.282441180234368,0.0562734614493183,-0.247762633398624,-0.0070724603804361,-0.104308303570537,-0.106015593828447,-0.191984160279609,-0.125836101122374,-0.0156005220372728,0.0667646971619344,-0.0134192175308512,-0.0140358555355512,0.0131633337329825,-0.0550359906235599,0.324351590472172,0.015818652487915,-0.0371241247727519,-0.0155753531391218,-0.37530182996255,-0.197429031912946,-0.33405420070939,0.114585603648869,0.0369353580366193,0.360779375729413,0.381518547805852,0.310248617874885,0.121913947827174,-0.144784086613733,-0.0243509089611102,0.0612736825486539,-0.146545909484304
stable,0.18556263153937,0.134197484127755,0.0434426171174774,0.221519970164373,0.0840862877200142,-0.252463657759479,0.163811474771252,0.113532802181047,-0.0089787980752349,0.224977338819328,-0.019953087586706,-0.196162497283347,0.0341577036358859,0.0152495317244156,0.156748638149229,-0.213933762316904,0.048648862495108,-0.164209842348236,-0.205060330051828,-0.0701436182515081,0.0801227717243696,0.0375076187370755,0.149592309758811,0.0832410777691727,-0.253138977574311,-0.16481776718976,-0.0630719739611439,-0.109214500256211,0.0370026457521651,0.109133143497531,0.064175998877249,0.0444703089079564,-0.183302779568914
stable,0.0134987018491144,0.0198889112396992,-0.0787830070626519,0.0036914921704691,-0.17788065156352,0.0158893550870511,0.0583855584450019,0.0112407383388418,-0.0745497251487451,-0.0769654775279387,-0.0001312509233881,-0.257246534225043,0.105475064520112,0.0059648029263511,-0.0030120568179727,-0.0140619137895485,-0.319379698207273,0.0961126052298536,-0.188768882854773,0.128475789674244,0.0143632633517733,-0.136644041415527,0.140980437635871,0.1462236002843,0.0117553506681796,0.02535157147377,-0.262203374822573,0.220155279062986,0.0256692274844548,0.128514317655409,0.083544170278663,-0.123194418778934,-0.0911250701411049
stable,0.0546332681905684,-0.0080088017272888,-0.0084604172759186,0.0374802193900756,0.0579266321871741,0.0358868338059687,-0.0609626467464344,-0.0241537713440781,-0.0890159163445271,0.0326085727318513,-0.114492365654826,0.0016222828726223,-0.0468162790311994,0.0819351537640725,0.0373882932986848,0.0290402483088613,-0.133161867824152,-0.0701963118444788,-0.0139140989433936,-0.0057297870807625,-0.0114109940029076,-0.0500013599806509,0.0010374671808919,0.0906788735138147,-0.0037303673314201,-0.0168458651712546,0.0150683547884368,-0.0500314022560698,0.0383351974678329,-0.028719651975897,0.0311745584200666,0.0235652480757079,0.0383089718154254
stable,0.0021852289666613,-0.147089543432373,0.0639822801482659,-0.0448905078139634,0.106482811270987,0.0659497590482341,0.123298077152637,-0.0809777511810339,0.0560035417332882,0.0479363978355978,0.0934359269991638,0.0267617965060452,-0.0106284486390099,0.0762455774894416,0.0712912673988775,0.0413331401176862,-0.010262764294393,-0.0668651970384496,-0.0414100053690465,0.156374625592786,-0.199427573491417,0.227981552261007,0.0725800658151977,0.113941769310937,0.0754919116111243,-0.0540672893416851,0.0400942623401571,0.0108704801879603,0.045585323734208,0.0889919457819312,-0.0583842757958007,0.085906526551547,-0.186705643335909
stable,-0.0400874402736287,0.0889714101384265,-0.107625992736798,0.0383858532330051,0.0156617864707072,-0.0393184773770913,-0.0047033652895004,0.105422573417518,0.0279815239447827,0.0183238772264535,0.0446624895458064,0.223529068496458,0.0636699411918153,0.0354552320482798,0.145991548708881,-0.0663662106685393,-0.0732858268790522,0.0723436373591292,-0.199841931698691,0.173740470709535,0.0082756832117639,-0.0440087777630098,0.0200953381710555,-0.0265140553103105,-0.0122799595087055,-0.0662573753556647,-0.161365440697086,-0.0912210232239428,-0.0746537922746368,0.0745602382329161,0.149759373581174,0.0386498342759153,0.0738074898149313
