group,ARID3A,ATF2,BHLHE40,CDX2,CEBPA,CTCFL,E2F1,E2F2,E2F6,ESRRA,ETV4,FOSL1,FOXA1,FOXA2,FOXD2,FOXO3,GRHL2,HNF4A,HOXA4,HSF1,IRF1,KLF5,MAF,MAFF,MNT,MYOD1,PBX3,PGR,RARA,RFX5,STAT5A,USF2,VDR,ZBTB33,ZEB1
progressive,-0.2378362005069,0.0205846382076684,0.0905500191918261,0.0706633885497408,-0.068582535807059,0.0729417906034367,-0.0239693164030432,-0.282462589864983,-0.215717262650355,-0.0152047119710513,0.0736463831460536,-0.290706981111304,-0.0036349073226593,-0.142024784665065,0.138383292365372,0.195935991640811,-0.414675758749681,0.263050077569332,0.0932366898216178,0.346060298057453,-0.110133740890356,0.227991659841364,-0.26509142044981,-0.410211144320763,-0.0417619243483791,0.282067491242955,0.277365817640819,0.132647777368929,-0.299135751714572,0.361166235372997,-0.143098135921575,-0.469192783612537,-0.202330004340633,-0.105221348023139,0.213379595803355
progressive,-0.213178601253413,-0.110575346125442,0.168237854253285,0.176390877959391,-0.189642566741986,-0.259032498846454,-0.0020553582643851,-0.0539397243833871,-0.0290964044199272,-0.208504848249369,-0.225755756110645,-0.269885476907529,-0.0665127289800336,-0.254156455613012,-0.114484891596209,0.227099507897252,-0.140515838936866,0.225898590359756,0.294376537674846,-0.153884247969388,-0.218769561846672,0.155323549013726,-0.0220871738781024,-0.212755274673776,0.141695772010733,-0.265248003709494,-0.0456421410389388,-0.101904659017645,-0.253626574590274,-0.0296034823255203,0.202336441849143,-0.2534436833317,-0.124031097158807,-0.255868134995273,0.139277475789825
progressive,-0.303324465291533,0.410431637050338,-0.463453862719133,0.165125972880805,-0.312690468747662,-0.326457001760132,-0.174224399641765,0.0357046085252478,0.0407350075478891,-0.487599316797319,-0.122719861729263,-0.179143271619135,-0.299198405683895,-0.318019898872818,-0.0631972475715174,-0.188406670193615,-0.374849935109557,-0.247048119878307,0.314308140184993,-0.042190277964608,0.340934447225134,0.0074966463523396,0.152090427189016,-0.35531589121772,0.0132683662749975,-0.452285002522818,-0.0153755973343295,0.236484215140553,-0.355367092843137,0.421236780457882,0.330199483943592,-0.272524249130658,-0.162510972416374,-0.0992211132905404,-0.339983896547418
progressive,0.258156014734217,0.333860916506637,-0.543268006762825,0.566174725507473,-0.592291992233654,-0.53885801248482,0.113131233579619,0.588364481992199,0.549558336024397,-0.126487473918526,0.523039750800524,0.580680810980215,-0.632455406379043,-0.181851389813562,0.501945729090394,0.57812860570276,-0.272526824308861,-0.0428914780903718,0.133363998738524,0.578340537943114,-0.510296761199663,-0.540774421041213,0.553999894678625,-0.56080427235297,-0.526651617279749,-0.578119587309554,-0.511144490161079,-0.458716061254776,-0.23178172380165,0.581289552521657,0.648007625463746,0.605499429084652,-0.401688251813131,-0.538686663013896,0.565732824240352
progressive,-0.240747567217656,0.289917399341513,0.141526538195498,-0.0717875578896711,-0.373206370526526,-0.0205850286283566,0.285431173237358,-0.162052015149906,-0.166133289871208,-0.520457809644317,0.0183061845719098,-0.293947062612059,-0.140426817283241,-0.0764722895736559,0.0620210833620419,-0.0079283128584046,-0.356269874455442,0.261991634371048,0.185682119372852,-0.24392762660653,0.113378446975624,0.10541440311285,-0.410890669801427,-0.0085714709370534,0.171183271822079,-0.134586783124646,-0.0463391425554829,-0.101162413592894,0.0566812832646187,-0.097446389138479,0.0277232892790385,0.0956320481388341,-0.165371028444661,0.335553832144398,0.2927322084635
stable,0.031867330574126,0.0939039943306726,0.0238248283365366,-0.040344071214218,0.13910374440926,-0.126375778499186,-0.199727447462599,-0.135719069207057,0.0624282128873668,-0.275723984743641,0.03162028673532,-0.101683677568411,-0.287672826287604,-0.116285997536986,0.0650352087763799,-0.0398459494305374,-0.120420053099359,-0.223037897170104,0.265419071527954,0.0396104660150926,0.227381304774282,0.0328316023456292,-0.0148190176960575,-0.0561834166929726,0.231129832259669,-0.233609242017942,-0.464957217058014,0.052062788080649,0.183769306591701,0.228629890707824,0.259789265772157,0.0411014595759875,-0.138312096251175,0.0285552090706219,0.500663511346113
stable,-0.120427595321923,-0.275321273198434,-0.0581187582154763,0.318295975621693,-0.115352752265794,0.245788577747002,0.0837143121949824,-0.114786337823613,0.156632641089639,-0.27943014042538,-0.0138318229591462,-0.172509669064074,-0.268315069114222,-0.200374867566719,0.0346735414417779,-0.0725748773846173,-0.135916136227177,-0.35755398932646,0.153506139682253,0.0812874123587772,-0.0814963478216775,-0.15873853336659,-0.0135211514298583,-0.250524694335361,-0.269199094991526,-0.0463052665937047,0.0115894950866338,-0.112416286152226,0.241467231275452,0.261045591580999,-0.0624247482996462,0.234973398962452,-0.0091698304714053,0.151939345196856,0.333354242365186
stable,0.315742509073889,-0.0189099621872649,-0.206010997305596,-0.21823733457339,-0.244739328192398,-0.29702017434668,0.0839016188128509,0.340309485395488,-0.294957761392895,-0.233765073022577,0.246277472846465,-0.123832993969396,-0.411011455910071,0.0297450628916369,-0.226364212098164,-0.0770255910217796,-0.269267074251412,0.28922839720623,0.298744303308443,0.152603205375222,-0.286078166041915,0.312194686387076,0.265520994962718,-0.132587401649983,0.367905818485953,-0.199543857709495,-0.328388928512103,-0.289428142914937,-0.360397998612637,0.0021632100813407,0.344066604614099,-0.209537972496847,-0.310488940192335,-0.299167774480605,0.347948295320967
stable,-0.0723680667167919,0.0966923154127033,0.0669540205897988,0.173960735433544,-0.190212130878982,-0.0339898615665296,-0.302900208149604,-0.190852353417205,-0.162800081901294,-0.18945295258731,-0.0545619794724333,-0.110009369933706,-0.161105692584174,-0.200576132334557,-0.141292208436739,0.0650112746288794,-0.20082339991195,0.0886185216048785,0.0426555134635059,-0.103941487938403,-0.191448468765947,-0.17760257349834,-0.176131690309735,-0.173744605254785,0.0749519262702676,0.179911295275008,-0.0935566952150587,0.0244723617272548,-0.0533138598670654,0.0016962209288038,0.0563577014684163,-0.210410055468066,-0.232054458257635,0.13615240903222,0.288793332968479
stable,-0.131386370601058,0.121939150921624,0.103396134480274,0.185452850667618,-0.220047997054864,-0.093597277862056,-0.268179346404519,-0.112459078977976,-0.16052622194806,-0.351998099668555,-0.223298552031275,-0.177686768026616,-0.181521387035857,-0.202248811520843,0.0651311654580182,-0.046828066854998,-0.107914658442578,0.360656865006858,0.222285375361646,0.183391825883391,-0.146850263099452,-0.0787736299786171,0.314976808218588,-0.4074135557699,-0.067756457308041,0.265489955185558,-0.0341656057079167,0.181749319683334,-0.299187817418301,-0.0940190067652044,0.0644710168653964,0.291918478133912,-0.145493154256588,-0.150676535279349,0.234877637533729
