group,ARNTL,ASCL1,E2F1,E2F7,ELK1,EPAS1,FOXA2,FOXD2,FOXG1,FOXO3,FOXP2,GLIS1,GMEB2,HIF1A,HNF4G,HOXB13,IRF1,JUND,KLF10,KLF9,MAX,MNT,MYOD1,NFAT5,NR2F2,PBX3,PGR,PRDM14,RARG,RFX5,SETDB1,STAT1,TCF12,TCF21,TFAP4,VDR,VEZF1,ZBTB33,ZKSCAN1
progressive,0.183300978239038,0.100220928669698,0.0970016428533178,0.0742484975145472,-0.246285280617832,0.0169095135899405,0.0791270045627787,0.273877270345905,0.0361657344998298,0.11646939794416,-0.194842811987293,-0.297126198921285,0.0499485084775569,0.140048848677279,0.189131389101559,0.27511342321585,0.0591502453490178,0.233342032920762,-0.0117137052702794,-0.14494057661182,0.0871322512232236,0.0186745019122682,-0.0873768376199506,-0.0699252676913177,0.0327084727298771,0.171382349230961,-0.0810440330776664,0.06585323470797,-0.226691927107048,0.207852164115911,-0.0387768595459699,0.126808131038244,0.0352865455602433,-0.0375539275623346,0.0776462652961068,-0.0506690467814285,0.0649740457683836,0.209755971744489,-0.0321465850617204
progressive,0.0598543977374763,-0.15612630811783,-0.107157249001113,-0.153220210055982,-0.0460837101997194,-0.0886943976214032,-0.155122480414811,0.0434912848761659,-0.0506394355338853,0.126636995829696,0.289047718758317,-0.0360304450739263,0.166026366803879,-0.0171383721063819,-0.0638399197095411,0.0045846710937995,0.127661947379956,0.0040556849946068,0.03783735367448,0.13489642010079,-0.0220111893381514,0.100695318933023,-0.116631926798827,-0.0326118478180496,0.214671308353178,0.0053808668349165,-0.0681435640107821,0.131220355465131,-0.0838411585895153,0.111665152942746,-0.0266622295927934,0.190125959913131,0.0235047530650023,-0.19730319684388,-0.0666295790036719,-0.280686656463915,0.0736371225895146,-0.14484781301428,0.121536172193564
progressive,-0.044321853296558,0.413152912581589,-0.343848521175001,-0.217794312842666,-0.0063961332662105,-0.269207952048476,-0.456606506837723,-0.288857254234386,-0.0123848846278079,-0.184101584475803,0.176195981687308,-0.200323745039877,-0.132233570386734,0.0581113002302174,0.185406087846736,-0.119505480455724,0.404648041996635,0.420608647873547,0.116273267527416,-0.454858751854402,0.204480755041489,-0.206394538415241,-0.474795201088493,-0.233639241752801,0.295110767219356,-0.259069500984739,0.209524344022273,0.148279677728286,-0.0192091312524028,0.424480909716269,-0.0190587082680985,0.192777609498833,-0.220045165413327,-0.262670461074336,-0.504507540834258,0.0071068357831225,-0.14734793650177,0.0255314292313705,-0.0806645589092394
progressive,-0.0486702998851105,-0.142503130294242,0.154861688842203,-0.455033627531788,0.401395494492249,-0.283717969006126,-0.230323933319034,0.227715707904925,-0.256587000313785,0.565682053331708,-0.169127822996323,0.262757238945082,-0.245286196959761,0.150327806536569,-0.260338867027321,-0.042400614184298,-0.155625623148935,0.244703075506694,0.136002908205008,0.0358551888816473,-0.131120961156069,-0.207744928217694,-0.245439887885376,0.215388791606355,0.0902482155852355,-0.40724026998695,-0.217291846891173,0.317868996741986,-0.410110674038872,0.376619613218886,0.23918828346993,-0.0243464507459093,0.406982611670478,0.131405741400591,-0.298386411759649,-0.442702190911877,0.0420887120117269,-0.253440856660025,-0.277656218087028
progressive,-0.180889018907457,0.0081454017331332,0.0896311595485692,-0.178603704051985,0.0671827021661689,-0.456015535119045,-0.1347819981862,0.481737229924648,-0.0329783629838302,-0.144923082857359,-0.0554347554872564,-0.330402569278325,-0.163110380248826,-0.439558094111234,0.0069194255346246,-0.0330854871176804,0.108274726399029,0.116078917928046,-0.0230594617013981,-0.271115312532972,-0.0509196716234933,0.0806406674261728,-0.0337480697233469,-0.172394471849182,0.122446852551368,-0.124748037648892,-0.229555116159582,0.0667661083123068,0.305819564339946,-0.116424095692675,0.0070860630761694,-0.0751455961157054,0.228392620929281,-0.0789822271317501,0.0898533429372957,-0.0456983619884211,-0.0477178502895242,0.422727702415203,0.287691780356173
stable,0.256982771125102,0.0902910678021195,-0.293169691149036,-0.320421738272704,0.164772756664695,0.0133932895891765,-0.0426692625318387,0.127066896784474,-0.0147004008056705,-0.0981065249852914,0.0617986375951419,-0.150590554716096,-0.213147757246617,-0.0637551112867398,0.179840403534284,-0.042587873515866,0.312209833925738,0.289118219539988,-0.0186407996360625,0.15272519131664,0.134857255501638,-0.0511259372552322,-0.260992854398376,-0.12227236578275,0.224487437254117,-0.170475417739378,0.193382353268276,0.106541540215183,0.0628335873208625,0.0711423862265026,-0.13078231441356,0.117824990005569,-0.139555434940346,0.105704240909274,-0.0946886086443912,-0.190481308461727,0.0041989854296946,0.0304601861417089,0.0499020853730913
stable,0.203619254632212,0.0047156283015727,0.022723796641622,-0.251524903222992,-0.0632840042498372,-0.232283191194786,-0.288541430470069,0.0601710499226497,0.15990611468747,-0.115749218839067,0.162729598613704,0.0084617158433271,-0.0289630312991099,0.139209055052628,0.0319129641882155,0.174218242030789,-0.0676509354699542,0.198723429155212,0.20494149027442,0.113362383614835,0.212580399458872,-0.367793836183465,-0.035954592865675,-0.13856274390165,0.10267715011876,-0.0147114632366041,-0.0575305764391673,0.035787425559958,0.130194013946711,0.153007687075995,0.23352236141759,-0.227006982362262,-0.112029339103435,-0.0389470208980408,0.0950913968800578,0.0506102349559059,0.145759970116258,0.049295698782163,0.039287278177525
stable,-0.0250943955828211,0.0682825404440486,0.0553093936061536,-0.0897035308603054,-0.0295810931885945,-0.0507232993104996,-0.0438697148098077,-0.0768393034402183,-0.0914922080103102,-0.029050033815473,0.0116944246369563,-0.154382465159788,-0.0537173993935043,-0.0534978104349179,0.0176114359774324,-0.0867214757412738,0.031477299952872,-0.0097637301553199,-0.0633189858030326,-0.0404338630993795,0.101802388326051,0.0367744589165787,-0.0889717735618373,-0.0007581120914348,0.0610269938764084,-0.0068475105445003,-0.0179391207665467,0.0165520968382601,-0.0736020906869361,0.115684621098684,-0.0549348158162723,0.054743280299418,0.0351723242855419,-0.0566795854694008,0.0989436139280258,-0.0417155193300039,-0.13301711835915,-0.0729487286027032,0.094113120106969
stable,-0.0921625187130852,0.0922057800943998,-0.187362462666546,-0.188612428838819,0.0255777459738445,-0.13043683515099,-0.0694501446878738,-0.185403496035135,-0.159534380689203,-0.001350082534077,-0.0752131857860987,0.0832925464166619,-0.0389147039493831,-0.0458410892339002,0.149568387250574,-0.0697674609664156,0.0582530375137835,0.101001781382176,-0.0136251025886984,-0.0846947708220252,0.102833047560027,-0.0405439513832966,0.0329791630543337,-0.0370864144720815,0.113305328150394,-0.247237454697897,0.0885899819373203,0.0818737517115747,0.241635949216141,0.098315110689845,-0.172309486436085,0.231973926515259,0.0275188027902839,-0.0390832844238178,-0.16790396962331,-0.0439236971868268,-0.0501318046288287,-0.103210542801338,-0.0239140184252363
stable,-0.024528443335308,-0.0934432025726513,-0.0987091390255191,-0.0820553304119642,0.0756577266465033,-0.0811057951701774,-0.10810451210499,0.107001947263617,-0.0188618378045047,-0.0771511881492774,0.215998863559881,-0.0813843627360217,0.0447572381735951,-0.0654412557997055,0.0456194660017229,-0.0304527829285733,0.0901375484431919,0.251833348491045,-0.115998584270621,-0.124517017202565,0.103126163910153,0.0500716071523671,0.0485877032877427,0.201962988685783,0.0156228723637072,-0.0403728596035398,0.239958036784727,0.0331298881132037,0.0299957345244741,-0.183483134239686,-0.123451931189441,0.0516786864210099,-0.0310569545266611,-0.134051674064958,-0.0974187504861264,-0.003399727062258,0.0343861268893202,-0.0173424955062917,0.0060195938071834
