group,BACH1,BARX2,CEBPA,CTCFL,E2F1,E2F7,ELK1,ESRRA,FOXA1,FOXA2,FOXH1,FOXO3,FOXP2,GLIS1,GRHL2,GTF2I,HIF1A,HNF4G,HSF1,JUN,KLF10,KLF9,MAFF,MAX,MYOD1,NANOG,NFAT5,NFYB,NKX2-1,NR2F2,PGR,POU2F1,PPARG,PRDM1,RARA,RARG,REST,RFX5,SPDEF,STAT1,TCF12,TCF4,TFAP4,TFDP1,VDR,ZKSCAN1
progressive,-0.0359322365966148,0.18362054865191,-0.0633366086757356,0.109908812880745,0.186891328987036,0.0855964537904986,-0.156586953290942,-0.133870258291313,0.165300206167512,0.0245176104877952,-0.136829851023704,-0.0055748927979269,-0.0702688091026115,-0.133340577265381,-0.262940282285123,-0.232993441281532,0.0555635396201937,0.252618123292287,0.0481215212058589,-0.0763071727982284,0.15409083145624,-0.0852521611236433,-0.256319269460982,0.127149930274809,0.0141226203538934,-0.044327680857626,0.136518663420969,-0.105658122647647,-0.274500570676074,0.145754976310646,-0.0232861021025049,-0.154832384892544,-0.269356043711716,0.112020915971647,-0.0175787890480951,-0.0944553689491997,-0.148449728530072,0.0970309429377906,-0.106485749250664,0.154627133494996,-0.0103751270954294,0.0303772068371602,-0.081491425839531,0.0094548063128737,0.0746386775665448,0.119913163258023
progressive,-0.0386728117206652,0.0798332486140364,-0.0072472331866806,-0.17336555387086,-0.154267184690217,-0.10946535642238,0.0161036703046967,-0.0731494619192845,-0.14140579391994,-0.114538860505148,0.0421828854509324,0.12435124317377,0.197878055723491,-0.0738904686258332,0.0392939910768827,-0.0367423016534713,-0.0162144461174098,0.0001173885940817,0.0499832942137993,-0.0410093278042256,0.0110187697263789,0.186033204216786,-0.0530750743481357,0.0320083005801153,-0.172322563481814,0.0885757676757102,0.0392359299184835,-0.0742492940886056,0.0055797336011529,0.156678082839384,0.0520976489828711,-0.0512171641785201,-0.0866263572475834,0.0711264198120894,-0.175064804186789,-0.134235053261005,-0.0142997879658371,0.149989090338023,-0.035294759121976,0.15792419348451,-0.0474953876461414,-0.150870278629753,-0.0671377870670358,-0.110392412091263,-0.202349374609291,0.059447122335392
progressive,0.100147055530168,0.27006815672584,-0.22164540029683,-0.0536596874919915,-0.308568266362403,-0.213321066952254,-0.0150697493290557,-0.231766430527744,-0.151338650873437,-0.413200493446756,-0.360166332944435,-0.181587551048124,0.167727435258199,-0.226143397277133,-0.199202572528587,-0.0060477886190201,0.0426155677495969,0.145485909818503,-0.310091573180291,0.179975249672458,0.11315870936196,-0.409585555485383,-0.131258986841621,0.189227057181583,-0.433591657384627,0.0812739924244107,-0.202884000531565,-0.234088729803025,-0.138790595129153,0.266367458993966,0.196047353437167,-0.155268070810386,0.0476624929677241,-0.014914201550233,0.0635605500138707,-0.0320893045969254,-0.0309161003223231,0.389898652754067,-0.0993628091538368,0.194176471253555,-0.193618306181748,-0.0539218821638495,-0.450437039575056,0.276091583353181,-0.0001665157294334,-0.0614995988059645
progressive,-0.15886702144791,-0.420359588486465,-0.320664134257413,-0.422462200343164,0.180232270959533,-0.47488732263687,0.423140462232422,0.0566981721960305,-0.406260784681758,-0.354396358883172,-0.239367664210963,0.571164336944062,-0.231038608210877,0.206458397344171,-0.182945318516564,-0.405632261997712,0.245797586921128,-0.292792092354842,0.471269925894162,0.407314351483072,0.219874417513692,0.0751107216164179,-0.414408970844709,-0.0382042313489323,-0.261610132432693,0.337959812433489,0.22242920396323,-0.0235582962868904,-0.45852764586797,0.109218251154233,-0.311028293684023,-0.368350466818171,0.391890676121347,-0.17222878066629,-0.260357608810531,-0.457998601594349,0.0463478957659553,0.444985016812454,0.02395168818266,0.0182723752966073,0.40687122038209,0.33058936657022,-0.241275840992742,0.122381053551764,-0.309653682921793,-0.326673534596238
progressive,0.430680439177376,0.162472950250708,-0.424322405360227,-0.0157423806739023,0.258692253039369,-0.410824969876909,-0.030921541883029,-0.428205446599771,-0.0596298692495457,-0.173880127579542,0.192938363693954,0.0840029932709944,-0.136568821205292,-0.216407163504354,-0.575832407719107,-0.290315836086238,-0.466218794137861,-0.0982738639348141,-0.243691576871896,-0.143267959768714,0.0931453937379495,-0.366889885290158,0.0356375133169595,0.0386082976769375,-0.163670783196921,-0.416714976251498,-0.210893958884369,-0.41756773811718,-0.290311869751979,-0.0412260782878661,-0.02772071013603,0.475563477652024,-0.271781156094012,-0.478066234569443,-0.0257415093407976,0.0998762629754431,0.0977066781357796,0.197344961055684,-0.380664964171605,0.0031175387275603,0.419356554867981,0.421121573613228,0.139944171659686,-0.417773987498647,-0.173388302131428,0.273526343167964
stable,0.154203614945581,0.354901749561405,-0.0188096979766917,-0.0634576777287738,-0.241479466900619,-0.389242732991526,0.16370982236098,-0.309200475002915,-0.299683947676217,-0.0100739232375432,0.403015590050163,-0.0276204278610621,-0.0983322186781436,-0.0987428425171856,-0.218158036474936,-0.172122783032663,-0.0739951520697387,0.124496090637489,0.162247593525567,0.0372199972810171,-0.0397297272884245,0.211511289394288,-0.003770086893732,0.283343726017832,-0.261577403629249,-0.282420667285006,-0.211322634173705,0.0021332644712604,-0.0866575625324949,0.187419667693788,0.179883477029983,0.0692236716778844,-0.148870091665279,0.119605418287653,0.214863027603094,0.0109015680536252,0.0909396015171431,0.176747008549846,-0.415111793449737,0.0505569437004124,-0.0302329948793054,0.0004466530030496,-0.0062125866018018,-0.326304551148477,-0.162322246918997,0.123749918805344
stable,0.0084447744879356,-0.138194894883877,-0.142986409681568,0.0640594390863623,0.0186672948822304,-0.145196556246261,0.0585453307938609,-0.011323149682208,-0.0752137169801152,-0.123747913381546,-0.0980422201162854,-0.0539029860759719,0.129276094323085,-0.0417360699840796,0.0185536767578926,-0.219731971542748,0.118064044501703,0.0417615488854956,0.0352509489079616,-0.0203721592798877,0.0680757731217854,0.0864165825463359,-0.0715952685795959,0.130966737938557,-0.0955238084710883,0.0523581054779036,-0.116576195165525,0.104290920688566,0.0920460865609482,0.0214858242848046,0.010185338974205,-0.0012281719281412,-0.134416166417473,0.0244766325382326,0.330947079957416,0.111949552561299,0.0743474343319702,0.13344293163664,-0.0276740865327963,-0.073462190640911,-0.212541884816404,0.256069477089585,0.0458617262825552,0.161128128155519,0.105101653406298,-0.0452810443433062
stable,0.0208341962484505,-0.0025562577463876,0.0163228985622637,-0.0760534342086399,0.039151346847772,-0.0514983139400345,0.0373293497924955,-0.161109007544434,-0.107743095095676,-0.0223202368331273,-0.0865049781765148,-0.0542994798313239,0.0260219412576483,-0.150868466912005,-0.0349390607258321,0.0507508623200164,-0.0619838142444317,0.0072518677478097,0.0138919031134264,-0.0671198260793224,0.0527841203460687,-0.0128832607956368,0.0135684677198752,0.0691454065725343,-0.125663384232335,-0.07758657053168,0.0456781257222263,-0.0281143523555178,-0.0793959434557759,0.0604887564231973,-0.0047147265429241,-0.0685092534151688,-0.0454421832868159,-0.0301481771792966,-0.0881760524553517,-0.0590876839704252,-0.0449168648485087,0.06239752505769,-0.0677570097780087,0.0717398458748597,0.0323419420160725,-0.024042735123875,0.056674877575901,0.0280657108051733,-0.0678320847132332,0.0408140222148439
stable,0.049443408187121,-0.138908824569688,-0.109833792665663,-0.126190935700005,-0.1987296890481,-0.200494788676871,0.0542922029958663,-0.196140392674833,-0.0742550142644758,-0.110644773644648,-0.0082836517579697,0.0380018840390058,-0.108905111880316,0.132003487724358,-0.0613608986268912,-0.0215628131951709,-0.0657411299599999,0.131980881809671,-0.231080839665249,-0.122092657258873,-0.0110368037502214,-0.0988745445919832,-0.124337449428973,0.146917777201712,0.0844050202756837,0.160596690703908,0.0394833912259433,0.0523500816659295,-0.0163941571144345,0.179839391802241,0.0410266051074774,0.0690284771054745,-0.0246973841040234,-0.209193743381808,0.156358007175071,0.208199977435494,0.0091849073457173,0.0464529686156475,-0.102462227461159,0.185955906433311,0.0806556678539982,-0.0172439407733559,-0.183710965213224,0.140327730762107,-0.168156257625283,0.0057951131758803
stable,0.126899173858355,0.233030077373684,-0.169594078448388,0.0906222111172637,-0.126018263029669,-0.0577385972347291,0.0765790896674475,-0.0570398623315949,-0.0054239229721384,-0.167898317047038,-0.286640606804824,-0.145389170981477,0.193927346900579,-0.0485698633589831,-0.0019769740034104,-0.007918422688585,-0.0619113496993031,0.0899806210209654,-0.0120396159289462,0.02259840797248,-0.149936909387148,-0.149151812783458,-0.192855881772406,0.138845016448264,0.102853885156403,0.0928098260345935,0.128141536331783,-0.387476055748345,-0.233926563384685,-0.0662489842663077,0.174098098928529,-0.0613176667155025,0.0931855638810445,-0.0842683960534369,-0.0173277662773243,0.0777784861206983,0.110786486631646,-0.171441080240762,-0.19090662085201,0.0829208742456247,-0.029911869096968,-0.148108597813552,-0.195559733422167,0.0327905924488506,0.0147803109410091,-0.0060894666246856
