group,ARID3A,BHLHE40,CEBPD,CTCF,E2F1,ELK1,FOXG1,FOXO3,GTF2B,GTF2I,HNF4A,HNF4G,HOXA1,JUND,KMT2A,MBD2,MEIS1,MITF,NANOG,NFE2,NFYA,NKX2-1,PGR,RARG,REST,RUNX1,SOX17,SPDEF,SPI1,STAT5A,TCF3,TP63,VDR,ZBTB7B,ZNF76
progressive,-0.208487498645597,-0.0055690157449556,-0.125929874194045,0.271358045645247,0.140641245084473,0.1360498410623,-0.073536628002701,0.0244200666201323,0.327938166870026,-0.222996605041655,0.151199451690526,0.166160282124009,0.298238996946867,0.147787923885505,-0.0112121951378465,0.416132228564656,0.0071264523515957,0.0729028659203453,-0.111656743041417,-0.187896973118848,0.292171062115801,-0.296802919036848,-0.261710029263853,-0.0368593330238165,-0.0191611897665422,0.0971139258962964,0.0169902175269833,-0.158413551989682,0.0329825968817469,-0.0793753297401484,-0.213496915956132,-0.0395089979000484,0.0043419444791179,-0.0885918485335556,0.302210123186309
progressive,-0.0092714157029114,0.121517755350462,-0.0448443832143703,0.0982867614307294,-0.0738717015128599,-0.0296314728701745,-0.0419311171606998,0.0693004736935175,0.0984770989816973,-0.0177644051770349,0.0508125260748197,-0.0277094820882623,0.0770187888541865,0.0468492528439747,-0.107208816094298,0.0465681959042967,-0.0496679032891656,0.0584322813057608,0.0209537256166051,-0.0214398872611927,0.0051737950422323,0.0290907160473336,-0.01161395771255,-0.0258805676675134,-0.0140961864161513,-0.142016873892466,-0.0315283065787594,-0.0069451319930524,0.0591800187911783,-0.0089791992201896,0.0892179010543597,0.173738404110911,-0.148974031255177,-0.051485080949127,-0.0724847915793094
progressive,-0.157971727746693,-0.0920593765605277,-0.0683776822513267,0.114513761306724,-0.0415923250089074,-0.039964084692321,0.040244410259866,-0.133040596945285,0.279839337543192,0.0704184856181872,-0.194673796877855,-0.0736096847797023,0.137159414245678,0.301885722678586,-0.128550313115349,0.15767769907799,-0.108066119860267,0.0418725099662725,-0.0496946287030093,-0.112285601266653,-0.008711414210248,-0.0849397462820672,0.0224037011677505,-0.0901018144201082,-0.0320975331387677,-0.115290683681088,0.0113901915283444,-0.134135081019354,0.0619716997663211,0.106153195060562,0.119618805625485,-0.122400790815554,-0.0698393506358256,0.0025909087384654,-0.0923029133919397
progressive,0.0972029875136863,-0.206398106262311,0.437881886437953,-0.315291593661277,0.20366514342752,0.419377260153553,-0.0426625552889304,0.531652674806274,0.261724608064967,-0.432438811628192,0.0108678689316633,-0.320848922770151,0.211333891984009,0.178849109660097,0.135441616340947,0.19865623495439,-0.0034002079416137,0.105292191890913,0.153937102281419,0.35115373306698,0.216164563750522,-0.459343413983408,-0.220858130358099,-0.405538779444942,-0.251898738341218,-0.200488873912168,-0.218755851254413,-0.0431698443769938,-0.107906330254626,0.2617977308164,-0.173282640207294,0.461354289647803,-0.272875827658432,0.425419027490667,-0.426337632055539
progressive,-0.135344262036863,-0.0207409411179971,0.00929371029172,-0.131749602285264,-0.007639675508524,0.152523296567285,0.0926464185864898,-0.0161800630276993,0.0444951733261731,-0.178209965452858,0.176531365796644,-0.0103172466674601,0.0407080887359348,0.22992311730075,-0.0202537378031449,0.133727074563194,0.091897189959448,0.037997764412975,-0.23559350882235,-0.21833259138187,0.0810436102311001,-0.228264988372051,-0.142418945465979,0.013629410379355,0.227728655311164,-0.221480989273646,0.0649290535314482,-0.139528478740889,0.25777558915739,-0.300571692099834,-0.0387428988945138,0.0644991682536374,-0.0976085229360777,-0.091074266713353,-0.0206631523534409
stable,0.103082523443352,0.123825813016534,-0.0786073040266682,0.29412735806386,-0.0357078614472872,-0.018207161937106,0.309756503356442,0.0114618031603947,0.358642818839634,-0.138140552472202,-0.473603210169514,-0.0447263438510251,0.413464966513999,0.446309388703485,-0.117620834732962,0.206281869312022,-0.27268423951377,-0.157200972628299,-0.232938142526314,-0.347801857464264,0.0873569474421735,-0.0105184405786578,0.207193477322839,0.0098286231976117,0.171324386187612,0.0330216212941351,-0.431829918572368,-0.481500700941031,-0.418736041024193,0.41732551158285,-0.056254911457435,0.191016028249596,-0.144919631286505,-0.0565883651625102,-0.442908455731719
stable,-0.135274384909609,0.0282914702264094,-0.187986294281486,0.107468666208543,0.0433526426768628,-0.0938099688786156,0.152273418429705,-0.0773896001039756,0.19192300017925,0.0209858278150219,-0.173199321757488,0.0398528105029829,-0.0503704659601493,0.176935674066606,0.145167978282501,0.0419061321376844,-0.150957500901858,0.0131024286049544,-0.0115878220575502,-0.0546189002511245,0.0960681838358453,0.127387959210287,-0.111724212749267,0.0631775092138664,-0.16932738272977,-0.18881646028399,-0.142664466371196,-0.17865139082497,-0.146096505185776,0.0332664132629224,0.181655332734503,0.126526317719536,-0.0738275735759163,-0.161514198070407,0.0662371385256823
stable,-0.0391088141688227,0.0655458431004395,-0.0008798523761991,0.0254371895658914,0.0902541821933997,0.0225375561993348,0.0206093057540772,-0.073530878047454,-0.0026075501553253,0.151249396013959,0.0856950420870212,-0.0138794871813924,-0.0197459528942794,0.0548803155157811,-0.0143224156549131,-0.0206211582547833,0.0727377003460213,0.0293274726941018,-0.0495807857177223,-0.0241781615944185,0.0761363396563994,0.0920054283329594,0.0462981129450891,-0.0161592921960494,0.0053067874967289,-0.0146877024167604,-0.0587662126965936,0.100862953530184,0.0468622293223044,0.0263214278894885,0.0075646627743968,-0.0319944942075952,0.0500549379596228,0.0781572693472657,-0.0207793656430619
stable,0.0090882236383022,0.028145639818295,-0.132505436645396,0.207704039971781,-0.070414826880147,0.0467001630790992,-0.14084264398588,0.0804079858845461,0.117017915715334,0.0221374087363202,0.0545207320291347,0.0148048291908477,0.140873105561381,-0.0547915127779728,0.197991832357958,-0.1427026630308,-0.161509690095141,0.179915883105652,0.077675104239801,-0.0043958319185694,-0.109817554512452,0.0329513687387781,0.214416008972408,0.214841010887793,-0.0324729457794139,-0.0525000974042976,-0.0171572180652376,-0.0114498768596215,0.212732918813954,-0.0081407427659264,0.0010128347979971,-0.162222440612165,-0.0448143649818539,0.093522575257897,-0.0242590448825722
stable,0.0012760992968644,0.0064280983104194,0.108590440336975,0.126148869518381,0.018726362315079,0.106710440527791,0.124871572006214,-0.0848968220222104,0.123131981244718,-0.233571049935691,0.120002242875319,-0.0916117295045157,0.210539282182407,0.310752236840914,-0.20510995079072,0.0605441852912249,0.0188557695677188,-0.106487790338906,0.130201887242472,-0.0159860439189016,-0.0559408599574229,-0.0627668746768432,0.136072161865376,0.2124535945207,0.080378569974866,0.0229666284123083,0.0607512586811813,-0.13460358561951,-0.160732631000368,0.125566101166846,0.0041241481415778,-0.136437181817898,0.0583702959470061,0.164009096279957,-0.0070558542001189
