group,ATF3,BARX2,BCL11A,BHLHE40,CEBPB,CTCF,E2F6,E2F7,ELF3,ETV5,FOSL2,FOXA2,FOXD2,FOXH1,FOXM1,GATA3,HNF4G,HOXA4,HOXB13,IRF1,IRF3,JUND,KLF1,KLF10,KLF4,MYOD1,MZF1,NFAT5,NFYB,NR2F2,NR3C1,RFX5,SPI1,STAT4,TBP,TCF3,TFAP4,TFDP1,VDR,ZBTB7A,ZFP42
progressive,0.456052357686473,-0.241778441550599,-0.114394271649288,-0.18142293869669,-0.137707442699158,-0.0049570190992219,0.268504101114846,-0.138123277856616,0.3524103951086,-0.120407380037292,-0.0598340587675724,-0.132169574491105,-0.0312074384835171,0.0436164876267092,0.023696003417053,-0.251388854078518,-0.0387650774563655,0.128572270351191,-0.20318497860366,0.226247328447444,0.0352337788969996,0.126057457732278,0.0400587868351238,-0.0039009298104396,0.3327011287567,-0.053352310757671,-0.266721950440026,0.0415571135135837,0.0062309268038155,0.172697000948126,0.0981370971600956,-0.136235518252917,0.0652663180467464,-0.161608063415912,0.0360126447474766,0.344879158367971,-0.302661989048899,0.155383737170151,0.414013403434883,0.155997589069256,0.285949376053919
progressive,0.12524553134456,-0.0488880734253522,0.0951392066132263,0.454071114999973,-0.020722011795878,0.357850839945103,-0.0019776701527799,0.0736291716248006,0.391468617317829,0.102067216605786,-0.0672481171633018,-0.208583210346126,-0.202392740372525,0.0430204902807943,-0.254085221806393,0.0551690021475585,-0.0750586720351292,0.345809692385538,0.176333382206309,-0.048943833748447,-0.026905663505516,-0.0205984424366578,-0.28345223190212,0.106169569890494,0.368520862641969,-0.497887894450859,0.157670532827701,-0.023448336671885,0.0026370336383542,0.276242151263419,0.161706524789865,-0.0305593189809315,0.27763910146839,0.0559252223417581,0.2180783434212,0.0075564577881097,-0.283219570319492,-0.224565314476316,0.141857951287824,0.0415011849279939,0.162645810701427
progressive,0.103803439174556,0.536443179858041,-0.0902076360369556,-0.171284898675722,0.422220270212651,0.511764342586377,0.488349185879093,-0.168651776141971,0.190718887623084,-0.0428653885297844,-0.531854334510326,-0.541613870447518,-0.458743263341592,-0.506115262150704,-0.238005034835363,-0.491798434131386,0.369301940699345,0.529707364127725,-0.3451014428693,0.617969093642207,-0.0807760196806175,0.542940909565967,0.527712741580982,-0.0276379388100305,0.109477394269285,-0.587271433155735,0.415244616900872,-0.4798146575941,-0.313007638588462,0.497376582725203,-0.325693349273691,0.532517507538079,0.554461846069252,-0.500981266093734,0.550396880699036,0.576629741503317,-0.516023441187299,0.522564531433123,0.0203016659476657,0.498079726583009,0.548764049609308
progressive,0.423849641306898,0.0156299714475741,-0.179368018655508,-0.0694620289527252,0.100735504290685,0.0533629328210104,0.229519251715862,-0.0601968164409454,0.18294058355781,0.352939640973315,-0.0727819882558751,-0.171555288338856,0.0738690944950859,-0.0374036719316837,-0.0484190803804502,-0.0857866657979692,0.12486836063831,0.282530341023767,-0.359372062123168,0.12741697070119,-0.186062067033055,0.132798372125997,-0.303586822038854,0.191150265530274,-0.0599983406130397,0.0697687643231249,0.0535523870203749,0.0852408572712285,0.317371870449759,0.41822916672575,0.0594750861576519,0.367965163308631,0.0967704985468416,-0.274947662234915,0.0316343404796066,0.266480863849029,-0.0261537011408469,0.0636791650578363,0.150458209995334,0.0417250320029033,0.227886336949911
progressive,-0.0735557849155305,-0.005073495610424,-0.210239162754206,-0.172661234298544,-0.0765420578977785,0.0630642237351924,-0.108262297042108,0.0574006025619634,0.0965310761224545,0.134920922298754,0.208254915056452,-0.0321875869054769,0.20690435923822,-0.185600430363536,0.0684109989686603,0.0508577339058975,-0.0599868575452631,0.320081728920872,-0.117747872363705,0.0018654304703432,-0.188903549285545,0.270146808814528,-0.068319905760979,0.155801069729008,0.0716388669799761,-0.0138580492902994,0.191034338230438,0.20381511132555,0.0115213104845616,0.181928978036555,0.189153065463107,-0.0766054270857307,-0.0791203917325842,0.211047119900596,0.0625335067860926,0.228168682370435,0.0535984512848306,0.0265873349202001,0.0383542010080766,0.0756034018012364,0.130219720667549
stable,-0.164899852960242,0.330790852449913,-0.47018609983961,0.457971605651313,0.455701065474422,0.386490110729224,0.0326269144997824,-0.484589671754826,-0.51598207516821,0.0814957208253479,-0.292725266539378,-0.384029511557161,0.189573770165374,0.334277974754494,-0.132034928525385,-0.313023976340931,0.56853064985804,0.392722048316407,-0.203732292923472,0.475555822972912,0.332379731210121,0.16639806413396,-0.321416834766858,0.115331576587868,0.551684347565179,-0.373684863367899,-0.16315310310053,-0.0716644545309264,-0.242732711587088,0.40670525233062,-0.0131789879368267,-0.0657922392394491,0.0764250142181638,-0.0538359100237006,0.233052457662999,0.368846090102401,0.0638893630446718,-0.251488842001888,-0.484483602109848,0.245515791358746,0.405335010603794
stable,0.0307516226267829,-0.260894748218346,-0.116753130518715,0.125285329922488,-0.113106987454145,0.217714879267749,0.0106613329612981,-0.159814771743483,0.426205779150967,-0.0386656388091268,-0.29653360946159,-0.426893125592006,0.117323283726526,-0.355385450178781,-0.201596450051493,0.0644465244880817,-0.0932698529065916,0.167200753345342,-0.0139486548779767,0.0104004930411876,-0.136185335105303,0.317148682445099,-0.177076610853163,0.176537196854068,0.391861215936238,-0.0247691519151722,-0.201529946955714,0.0412183231944347,0.132013374230108,0.0247407772609732,-0.191990890681849,-0.0144381176629092,-0.045931175915298,0.322469373461381,0.128590090428726,0.1662598084324,0.230334654507406,0.225742689636203,-0.0473137013842122,0.175671326547027,-0.0492653455683364
stable,0.0112718321396599,0.0847756029127708,-0.440522565811163,0.146626067657794,0.240076851892779,0.0741305255441797,0.088163025332604,-0.0191319601814856,-0.357691550557339,0.455713347842164,0.146611796396728,-0.0589019606061829,-0.120384196014416,0.119454048607012,-0.158499089503735,0.209621570093758,-0.178147895211891,-0.0441119546008784,-0.229126277133523,0.248930937333035,0.0646788438806451,0.38108656229537,0.0389535097511083,-0.357373321969752,0.110697705904418,-0.0146428785440969,-0.550518002465993,-0.119828592206792,-0.469582960179642,-0.126525971820024,0.0074638182021458,0.38711878820488,0.259005677613693,0.12355770352467,0.0797892858988098,0.231844490347389,-0.0744643087796198,0.267533936816585,0.185242970722532,-0.174553436835656,-0.0437200596117443
stable,-0.137191990202896,-0.0493382959192174,-0.0781528571553897,-0.130556221335486,0.419586220199606,0.374715827867836,-0.087256317724987,-0.287317440220715,-0.102272282103857,-0.124101268732611,0.155075678764111,-0.0761568514503394,-0.254259981296065,0.271128297954713,0.0739904212200959,0.333239921934056,0.16973159411705,0.215911197152372,-0.265416899043927,0.0689020318250417,-0.52137652353593,0.244206468328331,-0.360250180313784,-0.193250178593712,0.107269372646129,0.129467562928328,-0.149973334747655,0.160456175003594,0.172228927018596,0.220098127901827,-0.186950359813857,-0.12382227527354,0.15755133746646,0.0170397308733026,0.22424611437099,0.158861488375001,-0.219007292177855,0.367360752700133,-0.331858562868792,0.264652710326575,0.140433915970465
stable,-0.245980794921508,0.103499421980877,-0.198954048561463,-0.313560823776324,-0.0180254382862724,0.0835110471926609,0.109650770094834,-0.171132558156097,-0.0082878470481076,-0.456712462494633,0.129367184008401,0.146186786322116,0.0277593891032805,0.0070658433227662,-0.295011378985906,0.173007267980596,0.0114322072866164,0.0386478887830202,-0.17104390319381,0.35513229196182,-0.0704936506347153,0.0495591946305947,0.180851947288478,0.207158594207808,-0.2117539834909,-0.100540723221361,-0.218682133236973,0.0965870117027454,0.0030752993077417,0.1570063321423,0.0726840063877433,-0.0276589563078393,0.190278924945007,0.19009229982512,-0.0675698570898193,0.28120572417632,-0.0205022095273657,0.108719357634767,0.18582401309008,0.006405535167664,-0.0312243205460014
