group,ARID3A,BARX2,BHLHE40,CTCFL,E2F1,E2F7,FOXA2,FOXD2,FOXH1,FOXO3,GLIS1,GRHL2,GTF2I,HIF1A,HNF4A,HNF4G,HOXA1,IRF1,JUND,KLF4,KLF9,MAF,MEIS1,MYOD1,NANOG,ONECUT1,PBX3,PGR,POU2F1,RFX5,SETDB1,STAT5A,TFAP4,TFDP1,VDR,VEZF1,ZFP42,ZKSCAN1
progressive,-0.0710859000610105,0.263742524294943,-0.252905053896392,-0.0502410633795427,0.0438176386752346,0.0194020366709616,0.0896578326163384,0.232481857400643,0.0193822722872561,-0.0358460039139906,-0.276286319820074,-0.236487439164971,-0.331152248986719,-0.085013202445531,0.0045919251475926,0.13325147494291,0.129318362585503,0.129278833818092,0.278592164585723,-0.147027250385688,0.0444171583143033,0.080348807891018,0.0982948682956697,0.0288823527217303,0.0427964788504471,-0.459264984166182,0.0752430087670807,0.0775488535327298,0.0368342230992687,0.133159241152284,-0.0200872019727545,-0.23108517428545,0.0168985480682569,-0.0198039124729747,0.0201069663564601,0.118283248349896,-0.0015613863127395,-0.0568687200488084
progressive,-0.0491887827985327,0.160074174946338,0.151050464229395,-0.258992226375414,-0.164189098629475,-0.207233978130358,-0.189278278331839,0.0558515711564868,0.089305894635383,0.175406384042099,-0.0398044371673524,0.0472874016950728,0.0095637766635421,0.0292835083821421,0.141592825267003,-0.0794562693147215,0.111417060386182,0.0380060212974917,0.0141744917093706,0.23287423410788,0.196352741008452,-0.216362520238283,-0.0715259402083953,-0.253972962824543,0.0826850481646086,-0.15222241106583,0.0686278911006853,-0.0189902507976405,-0.136577480646636,0.173748116591691,0.0461775045916177,0.0546419745948526,-0.110741044874241,-0.159302892100002,-0.227093764960541,0.0429701865516335,0.0585595054808182,0.123137508483159
progressive,-0.0647706101864949,0.347123369367025,-0.278002376085267,-0.0788860065440893,-0.392341707167022,-0.274202908922504,-0.523035779942529,-0.307237459178347,-0.472988791923619,-0.233544493851215,-0.295594769138155,-0.249829939370249,-0.0311459333034357,0.0590744469792931,-0.0415583074471466,0.170056215805846,0.110388869344036,0.474081271703929,0.486382010722292,0.0395546422075772,-0.523495973091178,-0.09511255409578,-0.0426348559133707,-0.569252345650421,0.105975794511224,0.138722106458661,-0.27554005537135,0.251715720447917,-0.186215382973753,0.505718945686992,-0.0420426118330162,0.172416608879722,-0.589260235974324,0.344684554903717,0.0048519800150931,-0.1597409168054,0.464534759439215,-0.079902648731952
progressive,0.25231963351436,-0.500086992411977,-0.295983571810537,-0.531005464115191,0.217940711235288,-0.496901753681134,-0.262100933186411,0.310023887575954,-0.293420943483173,0.610920667570468,0.256980188201274,-0.182136101365639,-0.470346066471866,0.272762008428596,-0.052827139234339,-0.279452814431203,0.156825634963329,-0.194466494356283,0.358118285409932,-0.265083146785685,0.081210052627731,0.469091822325727,-0.274156114332039,-0.278825692358134,0.37784781652888,-0.32154218004032,-0.454970296507682,-0.302859356266352,-0.371166033865454,0.547635478225514,0.267032188048751,0.426140727824838,-0.365923473801375,0.251336089543647,-0.455195879987204,0.220963529860875,0.130098504309625,-0.383180609984768
progressive,-0.409505217110434,0.240646495695108,0.0186255472483292,0.0742572199798684,0.13398224590387,-0.295653892553666,-0.174737977738091,0.550152990847977,0.133958539225149,0.0323122030964863,-0.379354272890663,-0.48168020047599,-0.107379401265983,-0.449743353125917,0.289229382620322,0.0635418011980549,0.111326563273001,0.107154187818135,0.319155113392245,0.220254800882078,-0.287241972720893,-0.245996302859775,-0.0655845266811661,-0.160889326252008,-0.504201545260775,0.160490263826874,0.0252397106114398,-0.103258390281679,0.47907641692982,0.12995606163445,0.0805750498589687,-0.0783584753985714,0.027424676166876,-0.469360629767401,-0.0698438266246746,-0.0401709670924403,0.174611542118247,0.44036736169183
stable,-0.0015497978332291,0.408251797066835,0.155519266866564,-0.0673273538758961,-0.384768031520878,-0.457020892994523,-0.063746286881031,0.255950795413773,0.415642853870722,-0.128180123716237,-0.0822738855237725,-0.145396526061828,-0.18744402013795,-0.165844479319956,-0.404379827367742,0.25496049984718,0.481322781066175,0.36743452265166,0.343738726967696,0.474929955178533,0.196465069899562,0.0805751195357435,-0.154414750358034,-0.285147772242848,-0.26933165852912,0.207563317664726,-0.277114072349853,0.170341598269156,0.150910451859407,0.13223093936389,-0.128362877223336,0.450169079269149,-0.124137964813658,-0.357181449740544,-0.245354157932568,-0.0599610048652395,0.18753942468261,0.072092411108366
stable,-0.141767733612065,-0.143714450880189,-0.0823780274727831,0.0325286082258367,0.001083067137727,-0.211310087491306,-0.268525838843103,0.107469918985499,-0.16104736156142,-0.0280186812507021,0.0269375323517748,-0.0416160432045907,-0.201981692207932,0.0787267336958002,-0.365125541220691,0.0837314187244496,-0.0078700911250418,0.056165294273667,0.123941392888795,0.171442445174307,0.0570960827620569,-0.0996032216675649,-0.124265575245959,-0.0440415823885085,-0.0368697301865898,0.0975970389966472,-0.0952325883406612,0.0287073289798263,0.0835620234827451,0.116751833867186,0.278185499211518,-0.199322718117763,0.0934167539814148,0.132200443819702,0.11804605482972,0.0763994673611639,0.218682026755726,-0.041912189763912
stable,0.0476851749784704,0.0402021148064693,-0.0709722996621243,-0.102870150525967,-0.0029125209768847,-0.0915708446922862,-0.089361060934074,-0.0245405490731736,-0.0699745514590693,0.0402945977973958,-0.0956906255895942,-0.0664961947925571,0.046937403010746,-0.049930288163533,0.134586732673557,0.0851682076902427,-0.0708552709356826,0.0128868706018561,-0.0389961900097353,0.125354301012443,-0.0557466518133234,0.106274202424089,-0.0620884893366012,-0.124903850820101,-0.10936496241347,-0.0742522877589814,-0.0416572455748671,-0.0189189594292601,-0.0551620216902261,0.11376275714358,-0.0376544934040009,0.112033001702514,0.111070274820843,0.134832035975976,-0.0672652773883962,-0.0323200580550685,0.158365850436649,0.0735724530466682
stable,0.0807511962743067,-0.164762813176921,-0.157277923335911,-0.215771209849097,-0.196107608485837,-0.265283093846597,-0.0908200491571418,-0.209468017063707,0.0208040159933627,-0.0134263911596631,0.119007035909811,-0.0345914551287177,0.0160609424975062,-0.0190890133591704,-0.0041187386840381,0.137636943157856,0.106076677347407,-0.0026796452103212,0.133554883463397,0.151235641419711,-0.101023936160855,0.11964072609144,-0.168138022707838,0.0771474484237068,0.295138058887844,-0.227132588745268,-0.279386883079655,0.0327314690121013,0.0829257010141129,0.117216051832969,-0.195207612010099,-0.0578808315360497,-0.268328291469926,0.269459697225395,-0.21509752422404,-0.0480464073909274,0.255720123923944,0.0152050994073344
stable,-0.0162957576741349,0.191037381575263,-0.0168521820082154,0.0710582642282935,-0.205954644214553,-0.0443319297714927,-0.191128283109757,0.138581207365671,-0.211623477791517,-0.123802328944775,-0.0351291653623764,-0.0346118821596188,0.0166535888910931,-0.0729209970845331,0.261223311901367,0.111556608932751,0.237396201679992,0.0777700057633491,0.366314896757975,0.071283165318928,-0.207098185518478,0.14343770205321,-0.0601123292165416,0.104314751037127,0.131248340992572,-0.163090292981709,-0.0156503567792327,0.27776493149056,-0.112209068064449,-0.261632368806586,-0.145391978101834,0.0098484861329637,-0.254477669441094,0.0205204332254548,0.0018315055055666,0.088365060851957,0.288730971782883,0.0313779263912938
