group,BATF,CDX2,E2F1,E2F7,EGR2,ELK1,FOSL1,FOSL2,FOXA1,FOXO3,GLIS1,HNF4G,MAFF,MAX,MXI1,NFAT5,NKX2-1,NR5A2,PBX3,POU2F1,PRDM14,RARA,SETDB1,SPIB,STAT5A,TCF12,TCF21,TFAP2A,USF1,VDR
progressive,-0.112032370379188,-0.273500571137125,0.0182839383419652,-0.0675401230383145,-0.247272301506839,-0.0331479551745526,-0.117900796004229,0.037472758639719,0.165586744365534,-0.0058684256250412,-0.287918800535611,0.350661718499487,-0.230704977463355,-0.145313396429592,-0.150403357430903,0.174435957609644,-0.154901153034676,0.316342739617443,-0.294712068747818,0.0371866562566387,-0.0114174811480394,-0.177536509016978,0.178927099669624,-0.0791372498687531,-0.1169426856981,0.164162885993925,0.091080360976405,0.0369005538735585,0.176831233374967,-0.169326035976955
progressive,0.0391036184908515,-0.0265735238793705,-0.109762461924439,-0.113729069472967,-0.0277713200198306,0.148811951565864,-0.103093105736827,-0.0859390908646205,-0.0664859022044361,0.0426926500844563,-0.102454072758557,-0.0048162836783722,-0.0416930422509517,0.0274941878878584,-0.182881350275927,0.0399021492511582,-0.0145372662248625,0.0038556505107277,0.0027983147091995,-0.0818696242951343,0.105011009737637,-0.0599491451230308,0.0184615367730523,0.190288383705462,0.104649345675458,-0.0319883504517955,-0.195769841328756,-0.0958370932178968,0.10835189157534,-0.0791071587014342
progressive,0.0820172877070078,0.039794523495191,-0.140980586741969,-0.0961926555369988,0.125293280085989,-0.0546347673652467,-0.107194498677009,-0.16970052978303,-0.139715125390339,-0.112612741657802,-0.167800734939639,0.0419314714947785,-0.123021860916839,0.139768717958437,-0.114640558244687,-0.099157343485828,-0.065574355098594,-0.0301535219763571,-0.0927809473091424,-0.163936269369329,0.115950389612345,0.063294463902301,-0.0227856823709955,-0.0384103519974672,0.138181790243548,-0.0984943119561772,-0.126036516016746,-0.157811108231794,-0.108101845151568,-0.0523467094400861
progressive,0.302756046998144,0.444012204817385,0.145523976352407,-0.484358770439233,0.169826453132853,0.462351552827316,0.441516962671796,0.309441841526671,-0.430417907444968,0.534663579305135,0.341625465630344,-0.380844854472399,-0.424050267652672,-0.238979657586657,-0.141219797277958,0.2720632050871,-0.436926444334738,0.259891513892405,-0.400338649668085,-0.199314852113877,0.432567724448363,-0.183402570234629,0.211754702300539,-0.424545680027662,0.405324588891603,0.43754911860422,0.20455531512638,0.367055119190582,0.481704450925528,-0.463801429411001
progressive,0.178486439834208,-0.0962017790917212,0.0463501948488381,-0.199502816128199,0.0743331702471696,-0.0019778227116763,-0.0395323344443603,0.0706227426803459,0.121455198349345,0.0490797509895459,-0.315828539314741,-0.171286682767922,0.222509075028451,-0.207651284901712,0.206714633089068,-0.176954833222117,-0.319426407865453,0.309018718839986,0.0063877241643368,0.300584832561333,0.190944310938852,-0.108068715361779,0.0376148112056009,0.237326665506579,-0.0963585577213053,0.228567162074175,-0.0072359367500354,-0.402860778558223,0.209219071197553,-0.0927888289246211
stable,0.235611473348181,0.115000138603199,-0.255291392321067,-0.220049714553043,-0.015019635465572,0.0945594529092743,-0.0283114816522899,-0.201672868698072,-0.284718608209939,-0.0312639302176215,-0.026850299400324,0.148344811874799,-0.120028692517304,0.131023593156047,-0.212947191075456,-0.0926393819316962,-0.0249942409590713,-0.180598709086517,-0.0822908309447725,0.0558221048424874,0.129924701112055,0.0326672631993905,-0.0754491173625669,-0.0100989081974983,0.29454395282274,-0.0519124583316834,0.0933876390531665,-0.203186469223349,0.113624265718042,-0.0931826646875639
stable,0.0089411940672802,-0.0269635300206452,-0.0185908364276067,-0.0962540676166217,0.0296720909172042,-0.0322632277855388,-0.0718439846547405,-0.169983593860124,-0.0368269982328787,-0.150776956998058,-0.0546810063913083,0.126923211663505,-0.0847355512725626,0.0785407580700158,0.09704375171436,0.0816176580218613,0.0087763199202339,-0.0591308064583128,0.0297796044775732,0.005364866598972,0.0576389807288909,0.114416651705999,0.126977268760897,0.0208840586258685,0.0161052610577907,-0.137199165560562,0.107175253034497,-0.128394015188385,-0.0318379786193866,0.0286953091990472
stable,0.0984025262517471,-0.0120554083925972,0.0247123427936726,-0.110036029903147,-0.103581095197674,0.0475322973386811,-0.0870513142824811,-0.0842229937550991,-0.0727442231479464,0.026523935245223,-0.146679028221976,0.0485661198307507,0.0837148895107432,0.0223202676119918,-0.0963191377778809,0.0733949020979483,-0.0866958647338934,-0.0383525958187826,0.0203828831187616,-0.053561222564711,0.0060682060122793,-0.0845938230824299,-0.0212889391380967,0.041347132265757,0.081208868873712,0.0245799000368607,-0.0894050958934399,0.0378759785538806,0.0141138566847178,-0.0288084039344137
stable,-0.01859598199179,0.0147247849072547,-0.18065796630579,-0.127389599642393,0.0010785611490035,0.119959906614911,0.0986499269929259,0.263529475234855,-0.0241759979608421,-0.0113935942122607,-0.0093870409928355,0.0872934244320046,-0.0740289293284293,0.0135590758972768,-0.058827509193031,-0.0607913644656377,-0.0111803047030063,-0.201611095209288,-0.265770191402953,0.0550020134278923,0.111733819292138,0.059133953308416,-0.110422696993171,0.0489738942701885,-0.124299129259533,0.0141200558386552,0.0037888045634763,-0.126696821701046,0.221772785382248,0.0345208645250418
stable,0.0710001935937261,0.0548702408472989,-0.216906385000421,0.0348971885128745,-0.0679232187563411,0.150733146186323,-0.0885097567130696,-0.151617628640549,-0.07576997650369,-0.056555563418916,0.104014507400905,0.0768654632966215,-0.192902227669785,0.125175150735747,0.0079392958969201,0.104276933876652,-0.106766893558903,0.0154338011569797,0.055601216289047,-0.0644214146179936,0.0613509489118797,-0.144803002141759,-0.0633092210547996,0.0127179746196213,0.0555259273373442,-0.110969297193066,-0.003516124227144,0.0383245715836888,-0.117946326517071,-0.0796063499893737
stable,-0.193768509508932,-0.114968658624569,0.0619285827091929,0.0622007756310733,-0.0196213552824443,-0.0479951208977657,-0.135838346962533,-0.138236460463927,-0.0793723946165944,-0.100744231965614,-0.135772645222769,-0.388555395984209,-0.0398621841112371,-0.140963082664143,-0.166605533097837,0.0851259898273758,0.0228172756238327,0.122069139500517,0.151273562825714,-0.0547811720191277,-0.0149799966662431,-0.142070626277311,-0.109036730120142,0.196603070281617,0.0851353757901992,0.0261305205005143,-0.284052085907799,0.128043304837649,-0.1531882992417,0.0629751175640088
