group,ASCL1,ATF1,ATF2,BARX2,BHLHE40,CEBPB,CTCFL,E2F1,EGR2,EHF,ELK1,EPAS1,ETV7,FOXO3,FOXP2,GMEB2,HIF1A,HOXB13,HOXC6,HSF2,KLF4,MAX,MEIS1,MITF,NFYB,NR2F2,NR3C1,NR5A2,PAX5,PBX3,POU2F1,SETDB1,SIX5,TCF12,TCF21,TCF4,TFAP2A,TFDP1,USF2,VDR,ZFP42,ZNF76
progressive,-0.135264154520722,0.396288554027061,0.205802470211882,-0.152361674177937,0.101443017226628,0.0271792777692037,0.105188835648546,-0.109940790416099,-0.0368463445495458,0.17535324931937,0.0109655265236932,-0.144414556691144,-0.143795918802951,0.041741061906681,-0.0481517820008178,0.0580024006820525,0.112884419048931,0.131260003793843,0.356539370155992,0.0590561245575469,-0.0570030625549707,0.0656639929896794,-0.0960928192265368,0.115175418700813,0.172749531614116,-0.11990697881271,0.0409796614289044,0.026322702231705,-0.0071517259162587,0.269753312126564,-0.186447941995543,-0.0740733893379798,-0.0756981635718066,0.0068865953927472,-0.134230825300882,-0.0602254181484181,0.149159713240145,-0.147834060622587,-0.0198575963891556,0.0887915325021434,-0.0928228761032284,0.0563844246667772
progressive,-0.0291031187409379,-0.101193441939412,0.0130439244294363,0.0131018850775614,0.189181849321504,0.0338200625546681,-0.0713428794493558,-0.0219806861615398,-0.123981287404278,0.0037052404569703,-0.0316446127280264,-0.106634235764924,0.022783263210094,0.0422875818991754,0.134998051571073,0.127221185264947,0.0272218106727374,0.0468428793637191,0.0068998032438328,-0.012134395604611,0.113321890362298,0.0187236779665627,-0.121343029845677,0.0602751742587672,0.008773847950746,0.0626539982014542,0.0391573169212927,-0.0089159953434564,-0.0573031920600788,0.0036166176997866,-0.0995811219757986,0.119156465613844,0.0388093580429775,0.0089730297911489,-0.133494389542422,-0.156446416220816,-0.0435108001863093,-0.0633300270224789,-0.0301586460023777,-0.181373589695452,0.0068095230753487,-0.125013025938817
progressive,0.213087430931562,-0.0477452622694123,0.135765666523756,0.0342024584829276,-0.217874634986475,0.0626152497405417,-0.0754327771486281,-0.198317455557106,0.0715673603599563,-0.0545393054647898,-0.0407420993231065,-0.0903649110904459,-0.149280233743785,-0.0727403099329868,0.175238759898911,-0.175878858137208,-0.0496268065258196,0.0826747017345196,-0.0356333237166606,0.0832289191716135,-0.037113804631452,-0.0683664918134384,0.010484302186324,0.0634454828678036,-0.188791544075475,0.0345385126604818,-0.0173740764505571,-0.0136169345326136,-0.0035099223206636,-0.0648230109190927,-0.116487131257562,-0.0766727267588392,-0.071904221296552,-0.044632421544127,-0.0320398627984636,-0.0539506966704871,-0.0814066456802785,0.046074464294259,-0.120525884129994,-0.0076930720492997,0.129266038329592,-0.153820712666636
progressive,-0.198186572473278,0.0870695886619434,0.138749542963785,-0.391780808581811,-0.358622661610211,-0.0850783442220996,-0.371447939023219,0.113417772050411,0.218699624243363,0.208512399208895,0.391184821266869,-0.115843301820523,-0.0128483776965332,0.45625831995643,-0.224691837789714,-0.274117204419528,0.0962958419017769,-0.0229663018804267,-0.209593492477859,0.283750022649399,-0.106376805632031,-0.192171258643401,-0.194042381608916,0.049203603907975,-0.114036859648878,0.135552463723943,-0.111204764888729,0.0321001539861606,-0.224433114614236,-0.356571356433202,-0.273082311717614,0.0567019559401481,0.392580078391771,0.353314216456196,0.276445712998835,0.209958476957552,0.270527420359763,0.127398063639663,0.23890775227092,-0.307972979953579,0.001603159676626,-0.105836258997549
progressive,-0.178174541803198,0.125988136556968,0.0906853235024405,0.0159971723896738,0.346814868740438,0.146246782548886,-0.363411310855427,0.124922768156407,-0.0375001353806843,-0.410133541453468,0.0317779418229836,-0.16041701459541,-0.319235976589978,-0.254797834737296,-0.179069284795857,-0.0969610092369951,-0.39837287309415,-0.0714088140047899,0.229632667869357,0.0762986884995523,0.0770810684187143,0.0627735037268052,0.0068541474832967,-0.0929950089020942,-0.372562658952434,0.0588491193450512,-0.162618498516882,0.255621830609605,0.0164216551117723,0.192873296454688,0.403741331050102,-0.0697108831163958,-0.213910160770453,0.269001359546338,0.0361601016893537,0.149122444911337,-0.308432475153039,-0.142713588126713,0.385134838398116,-0.0820333668431971,0.368309508540819,-0.165523292046536
stable,-0.0673082214780495,-0.0296250400036494,0.169150841674379,0.159239330176697,0.0277372018146321,-0.0675499380974155,0.0875736800621591,-0.155244099768033,-0.0049190273794047,-0.177372910961536,-0.0362138583463422,-0.0763853397623873,-0.0316584732161239,0.0287155576794582,0.0170744852907907,-0.0945833364566987,-0.0549860104910698,0.14092129135869,0.0661881003855536,0.0026158133063028,0.0791051226067862,0.0870059913161052,-0.14946292885171,0.060471784863466,-0.0019152745949038,0.0846753408371168,-0.0482804147686314,0.0579976740012954,0.234820663957889,-0.108042871225449,-0.0441582988306845,-0.0808970903340447,-0.0206176114459341,-0.0394274337131603,0.0472345666009952,-0.0796362713340165,-0.210594505910739,-0.204773216313955,0.0793328384972903,-0.171097633605106,-0.0049749675113151,-0.237366724754032
stable,0.0466362473936705,0.0125897544121514,-0.265113560344444,-0.210083122300653,-0.184075497346494,-0.14330636160486,0.0323015832224179,-0.118002030393682,0.187943766089197,0.0629279428035605,0.127110082571685,-0.358774765828581,-0.0591181797685703,0.0072946815514994,0.207513312694056,0.0260028771087693,0.116793014538477,0.0731044133506931,0.13930163059626,0.0371142137288901,0.210098744243551,0.138018180777839,-0.120209012718675,0.0580756448146334,0.0757022505607234,-0.0386180554672045,-0.0814822162764016,-0.183128991394484,0.0036131103420484,-0.143858030607956,0.118268522360752,0.122660738815725,0.0223690906658275,-0.0721113478825976,0.0211750841283086,0.338664424318132,-0.17550349222869,0.14785770745856,0.0766116926874278,0.0091599721646912,0.122992169055232,-0.193647000497115
stable,0.170213137569866,0.0124200149663574,0.0050402041642963,0.0808305962123461,-0.0101337569967742,-0.0791071216609272,0.0025248700862557,0.0788446695237168,-0.0540830467696599,-0.0923394455937455,-0.0406624926302392,0.0259325386072309,0.0220716207922087,-0.0411927476648252,0.0130638014765271,0.0126108940641307,-0.0543789808912702,0.0381737004417308,0.0432026733074626,-0.0171323923593461,-0.0532473745830719,0.089222813219916,0.0036954150946659,0.0378744287172452,-0.052005044623931,0.0370521069421584,-0.0600539123579319,-0.004881429627514,-0.112434781661187,0.0023290110730811,-0.0589010619425432,-0.0202317539627415,-0.0059731966125023,0.0476273281414708,-0.0531736294528747,-0.043633753856611,0.0562703421650992,-0.0313072447485856,-0.143130185527123,-0.017774165712226,-0.0757435066743252,-0.120819687729125
stable,0.155476066849177,-0.108583941140439,-0.0266497019586286,-0.0819275076690718,-0.0140006795593942,-0.0651246319469303,-0.003671734221147,-0.123931382214365,-0.189833044915845,0.0229525205794766,-0.015656019737428,-0.131584551238951,0.0108306980188286,-0.0697046614210336,-0.108965903492056,-0.0424262259733422,-0.0645969221452576,0.020952853325593,-0.0001122428752881,0.0960825020583714,0.0874083869350718,0.108348542179817,-0.201327510887763,0.0799612429973389,0.0481846271508906,0.10093684067658,0.0307264998592002,0.0335913194889416,0.0310692460494826,-0.0721733417253601,-0.000627611570273,-0.0348187496412859,0.125132702256692,0.0551679596616606,-0.0636347747903912,0.0128741201055142,0.0353287637238649,-0.0015960314711005,-0.0754044678399695,-0.0596491582896447,0.122792532650106,-0.167879134051903
stable,0.191731465957476,0.0963721449338236,0.0925498210352065,0.114728101967197,0.0797174869416389,0.150627639892134,-0.0104523650373233,-0.137579147560312,-0.123321283311988,-0.0977775077477941,0.0240341219713544,0.0082784148380544,-0.111846957779165,-0.0050675736257981,0.178866151019309,0.00013248048726,-0.0370172097228386,0.175263439433887,-0.128887023681722,0.0065334384621254,0.0873449757859396,0.129321345750132,-0.022395107700879,-0.0211012780809769,-0.21308010037295,-0.0648353265031402,-0.0835969702094439,0.0811647443419927,0.132965394813076,0.0868216277214649,-0.158310951044355,-0.120560363216263,0.123486967487392,-0.149912980644627,-0.0037494540595355,-0.0707358892986239,0.111086838448561,-0.120305095935933,0.164947454645854,-0.0596444089754103,0.14184749281343,0.181617823107933
