group,ASCL1,ATF2,BACH1,BARX2,BATF,CTCF,CTCFL,E2F1,E2F7,EGR2,ELK3,EPAS1,FOXA2,FOXD2,FOXH1,FOXO3,FOXP2,GLIS1,GRHL2,HIF1A,HNF1B,HNF4G,JUNB,JUND,KLF10,KLF4,KLF9,MAX,MEIS1,MNT,MXI1,MYOD1,NFAT5,NR3C1,PGR,PRDM14,REST,RFX5,STAT5A,TFAP4,VDR,VEZF1,ZBTB33,ZNF76
progressive,0.154164695980919,-0.0692550378025455,-0.0483624197114175,0.183296935163243,-0.0187420044196067,0.123000588667219,0.0440282074961124,0.078081789620016,-0.0691165013390426,0.0211762879925863,-0.0249035785582596,-0.054748290981456,0.102147552422806,0.326635996067578,-0.124689414127063,0.0981695768279366,0.0296006243684532,-0.221823265965955,-0.269565570078835,0.0182274404123103,0.0326880084122321,0.183046250134047,-0.187156165217967,0.0640236370616978,0.0433091372807879,-0.117729606079656,-0.0606723740398181,-0.0560940737697699,-0.0039515876970589,-0.032318577842891,-0.0427220065545137,0.0291586270801344,0.06392468244491,0.168328400130477,-0.021426973021782,0.0040241544160366,-0.140660689276612,0.15558304548821,-0.195580501593834,0.0867700049739836,-0.0049543278138418,0.0415873269486804,0.248646564089897,0.162226198761897
progressive,-0.138472423528266,-0.0170855064636009,-0.0085203950796446,0.110442122648018,0.0708109078682136,0.113653566321305,-0.224582241609654,-0.201147300286811,-0.197414586926063,0.0577160395300426,-0.100256851247656,-0.0219691156357381,-0.177029278867071,0.0833270341528805,0.0289606056021332,0.0474552129948092,0.298278869684743,-0.0642507877256479,0.0864017590106866,-0.0127864800325738,0.147712624948475,-0.0942757067860983,0.037919799860242,0.0457738892977933,0.0212318339578565,0.217312127481702,0.130827524158012,-0.092822076454715,-0.0208120053327366,0.0178377403017539,-0.284584045915683,-0.227166115081051,0.133722636190558,0.0585224749491793,-0.0379314345099532,0.139275120907335,-0.0225986950341649,0.114021249287479,0.0470625786111829,-0.126112033337926,-0.155277717163281,-0.0013020528066321,-0.194031894292167,0.0777205814826238
progressive,0.405020855801599,0.286739127413107,0.18140406530103,0.305572059471743,0.179534777342144,0.229958296192442,-0.136801655413784,-0.335438898328285,-0.209084637419352,0.165889501290558,-0.416446939791049,-0.311562172482503,-0.456511773285071,-0.220934272271068,-0.380775038336214,-0.103688278698497,0.232736953844768,-0.20191934264609,-0.229544534621886,-0.033067104650871,0.412495497238881,0.106235147116474,0.255520306635174,0.429668273913304,0.180420960543109,0.0768093183744192,-0.49129149938229,0.18394289792156,-0.106743042314259,-0.147490514909094,-0.219029119677739,-0.466119811716306,-0.212907431521978,-0.183863599612694,0.278932861104128,0.247115039117173,-0.113473912037817,0.415739512084299,0.239563395313151,-0.503730472301985,-0.0825800553763987,-0.151493439548198,-0.0798083990860555,-0.329836711231614
progressive,-0.166857933558515,0.201637120272478,-0.161526388970095,-0.380571160328897,0.0719194215394795,-0.204386409564898,-0.405666889682859,0.0914940001469231,-0.434139414423899,0.219496214592369,-0.0026590006457067,-0.31759482924637,-0.317414251952944,0.188369203637959,-0.177448791817985,0.469469361882813,-0.139992546728972,0.159016364591465,-0.0750027788247387,0.148691857839799,0.104590368352687,-0.18943009523684,0.122909934770816,0.209410972754494,0.188193140776868,-0.213239211375137,0.0567148134329597,-0.0878282810903631,-0.284454381470253,-0.146773224097141,-0.193763950279079,-0.153743507623408,0.120476655741893,-0.114079705122255,-0.206612024706381,0.259444426330669,0.0626874074130446,0.385085592664562,0.287957580962729,-0.185990097797063,-0.297135421901136,0.0643080886215483,-0.135645148389727,-0.149973956623128
progressive,-0.0746347773020617,0.288760089392064,0.403662582853438,0.262403038815059,0.202612900659295,-0.322937189809934,-0.128385747412704,0.120632975328567,-0.224027014874336,-0.195489373476321,-0.0718684742460067,-0.418685310179311,-0.0961082542436274,0.439861973488252,0.117779606940276,-0.0113541108266406,-0.164118151265523,-0.286967335051015,-0.413117086431286,-0.46526922044086,0.177272931463415,-0.089578354325901,0.102527343738507,0.314764921125021,0.0885177402786581,0.208869732035008,-0.381682543978861,0.10971814867821,-0.0269467203271509,0.0224232805659622,0.122307004216566,-0.128306597110671,-0.0762850610994507,-0.158795293453801,-0.237775422337477,-0.128967502132647,0.171324786265632,0.0102183039924664,-0.130906684532456,0.0423929017689,-0.130776086534102,0.0318500815380981,0.352828301372714,-0.116849590891387
stable,-0.0137747132318662,0.273720885310743,0.19761068152935,0.408338939089931,0.302209655504282,0.16682144944973,-0.120645488903443,-0.291625736555949,-0.330573248105727,0.0763195556273348,0.0124766354502554,-0.0676739927262855,-0.0709454088452271,0.194686679891595,0.413935744234504,-0.0478710060357765,-0.100491595523791,0.0118927744062236,-0.18210750599048,-0.0649609686174862,-0.194362988340319,0.200998725351941,-0.437124306117842,0.306493209825779,-0.060536280926163,0.441596138616577,0.119337897865675,0.214187530383387,-0.226238658357292,0.0646431776934479,-0.238892071782723,-0.302538404736046,-0.177249122197253,-0.137838531830351,0.174819870090157,0.198009455551689,0.0375732675084273,0.174462039195583,0.463123493301314,-0.0223985401489106,-0.259411683630091,-0.106436477464853,0.0870086622877361,-0.395745435094098
stable,0.0078523876895167,-0.30316297828451,0.0710067467361907,-0.250639741962227,-0.0849953228517448,0.138836233612844,0.0785704404410757,-0.0212470199083731,-0.244396826932552,0.288181637806034,-0.218308824278297,-0.334841858504942,-0.317031671746948,0.0217756270200184,-0.199381555880844,-0.069961358175353,0.218937062596108,0.0664291806214477,-0.0034255987710483,0.103586151152412,-0.160114000243595,0.0347164494422442,0.0513656517889236,0.198349914652608,0.196231051582606,0.24057270333684,0.182055630000296,0.230011943304044,-0.196608585856416,-0.43300771727206,-0.0212807230463639,-0.0127575246542055,-0.0964521724569103,-0.10068265537866,-0.0794351920079451,0.0908335045839687,0.106873389672762,0.179767807777999,-0.154777817882497,0.146473689887279,0.0686228410064636,0.139810224736623,0.0434751263379962,-0.170563303407772
stable,0.100614566336243,0.0598877538015443,0.017986904428681,0.115353000590633,0.0523175346585324,-0.0172020198308574,-0.0215962529024689,0.0849380027246558,-0.0309740507872069,-0.0067377829174055,-0.111843844681763,-0.0363731397164067,-0.010164327511847,-0.0723625249448155,-0.0375911810879572,-0.0409862644973144,0.0121523968104868,-0.147072712308639,-0.0360753380085739,-0.0069333357737142,0.124683144033258,0.0606756200149478,-0.0842537219490709,-0.0044253858137048,-0.0586843120649022,0.0888346144374166,0.0079102775406149,0.10906960560617,-0.0481034837008436,0.0541576541358114,-0.204646218348536,0.0249239929254527,-0.0144032081303132,-0.0919975430888636,-0.0361463313036744,0.0080638307429792,-0.0568340653760846,0.146416499845237,0.0926672756367053,0.0922507747844936,-0.0288911352688275,-0.0713612675887891,-0.0285309252624776,-0.135270038442807
stable,0.146537105281249,0.157479073235594,0.121961066023466,-0.139322520135771,-0.109949315903735,0.316531539249092,-0.184740920090153,-0.212384973640502,-0.251341403501996,0.0148580746141676,-0.0583438768985979,-0.128782835882636,-0.0647154756806658,-0.183003193304915,0.0049886153321174,0.0350446856127257,-0.121517091552975,0.1125826258493,-0.116023229704193,-0.0340561037803753,-0.0946601061879752,0.127295749441615,0.0679779147022691,0.117181251547725,-0.0571805011869541,0.14179025675268,-0.0345917384558615,0.11985263344431,-0.11763593375444,-0.0434376174714203,-0.165237075994462,0.056722051443419,0.0771246513620228,0.00164036570216,0.0234225285438647,0.131980532758364,0.001683543657028,0.0187897471497982,-0.0644857550803693,-0.206188664466256,-0.157446999599773,-0.0478463791432728,-0.0834328464652432,0.0533509487282789
stable,-0.0139808145304552,0.0635494978045882,0.108311650080054,0.115737247168592,0.241503088968269,0.199628133275657,0.0551656796774034,-0.181144804661871,-0.0164131641004418,-0.0901273035701104,-0.126771625738399,0.0426645641080256,-0.1343360550758,0.062931072979981,-0.133554052439453,-0.136521163264322,0.257480688312631,-0.150007173660902,-0.0025920709303692,-0.0677387823387847,-0.0066355601785289,-0.0017026232742608,0.0483622567411818,0.355814841742084,-0.0646641193705052,0.0577994217071616,-0.159553711872322,0.158742143108902,0.009758428788775,-0.0707681320036155,-0.0755262431130181,0.087789115687432,0.156368604422114,-0.10330340525067,0.105999707491336,0.0200144469262944,0.0653328923100553,-0.155274657720419,0.0560843720896383,-0.264841582717284,0.0056339540621114,0.0877801173009315,-0.0348545002438923,0.0513112636694017
