group,ARID3A,ASCL1,ASCL2,ATF2,BHLHE40,E2F1,EGR2,ELF1,ETV5,ETV7,FOXH1,FOXO3,FOXP2,GMEB2,GRHL2,HNF4A,HOXA4,HOXB13,JUND,KLF9,MAX,MEIS1,NANOG,NKX2-1,PGR,POU2F2,RARA,RFX2,RFX5,RUNX1,SPI1,STAT1,TCF4,TFAP4,TFDP1,VDR,ZBTB7B
progressive,0.0476635539062697,0.114181699545339,0.154512912222186,-0.250493859380024,-0.0488111086755696,0.0959075570272434,0.129520236839644,-0.105047964201318,0.123468886980603,-0.134584155850682,-0.252261894344353,-0.0530410489298494,-0.157401814635598,0.133950331995545,-0.190207203011456,-0.0052640739126605,0.0614141956477061,0.0113621265820797,-0.106082097859699,-0.0659376964243649,-0.0129833812852185,-0.0665381611292312,-0.162052080183284,-0.303007833735602,0.0924849082095059,0.172733680099849,-0.0185009847399336,0.216080559961136,0.167696448409027,-0.0861066386778158,-0.0158189090581978,-0.0038096149608734,0.0816698716918599,-0.134704248791655,-0.0344199712489425,0.113354392618634,-0.100764649306606
progressive,0.0055908730779524,-0.115930066025883,-0.154051067486265,-0.0283012235697908,0.158990221551255,-0.03098777105951,-0.0940176176205511,-0.038758800538163,0.0566460597692579,-0.0784658669677616,0.129103550620293,0.137218967846792,0.225134617977564,0.154298395754341,0.0030995847472413,0.033758930851466,0.221117220166362,0.0457939737847294,-0.0209059373243726,0.0904514537490718,-0.0010869901601226,-0.0637129210593909,0.0432476233213442,0.13173831405081,-0.0533118314730286,-0.0406625535843358,-0.142381696024263,-0.0600909824305697,-0.0006669216725437,-0.128693791436243,0.132185319750836,0.16754029231687,-0.0634139987653571,-0.040536846592916,-0.049681483873126,-0.20707395341061,-0.125277136220092
progressive,0.0136322689158218,0.321511956660725,-0.225134122636594,0.15073817432888,-0.26309976895494,-0.295358865773457,0.0390849479216225,0.0382178596698712,-0.124946296072651,-0.177220576239028,-0.242375022666697,-0.163838080392354,0.164168052325044,-0.196057243006553,-0.094653215293273,-0.030069667843825,0.247712288809916,-0.040671881345231,0.266577107793407,-0.40133331360273,0.0690175278189875,0.016348887852614,0.12094502098192,-0.111599006383189,0.173560254351684,-0.0068268805972333,0.0307632926899315,-0.163028453164703,0.302078678981391,0.0272447613765453,0.155062545348311,0.201904464617583,0.0021514139507849,-0.425817747026362,0.200862730948411,0.0341299799743582,-0.0234897768686532
progressive,0.227078671735172,-0.137908632375018,-0.0185456594959122,0.219198697815567,-0.307632545840671,-0.0480523899803421,0.263538320383961,0.40881795489139,0.369967956599169,0.0240807276816562,-0.197785527625726,0.337734591540481,-0.100949100720949,-0.0973953869924997,-0.028716006457895,-0.00014087611967,0.313308490146085,-0.172236961664928,0.192123216493184,0.0942324908863603,0.0214631584903684,-0.278530266151423,0.200071356277146,-0.208483023938732,-0.166956379372781,-0.0626307961707088,-0.34698697152913,-0.126947561386501,0.408054497210597,-0.0354235275105699,-0.0352599294361145,0.117845146299436,0.281011503613998,-0.0250895824741317,0.10789747449435,-0.0370731414279961,-0.114814037531052
progressive,-0.209421840060471,0.114562065791674,-0.403129042810064,0.353233369495427,0.100675269980178,0.29559436764074,-0.0702019124664131,-0.122261398146839,0.0486397822187813,-0.170773191464132,0.183760065312038,-0.122569371441045,-0.204018308625756,-0.0826008372981064,-0.440461805512975,0.242510970748406,0.164157765118448,0.0993113882486917,0.249282383567779,-0.355521171109533,0.0974035536858796,-0.210489747457265,-0.435010278240202,-0.421103484162848,-0.21840106143052,0.0073313642633851,-0.0676381347834727,0.143863524926186,0.213229509879753,-0.508943867115638,0.0841767006476829,0.0257417678118639,0.317380478465976,0.0778252514113187,-0.451652835086871,-0.141091765278327,-0.0929519397059845
stable,0.164525363038385,0.042488275177178,-0.216280767389873,0.100303235076184,0.163347853812332,-0.186971069243896,-0.0136971634966785,0.0511207237113335,0.108387373137914,-0.0148540851933287,0.409891132136467,-0.0849417099199828,0.0489668904947784,-0.111218402070135,-0.151290627125204,-0.213874462843813,0.141403496584663,0.0470407382986549,0.184937228432437,0.0262522063903304,0.0798121868767377,-0.164142483719382,-0.0788942145228251,0.0277061245170568,0.0467956370610367,0.104352095555358,0.0482432814731819,-0.0080809098396642,0.102260512205812,-0.158455391906465,-0.25628008335413,0.128397964438172,-0.208388434446746,0.0252488993361437,-0.260468731939749,-0.110186101927204,-0.0488817994339055
stable,-0.0554999738182118,0.0162349499563761,-0.0690533982668474,-0.0861881277156332,-0.0796769634566348,-0.0902616095534217,0.149544070144833,-0.0909392508380896,0.0540994852254675,-0.0123494772755443,-0.172008320313592,-0.13590232929285,0.105714585118124,-0.0281476352573984,-0.0335979548544923,-0.212789841603077,0.218534299729964,0.101183803937579,0.0984177042469719,0.0987664791957848,0.149261906720579,-0.0840811078961091,0.109870844872949,0.105376138697839,-0.0962145842055001,0.209476180211716,0.312188007616025,-0.152014983483913,0.0893374307834769,-0.234132323760504,-0.0954089589803879,-0.0242048317588004,0.224156761469176,0.10246199676501,0.207489659891674,0.0463997917417589,-0.0484529235863591
stable,-0.022657499731212,0.126708811888738,-0.0253863435268625,0.0011696972511671,0.0880174605484834,0.121395091826709,0.0242142070277228,-0.0605165485239035,0.0591330278334423,0.0130651830286884,-0.027229896005164,-0.0649337152087953,0.0051651335312765,-0.0831739963562225,0.153004008830386,0.0254968881690218,-0.0354909542025102,0.0558754900144695,0.045954705217943,0.0566287505479436,0.0679781561729766,0.0246316817232764,-0.0606578173107381,0.0826537099535714,0.0593102106542554,-0.0073410465205584,-0.0378154018236512,0.047097103651375,0.0622436917851331,-0.023810900729967,0.013804794153295,0.0732138202998843,-0.0209745743268461,0.099173283302505,0.0382855538956329,-0.0192193537644859,0.0515953883060766
stable,0.0445249543122767,0.102705258471599,-0.0223534968446595,0.087487894935368,-0.0661479470084154,-0.206400699314427,-0.0075772018374447,-0.0339028617976714,-0.0841284046655734,0.0067257208895346,-0.0368007629175054,-0.0418476873139869,-0.0749273776335186,-0.0410021977882504,0.0079336914567761,-0.0249820835377885,0.0943282017739734,-0.0473567500741282,0.0342562059203616,-0.106503021273395,0.0713129024217176,-0.0481694864919821,0.204126155743242,0.0417302554393836,0.0241829276768615,0.0974120366952627,0.118858631936906,-0.16849971157177,0.0390126461984579,-0.0020641947243723,0.120473270284183,0.158842887097855,0.0197299030033419,-0.203598611020853,0.12500922622629,-0.116393910640226,0.0296477038414361
stable,0.0287965701590569,-0.231271415515008,-0.0500295363008642,-0.0711330517407498,-0.0742771346980304,0.0965287078781914,-0.0253783306647097,-0.13806113497379,-0.0565889166910847,-0.0069968758180115,-0.0922763394922527,-0.0633193725038786,0.147571620886019,0.0473926865232516,-0.0341487246851438,0.191555547890569,0.280260660695294,-0.0163155829125787,0.219204605135537,-0.108936797380911,0.132283907056965,-0.000867581219445,0.0137205757860923,-0.208523178783198,0.221900623037008,-0.112657851269736,0.0225086221749703,-0.0154119341995847,-0.129922194503555,-0.0022823858606501,-0.0160692125110257,0.0718096168991942,-0.129593337417359,-0.048513829849912,0.0428392471866312,0.04518483288492,0.0161416743938354
