group,ATF1,ATF2,BHLHE40,CDX2,CTCFL,E2F1,ELK3,EPAS1,ETV4,FOXA2,FOXG1,FOXH1,FOXO3,FOXP2,GATA2,GLI2,GMEB1,GMEB2,HES1,HNF4G,IRF3,IRF4,JUND,KLF4,KLF9,MAFK,MECOM,MYC,NR2F2,NR3C1,POU2F1,RARA,RXRA,SP1,SRF,STAT1,STAT2,STAT4,TCF21,TCF3,TEAD4,TFDP1,VEZF1,ZBTB7A,ZBTB7B,ZFP42,ZFX
progressive,0.17807157302089,-0.0381421068913877,-0.0782648476765796,-0.0919040623499675,-0.124256624013312,0.0170837953582648,-0.076463067010644,0.0034180839103779,-0.188246334428526,-0.0712365782407056,0.0222904115473289,-0.0797751638230257,-0.0232972889782929,0.0068229194335063,0.104874233467254,0.0453426053615055,0.0696401475771377,-0.0134404888646449,0.149070853331676,-0.0265033986926784,-0.213875339562736,0.112015114194749,0.108603654477996,0.113459188404948,-0.106854867361058,-0.204071532998086,-0.186066974725979,-0.0534174973900921,0.0162226501870456,0.0785563121960692,-0.0865185929330348,-0.0924671188080724,0.102827357637202,-0.0186603534409585,-0.198699311968403,0.0716936476008143,0.064844231392809,-0.328102934428156,-0.155357213081576,-0.0706602733953512,-0.217472276700983,-0.22803786553248,0.0493502425044874,-0.165717451910706,-0.0117049501349569,-0.0130297888599096,0.125468851446644
progressive,-0.155288200668466,-0.154188891069112,0.111889588018074,0.344179901044169,-0.421502737341388,0.0851192130533665,0.0115407078160049,-0.143995843737298,-0.249519608696679,-0.446296778420915,-0.453391216386447,0.0460426008810423,0.193249347283724,0.417555658405237,0.0598432172120772,0.334252957364678,-0.512798833285198,0.0451301649902298,0.431378348283146,-0.418052735894858,0.0346712018660658,0.467927539338316,-0.299100364316771,0.344860282902837,-0.196764113456084,0.301085809410661,0.0172245991712491,0.405244067188377,0.434441358184469,0.284645337768391,-0.319704188689571,-0.43841548895679,0.181830137905517,0.356638398760228,-0.159628282668974,0.40565270959552,0.408347748773942,-0.0783765428880298,-0.329606146992599,-0.325752528393215,-0.22572582804553,-0.515271681080079,0.327880371346943,0.286065606132301,-0.275620920366116,0.363785061798365,-0.128388108392125
progressive,0.137362582234817,0.334928792420796,-0.280766114691997,0.156576192919958,-0.207809667942653,-0.224213927551365,-0.427057282376828,-0.388148856016812,-0.122542978253455,-0.363855932506148,-0.198547504111325,-0.410356541018243,-0.0192023259126545,0.241488837120841,0.0601873530548151,0.140674226007142,0.113061641596225,-0.152854953701826,0.0119273839190967,0.0154688266947838,0.153149750968264,0.0326328389938986,0.424383044603301,0.226173349079811,-0.377876508735961,-0.042626461260035,0.0331786369574613,0.110581448715252,0.37096869547424,-0.125468596682776,-0.299538112080774,-0.0120499079247473,0.0448529810679067,0.0360827117302169,-0.331102570622259,0.225597775021842,0.166124035009654,-0.221523516203803,-0.126455906620391,0.318136835650934,0.198639935390345,0.186055083654696,-0.193185350052167,0.351165984202493,-0.178748440442806,0.287158450691987,0.0688382393785229
progressive,0.0524609297613218,0.199197436193508,-0.158656354835838,0.324958635244666,-0.487548993279885,0.0725524461010142,-0.0881479587842719,-0.36554957148159,0.166723780751618,-0.255424675469444,-0.143708955582893,-0.0732368176253303,0.467149283141163,-0.199351533093023,0.469755333647665,-0.167952023685987,-0.315916773052542,-0.245122844510698,-0.221215163777136,-0.192349188688596,-0.414180740063792,-0.126554344857485,0.166828022771878,-0.121555260146752,0.001096807343606,0.168944589009333,-0.0379803534686718,0.28993784869903,0.1256750860779,-0.0999726296911651,-0.438233453173367,-0.373943320243402,0.0310731865610041,0.230057606452241,0.0222715342416531,-0.0820022118506777,-0.146940458210956,-0.269615187010066,0.169814783265417,0.0579313696941006,0.441836601264965,0.219547291452975,0.033130833395703,0.102556018888915,0.0077365708079979,0.008389216500061,0.124156778391503
progressive,0.147277217214484,0.220872097431817,-0.0095844680064813,0.075320163964663,0.192146520569588,-0.085353841794758,-0.0991402105407046,-0.394533434994297,-0.0541039442423108,-0.0874369032777095,0.221039060375107,0.104109345757669,0.12129460299202,-0.0547201170092145,0.113518900204513,-0.121111738816035,-0.233899182316612,0.0948548283295943,0.0217369850930901,0.109233517993403,-0.258788586791344,0.114957961763346,0.328197467501906,0.148465834358382,-0.271938906229519,0.546262997363182,0.115228282719149,0.171729337790124,0.128835762597285,-0.110139888256978,0.396886817433051,-0.0454775255056602,-0.106733049152227,-0.0846740640970772,0.0886652735033432,0.219858393847556,0.189260446835575,0.326659023238734,-0.0312936259423564,0.258637525080748,-0.187634545792584,-0.372331338844899,-0.190631928155457,0.0097236037925563,-0.0877072242335124,0.0893211993519825,0.198654100049725
stable,0.0290639953976504,0.212475583267634,0.165706503575684,0.207171167772219,0.0647424660760369,-0.286752518379584,0.11505903490627,-0.0490077233562488,-0.182823375458611,-0.141041836718831,-0.0453034666244309,0.36930383165362,0.0077131234623824,0.0485745785025398,0.0440404006878302,-0.178827684006047,0.249876979585732,-0.245617296848626,0.0437937133398319,0.272355703890288,0.204424820538154,0.368149385866064,0.261623073858708,0.404953887446733,0.182905220042688,-0.221423297065778,0.171430220775573,0.336130242400047,0.302386533974014,-0.0819879335294932,0.0002140830886148,0.189110229540775,-0.0657502230541506,0.218068883429989,-0.181821629321613,0.173554415596412,0.0988955188535843,-0.0506944625181343,0.233000723494122,0.166770179590841,0.0491743875871755,-0.292617884996869,-0.0227696733007674,0.0472801833334589,-0.0249401940990916,0.23872960151719,0.0867317014808727
stable,-0.119548540290228,-0.161381533608285,0.0333641799713138,0.289584002790579,-0.0419445677759523,-0.134931404397996,-0.199398264476334,-0.427908399824277,-0.0496793073590995,-0.317388625120216,0.215055236273606,-0.142990319037239,-0.102052595603705,0.230075297683398,-0.0409782824575091,0.282434917685491,0.0883276001719061,-0.156528861813034,-0.317054050314384,-0.0963260476948192,-0.189149459678135,0.210110898112814,0.237854310486855,0.269108975507896,0.190652669218727,0.0622217026779204,-0.0016184981948216,0.337964381407496,0.163267751074914,-0.0858398314669044,-0.0714241440846993,0.0907853581705233,-0.0566744761680754,-0.155536725688101,-0.271939044547106,-0.314627342997125,0.115023609179554,0.207443956576625,-0.175687429346835,0.1983688378202,-0.306376627259157,0.0531092933902954,0.156115546044905,0.0988267418030657,-0.18024088548536,0.134380960501189,-0.309286774371344
stable,-0.207991973076217,0.13676947976418,-0.154127484107655,-0.0785966806062489,-0.145750088375235,0.0330514811252647,-0.200674655723765,-0.143128765253536,0.0846962394231815,-0.0494896244632926,-0.161476378701319,-0.121419798264372,0.0649851897267465,0.0645757158435468,0.170177840379042,0.226400577476033,-0.0864735281284472,-0.175584863419683,-0.0644950985800913,0.123369242173771,0.0984348119569616,0.171492597193849,-0.0574447196680397,0.127783616865028,-0.0600755211133654,0.0587697274959003,-0.0799528535742951,-0.0230388170040946,0.140636172190224,-0.0771106958146194,-0.0909573933554239,-0.172070826447707,0.0430443128844986,-0.0346314764637353,-0.185814704782213,0.0694212512345623,0.205299201938919,-0.201774965466518,-0.192940961795907,0.0483301782231291,-0.0904078566355881,0.0754841330600698,-0.13376294520726,-0.0611934481750336,0.0314726705772475,0.170905919868933,-0.0393893373612038
stable,-0.219787767018215,0.0844874194433869,-0.182477606247302,0.299784447539391,-0.137174100802067,-0.312484418693114,-0.0084143080525499,-0.0765509603716594,0.0786839968860536,-0.14014350941948,-0.207336317010616,-0.0529647611963003,0.212909915782051,-0.0232315444725194,-0.118920120949294,-0.0821512413176333,-0.0070736527697694,-0.224864621068122,0.367611378334345,0.0278625383939794,-0.237996317741104,0.212577330907593,-0.0503975690017692,0.151461611745735,-0.0613834832145267,-0.0414607267653123,0.0470854581054269,0.0904332295901278,0.341707301632498,-0.137877409198231,0.0442868054860387,-0.0014362250789449,-0.0600888026079499,-0.0770161130017718,-0.100152682819566,0.225497206823223,0.241723638981758,0.0033231706080935,0.0420967345836896,0.065830578431172,-0.149196255451286,0.30673252546542,-0.088571726357519,0.249748228581656,0.0150741391413664,0.313763030480823,-0.108058194536438
stable,0.325453433945938,-0.187581992181965,0.227381939839791,0.294054147919822,-0.183667788323105,-0.167168302635603,-0.21088848014311,-0.0769183294005244,-0.388291067331522,-0.38814343055642,0.102887552055484,-0.286276100268245,0.193779078098989,0.238841652668744,0.42732915757847,-0.421479642203414,-0.224735238585838,-0.286336790604366,-0.102666742534704,0.0937280460083038,0.0848830751605587,0.341059781708256,0.356090109312321,0.26889262324877,-0.418180519836162,0.31299835656181,-0.292013919599163,0.0544500998053043,-0.245990952742388,-0.281833653749779,-0.373509849883698,-0.258543091621517,0.26329372452766,0.403506156118423,-0.436776512294308,0.391184834209116,-0.331480931264156,-0.203177041211495,-0.315517973973638,0.0358288197071082,0.322918536343101,-0.289350108835559,0.332080947778713,0.425713976824614,0.155775736561507,0.395050184499538,0.211149857494949
