group,ARID3A,ARNTL,ATF1,ATF2,BACH1,CEBPB,E2F1,E2F7,ELK1,EPAS1,ETS2,ETV4,ETV6,FOSL2,FOXG1,FOXO3,FOXP2,GLIS1,GMEB2,GRHL2,GTF2I,HIF1A,HOXB13,HSF1,JUN,JUND,KLF10,KLF3,KLF4,KLF9,LHX2,MAF,MAX,MEIS1,MITF,MXI1,NFIC,NR2F2,NR3C1,ONECUT1,PBX3,PGR,POU2F1,PPARG,PRDM1,PRDM14,RARA,REST,RFX5,RXRG,SETDB1,SRF,STAT4,STAT5A,TBP,TCF12,TCF4,TFAP4,TP73,USF2,VDR,VEZF1,ZBTB33,ZNF263,ZNF76
progressive,-0.1059945017657,-0.0598825755254335,-0.045080968539773,-0.327476349578271,-0.027467658734584,-0.274422195185978,-0.0136903149188945,0.0803946170469459,-0.107299935217624,0.19449619527562,0.194409166378825,0.144072991378743,0.0017137998138078,-0.003119651223572,-0.239175491984032,-0.0609269222869727,-0.153773366106116,-0.0744766520648908,-0.123373503002595,-0.0398793183236453,-0.0907510557655424,-0.0184769042426156,0.0963075160993725,0.0311094833389256,-0.059916048178047,0.200119600914677,-0.0324082222603269,0.178918022749328,0.0332584276367081,-0.0366324710201422,0.104173589463529,0.157636110217706,0.0369069467715724,0.021589860935665,0.0664030482545305,0.148049542509219,-0.109837162285723,0.117817042668765,0.200059350139973,-0.350164113519656,-0.0511529077238499,0.0768933775835807,0.0760833393903356,0.0308149239959274,0.0748314621825932,-0.145077170957146,-0.121324976662653,-0.0594809036940723,0.135959220385246,0.187005015620733,0.0335195143270929,0.0207865172729426,-0.226877639413856,-0.129251300801514,0.212524565973216,-0.0893452043557782,0.168099661424666,0.0265505080529759,-0.0221053397859119,0.040100237830894,-0.0310827052168349,0.0894255387220504,0.391998234755926,-0.163112236185264,0.125442112934105
progressive,-0.107122201795487,0.103378694974591,-0.117196868441306,-0.0076126809118359,0.0087334714223565,0.17024632063164,-0.0417321761756227,-0.0715271969897448,0.0130021676583988,-0.146051641514725,0.0151838844978692,-0.188040711047295,0.116874647108439,-0.118354337640853,-0.0673299576815459,0.184894563238216,0.241936148647986,-0.0190051672435522,0.134244762015024,-0.0544986404969001,-0.0240604598209332,0.047115581481518,0.0487961020897259,0.121508324807042,-0.106955912402235,-0.0298985478392355,0.0455463797442787,0.0268680899366053,0.23474227945087,0.180854016049716,0.0910669133657205,-0.0684613432019795,0.10368789822353,-0.16074506732501,0.116152618562937,-0.14075242615307,0.11463363622246,0.175573662656382,0.0002835471711228,-0.0799974085469554,-0.0430532266268743,-0.0356752513158002,-0.145921270630415,-0.115888455983942,0.0610606575109126,0.0675561587676243,-0.201085591324132,-0.116929095006915,0.074169487937269,0.0912037457807395,-0.0052858171876838,-0.0677555635057614,-0.0469883463400524,0.0224558146873035,0.133566918936872,0.0277689983579911,-0.245009889304117,-0.0257096705119544,-0.0649255080776278,-0.0759961056552629,-0.150069810902019,0.0220039826502093,-0.0538616095869781,0.0506427695574205,-0.0915112861357459
progressive,-0.028760979435711,0.0031032565192089,-0.0546468352786827,0.178640585170717,0.202209864671254,0.133994977820606,-0.278490264891386,-0.164167926443372,-0.0594824901207536,-0.201824131133747,0.0838055813574733,-0.0829144319459575,0.260717113561317,-0.175500148136087,-0.0512164843516585,-0.0546429048033953,0.195691444886811,-0.0873635391714974,-0.152722344246575,-0.120467134120431,0.0288729025815157,-0.0068499534669356,-0.0308386871845485,-0.288292870258105,0.123354990417904,0.280616931861522,0.102153955837852,0.136146817640559,0.0133101030012445,-0.377893053387876,0.113552537691002,-0.0353361430721185,0.093747699516917,-0.0445516957027111,0.0793942779266069,-0.144999609026101,-0.0381119490239393,0.219632071622104,-0.167500969487068,0.145517592245041,-0.160081783982639,0.219967790179578,-0.166703019403806,0.0138298161381107,0.0080578813786353,0.197025682247066,0.147328485593788,-0.0634133978876124,0.278602620516673,0.0621801444862778,-0.0612488508028949,-0.223425234674118,-0.0967338176965743,0.156232856517486,0.20498209630736,-0.108138009062999,-0.065001907742996,-0.354408692505523,0.0038821647853013,-0.175210221523708,-0.0422164591426495,-0.0745439060621816,-0.0625111566493957,-0.239338622474035,-0.252354219668391
progressive,0.362159190397946,-0.209563335662817,0.316335839256336,0.256105662919658,-0.338337418478748,-0.106008022660869,0.161032447884736,-0.402044162866289,0.36408859465654,-0.114649387488864,-0.205863794006598,0.351074216874514,-0.0397075036804061,0.192913122968959,-0.189832446829647,0.463330050967104,-0.318474565675061,0.216525572728027,-0.147303644469221,-0.13832554399232,-0.382827478469961,0.169965043544218,0.0558753653096156,0.400301328359115,0.350673774481221,0.320717953173851,0.195684366349817,0.31886590710487,-0.443731126104451,-0.113225086703629,0.0797790459001695,0.357572304802043,0.0495410947247973,-0.217922570622811,0.0799383127611384,-0.251100133003494,-0.355538239463384,-0.0217239998361516,-0.148181887445421,-0.177937487556145,-0.407431933248778,-0.286835066123163,-0.262685659518542,0.364143200437444,-0.0777040262258324,0.375742378397718,-0.201827516701473,0.0797244401192659,0.392274278566285,0.185040789555356,0.128824138115092,0.119022400442895,-0.0700592168993275,0.36272345013395,-0.254258167332419,0.414703603072442,0.276887713035222,-0.205099313073947,-0.328053329741902,0.369954165621936,-0.300836898443196,0.258408206681093,-0.288559698703368,-0.364866727034417,-0.102062754990583
progressive,-0.198255878511861,-0.0790024181543482,0.0240946377818248,0.190429620231524,0.445792789618814,-0.0249384499929393,0.02920150125857,-0.308919250578028,-0.218315414298356,-0.389129399953971,0.0246425158525484,-0.0140928636586142,0.276286512934926,-0.0910397392702474,0.166934848950491,-0.123448526753054,-0.171041934925916,-0.170785991885578,-0.0590588565580063,-0.376552198987359,-0.094506967644827,-0.498461068388379,-0.0776107278725101,-0.220063025370664,-0.0247704873727174,0.195980384918855,0.0392112736017912,0.0446260685489432,0.0481492844635967,-0.189621800010457,-0.36381103451053,-0.126719798737374,-0.0853849977227785,-0.0796542730852092,-0.0100977527633373,0.0867686897846061,-0.275446699833816,0.0076702929901311,-0.087064623924997,-0.0055227709172946,-0.0798662259154892,0.0113734688550223,0.38075526360291,-0.204442501690032,-0.401182717509892,0.0609064453804466,-0.138945078023522,0.200711332055104,0.180351863018213,0.258690428911684,0.0823976625488328,0.0093859111823971,0.167002833820581,-0.234843735950187,-0.0395192050721979,0.260550015064141,0.364050981110847,-0.0165443180918521,0.0516565039382291,0.293534674387707,-0.0833614480601058,0.106080392000113,0.332781939979546,0.0594187764584817,-0.0728637842962402
stable,-0.112349712367922,0.243016371765001,0.0495680396384687,0.175356194244581,0.204252703630175,0.0602468398722525,-0.287276282190188,-0.222253406121452,0.102516872368658,0.0515766313438756,0.138270060743994,-0.232280759675145,0.244933162338171,-0.166154319397896,-0.0338972937723556,-0.0628005084199327,0.0592573260743747,-0.142431894942855,-0.21691211633982,-0.100376918485315,-0.262027496280156,-0.122575114977816,0.009358899890936,0.0935760760408119,0.139127907579301,0.226160257494185,-0.0161409066449606,0.0421490939530067,0.294274625078548,0.0571004261652941,0.12655298117064,0.178135952034935,0.124130309059332,-0.0572644612561638,-0.101069267263502,-0.136178019005365,-0.254542595199554,0.17330499364712,-0.02862835986321,0.24497461304861,-0.175219650727841,-0.0079317153563637,0.0916772068042142,0.0089049536547014,-0.0040454064680685,0.0436804538760206,0.147042494039145,0.0486015675590409,0.001746964574224,0.0647874604162133,-0.041063633951848,-0.0212097799193107,-0.001020601830707,0.257961852112285,-0.0861948626932348,-0.0200645821295781,-0.037151235498747,-0.115159339052564,0.150886559776949,-0.0815161747093557,-0.154459671973721,-0.0551103653657305,0.0770429725267854,0.117206943191325,-0.275239849275672
stable,-0.178055217472652,0.14047780249091,-0.0255198222779838,-0.203689915440812,-0.0941881551004958,-0.197463953361872,0.128146009773737,-0.112905834877049,-0.0974711972107165,-0.149081315945741,0.231811334231606,-0.245617289890554,-0.0541575059352161,-0.129892420593015,0.0451667187484054,-0.0609257113046469,0.0251942660736679,-0.0670657794034811,-0.0083290131128161,-0.107473791456882,-0.158789738326475,0.237073691991775,0.18015856883513,0.0531203211090123,-0.0382875419606216,0.1307905532766,0.0415363466102407,0.123660902434942,0.0616143647884996,0.0313562581604311,0.0255495548095587,-0.0560800594794303,0.0989952147003853,-0.104394071810057,-0.0041325215603198,-0.0470215481929211,0.0784139959498651,0.0570893137456697,0.0156663411825962,0.010789154854194,0.0401380166404116,-0.0566697546890006,0.0360199108529766,-0.0723305397924641,0.0407675053897161,-0.0022871524667598,0.163353982251836,0.0125095872494187,0.157018700561853,0.139194047882655,0.211959463490478,-0.0786731795331904,0.0381271664872778,-0.0944078454726887,0.113542831841398,-0.172365642276469,0.101438538040064,0.067657276584662,-0.0006266356275877,0.0287424983392492,0.0233919941344615,0.0635035818579176,-0.000907743198842,0.109539902072741,-0.0724087753932245
stable,-0.14362843172212,-0.13929645964968,0.120865679336168,0.124357384803093,0.145095517005421,0.0248024004644637,0.059635350742671,0.0348946164675729,0.0890441637324147,0.066066149707282,0.0624318865202355,-0.135164358579243,0.0883679084624814,0.110190381011427,0.0779435241620333,-0.0529341014904139,-0.0413910199664165,0.0189496054294186,0.0682239481318046,-0.0673129985999918,0.0121341441760172,-0.0503023543533389,-0.0043720291853637,0.0297765300315403,0.0730895141134015,0.131882732718779,-0.0673333121682534,0.126573792017676,-0.0149631194784076,0.013532826627417,-0.0110841607063324,-0.013724199095759,-0.0163570344597052,0.0180804230813274,-0.0341944720268014,-0.0133502636146987,-0.0930878593246522,-0.08150399520315,0.0021087245746661,0.0130523485536376,0.104671360703864,0.0813761026356254,0.0593163448084404,0.0320012284984754,-0.0800334897782538,-0.0863196063893281,0.073517653656711,0.0479221430844827,0.0908621244511731,-0.0609708642152165,0.0557986773575893,0.0508725334134979,0.0522105860820761,-0.0096205473849535,-0.0251569033228248,-0.0579754420218663,0.0571421711605233,-0.0905694950634863,0.0368284474379459,0.0274163732293098,0.0563895327283003,0.0379246546394913,0.149849669283543,-0.105289836308971,-0.0400896042691672
stable,-0.125689822431699,0.055590035470265,0.0628514102087307,0.166442007254798,-0.0455475917011565,0.0732329514294812,-0.148956416915561,-0.142538561460827,0.0203758424502848,-0.137187640668182,0.0558703420324583,-0.0118872078945757,0.0736467872992576,-0.030115733104645,-0.151973099434275,-0.0323687839598131,-0.12323970211547,-0.0526549903005898,0.0024112763356999,-0.016536587401817,-0.0058186483110827,-0.0566775169483087,0.0203174015066066,-0.117277975976494,-0.112132523343403,0.0445555954262142,0.12178747716003,0.0442030500585332,0.0935767988378892,-0.0533437335692427,0.109257568861752,-0.0054486056548753,0.109389898355265,-0.0697084476054773,0.0972265332554894,-0.136563037460042,0.0407921286331922,0.125854446920606,0.0006155546103595,-0.0683684552578709,0.009161080349906,0.0282736185685831,0.0720951277527344,-0.0033160361292748,-0.189308263777175,0.0766729683460291,0.0342801377661867,0.0656844711824233,0.081325547357458,0.104289088804042,-0.0403275006344363,-0.0923738852478241,-0.0637516706995417,0.0273811568692296,0.0234173211264537,0.116982071831386,0.021527513981094,-0.149332958564649,0.0969995184349223,-0.0925620060956096,-0.0608413217028152,-0.0061041040753281,0.0554782028004547,-0.101269756695922,-0.0777287547357134
stable,-0.0616460406302242,0.0093512968767436,0.140116194098464,0.0683836903783735,0.0998283697596573,0.205500106967789,-0.0329931055923396,-0.0140382255284771,0.103066007921609,-0.0711166474559845,0.0152291557468431,-0.225862302112098,0.0444838467821316,-0.123236330975181,0.130845485669101,-0.0131963311427797,0.138186518368505,-0.051329960120296,-0.0530339231194336,-0.0032430613414521,-0.0530306692117331,-0.0080435513719313,0.0248548655063251,0.0663188690152556,-0.0415779987420365,0.254143640890591,-0.133468026812077,-0.0117373873934863,0.0738722734239087,-0.170855860144649,0.0020795724113599,0.155625511298316,0.14109518646194,-0.0533872974957028,0.0034224601193371,-0.0965301004508875,-0.203685728034016,-0.091756834781502,-0.0991433137251218,-0.0373955342474634,0.0342816530417193,0.172570669502788,-0.073989305637535,0.0325951526805742,-0.0941790436737197,0.0300521153490796,-0.0546138037715938,0.0440317705389486,-0.0591739384865996,0.0508365592493172,-0.129271245123622,-0.1296180032209,0.0229830008698441,0.0573233327137616,0.108408273584213,-0.0868959305313843,-0.177083947946908,-0.235460028265356,-0.0077858418820554,0.187060645883679,-0.0395552612518445,0.0901586237826292,-0.125853774329426,0.108830956194502,0.0508630243652809
