group,ATF3,BACH1,BHLHE40,CTCF,CTCFL,E2F1,EGR2,EPAS1,FOXA2,FOXG1,FOXO3,FOXP2,GATA3,GLIS1,GMEB2,GRHL2,HIF1A,HNF4A,KLF4,KLF5,LHX2,MYB,NANOG,NFIC,NRF1,OTX2,PGR,POU2F1,PRDM14,RUNX3,SOX17,STAT1,TCF3,TFAP4,USF2,VDR,VEZF1,ZEB1
progressive,0.0433601978139482,-0.0708002241413726,-0.0613566222078436,0.219600581699681,0.0179495412637289,0.0664802785760348,-0.119136731342989,0.0117542704917329,0.182670070308561,-0.206352748632645,-0.0166970919292822,-0.0198248664703872,0.001547143295493,-0.199112653816939,-0.0939069097234117,-0.206058054671599,-0.0494550047355875,0.0337893416699673,-0.163005945998744,0.0719923951656053,0.0207558314836925,-0.0803710802853534,0.0036033034327933,-0.169884370953166,-0.0034090733221037,0.0738610227822398,0.0546456370040166,-0.109867266750078,-0.052140738335123,-0.106257265727261,0.0522077142353608,0.0063426177525191,-0.281546591829617,-0.0454431483113436,-0.0121561258931597,0.109063555947225,0.116705506164357,-0.00570634670026
progressive,-0.186792775795334,0.137093242705066,-0.061217599279663,0.0703347461669467,-0.085497419447789,-0.208601466564231,0.0393764161518839,0.0761447029586065,-0.0861646053842014,0.0027766240775539,0.0471351069178726,0.107921042359573,-0.215480108440367,0.0130537576776361,-0.0434809991366938,0.137064265601384,-0.19054649830835,0.0151756417223262,0.0752000493785782,0.0084530961784826,0.0150326088384146,0.0818706736530377,0.0890620782351433,-0.184073155856171,-0.140242673847694,-0.0283920987116186,-0.0069653356699385,-0.0237893945641728,0.153812318977765,-0.0303349422583137,-0.0891892449672028,-0.0032944116679345,0.0123639125962134,0.0255819847027602,0.0853945269779941,-0.119904309821684,-0.0455086363392448,-0.136538924962667
progressive,0.0847707971143956,0.0884306473902226,-0.179718301944698,0.169606982377896,-0.0776583353233634,-0.179405200904868,0.122141035505783,-0.173298844937986,-0.257724885553113,-0.0261898971376144,-0.101064922366746,0.0774298654856785,-0.110111298244571,-0.113204204849106,-0.0456416289814433,-0.188698448586331,0.0118556067468144,-0.110773373962846,0.0835281801502628,0.0149172656917108,0.0324684083386145,-0.188694345100848,0.0188082619914071,-0.0663776370876754,-0.137962469815507,0.0455183205170615,0.129313507586064,-0.158420600589593,0.137676704105989,0.0609245126809173,0.031015417652901,0.0667737763616844,0.207475437430612,-0.358695555191193,-0.25479216780733,-0.0473028396960464,-0.145121114933836,-0.273717570291151
progressive,-0.0835274536352223,-0.0589997315994738,-0.348989753034587,-0.186555746344803,-0.44057755348721,0.142039094057864,0.12640193000011,-0.358806315768626,-0.443259774159894,-0.079371836232476,0.376902182109674,-0.0264481555445917,0.194921720347697,0.0912639268679969,-0.300759958523899,-0.0390062397485001,0.0895624501487605,0.104282732650036,-0.039225196538107,-0.0078048972295268,0.0884767894002933,-0.0516145015500268,0.0200801622468597,-0.0834909608369545,-0.142677718027551,-0.0963044946287375,-0.193899921996199,-0.302361080047899,0.225566547693086,0.243347663649074,-0.0518517047387675,0.220503171933429,0.0320817312771841,-0.0936952595525894,0.136200246335015,-0.217196012090409,0.0723560957654905,0.133518025662332
progressive,0.265967572199624,0.0034078242051992,0.0586065104733194,-0.108469632926672,-0.155457277677886,0.0270851448072401,-0.0842881963179448,-0.14028943526871,-0.0713666948345623,-0.0412044259225092,0.0753229972550362,-0.0340137152031362,0.159651522853516,-0.110006178515052,0.0647647916109989,-0.417633897507229,-0.303711745852239,-0.0487500343105893,0.355397751785769,0.103126003255797,-0.218846840822645,-0.297263093894708,-0.13069913235751,-0.190422763901646,-0.32216642462501,-0.0551422252753713,0.0215076053092632,0.398300040418798,0.0812473685656133,-0.160514569456963,0.392734599704981,0.007997296330071,0.0666199385156044,0.118221252960011,0.171286520287835,0.0341992298935968,0.109707741839093,0.242145066187658
stable,-0.0439101419691701,0.17404098382767,0.0152004526740706,-0.0316469293281925,-0.0182933692427174,-0.122576156260451,0.0947306093691894,-0.118992109277674,0.0476720088689824,0.0764568143863452,0.0150359677215739,-0.160488867343606,-0.0912206387261199,-0.0022785050187988,-0.21871036240167,-0.10542109139892,-0.0495685099724439,-0.202977673367736,0.236346587038708,-0.104982322129951,0.12074510658844,-0.112583496595198,-0.136926290851718,-0.0703924028298272,0.0764783460722056,0.0307314656617493,0.133908245827086,0.0383457304132874,0.186752569358867,0.176065268146366,-0.231014130462323,0.0374483729372268,0.0768029729382897,-0.0828116590237312,-0.131578970071742,-0.148293981103499,-0.0115815390408945,0.251687913214304
stable,0.0189718117516686,-0.0279892861681733,0.0474165486579696,-0.0120497108628334,0.0355589224556975,0.0800913499485681,0.111920978732697,-0.153403461974593,-0.158395862355493,0.0180903232390618,-0.0937955400166263,0.0856212872467574,0.0455047060208209,0.0371977947822518,0.0260474303028118,-0.0848708064752989,0.0893684387891125,-0.265873832849724,0.115673232523848,-0.129078490838908,-0.0019847747817056,0.0246236027564015,0.0307884698974305,-0.0859338750185926,-0.120892682976177,0.0212198025447996,0.0419325315989457,0.0564587839877498,-0.0555447311225321,0.106571270869925,-0.165694028993834,-0.191423619209873,0.262625201027981,0.0567748232808295,0.219499943739863,0.0061875271283295,0.0643671195556542,0.170167650725077
stable,0.100297069987776,0.0789946006046717,0.0226876312926249,0.060072818176528,0.0060657403368921,0.0331020390970624,-0.0639422723093083,-0.0080511789087285,-0.0410488333598467,-0.0426390235485584,0.0668805260316297,0.067900055908542,-0.015635406690976,-0.0296714784955368,0.0071299025736183,-0.0088344014836228,-0.102510294666043,0.171965520727774,0.209015471307231,-0.0059216593895535,-0.0067629196197587,0.0085477983442359,-0.0690387266481472,-0.0235749267624053,-0.0071891872331615,-0.0967047105871117,0.0054917546804733,0.0089251210415215,-0.0351080532387315,0.0444550254203331,0.0519627702763337,0.0650578215121065,0.0546768230293923,0.0612412091836694,-0.0607219877964517,-0.0117158125963559,0.0401309862863753,0.0266855268613304
stable,-0.233706439927854,0.0128438132282532,-0.0898739456782592,0.24119575570253,-0.143282616803251,-0.252194357746267,-0.0560311327008335,-0.0727891807051446,-0.0529272964229896,-0.235837146078356,0.105866879209349,-0.119715666812863,0.180595349538531,0.0200054090656877,-0.0894746137945167,0.01198326630812,-0.1442251062448,0.0230029808374849,0.148441685856609,-0.10272813962985,0.154524388544874,-0.106733594385379,0.211194412140958,0.0481502580478121,-0.0686193394225646,-0.0213537496858288,0.0658152904109536,0.0828919814881392,0.147050117296773,0.0513120659013946,0.129301537662715,0.208717481285526,0.108938269458212,-0.0380988092488628,-0.0489560930396315,-0.0371083277675371,-0.0905329962391211,0.179660031321316
stable,-0.0152930662126432,0.320741592271586,-0.0238586287365033,0.196442456611212,0.0187509564464212,-0.0973893379389924,0.0377939318044727,-0.0513243584104234,-0.0364255340060123,0.00464517336724,-0.0487156127264433,0.150850936209898,-0.0446119385673173,0.0987304980017341,0.041678944459721,-0.0249169938220215,0.0408464029918552,0.207068103497164,-0.0265775190489876,0.0760929011469339,0.0217209548085198,-0.172929671156524,-0.004549895550662,-0.0546373786155777,-0.105491641921883,-0.0716671489016992,0.232168924906068,-0.036155869570709,-0.042829331855556,0.244320644610398,0.201227399713933,0.0367905847747689,0.12685025888353,-0.215006764031991,0.163487400796521,0.013488105024555,-0.0367658429271837,0.117120418803788
