group,ARNTL,ATF2,BARX2,BATF,CDX2,CLOCK,CTCFL,E2F1,E2F4,EHF,ELF1,ELK1,ESRRA,ETS2,FOSL1,FOXA1,FOXO3,FOXP1,FOXP2,GLI2,GLIS1,GMEB1,GTF2I,HINFP,HNF4G,HOXA4,HOXB13,HOXC6,HSF2,JUN,KLF10,MAF,MAFF,MAX,MNT,NFAT5,NR2F2,PBX3,PGR,PPARG,PRDM14,RARA,RFX2,SETDB1,SMAD3,STAT4,STAT5A,TBP,TCF12,TCF21,TFAP2C,TP63,USF1,USF2,VDR,ZBTB33,ZFX,ZKSCAN1,ZNF143,ZNF263,ZNF76
progressive,-0.0747643450210722,0.0408929775377157,0.272090824836383,0.0452213672972521,-0.0143455203458922,0.0783919478671599,0.0078254538668444,0.126595094776537,-0.0213671304002513,0.14436897463038,-0.0090483957354118,-0.0761384370082266,0.0780759067101144,0.0722154043849008,-0.109810561153446,0.10299506489716,-0.0907175529919351,0.116310016252686,0.0596012399428232,-0.10153165693084,-0.255842187088282,0.0383165550618011,-0.235485014298589,0.0773613788767941,0.119676541621215,-0.126814949494482,0.235718609936406,0.155492249266395,0.105468430474038,0.0433732135745294,-0.0455923721337838,0.0347851386548143,0.0604119542152443,-0.177326570942278,-0.0525109252891063,0.150792854670327,-0.113458775379341,-0.0100927056456492,-0.0709100169971041,-0.0928267841922171,-0.102548485001335,0.0711848353945349,0.234962859343471,0.129150905872644,-0.0958223047242138,-0.168154506928023,0.05396746279549,-0.0415113189319352,0.0499070209734487,0.188401752358743,0.146698060548606,0.175176116982382,0.0715970629906813,0.0888625288092766,-0.19771809603165,0.292104474629288,0.307858439262013,0.102108775565445,-0.0297490915218933,-0.257017035737299,0.0742009673063389
progressive,-0.0273433310424793,-0.0002693287325836,0.0228335666221416,-0.0316903843082724,0.0412293754718003,-0.176160385165435,-0.147387861402414,-0.0588648378810593,0.118328504528325,0.0326931067166582,0.0270153228592958,-0.104247922801761,-0.0478921784456726,-0.0459945446872912,-0.257920651733506,-0.14497882131355,0.119533521856236,0.0239047152373286,0.04493841403319,0.179192123627528,-0.0557848629214391,0.0496100939545049,-0.0690875938291193,-0.159731630847918,0.0133761299492779,0.225447543228249,-0.0702881356057137,0.0448296084078405,0.0547633431975222,-0.0051727427554199,0.0011883086029947,-0.114460832536924,-0.0530513950904458,0.0569112100028683,0.106099607566622,-0.0525646540205549,0.102177632219242,0.0274088730050985,0.0724937867513962,-0.0980141760141391,0.0464841700013641,-0.166506322604714,-0.172962355107744,0.0014792194385956,0.0256798183463218,-0.0542773977811988,-0.110229745778587,0.108157267148758,-0.0173625532356218,-0.0962412609524564,0.0159724469965811,-0.0976874607680027,0.136723219354328,0.0080276472121462,-0.176097727446998,-0.0705075370769395,-0.204331693201548,0.0868971054562592,-0.124868975766201,-0.026035972774454,-0.108425302944294
progressive,-0.0086525854464751,0.108057990890473,0.180027772190247,0.040084055370396,-0.0197188060689902,-0.0857610973072624,-0.0197610823340344,-0.171647312659509,-0.208495808128899,0.0544538511725655,0.0157014203896915,0.0159496994851703,-0.0849988933147687,0.125715135666339,-0.0744712868243726,-0.0741412805285968,-0.121290384087939,0.0870928385368401,0.0874945537763588,-0.0194285228732636,-0.0749817124597193,0.15206693479007,-0.0308194879388236,0.112306781447873,0.039668628209229,0.133647858186507,0.0279158006064834,0.107569519882038,0.113987088020296,0.120858847362869,0.152424118684803,-0.0645976016181795,-0.0224651821489985,0.0883553332660709,-0.146892161833873,-0.0060219701265449,0.086920623021847,-0.149754000588706,0.0824609954688195,0.0274079410963601,0.119280278583394,0.121720793273138,-0.0128377801631105,0.0669663684834951,0.152310794447664,-0.0939263781658583,0.0786562352966683,0.105676367478584,-0.134742699401142,-0.119907501797091,-0.0745468060752655,0.0152956615589116,-0.0444845324410012,-0.160045264353981,0.0119687061272217,0.0273984801296274,-0.0064213784454082,-0.0450203212433287,-0.0242494945543406,-0.239019504774926,-0.120856320118331
progressive,-0.268504649347996,0.300507367442267,-0.466635598287251,0.180879916029937,0.352232798114231,0.200155328369137,-0.418659189201834,0.348008808233201,0.175784382385244,0.195894447746788,0.0832070670451035,0.404668375556587,0.108726237352552,-0.0463071030407298,0.357226882220297,-0.420466835526468,0.41651030352,-0.153834391300413,-0.358084591955964,-0.403653880170313,0.21914944880578,-0.156808707319261,-0.290251741355572,-0.397170332383491,-0.29651394469448,0.383511535410115,0.0570330860792419,-0.190005763163736,0.389981249168943,0.350466653873582,0.218199512216815,0.372776329686274,-0.240997990351984,0.0558756390703569,-0.351112241846665,0.16783442763099,0.128130767286369,-0.360399485973734,-0.292691141625294,0.355783531966189,0.447438578773354,-0.241108662575941,-0.181142762561835,0.234648171502444,0.0496364924447735,-0.129306659665914,0.416574862317308,-0.403718438967622,0.46955457819412,0.238300354893029,-0.362054957990426,0.355751252567535,0.362954169810078,0.352426474506156,-0.311722152803256,-0.205739664336308,0.171408218196273,-0.356046378498087,0.254500001674754,-0.359371156559466,-0.115292789307342
progressive,-0.0228901935661669,0.20986815214678,0.0219840199596972,0.313445036699978,-0.0016675249470653,0.110793171172756,0.0024743918569356,0.177738298017842,0.228074379856674,-0.0508119264267046,-0.200905722778682,0.151231685583846,-0.254767192346794,0.0260514567412485,-0.0668375445904364,0.0783778102910943,0.054871087650206,0.109030477308116,-0.295813960274555,-0.0831486695068916,-0.145016741488332,-0.397069550794742,-0.242879353208038,-0.0252032120411285,-0.0367724421949612,0.142542349631396,-0.260220785101712,0.33884272435528,-0.11697501303607,-0.0581606219750619,0.335313198846976,-0.164033973887121,-0.0101830741804658,-0.0036867611112535,-0.171837825128226,-0.0801032641445093,0.0070756021327088,0.0081762513533524,0.0084907225592506,-0.319395162937893,-0.18745794094751,-0.183924277660181,0.0139070753029442,0.0655672464297688,0.0458879693869832,0.112713100640345,0.0545524786652829,-0.0721959684277803,0.132173075394807,-0.179252725140983,-0.0450811024771129,0.0062480463277136,0.0623356410112626,0.136451538906632,-0.29928555687651,0.369590560289876,0.0058921973315657,0.209301276420358,0.347916873757052,0.0514946599658256,-0.0544366208525835
stable,0.190318623973038,0.0959268929707544,0.138786478923201,0.308337692176523,0.214457829300326,-0.0678972623601716,-0.0221208686676294,-0.151980339663262,0.0381592347479527,-0.189169306542134,0.190460700716764,0.0777192020898628,-0.141639263646662,0.194464635711683,-0.043108093851172,-0.222753012847541,0.0775704891992982,0.215856476248135,0.0276910607190595,-0.0995203980841069,-0.136545167729793,0.116298536533346,-0.0751088579308757,-0.011551951609599,-0.0391855622574629,-0.0158800465771936,0.0757045943127122,-0.0549391428363481,0.0446474271119412,0.0842795072494884,-0.0077303526492224,0.0126944432894694,-0.0287196002775156,0.150364469508964,-0.0397148739695232,0.027603337178004,0.135473840824583,-0.125476264408585,0.229532626859805,-0.124098031512478,0.172027633648982,0.031786321734746,0.04801732567756,-0.0793717922566633,-0.308476229641936,-0.0009151562496279,0.281258104987515,-0.0814403740280944,0.175448282937561,0.154188659726677,-0.145116983798045,0.289279879285013,-0.0781959934398071,-0.052646764912988,-0.084391689731746,0.202966487831846,0.233057748060029,0.114311674170117,-0.0616384278711762,0.0623295983646797,-0.098172944269047
stable,0.161391523450111,-0.213355338911087,-0.108568742940742,-0.178353832524638,0.199707511159902,-0.183657250987499,0.0812738635181054,-0.0297269580896523,-0.0069173538754356,0.127287475666807,0.0390160116288823,-0.0190488770444474,-0.158546880797077,0.400296648896398,-0.153591611702402,-0.196088340933417,0.0300870590857257,0.0603796240847279,0.214246588876369,0.169334389084623,0.0096519484223419,0.0547648424330201,-0.0659253346402061,-0.0665604782936254,-0.120823818003234,0.339088637304754,0.123448674875906,0.217742207209374,0.0670545306516003,-0.158594066444838,0.193918422000181,-0.180719168334622,-0.187898371511944,0.197702276345991,-0.16433177912624,-0.0367779528950962,0.115599404457184,-0.12334949188604,-0.125040724840012,-0.192663656288001,0.0900451166595331,0.277812951560401,-0.0767563033927956,0.264720952113931,-0.490458487947762,-0.0793330433220266,-0.135921828343348,0.197537747442613,-0.053673984760432,0.0119305185181863,-0.0989835373754312,0.016367987215059,-0.0835712147434862,0.18151247703761,-0.123496947035294,0.0877103583910257,-0.178337224418353,-0.0202674774410737,-0.0517286633019023,0.14218199790095,-0.0405025147493115
stable,0.103687284073199,0.119310397208313,0.0055111275302849,0.0467990626086802,-0.0212668683042171,0.0144104420949319,-0.0976107189480991,-0.0437092613418089,0.0240150080919676,-0.111680397838755,-0.0740980578530386,0.0584110615245652,-0.0930776542044715,-0.0260256113926212,-0.0012314819722223,-0.0595688321198352,0.107675994261011,0.0281155270780816,0.231574885054832,0.0668463907121382,-0.130718910452053,0.0345924585853801,0.0436574784390037,-0.0736148916660481,0.0012899755165135,0.100514365963355,0.0620584272714369,-0.169973838198377,-0.0049964688840373,-0.10012414480293,0.124285148976991,0.184692071526819,-0.0400823445575756,0.0034344746087063,0.0523399388882298,0.179978242180644,0.0266474289438575,-0.0324864796321108,0.0350102620675033,-0.0340842463821348,-0.0120716514378262,-0.100949712224796,0.0442595339436593,-0.0675033466617066,-0.0255538585801265,-0.0983363136637327,0.0973105366309191,-0.0114580240395846,0.0260352810571246,-0.158635073354334,-0.0661344286382635,-0.0112951192545352,0.0713603803252426,0.0372509294077628,-0.1058040951643,-0.0872380751192508,-0.0055138751945153,0.0284428689993858,-0.137850314443173,-0.112954415766853,-0.159468196852834
stable,-0.0663186195502749,0.122938057651884,0.0004626740556722,-0.155874721147945,0.0071165253890865,-0.0782929931493195,-0.0375543310130228,-0.0124760413368353,-0.0410894013868289,-0.0140968022653592,-0.006329311759495,0.0562288386426889,-0.0499352583487691,0.12092114130189,0.0202973074435295,-0.0169250930362182,-0.0845827505332277,0.12837907804108,-0.0997936507202381,-0.221996639235089,0.0288400331276155,0.103196142574841,-0.0079478299141453,0.0301917121634553,0.111977519787919,0.0798612527803505,0.0238089306359311,0.152976955359141,-0.0075551405977523,-0.0585118805016248,-0.0035781927987371,-0.0095569182241004,-0.0114297363527233,0.11944977969662,-0.022552008796246,-0.139145463048588,0.0343403341080587,-0.245321793352084,0.1432090125024,-0.0344635337546996,0.19324759136575,0.0727387126795123,-0.0129243412508639,-0.128390801631782,0.0696288008711311,-0.0578736584182192,-0.0644445271183147,-0.0078088798782565,0.11430506031939,0.0701902589215035,-0.0360375532368148,-0.0423535612694694,0.0832721040648459,-0.0715700745750287,-0.0509221298252339,0.0007023450273337,-0.0874170560158382,-0.0332572782157017,-0.151077988526039,-0.0962679082468603,-0.0210535300159603
stable,-0.0289404781518799,-0.204938219780087,0.135294159682818,0.0635989034353959,0.0223881804975109,-0.214302537671262,-0.0118915780103032,-0.0002668570497809,0.0574551110032233,-0.0349439735865728,-0.400870520820667,0.0331372275018531,-0.0676837304615369,0.080394233080725,-0.043323510145518,-0.0551446018633475,-0.0362101370991412,0.166728681569992,0.0914156544325019,-0.124957446229656,0.0643654700155262,-0.137843714188383,0.0200012173758624,-0.0165123710942322,-0.102646958290942,0.113952351575017,0.0109459807512059,-0.0283655532167822,-0.0907676534529705,-0.0182958094113128,-0.0936546638987022,0.0982261390974818,-0.183313340523279,0.139771277831928,0.0172733077787975,0.0564907098929388,-0.079425102858166,-0.0346243081163921,0.102533121802618,0.0402129928458558,0.0053533550948467,-0.0448423433710436,-0.0079667526161194,-0.0655656511520728,0.0144975440694302,-0.0632211374429844,0.108177542498175,0.0644544223654532,-0.213584500790902,-0.114934543155287,-0.0859133323010053,-0.154891938742492,-0.115656408364632,0.173297643715234,0.0409503965669594,-0.0081031086867037,0.0813260933946437,0.0195049983807634,-0.118800930233506,0.132647996169356,0.216147341850001
