group,ATF3,BHLHE40,CEBPA,CEBPB,CTCF,E2F7,EGR1,ELF1,EPAS1,ESRRA,ETV1,ETV5,FOXK1,FOXP3,GMEB1,GRHL2,GTF2B,GTF2I,HES1,HNF4G,HOXA1,IRF2,KLF1,KLF4,KLF9,MAF,MAFK,MYBL2,NANOG,NFYB,NKX2-1,NR2F2,PPARG,SOX17,SP4,SPDEF,SREBF1,STAT5A,TBP,TCF12,TCF21,TFDP1,USF2,ZBTB33,ZEB1
progressive,0.0388930846587635,-0.0603926940006201,0.0127317257968322,-0.452081290667718,0.0318191507939989,0.271479151557146,0.126016304613882,0.222110682075657,0.0224143421691968,-0.126836176259128,-0.195082020977432,0.0347801748350929,0.386118890118404,-0.123644775061519,0.225688303800365,-0.0133822024740519,0.0727585266665162,-0.121605259646486,0.163649090710533,0.177593684478431,0.133672957168656,-0.139256215314792,-0.151222275856147,-0.065779453983846,-0.018965460620188,0.207420750448444,-0.257080579274938,-0.0694519368906492,0.0894066641241088,0.144365167550456,-0.41093864083357,-0.120961558767987,0.117986983129451,-0.109557889520479,0.367261842277753,-0.0362708505537215,0.196626903085829,-0.0391708924063261,0.0881734687568798,-0.120060377538089,0.0648579453577847,-0.0443340510317578,0.126802297265523,0.218167167220012,-0.0119186299503075
progressive,-0.0234921360186974,0.217298940452273,-0.143371811223691,0.081658949663163,0.184193386720326,0.0399134193398651,-0.0424240953480463,0.0131617503600352,-0.128582165917831,-0.20145695789763,0.133445045122339,0.0329093585575159,0.173005838150181,-0.0978654196850713,-0.0734958984574275,-0.0220582487391644,0.118078578225844,-0.0213438085809348,-0.0300342436933609,0.0331215954583004,0.116644010388223,0.0827079327327987,-0.101738329928407,0.154885979064649,0.191079419285748,-0.0660639610830707,0.086501801015375,0.0247393559370273,-0.0082774335757643,-0.0002625495879837,0.0105721782249705,0.159511489330419,-0.113815999865997,-0.0457153714828417,-0.123205513968387,-0.112662940020232,0.131847969735629,0.0800955619017954,0.0964659492002601,0.0443070051315982,-0.20221018986686,-0.0860422298609964,-0.134117679569465,-0.113095094405934,0.112521238104111
progressive,0.0238442941012251,-0.107230251490503,-0.135162846366084,0.102431754657966,0.166593945571411,-0.120742644694588,0.0520902435976752,0.0716806874558845,-0.136866518860538,-0.131613149106015,0.122097140347256,-0.0907711085370191,0.106155559202364,0.0720589506067035,0.15658481674147,-0.131250243834293,0.164074329617343,0.0244650372495791,0.0098789910123316,0.12630874038487,0.0850546544631656,-0.0176290489598985,0.183046686201027,0.0361859729894692,-0.240295522065433,-0.0610667250599454,-0.111348562356093,-0.103009131364092,0.0489236465146742,-0.116028109399903,-0.102200308725613,0.142812032429391,0.0377707085255051,-0.0087534393818877,0.0599100342711324,-0.047694567126142,-0.0204329973773442,0.0727634756685929,0.176696260930909,-0.126596126461636,-0.148189342962589,0.187908051544487,-0.0967392932607292,0.0553840018667479,-0.0824972147600772
progressive,0.291802750804539,-0.0801623393861119,-0.0689824015364645,0.0645759765208054,-0.133494648769853,-0.241556759768542,-0.0912648916724677,0.365806109771036,-0.199499982165573,-0.115632239925384,-0.031523236811404,0.426339828632849,-0.0945150853307122,0.0538649041428655,0.0233749922060014,0.139089169786635,0.107420266032565,-0.231173438011602,0.0442235733751321,-0.0668156057643015,-0.0435680721331333,-0.0064138975692806,-0.0948792526873782,-0.125269018601159,0.189553661236632,0.135889049139933,-0.0705528732620868,-0.169647363102874,0.165773532846339,0.0925804462484238,-0.170348385264456,0.0378460925415181,0.236613187901801,0.0706712276530032,-0.0789833475689056,0.122924691242622,-0.0077931814326532,0.131195842330899,0.127422158097447,0.0052895308555742,-0.0491853536097069,0.208772593484682,0.0495768335181229,0.0457485241811712,0.0082210780767358
progressive,0.363755317174623,0.167186652024361,-0.467540169990307,-0.273944540080521,-0.251322739238481,-0.370446671694059,-0.189379104452926,-0.239778937555434,-0.42684523121502,-0.317900096524177,0.400213478209395,-0.0230673510824386,0.125758580580782,0.171601649861035,-0.183027988298885,-0.435444350854707,0.402315665252729,-0.0790649153870414,0.0652650093048872,-0.11478184284006,-0.149854747672867,0.478893600207002,-0.295752199119652,0.243829394286328,-0.370799061429647,-0.372601514674894,0.441520035951047,0.374869770444195,-0.499097278380699,-0.419473399964794,-0.0563378026699979,0.0321241723327165,-0.129472849403011,-0.0720495243291338,-0.134471113008934,-0.412757742704973,-0.402214403834457,-0.0111954624041897,0.34624519272697,0.419598964123452,-0.246701168108531,-0.460374912033357,0.218574796569207,0.351770015707909,0.361239983544738
stable,0.0460586799265976,0.0791693378821313,-0.129865322241888,-0.0400448348699534,0.137720567230488,-0.398442097644197,-0.404069919899086,0.26338510001609,-0.170811715451286,-0.357634174470329,0.286034859071179,0.142454193309984,0.316325808195077,0.202885044491996,0.125120652916315,-0.258956451582418,0.317963276182813,-0.0578286329467247,-0.232310816637137,0.147348130511696,0.369132463636965,0.0427131898789679,-0.2550286757097,0.430828380008453,0.122430579523349,0.0267214038836419,-0.161185501900153,-0.0422025624506455,-0.147646788966709,0.0191886830318543,-0.0161284768412111,0.0604202987468719,-0.121021952134873,-0.387639471629039,-0.163058252380694,-0.304883900934801,-0.0459520512505885,0.390717469716139,0.0668655666169203,0.0241850770166135,0.357824915870624,-0.280805697999665,0.0150271584505087,0.193723199438397,0.22072577663743
stable,0.0324876527565445,-0.144611304654455,-0.0652321992878297,0.0130315066637513,-0.115060564349458,-0.0823763014079567,0.126617418124018,0.112020986190435,-0.234993083180924,-0.167523505889501,0.0938681284676488,0.0428920801395945,-0.144623544977254,-0.0209740991238844,-0.162599224027527,-0.109865312341524,0.0604105831333311,-0.165084774575867,-0.147281837081092,0.0173827884147044,-0.0850321454472353,0.020777641942963,-0.11714478531403,0.0391468473712191,0.0077189005609842,-0.184356550806503,0.0216004976431151,0.0311794682574183,-0.108933823776533,0.130790603178248,0.0597499117102636,0.0865927866040875,-0.0520108146166613,-0.189007414457957,0.163548920072682,-0.0150432037157409,-0.146027816010351,-0.154022888854484,0.0466411380088446,-0.147705811262037,-0.174096100220374,0.166144633526212,0.294900283039153,-0.0169851309277771,0.191756590958577
stable,0.193922347954803,0.118306203821004,-0.203772471352775,0.0628373973106301,-0.0640554753410177,0.091463524540616,0.0444919790435162,-0.0062287963507015,-0.0534388661753899,-0.0341837958034317,0.162770191180957,0.115281394555245,0.104334007509732,-0.134566733198709,0.0891190011445173,0.0623119711616798,0.238812522925678,0.162794612760702,-0.145706802369155,-0.0297742519217837,-0.0970019455978225,0.0415659943907062,-0.0625398369184476,0.219103428481141,0.200975734806324,-0.0987865835820265,0.140125953991206,0.0976050344399853,-0.074822598014011,-0.171313656581333,-0.085784524177974,0.0483394644065973,-0.172950368089924,-0.181223436931519,0.159729549280873,0.0073023627873897,0.10155118919411,0.0427213110307761,0.147355155520633,0.0524592089913206,0.182023398890054,-0.12292364157429,-0.284043772162813,0.0384668855730132,0.0350529867316655
stable,-0.285609437035159,0.0440346328085562,0.0637801464267086,-0.0623928960521706,0.205329288517556,-0.0524377425112517,0.0732853469696477,0.0605848921314372,-0.0498786442584721,-0.0256731028448627,0.0413743164905548,0.0304261805600361,0.0604388446152829,-0.0437214799960451,0.184041229678026,0.0319979252331985,0.0736628290391023,-0.100084111296556,0.0660312181046397,0.10104332082626,0.0799455861242649,0.0544429055530702,-0.229470098616366,0.111658452337633,-0.111548338742349,-0.0150479701443247,0.0032183223647534,-0.0600928235730522,0.106719724407499,0.0566114548560786,0.0568157505041059,0.0697464839792809,-0.0761406613477588,0.0777966873989635,-0.0660279011273286,0.0517977166618969,-0.101008944879581,-0.0798345678988056,0.0469906124223374,-0.0762455984481478,0.0540860792059623,-0.0854702631221352,-0.119626535440249,0.0109774358967671,0.114883257885313
stable,-0.126007454569921,0.0554113103380094,-0.308808674191661,0.175041130325833,0.103081765343667,0.0696246660727035,-0.107234780141053,-0.0721630059296334,-0.057934762889815,-0.0238267515188895,0.0891586577256672,0.0643402160858675,-0.0490697530208847,-0.0513861959649394,0.0243280299023827,-0.0835189770786016,0.172731316035885,-0.0529637069758154,-0.16747555399469,0.0689628873266654,-0.0852324298318903,-0.0530357528393003,-0.213847010128404,0.11239372036571,-0.179859835861845,0.0086288776496953,-0.0233231911397203,0.102434221903989,-0.0231911613898949,-0.0354237448778268,-0.0820035146168205,-0.0480112330266061,-0.0515143137221774,-0.116532608523197,-0.0726461370141794,-0.201827195570643,0.124642603822756,0.0239568252724211,0.129855333945489,-0.0819803686606783,-0.276353914354763,-0.0686447119295555,0.0879781052959533,-0.156640855857995,0.107797672407799
