group,ARID3A,ARNTL,ATF2,ATF3,BHLHE40,CTCF,E2F1,EGR2,EPAS1,ESR1,ETS2,ETV1,FOSL2,FOXA2,FOXD2,FOXP2,FOXP3,GLIS1,GRHL2,HNF4A,HNF4G,HOXA4,HOXC6,KLF9,KMT2A,MAF,MAFK,MAX,MEIS1,MYB,MYOD1,MZF1,NANOG,NFAT5,NFYB,NR3C1,NR5A2,ONECUT1,PGR,RARA,RARG,SETDB1,SMAD3,SP4,SPDEF,STAT5A,TAL1,TBP,TCF4,TFAP4,TFDP1,TP63,VDR,VEZF1,ZEB1,ZKSCAN1
progressive,-0.118700061822559,-0.0405784239668781,-0.169331368399677,0.0559079025590013,-0.117365903546482,0.104557984096144,0.102003070997457,-0.153474897288503,0.112042612024936,-0.133909466169836,0.208815782580172,-0.132635345016182,0.0856129365758529,-0.0682288542385712,0.0995215366039543,-0.136357646606437,0.12009425722106,-0.0895420326988993,-0.0405984363410192,-0.17720290222853,0.0669347207107767,0.0249687721367787,0.361650283896158,0.0155629562904367,-0.0097660385808827,0.0792556723903466,-0.0345680409331518,0.141821024746972,0.1440557398594,0.050764722404725,-0.0978871927157601,0.0173307160062386,0.0297850835134162,-0.046755576785114,0.11663211649464,0.0280840317114182,0.122495742117998,-0.392109117338993,-0.0043026604403479,-0.0094191574291027,-0.0123142808881895,-0.0322532763241584,-0.0105798751292896,0.205260250774427,-0.204866674082984,-0.0451012205227787,-0.351937611646318,0.0693628887732366,0.0608442881804858,0.0722313290668019,-0.182692963534586,0.0760670341105229,-0.110501659216067,0.0217000843603903,-0.100462118188588,-0.212184532227266
progressive,-0.0441749498694845,-0.0152303212993172,0.0249471501559754,-0.130041870865029,0.109013973083319,0.0967104793044821,-0.177228594257214,0.0673025519255527,-0.0099169606914135,-0.050581960678664,0.0884117044625894,0.111593728748492,0.0045546674003373,-0.0802825376830667,0.156339496823419,0.0347968639007853,0.12115803339058,-0.0142138560170496,0.103615950415264,-0.0041529840204832,0.0259637100855993,0.242775863637741,0.166432264979036,0.215767483357717,-0.149570507200326,-0.232492570354027,-0.0410207320756533,0.102369917970453,-0.082619333584789,0.0208236487869589,-0.166227400776469,0.0228059903395874,0.0953971999130668,0.0622383504829333,-0.0344940870081949,-0.040214951808361,0.0414999316402625,-0.063009821083591,0.0434042364476767,-0.0654201579811065,-0.0206965373875376,-0.0526727681015359,0.0818954706043167,-0.005023503079439,-0.0053005358911339,-0.140997822909494,-0.0758809623814367,0.168128818839518,-0.0615838166909019,-0.0823485948222836,-0.0041089729998347,0.213471669761244,-0.260022646861609,-0.103758063420649,-0.0553577716268405,0.0107298395104234
progressive,-0.0301586733789134,-0.015494467257111,0.177669414213986,0.0175874675077457,-0.180468447793444,0.221621123187161,-0.274011630232018,0.0740046330346704,-0.21123922429988,-0.0849848333719443,0.152502716094342,0.204104112861937,-0.239338321380184,-0.35618381897788,-0.211402683946632,0.169231607423009,0.157670376795743,-0.171312839392436,-0.137191343467208,-0.0228364259358054,0.13243855915892,0.263158402786262,0.119861278516243,-0.375742499005361,-0.176774186066222,-0.0655684529607506,-0.138464834165581,0.139647571844404,-0.0275352616979521,-0.0653385647979373,-0.366538495771914,0.165070922705936,0.074237304408698,-0.169864502027913,-0.214176490702984,-0.136872176497176,-0.105311463646223,0.110809487706148,0.192810833034867,0.0697946511655404,-0.0248916939759591,-0.0290957917044852,0.172340644980328,0.0480360269496683,-0.087369511616096,0.137447106598205,-0.0717223871301878,0.245192126252646,-0.0407287122607925,-0.386959450218032,0.245056727475123,0.0027469532161876,-0.000972992848314,-0.115270276302744,-0.196519773341782,-0.042983659819666
progressive,0.246834094347459,0.0442654263044302,0.0390676266058516,-0.208430403661111,-0.255947296968589,-0.191695580484585,-0.0597997078182922,-0.0423463786466872,-0.119895003545952,-0.351995177487992,-0.363359395726616,-0.0851429604168734,0.0439834809139561,-0.447529189795724,0.238198379887616,0.0151841235289185,0.0820915836909362,0.155856683350291,0.0662344292299183,0.228048345830549,-0.0975894851544145,0.216270304518809,-0.319366819800064,-0.134619828938776,0.0410503393517661,0.0618097056019945,0.152423316095325,-0.248321128906895,-0.304919392291417,-0.0141654821181734,-0.146816240829929,-0.25023562905834,0.0576896648960346,0.0851111278727876,-0.07010435708949,0.0352158887714719,0.0094406230745836,0.0421462883695766,-0.244228373238723,-0.335646892346793,-0.356742774063071,-0.0830329174946158,-0.366674527817836,-0.151304629546024,0.107016465710104,0.249949136161568,-0.176252249096682,-0.0386356135075445,0.169126306727765,-0.06862641754265,0.121773123647014,0.0889856032386572,-0.198143944415105,-0.0477851961790581,0.171118114486275,-0.0148339655439748
progressive,-0.323945766762128,-0.222849876952831,0.0299741008320208,0.403805822586164,0.0826002928563305,-0.269173122596856,0.0980948688720264,-0.176309980064671,-0.355103425316736,0.0446662648324037,0.328587720270714,0.241004448799289,-0.381013309291196,-0.253590281259475,0.484773206991333,-0.170195600507985,0.300715938918814,-0.365013213705852,-0.395420617026142,0.237261196747854,0.172767331017063,0.119776041525786,0.11540289604233,-0.251893179847088,-0.146853434982527,-0.362016204828658,0.433310512389227,0.074913185749631,0.061745604578343,-0.385723467821084,-0.0740305325327866,0.38638144567364,-0.448973594928139,-0.225285197419306,-0.386036408507056,-0.291135139455975,0.366321145290813,0.335311932959038,-0.0254083764648893,-0.0601046720070277,0.127611594855319,0.0525339146425486,-0.0397394550583813,-0.361835662125213,-0.493720100962074,-0.141236550875335,-0.0472821280023244,0.008946893970741,0.386461686875172,0.103121980147963,-0.455693795556386,0.352969009356003,-0.0919002481138093,-0.0203291084079574,0.266541211186629,0.39408058896057
stable,0.0208601411479842,0.362378061785321,0.183266950521837,-0.221458061449318,0.0238272056104976,0.0108093359010591,-0.187527731832308,0.0003732964813865,-0.0244612431975809,-0.0322775075228044,0.128463750279831,0.198872314833779,-0.279838122918668,0.0160535758972777,0.250042193440832,0.0257505747711608,0.184289633050628,-0.0927199269879496,-0.23486859593531,-0.238159987981995,0.0972568587710271,0.0863462961197535,-0.0560254736615637,0.0348453902037862,-0.111936260216838,0.136252302107252,-0.110077878386186,0.0971726858656141,-0.209106266192554,0.10746480301648,-0.192293367855491,0.0001943529241482,-0.101438522422937,0.025394880293873,0.0022255876531807,-0.075494995579165,-0.0002495951999872,0.289726246667505,0.257196342241639,0.0250534988649006,-0.0036682820167967,-0.0316015052961918,-0.219113523228647,-0.17335531682981,-0.334152486880758,0.424465020048626,-0.318154701418617,-0.0879654977770647,-0.0711153855143811,-0.0490161607283928,-0.298584744536453,0.239998209731828,-0.103817290146388,-0.0828099986804024,0.0968160777894976,0.0730216399236543
stable,-0.114784896790287,0.174937812600197,-0.373038023568974,0.199368685315626,-0.0484215831884319,0.0871479390961563,-0.0571405321100473,0.262622764578199,-0.26790246957436,-0.0482630052124679,0.262139258685415,0.0731693129340621,-0.0239265917626462,-0.243178354645132,-0.124962284816009,0.175414742214995,0.137415961789827,0.0185604983874961,-0.0736012548290064,-0.32493359633247,0.0179671387601851,0.308049749909502,0.188305143831384,0.162947763224343,0.160940354369327,-0.0149871880676596,0.145554404718376,0.18885934471251,-0.147365870381602,0.154640877902852,0.0909168936860558,-0.196601118509853,-0.0281386978122376,-0.0671116641444112,0.149245938581085,-0.0253618644329403,-0.133341658656201,-0.0617936971672445,-0.0616370621825034,0.320356656315557,0.102366791501935,0.185637566343161,-0.151228686393656,0.275639012241488,-0.028206553044177,-0.100747383048052,0.0606666127970802,0.168914539809106,0.282875907242596,0.0769351288458322,0.152530938895611,0.0001851820096318,-0.0332944997527212,0.110051321788633,0.292908019309188,-0.0126002980807184
stable,0.125517333560439,0.115796609352262,0.118037787555677,0.0841978009082611,-0.0689529363842279,-0.121467057729792,0.0301452674032184,-0.0737667930555305,-0.125553055124752,0.0708654139813309,-0.0351093205503073,0.205128205645004,-0.159092389592988,0.0480886913213421,-0.0664837415772548,0.0974231786788148,-0.0422840667341689,-0.21131062854735,-0.0684708248797967,0.0260200229484828,0.125137928034099,0.0556842676032215,-0.17677072735968,0.111206155033104,0.112774637595053,0.16260518290224,0.142766338563587,0.154735862266839,-0.131796811279033,0.0969769442752617,-0.070798792486203,-0.0835851942262136,-0.185025986057129,0.0120137997786132,0.0707504724601647,-0.153520551397351,0.108221926815547,-0.206076045469072,-0.071243678906197,-0.172568440459995,-0.14205662521977,-0.121636540739577,0.0719799371570227,-0.10239817123094,-0.103409366282282,0.171978282888757,0.109618230400593,0.144526494018522,-0.186266286467981,0.190532343359111,-0.0946668115282515,-0.0211620457383836,-0.156270282321162,-0.11458223170216,0.176483710552655,0.189705459136703
stable,-0.0031415532909086,0.0787999241007966,0.0725629749136007,-0.179766299366356,0.0343576542501035,0.177728422889417,-0.103106018045917,0.0126403250366886,-0.179393189592499,-0.158843997519887,0.0773777462615367,0.138766230971755,0.2174881425746,-0.144964373942021,-0.20173636906993,-0.104787137368762,-0.126393898868734,0.140253719274043,0.122853181629973,-0.0155782957127505,0.0325397630157852,-0.0005789427492215,0.0645931481116491,-0.0638458783956935,0.162485480901835,0.0292918926924117,0.107047249448841,0.128919353457871,-0.0605080936676296,-0.0210586736938504,0.142998458993641,-0.0330907012785626,0.141606986073446,-0.0699256524027215,0.192935709164794,-0.0390823111613031,-0.108203484682904,-0.176720961489588,0.187139880647105,0.0325144089539509,0.131723352671105,-0.0293439010243795,0.0658730031501589,-0.0378759178916977,-0.0534034554727682,-0.0176387258028799,-0.128289302520889,0.0116496663287263,-0.0434006029709932,-0.157067212871028,0.0223276769938632,-0.213469298737816,-0.0934578223617528,-0.145091994387388,0.202592156170857,0.0604084777087068
stable,0.0022891908195824,0.0198570133853899,0.0019217094552559,-0.131614313189456,-0.0212479525913735,0.179317994577195,-0.15371766084323,-0.0949390871426377,-0.0249043216429839,0.079696368101341,0.0196000910733954,-0.0356578440706476,-0.1014476410497,-0.131040469393789,0.088678667242134,0.112527741247255,0.145317776808343,-0.0520829699346282,0.008320897783564,0.171573978522041,0.0720199460497225,0.18768966923661,-0.0323555026812153,-0.115953335907982,-0.167123081560492,0.117172523416378,0.173256776266566,0.140804059737569,-0.0415551225107435,-0.120276422699122,0.071788954663643,-0.0608714923654457,0.0883753079582081,0.17085333747632,-0.308796315555403,-0.0588149203959123,-0.014890535838284,-0.0803667747592015,0.136982991332239,-0.0335479997805106,0.116013443577258,-0.119040526560639,-0.0893633955829267,-0.0614303634925925,-0.218177602763956,-0.0383812422773085,-0.0415379798902641,0.0770160434410743,-0.0093817872965209,-0.232127030437443,0.049231327567166,-0.144617750306237,-0.0230259027293183,0.0621765014738365,0.145734082091756,0.0343941725470836
