group,ATF2,BARX2,CDX2,CEBPB,CTCFL,E2F1,E2F7,ELF3,ELK1,ETV6,FOXO3,FOXP2,GLIS1,GRHL2,HIF1A,HNF4G,JUN,LHX2,MEIS1,NKX2-1,NR2F2,PGR,POU2F1,PPARG,PRDM1,REST,RFX5,SETDB1,SPDEF,STAT5A,TAL1,TCF21,TCF4,TEAD4,TFDP1,VDR,ZKSCAN1,ZNF143
progressive,-0.181931615875918,0.134004928666147,-0.0200148004188134,-0.189868519490275,0.0156349037754391,0.237304127379426,0.0457632837162259,0.153787461838721,0.0830388586341552,0.187652026340447,-0.137031039074296,-0.12751471818551,-0.0334995731147779,-0.0351387162525255,-0.0748829601876295,0.395405123791167,0.204229271514915,0.0667867876044225,0.0688771928205784,-0.469604554654149,-0.259900412335016,-0.105323241859081,0.0203997004268675,-0.0160397124045995,0.0455376526770218,0.0306061868473367,0.058763613298605,0.196922807568922,0.0275999850602934,-0.231988525544058,-0.407542746458942,0.225332409887536,0.0687511048869055,0.0848903603970362,-0.0207315107786383,0.097598696869857,-0.136347509749649,0.162540618918434
progressive,0.0237692189667216,0.10082187389399,0.0229567586779063,0.245988890288068,-0.0882396700129669,-0.154782770189713,-0.134011657448928,0.0238538246159006,-0.0273077508745786,0.274399826903674,0.0932027755641014,0.152307061260719,-0.13563567897324,0.0513633893013002,-0.0813700509209669,0.0174109719388584,-0.0334496099641336,0.147979018582979,0.0279446118546115,-0.0085009276800553,0.0581176456568918,0.0430996224230819,-0.0147083703433027,-0.0327979382636347,-0.028402466586969,-0.010639538933014,0.134753139844137,-0.172660066889565,0.0512964334883314,-0.0533671898750023,-0.202581223806734,-0.0289907313691794,-0.0495574277763772,0.0297686964017021,-0.0332896257919446,-0.0299531916064832,0.0394352230505629,-0.242257677058368
progressive,0.207680185945576,0.20214836244019,0.0178554888762844,0.102214887108016,-0.0780439816606072,-0.246927189569025,-0.16022438274575,-0.0089901725801655,-0.0451968584509143,0.296467833916638,-0.111957077129962,0.146372781938644,-0.151381647651176,-0.161440253588251,0.0027019929976461,0.105474800702704,0.110374693088681,0.0860972500398273,-0.0627854197644444,-0.0682795656470279,0.227182326485066,0.186109759577408,-0.174537984787608,0.0349381551588029,0.0147434440935089,-0.0553583484017688,0.335909797037469,-0.0888709573814804,-0.109452517413013,0.156855368963823,-0.0880086092038374,-0.140159221809768,-0.0792232405100416,0.263539583300272,0.213355958267775,-0.0266878087087977,-0.0171061862531162,-0.0010471588203977
progressive,0.190355462335712,-0.417849689791265,0.402212553902992,-0.111130333222816,-0.466567651907039,0.113381717664205,-0.575038083350311,-0.189719990920804,0.401204877802209,-0.138963981195789,0.546446408760983,-0.210254795785405,0.311172195554341,-0.0433845413120808,0.234820305053136,-0.309637985995491,0.433160011809015,0.191635483328598,-0.361746642017953,-0.271319059676535,0.0889886934948049,-0.245827577775651,-0.335438125440759,0.435011957075318,-0.0149290391688045,0.0452228693337792,0.417141593071796,0.191758038530045,0.083882226767865,0.449886527265702,-0.226332222582579,0.236840196336237,0.216169219025585,0.281264187319846,0.195602640590238,-0.402153545843036,-0.27530891234585,0.0866147538519697
progressive,0.312030332447918,0.17063469135165,0.0222563530911697,-0.267672708947471,-0.0474513241802623,0.166769553741391,-0.168722004941635,0.0455147788961101,0.0073167214021354,0.403815421254489,-0.0464572044245373,-0.08033282922062,-0.268666828703196,-0.41890218266737,-0.440359263474937,-0.103428219385622,-0.0728570486575685,-0.47264429666186,-0.0414905821249356,-0.359211256054623,0.134194237585797,-0.119365947309404,0.418110863341813,-0.28526465214478,-0.413195935269509,0.123107814069952,0.140087379497734,0.193905046593659,-0.407688511822793,-0.112415061977375,-0.0097304441690356,-0.259751562733855,0.520254680003038,-0.261270577720603,-0.406101896692656,-0.276619786748996,0.215580833747485,0.469932337968242
stable,0.099228580601739,0.291879038433011,0.0931131275425358,0.0852856219630216,-0.103209733927649,-0.296937993398729,-0.282173604002429,-0.0905044445669443,0.372479154776511,0.176885226614924,-0.157611829356088,0.138597109346314,-0.218744510157022,-0.0949102728604032,-0.0511309996193717,0.176744416850065,0.0001874833463996,0.117819536051926,-0.156523042126867,-0.170966118206288,0.186028939332678,0.0931265408865158,0.153158659848582,-0.049510594833947,0.0513281332901732,0.212480478518347,0.0990925656521497,-0.0865892047775152,-0.347435409770102,0.197481628724786,-0.176066830550549,0.0125445720084011,-0.0599169220078844,-0.132150935421287,-0.162036047890388,0.021569931691037,-0.0190337171892562,-0.0036979557557254
stable,-0.243687180504492,-0.0548805091803794,0.0734115379184433,-0.195782441139946,0.137763551250699,0.107477312595982,-0.181298295280035,0.0768691543313058,-0.0728216750296045,-0.121671447505743,0.049149922626602,0.151514692570283,0.0551578461301368,-0.109701226900085,0.256361479108405,-0.0280483083972385,-0.087712581749159,-0.0137147594831641,-0.170801240837605,0.101741954653822,0.0551785718484252,0.0086730421271711,0.0032757072307635,-0.103844198554161,0.129736883143527,0.121915235630933,0.179816331869477,0.316898320110852,-0.0132221136326273,-0.219987545300627,-0.072624407941148,0.0747184510177033,0.227609987348233,-0.0380829854841863,0.0154667536550186,0.0358089716020626,-0.0525365646372686,-0.137971553963017
stable,0.134737625569096,0.0792851526783026,-0.0203570720334392,-0.037646065581102,-0.0114252466998725,0.0730785144997096,-0.0940186207293183,-0.0544203860152859,0.0456287474405498,0.0444447355567633,-0.0596476818753641,-0.0117521078221773,-0.150126832568371,-0.033510582050773,-0.0199564202416945,-0.0414491032713269,-0.0109100047725436,0.108878830848166,-0.0113009350184896,-0.0911061386866705,0.0168581429115223,0.0686657600727189,-0.0437897722637537,-0.0577711649844732,0.0158356224507635,-0.0044494687754856,0.0800044953570533,-0.037522994948119,-0.0435262563201901,0.0270623014066634,0.0569780833466327,-0.0366208561821436,-0.0101135102516036,-0.0702744690609968,0.0402249124455959,-0.0057464160636565,0.0423502078303025,-0.0289396456631541
stable,0.110191791681411,-0.0813334815844352,0.100347501827616,0.0600638158702292,-0.167530343435152,-0.156395076013826,-0.237501377459301,0.0688626582276602,0.0260435900609766,0.0460867522901085,-0.0424673777540224,-0.0034070039891522,0.0274577814396077,0.0126994994141214,-0.136175545006928,0.102726211517902,-0.122349718775681,0.205589648615791,-0.0335994738310822,0.0384594633490216,0.093291005478863,0.0577263935274094,0.0894117400550993,0.0565611728322347,-0.207261985643982,0.0229472384567498,0.0152959649575331,-0.0575700700560224,-0.0397292986033574,-0.0487843419164461,-0.0163506871478932,0.029389211532337,0.0523125651588494,-0.0429109175556135,0.139594765662903,-0.0262724157101617,-0.0113581592609118,-0.210227344661499
stable,-0.0090211882276193,0.144163979473928,0.0671915823093213,0.15006541943677,-0.0029438506719853,-0.0859493405487748,-0.0192978914994845,-0.0228720959680252,0.164929955986808,0.0563276883033387,-0.0118330616159601,0.109398566687492,0.043047420047544,-0.0513504138603134,-0.0115339491657326,-0.0619236333079737,-0.0490826763217536,0.0302150091313304,-0.102131053660826,-0.178359618200564,-0.0115971251769199,0.192649837210544,-0.0376412194326736,0.0592002496065357,0.0361520396895159,0.0607143103130035,-0.101528609814419,-0.0552757644458299,-0.199211920838319,0.134197639174831,-0.120586345928911,-0.187536907428429,-0.0916038099062391,0.0503191520201621,-0.0213993592962724,0.0296471822773543,0.0314216276737669,-0.156825036277606
