group,ARID3A,ASCL1,ATF2,BHLHE40,CEBPB,CTCFL,E2F1,EHF,FOSL2,FOXO3,GMEB2,GTF2I,HNF1B,HOXB13,KLF10,KLF4,KLF9,MAFK,MEIS1,MYBL2,NR2F2,NRF1,PGR,POU2F1,RARA,SETDB1,SPDEF,TCF21,TEAD4,VDR,XBP1,ZKSCAN1,ZNF76
progressive,0.0592936761509398,0.169148538322979,0.0006680593541954,-0.0156789440270363,-0.0465460129637408,0.186858928141344,0.211720279822475,0.0421763594327276,0.115472014293029,-0.109030013377573,0.0764450775300804,-0.10072698997543,-0.0531788879803957,0.0512360623074803,0.202667393879908,-0.100372509501775,0.125486087673776,-0.024677294512118,-0.195298290187201,-0.0810192390266636,-0.0439896633941153,0.0036402417871466,-0.227467393171368,0.114456291397365,0.26540362078461,0.155835069764369,-0.125206593454163,0.125608792453118,-0.122963822765078,0.0366955459554506,-0.206580312954482,8.86201184136833e-05,-0.105580645691625
progressive,-0.0281851564192833,-0.0720842978559301,0.019096789052904,0.117693794825314,0.0596066074106461,-0.100015308162427,-0.171089685478204,0.0261686955836859,-0.132104985243233,0.0552068808994879,0.136794447015026,-0.106010027283379,0.187760038301713,-0.0536277754398186,0.0270101350697792,0.113554105710575,0.200594296274418,-0.0186492929428537,-0.0177645863245056,-0.0253623623533396,0.0587856425496376,-0.212353539851748,-0.0118835400041424,-0.0580589865159658,-0.101152953663309,-0.0648884812120167,-0.0345422377728693,-0.1285702633527,0.0308874206168029,-0.290362778920028,-0.146767182975283,-0.0112708947955304,-0.127590716725704
progressive,0.0579577785662471,0.289411470178783,0.132683176174925,-0.242948827059175,0.142810162553677,-0.0889735308526825,-0.237507209496793,0.0054837851735702,-0.132736288051614,-0.0766057383019386,-0.155396016375596,-0.0390053107375421,0.344787303379617,0.0239962291511658,0.110156607373055,-0.0316055065651835,-0.354485622192166,-0.0705102845674085,0.0212011023694308,-0.101107425136294,0.108653921093164,-0.166497325647139,0.157117394831378,-0.132021588887682,0.0992149041193131,-0.0232334009702491,-0.0500566626559823,-0.102711828707297,0.223254801551441,0.0047814852186685,-0.0427891682157085,-0.03157039478634,-0.190881252184721
progressive,0.214072102228235,-0.072532741342605,0.1426115237395,-0.235279668333442,-0.0429789419870167,-0.28565283689887,0.0101069834543662,-0.111186060781251,0.107724638464232,0.389513991975882,-0.131469348564156,-0.102576408209013,-0.0206345135453795,-0.0626799344268718,-0.0195161367753948,-0.107063779463787,0.131330706815811,0.177493787623156,-0.159165348491918,0.350343076676747,0.255775540130476,-0.200240277134994,-0.0122004738543789,-0.214709854270623,-0.301989456245548,0.100704744606353,0.105885324602852,0.0659010443800923,0.0736280111545322,-0.129093953275841,-0.0472213794863803,-0.0266377012487273,-0.214585076697112
progressive,-0.0065281038648669,0.0397579370791007,0.287751182183354,-0.16027677766126,-0.539981677157936,0.126532332317819,0.0356991414148668,-0.122585589294622,-0.356327398498078,-0.0018882945063664,0.0125457456983425,0.0014110332575046,-0.185343368471048,0.212476707993298,0.0043451524135509,0.489869246027442,-0.260352236400867,0.385938346416594,-0.0652519879639562,0.144261550188582,0.0829272545631097,-0.0594501512169225,0.15853373657846,0.356285897519916,-0.264074874141989,-0.0691738304002558,-0.470334735606635,-0.155246859108038,-0.394993859851521,-0.0871396038465426,0.0283244175954971,0.136500867272307,-0.0327442717697395
stable,0.0582975531675502,0.0347149610619345,0.023606970459155,0.155388491695366,0.118218432435245,-0.0738680199478954,-0.332636508518271,-0.0169931355187436,-0.16255838821765,0.0569920737733229,-0.253576146762481,-0.174803808447619,-0.137527573414215,-0.0986912475022836,-0.146198038033034,0.205080671685527,0.0605343599157709,-0.147134562802503,0.011244732128977,-0.0777709695999387,0.13572642145602,0.0178229276489858,-0.0105380073723126,0.119145057365713,0.0746606876818849,-0.12831762944385,-0.243132002238694,0.054909828261501,0.0209441612639342,0.0087507770627123,-0.0342166897902291,0.057784617759325,-0.169209038184345
stable,-0.117107981080395,-0.045092554598195,-0.259729805553026,-0.0231437065938952,-0.131544641417488,0.163745260763234,0.007031481728024,0.0920188346309558,-0.191178588622443,-0.0150035806663787,-0.0146796695599005,-0.0848598527485542,-0.195727460201658,0.138834159172229,0.142910976608451,0.150247699777491,0.145272158038805,0.0706622552009193,-0.181564925196477,0.0175505480359684,0.110785643068147,-0.0909167172250803,-0.137105621365024,-0.0799536771652855,0.212334658881131,0.259886145028036,-0.0869165516673826,-0.123185943796753,-0.0034337005861059,-0.0713782292821085,0.0844090486312907,0.0601437960365673,-0.119108063859244
stable,-0.0435588948103726,-0.0883455475688604,0.0366212171583759,0.059185272557002,0.0394349909968771,0.0485742960033663,-0.0327306220048233,0.119051676201785,-0.0160186554935001,-0.0630923001161717,0.0109064448565517,0.0569105656222573,0.02036731051609,-0.0165633398649915,-0.0917646954302692,0.0677253985050015,-0.085595035867,-0.0709380125526805,-0.0012210904864112,-0.0377514831664566,-0.0499775079437249,-0.105348992406017,0.0939841201825387,0.0399703829217415,0.0441283590395356,0.0657603347917562,0.0985060242100367,-0.0213109400961561,0.0729373060693198,0.0509840846622409,-0.132456319209413,0.0145277165570199,0.0034834599920185
stable,0.0064970082167106,0.193194550653852,0.132117224195701,-0.0501532052417864,0.204295089138644,-0.0411592608098336,-0.0742617117835191,-0.0968689023160064,0.0188675488367302,0.0272434767862239,-0.0380756992650529,0.0660529000201051,-0.0099670196231304,0.0161419778635818,-0.0502609259291838,0.125319245086093,-0.0805363533630355,0.0116561770562937,0.0653876198855031,0.12407315279842,0.103952636960977,-0.0947928400769588,0.116421394988605,0.0582336721786862,-0.043604687226644,-0.0840049493873591,0.0369719539767743,0.103610063944322,-0.0434614303387584,-0.105051428411919,-0.0760916491858995,0.0779116789136061,0.0883976382724576
stable,-0.167760790199196,-0.11547102096026,-0.293177040798551,0.193338231266673,0.19110169366707,-0.219355011872464,-0.0738677017488322,-0.0923270058776665,-0.174014004935532,0.15479818277404,-0.161413478442504,-0.190796181002151,-0.189642694604088,0.0564169415902154,-0.295468936060421,0.19468673511511,-0.238830453766141,0.227310117044794,-0.212484388616604,0.171028653152891,-0.115586358594567,-0.141361678542276,0.322552699838545,-0.131670565885637,-0.10278300074655,-0.174938026669922,-0.244728300925019,-0.256376301440064,0.161236950231217,-0.172160238607035,0.09411539953939,0.208441078171185,-0.0171945521312634
