group,ARNTL,BATF,DUX4,ELF1,ELK3,ETS2,ETV4,ETV5,FOSL2,FOXO3,FOXP2,GATA2,GATA3,KMT2A,MEF2C,MEIS1,MNT,MXI1,MYB,NFIC,NFYB,NR5A2,NRF1,PAX5,POU2F1,RARA,SP1,SP4,SPDEF,STAT3,TCF21,VDR,ZEB1,ZNF384
progressive,-0.0076719209055479,0.167700504840752,-0.158085694874708,0.502375599928225,-0.199961003416678,0.360402362317116,-0.351036640692162,-0.0706272199134113,0.0780287020486337,-0.203184918231347,-0.0343457238313304,-0.131134336368855,-0.131056051461655,-0.379333076239897,-0.389937122760552,0.166334077369634,-0.147495881973544,0.227745028662744,-0.0572832016407746,-0.056535936617507,0.419813490071767,-0.151844252727987,-0.0755876363059594,-0.378728147411537,-0.0362957297015717,0.0150093517530617,0.369654214986144,0.359142686992179,-0.0685348778482619,-0.11695053454626,0.0029463592345981,0.140827431242098,0.0509919418258355,0.141282907065804
progressive,0.0540961206614074,0.0495330119043341,-0.0528879218917204,0.0290952522855819,0.107124680250244,-0.0153507640532765,-0.139077372727367,0.105042341522913,-0.0644726928292632,0.318731327348997,-0.0552057364033927,0.0013885632002459,-0.0463146404224608,0.130875700045398,-0.209496879212789,-0.124291892256959,0.124805252746181,-0.079672798939281,-0.130869525954341,0.164709010537111,-0.0948159212252783,0.180753499510169,-0.100324829882104,-0.0396436362496632,-0.0891888445142007,-0.0145168062948082,-0.0143883143505913,-0.0897363649334536,-0.124241082523995,-0.0375516821346196,-0.0195223241012492,0.0723804888983655,0.102999122241379,-0.080157566301886
progressive,0.108622489713253,0.169544472307996,0.275039705542559,-0.0695407190465157,-0.343323253569305,0.107482385051124,-0.0653847719737683,-0.197732818950406,-0.0985791413218333,-5.8846469697131e-05,0.143906953038488,0.0838598352172818,-0.113505049705865,-0.0235459371606713,0.0892858112895352,-0.133519637371887,0.0287824636289508,-0.208895803666668,-0.102766417482263,0.0847327549766244,-0.120896730223403,0.0239455918892089,-0.0949633207745203,-0.0285808217883537,-0.213747204270823,-0.0360193784533368,0.0078578573422548,-0.0931283238938048,-0.172111381945909,-0.0796198087054662,-0.0715526077885589,-0.110789496600684,-0.256106571875766,-0.202069560966655
progressive,0.24820823291712,-0.0250344922841957,0.0673973050577335,0.14844124950355,0.09400966067104,-0.205220849242476,0.0332947946529634,-0.0009532924280044,0.0118011028156413,0.212386978528854,0.0307260707213455,0.0997012391081898,0.0925538939090628,0.10436438876833,-0.0786865414957763,0.0855333412988822,0.0941082771291094,-0.423285318143041,0.0868951876246029,0.134353184065061,0.208540936664146,0.0148488209721679,-0.136565010338904,0.164614348626936,-0.43538227033289,-0.395710278058104,-0.0834060434176703,-0.199219333365679,-0.159303147956626,0.126041225456352,-0.133930542101906,-0.0828237367128794,-0.0752584455724106,0.119692203965406
progressive,-0.141922332228696,0.0842262706666889,0.170375885539488,-0.122492717587813,0.0914036283138807,-0.0364369243836046,0.0469748036148647,0.0044352061515623,0.0386971736723815,-0.166733898949647,0.14553020184814,0.0995618488599757,0.0539773117887738,-0.126599547899308,0.13610112415477,-0.180248483848014,0.251804564633653,0.153598865346944,0.0470003913426622,-0.357550114378019,-0.288373692277545,0.395513773186872,-0.0873948842922763,0.0948281192174428,0.221679279773426,0.0722384201935718,0.0044735877432585,0.0533930586707314,-0.137005223870281,-0.0331062551486332,-0.393300434732391,-0.0152673442524935,-0.0012836510111733,-0.0158729204770337
stable,0.239454481784458,0.130558678824063,-0.0141362822146033,0.164158052853922,0.057382055889842,0.117340593745522,-0.261816939494775,-0.0426590526177755,-0.166983061125426,0.0110225648035035,0.0025286760219359,-0.0378475135692402,0.0475539936576326,-0.249661115410274,0.126350399105476,-0.192742389560525,-0.0891334071747338,0.0083471116132614,0.0963686429765002,-0.170132309981319,-0.0453112488623353,0.127929481114678,0.302887671927702,0.269530622351328,-0.0533405801538987,0.118212600003355,-0.0423727337753755,-0.233618151265483,-0.394598336299797,0.426393746576232,0.0992997933639938,-0.0422188503181109,0.0785821831370584,-0.028122427924302
stable,0.161037559309319,-0.0916599317267125,-0.494625862808815,0.142384466675819,-0.238777681588511,0.29616647026881,-0.0297905012797307,0.0912790580611785,-0.263832032377378,-0.151754341155273,0.134710603035738,0.18979519365165,0.183085063042301,0.221946761209317,-0.218325673729217,-0.160859308522312,-0.351923443880212,-0.0501443835940777,0.21882442548446,0.0353196208659642,0.165922013180615,-0.289682060271783,-0.1883530985893,0.0722427023414077,-0.123327243348276,0.0431102475327438,-0.151591701250417,0.21457173445612,-0.147190866136362,0.0833441103818628,-0.116608351529556,-0.0288638839177855,0.165348870793082,-0.218715149309405
stable,0.0192818682738826,-0.0529904862828645,0.0180325393929612,-0.283393981433665,-0.249033551312585,0.0296998207636797,0.121171394611754,0.0496109897536332,-0.0439393507218234,-0.0677243557780428,0.0422928028981543,0.125672923437232,0.0896628903744508,0.145440609076796,0.0535829111883012,-0.114767760019142,0.126141053277464,-0.28467638062732,0.0240795291542357,0.0060818824251158,-0.0240006320710182,0.0055418769132842,0.168510234126423,-0.106878641281576,-0.146935312174409,-0.0387162244565652,-0.209690277279551,-0.0025580449685036,-0.163655705171821,0.184390040876486,0.106637072562784,-0.111898950588345,0.126587368502975,0.0418368935300511
stable,-0.0402387911559438,-0.0969645461408719,-0.158979706490418,0.0962966733659499,-0.0735676200497568,0.066747780753146,0.0587852278069922,0.0924523413531161,0.182945530566062,0.069623122650202,-0.143053358236725,-0.13028297025808,0.245771124659538,0.072029939009681,-0.0034197032442176,-0.144816010217725,0.108376877829788,-0.0929006785181757,0.0177672172369342,0.0456707574895696,0.140833724326023,-0.0466310510756475,-0.093097799858038,0.0862615510381246,-0.0368071301833889,0.185617849906674,-0.16932484974903,-0.159989073351231,-0.107988950487108,-0.0264012665120516,-0.0666915639004437,-0.0824818735824042,0.178884044136022,0.0092845807556974
stable,0.0635432129095239,0.148101353108541,0.0876612163866606,-0.156234695963172,-0.111260554351591,-0.0303876029230161,-0.169470555121932,0.0587972577102153,-0.0694780861883895,0.0174152491655419,0.0077474017549594,0.146855161186882,-0.11175064010227,0.0128182516833162,-0.114120702566248,-0.0465989582139604,-0.052760983437449,-0.106468299938607,-0.0156597658934575,-0.0893286739932394,-0.138747654436672,0.0651320190123781,-0.190771508664796,0.108922615539569,-0.193073665615384,-0.0918287172126463,0.0736809115996235,-0.139273064772599,-0.186897579149224,0.0471356861354527,-0.0786247530677507,-0.100173664621629,0.216597667328927,-0.141832553895984
