group,LHX2,RUNX1,ARID3A,RFX5,MITF,MEF2A,MYBL2,FOXD2,REST,CLOCK,NFYB,HNF1B,HOXA4,KLF3,E2F4,RUNX2,PRDM1,E2F7,BATF,JUN,ETV6,PRDM14,FOXP1,BCL6,CTCF,KLF4,FOSL2,IRF3,ARNTL,GMEB2,ETV4,EGR2,ATF2,HOXC6,POU2F2,ETV1,HES1,SPIB,MYB,ELK4,ETV7
healthy,0.10523649141569,-0.0058600716770034,0.0294572870204226,0.120176889575096,-0.0848327985549196,-0.0386363745840972,0.0567554439357343,-0.0798269235983951,0.0129347313886028,-0.0540228064990239,0.0014046845519321,0.10358106757722,-0.0228578686021643,0.0205034440280711,-0.119275911289804,0.0271375154573022,0.0163247859477681,-0.0608534100047721,0.0158188519875656,-0.110527016105206,0.0848011158020302,-0.0670310517751904,0.0332433759907054,-0.0230088567214028,-0.0396244804398353,0.0553911053894347,-0.064135050143894,0.0858134787654492,0.0295463947629241,-0.0715369332876791,-0.0771927997214502,0.0608019255313268,0.0826615398959682,0.115239825597503,-0.0696488392326767,0.0182495131857989,-0.0423323657258508,-0.0717740588913357,0.0816546224057021,0.0464412227411943,0.157243730283634
healthy,-0.0751101345849661,-0.108519162583043,-0.0753920691927876,0.0867517642422453,-0.0316792430729362,0.0909548595445353,0.0820506063317034,0.116339548436182,0.0857528314870687,0.108954540986726,-0.131601459853739,-0.0473516323876313,0.008190167558866,0.132172308558044,0.0956762212380481,-0.110826067256813,-0.0600746104914011,-0.0037461749429968,0.0985971634820599,-0.0735719707338993,0.0394564662988199,-0.140903281533551,-0.130708688794536,-0.0663014426417188,-0.0936612743475467,-0.0954161696886653,-0.10251698600389,0.121554092343619,-0.075616777241311,0.0040613801960224,-0.0410589411525643,-0.106702685061882,-0.0708505474063951,0.134956835908983,0.0076746562289573,0.0678405510852362,0.0462850563175209,0.0467574312588527,-0.153684640698503,-0.0940433095164514,-0.0369301275510415
healthy,0.0574131799786587,-0.100104780861326,-0.0383459680191623,0.0841053197305409,0.0636104491775493,-0.0063072943695174,-0.0099380138075095,-0.0619870914427674,0.0963835505704891,-0.0628513366562057,-0.0297657837933705,-0.0368974051992115,0.112256752397336,0.0864543209857986,-0.0481069074616155,-0.118833021893429,-0.0863161640636118,-0.0634647311521764,0.0340823397674177,0.0758260229344775,0.0553963113001189,0.0442908298028705,0.074553366956297,0.0292634152022719,-0.0002197167631719,-0.0637286470111787,-0.0074772638948693,0.0749125193576358,0.0052734802978618,-0.0501555772506144,-0.0224949491347506,-0.0226821976312999,-0.0101823041560363,0.0734181451477929,-0.0562292001738738,-0.0502225708486969,0.0237475348316798,-0.0611272939370856,-0.103558981897732,0.0705917936575669,0.0912025825939628
healthy,0.187382269941018,0.0112086845299421,-0.02492654630615,0.059741701274115,0.172812553964705,0.109771529712239,-0.0134690865141227,-0.0792510067770377,-0.063584821459973,-0.0114740309424282,-0.086202569702529,0.078103575948652,-0.0815163315715884,0.0666066643383062,-0.0726708040253838,0.0044917524536415,-0.164802656144992,-0.137866355171394,0.0541683865815472,-0.0361626876375932,-0.0098124784394711,0.0930682261202936,0.0466596447245853,0.0008329256475556,0.116598566335973,-0.0683137701710264,-0.0681924332957061,-0.176124287972017,0.109202841111452,0.0616731763231416,0.0432416889498494,0.178314245233155,-0.023555439615031,-0.012995734029659,-0.0671130897882144,-0.108526336030023,-0.123558449504343,0.10303199430945,-0.0515183198891953,0.0730240676709591,-0.142834996212723
healthy,0.121371600014892,-0.0052594532181447,0.0554260299617106,-0.0194573424377133,0.090502646199907,0.0774429072958689,0.061906699929205,-0.0438111784853263,0.0422822357377363,0.110850936625599,-0.0852329968938385,-0.0048135231844412,0.051456093840834,0.112585471677142,-0.0393974437163575,-0.0926018690101911,-0.0565279755243594,-0.103531422407567,-0.0338298612648569,-0.0650921037292841,-0.0521549675020689,-0.106007353223371,-0.0488167183914949,0.0128429040210275,0.0737129056696267,-0.0559140980649971,0.0506248534524764,-0.0421747351760773,-0.0355306301758846,0.155641842030195,-0.0191503173005074,0.0233303965216424,-0.0837677844961899,0.0507988110015253,0.139111852120231,-0.02503271116728,0.0974142688968102,-0.0181787702935836,-0.0856254118671966,-0.0704850949765541,0.008098055617112
healthy,0.0491595578920924,0.0006132460271049,-0.0107564557464679,-0.0046808998777711,-0.0074553704179171,0.0169557244816596,-0.0103693329289179,-0.040047029892891,0.0090354638497742,0.0014322504029845,0.0112573873687234,0.0024353443297296,-0.0113202986724572,0.0277616272821801,-0.0339351542473064,0.0075051690954652,-0.0637702613294251,-0.0098214742209941,-0.0062251863170046,-0.0083411686069599,-0.0328426014429184,0.0059694534789341,0.0633027339392407,-0.0134758386056546,0.0618409764645934,0.0248525142452213,-0.0385975645896067,0.0228026664743751,0.0605156782081522,0.0525679030377451,-0.0006632351673797,0.0514249069127339,0.0052697080719398,0.0738763161660985,-0.0208872267846782,-0.0576621509854379,-0.0344039709236409,-0.0062898996911529,-0.0025389267511079,0.0077915810835167,0.0738732834134499
healthy,-0.114010031138649,-0.024775235496087,-0.0269667292874013,-0.0238653083970015,0.0348596463608295,0.0327802343515743,-0.0374965177597999,0.0030239959751615,0.0251822693361965,0.0077299560613553,-0.0533029985507199,0.0005699948521823,0.16933418866716,0.0023470810019359,0.011468473397144,-0.0478611330796903,-0.058964603304997,-0.0402439961805392,0.0073804378725656,-0.0496721387161197,-0.0334320783998657,0.01630421238888,0.0460280060389072,-0.0794165790102104,0.0029812279267442,0.0490940326823409,-0.0810225929662948,-0.0119241743268318,0.0411760446839784,0.0826005864768643,-0.0311417756691044,-0.0251277032054572,-0.0116587174745865,0.0404268664565305,0.024406545423524,-0.0021066950746248,0.0359539184961964,0.0406937980690661,-0.0040607524592086,-0.0072963765360213,-0.0066120877613444
mild,-0.0071289703364737,-0.132228303270287,-0.160360848932447,-0.0122721729819585,-0.0137020037835434,-0.126627437158607,-0.031699932554155,-0.172231133173898,0.158286565827348,-0.128529902266662,0.132318577693932,-0.0099681529600228,-0.004919808434562,-0.0340660828471784,-0.147648243074043,0.0343575391715618,-0.150828378239178,0.0445302508170504,-0.16287051899613,0.020995935831721,-0.0654660850164173,0.12392029580554,0.0575696729433338,0.0936305239609459,0.141679692611641,-0.0027089003626011,0.114142064517336,-0.0920708602804111,0.16661385819955,-0.160829785467049,-0.125565958360997,-0.0048050619512574,0.138119726942355,0.0314847812930232,-0.0523466985734705,-0.13583990935088,-0.0895447813540608,-0.0041605582898006,-0.185921619938808,-0.0178061325338874,0.146320306430621
mild,0.0527559251161296,0.0358926031789973,0.0145816549458303,-0.0142336351379639,0.0504096650832645,0.0577170212551829,-0.002101529308289,-0.0400390987261545,-0.0680963920487534,0.0130007966400107,-0.0520825080107464,0.0066934233610163,-0.0086310787369762,0.0385110806261907,-0.0207696384359701,-0.0216421064582442,-0.0888200109997058,0.0832597376330775,-0.0747775190903304,-0.11436280890016,-0.0464931582644495,-0.051420870915257,0.0779650783534323,0.025184383966211,0.0323932201245884,-0.0024528236056416,-0.0015852469369565,0.09246992546082,0.036446589734246,0.0193481431475029,0.0236873036776985,0.0501464694988895,-0.0107288444204204,-0.0219442562391193,-0.0461277333900617,-0.104489353525732,0.0112357381102804,0.058088641844117,0.0216157746714227,-0.0157627266182986,-0.0301010774843497
mild,0.108236659516446,0.0373368810365181,0.036302449847436,-0.113387180299732,0.109830900525502,-0.0674165173778678,-0.0495161251150318,-0.0019471645912134,0.01398713231355,0.0209414847389742,-0.165207450181033,0.0802339987390569,-0.0105268585712478,0.104661448975356,-0.0382671930078757,-0.108524677612229,-0.116778491962762,-0.130787259438436,-0.03407267595097,-0.035800784525672,-0.0264854950334015,0.0986712134621094,-0.0690148149798222,0.0380832941298166,0.0272995180083393,-0.0507425683679697,0.0130135500179433,0.0623254932904242,0.082374527591759,-0.0156827881450651,0.0817295293209195,-0.11368736817421,-0.010233431684933,0.0662860801568577,-0.0392867500229972,-0.0919697219940164,-0.010226670696769,-0.0018727937214101,0.076867026633417,-0.110279830139587,0.0984900189793159
