group,ARID3A,ARNT,ATF2,BCL11A,E2F6,E2F7,EGR1,EPAS1,ETV1,ETV5,ETV6,GATA3,HES1,HNF1B,IRF3,KLF1,KLF3,MEF2A,MYOD1,MZF1,NFYB,NR2C2,NRF1,PBX1,RBPJ,SP1,TAL1,TCF12,TCF4,TCF7L2,TEAD4,ZBTB33
progressive,-0.356397896639626,0.121236365774581,0.235299539316777,0.394176492579668,0.126009834575669,-0.10293319781721,0.35622092109564,-0.390438898980993,0.40208843593603,0.0066373947138942,0.446739852772333,-0.410729388643306,0.0012323342925258,0.442877239752676,-0.0606311719180416,-0.386271043738682,0.399652992670168,-0.382349980080645,-0.477342009222303,-0.308763873617065,-0.247929748093535,-0.0290710744501656,0.0979356682356626,-0.425181308982927,-0.0083470758865289,-0.446902215656723,0.192992642531077,0.0491748467954295,0.287166362735406,0.368916075026153,0.433875841442053,-0.0011186802734523
progressive,-0.0283116533688259,-0.391135177172591,-0.268323002954314,0.194511767259005,-0.0458635549207913,-0.153635539291626,0.116648704418795,0.0937936319266213,0.120228269602486,-0.0434872049248954,0.333191341766334,-0.0188333257269676,0.323225711973418,-0.267652210487118,-0.392046612677346,-0.035609153482805,-0.155644908655244,-0.380579971937656,0.162701765731664,-0.127640075159306,0.0582085427475722,0.242700535530211,-0.0126307514338823,-0.186591603285342,0.242826873124929,-0.0663452854550386,0.365488645444732,-0.19724607377327,0.0825345458068257,0.0192785153464519,-0.368334249363868,-0.273529916679499
progressive,-0.0381469997090581,0.138344431216125,0.128538297456843,0.0611840615320556,-0.0608299071101971,-0.327895765247169,-0.0148250524768126,-0.0345728123706638,0.19938269201927,0.0140240465440668,0.326504215601503,-0.0575534906230809,0.0592325027664011,0.0702101965337806,0.0550500444705965,-0.176557888568623,0.180890833208622,0.0561806834385495,-0.232882342302794,-0.0958612850299575,-0.226385268150437,-0.0656650716150189,-0.23941971274659,-0.0968477632343491,0.0230059805749491,-0.0206527083923067,-0.0150678454420955,-0.0129209746126995,-0.0445539538607917,0.17401734796181,0.132805331108518,0.172981436516175
progressive,-0.243517314788554,-0.10279325529332,0.375214449301151,-0.315766832508035,0.438740801035216,-0.535115496648124,-0.28353426094421,0.0953605147580559,0.0690765568898116,0.0610990311964874,-0.0764080444260024,0.197820295500079,-0.442687466846937,0.281842675514033,-0.165185463380151,0.417446304811544,0.239572850128987,0.144075863937397,-0.119916017897547,-0.354005247723439,0.101571615847974,-0.108468926121833,-0.0577422741619784,0.061752773386159,-0.0720365562486025,0.208434801473627,0.0472389263721958,0.228617715859642,0.375360275631339,0.0874462721891527,-0.0039268554423371,0.168371080834704
progressive,-0.0520724733675904,-0.142473384381214,0.291399367692736,-0.123309165558197,0.106790512296607,-0.193513441919955,-0.192416500101803,0.142537910370517,-0.225840962560801,-0.359732390364705,0.0334244624589986,-0.0513626874852565,0.0094207944382505,0.0439421987154016,0.0850452539014674,0.106467882350092,-0.0149055035290129,0.114404579034372,-0.150151977108281,-0.148409775397098,0.533500879557915,-0.393866638706037,0.0211645244914122,0.0147119255611036,0.259523528977012,-0.0991119195695401,-0.245456863308939,-0.358570922557249,-0.162476441065171,-0.0441357766833108,0.223259922988678,0.369604866728077
stable,-0.028014082827491,0.161530238445521,0.0552528435701928,-0.184199098225271,-0.14864529352893,0.142274366216043,-0.0989423902709215,-0.16838684623287,-0.101788079058107,-0.0003980182999067,0.191167595388037,-0.0177368938896008,0.135187470877626,-0.169451706613697,0.200605407381712,-0.0644382070977223,0.0623933590248076,-0.136914317567773,-0.181503680072015,0.175494817686324,0.0474172812336513,-0.230915133719631,-0.324012621382137,-0.117796783171798,0.074982618445141,-0.229964487285733,0.10127848132565,0.201796931081341,0.0484865324717784,-0.0875036904344716,-0.138751658890431,-0.260579662320259
stable,-0.013957993755165,0.0507434999775316,0.037934950176599,0.0152175597912715,0.0438123684380633,-0.116365646118906,-0.0267836780749741,-0.02022075979266,0.0478376286950406,-0.0978687938483777,0.248121707917889,-0.178143537721272,0.213116005119139,-0.0756562158080452,0.0161169828888592,-0.0439418513336097,-0.0545151216488207,-0.0350432317681683,-0.116817941759874,-0.0538496185258708,0.0242386653257576,-0.0140281617965035,-0.15326998082601,-0.0476904547069187,0.0657778277560387,-0.038605860015482,0.120559508451417,-0.0239930573034408,-0.0251031833013651,0.160467949698886,0.157834044178886,-0.165020722556725
stable,0.0542973649303459,0.14105547074743,0.0842323552205825,-0.0612314724451307,-0.0239348417695984,-0.0340944787510152,-0.0405478468712293,0.0194890141269889,-0.0963893436897616,-0.0670647881601261,0.222744244639287,-0.197099176163441,0.0669761582321283,-0.0512799003497468,-0.0150536373407831,-0.150428698639006,-0.0490222773060351,-0.0634801206076026,-0.0928764751871552,0.0223064364607534,-0.104914552431422,0.026062436162565,0.043611209518221,-0.0846321778476903,0.056817544910906,-0.088246174455087,-0.11749028933828,0.061297819909361,0.004127921637108,0.118374041370797,0.0333285904771652,0.0838732409407421
stable,0.0916083824734346,0.0505336526338536,-0.118044939631496,0.0693590697761164,0.0060298611292183,-0.0669665993129896,-0.0128100435823888,-0.22997657422662,0.108198670894055,0.0488154718323056,0.0774872700187489,0.130271886624459,0.220273159661319,-0.123937786539008,0.24349190413058,-0.118904760026075,-0.0030821461479627,0.139371540160338,0.125678428688377,-0.0602021398032938,0.0367654079534318,0.0091414316428263,-0.100681419312147,-0.0495566963103903,0.359223212629801,0.0991478707896854,-0.128513050783355,-0.0037754156484501,0.0404154892810421,-0.14832687953647,-0.014396376272229,-0.186405153270024
stable,-0.0353143461852123,0.0009655257332413,0.181479132631913,-0.139717674424531,0.0859068611835904,-0.0438944805060548,0.19867674956034,-0.151028222329566,-0.10422646778438,-0.0826823080095103,0.219202352660841,-0.203131257963847,0.0672236526941491,0.0696736821742273,0.14958034166002,-0.127602687935628,-0.0405407493984596,0.0189518985911527,-0.084687149537664,0.0429222465853888,-0.0008183082146248,-0.0198370167264798,0.0293211246283834,-0.161960664156922,0.155720599433103,0.106700429176352,-0.108509826757377,0.195702031042237,0.0457664274022555,0.0637311346278089,0.236276593331364,-0.112232598824508
