group,ASCL1,ASCL2,ATF2,BACH2,BATF,CDX2,CEBPD,CLOCK,E2F2,EGR1,EGR2,ELK1,ESR1,ESR2,ESRRA,ETV5,FOXA2,GATA4,GTF2B,GTF2I,HIF1A,HINFP,HNF1B,HOXA4,IRF2,KLF1,MAFK,MAX,MNT,MXI1,MYOD1,NFIC,NFYA,NKX2-1,POU2F2,PPARG,RARA,REST,RFX5,RUNX3,SP2,SPDEF,SPI1,STAT1,STAT5B,TAL1,TCF4,TCF7L2,TFDP1,XBP1,ZBTB33,ZKSCAN1,ZNF76
progressive,0.403246174734099,-0.0962545840398407,0.44262945884395,-0.301597379817587,-0.0424186168674727,-0.224015795367562,0.0653341118251958,-0.358964535255477,-0.402073864587627,0.154185715710357,0.12842816074889,0.412434551557797,-0.164125004708957,0.440021860869501,-0.403984413285796,0.436249873763083,-0.484959360348987,0.419729805915234,0.440354543478635,-0.156481225713381,0.438299832316508,-0.0431346765785609,0.485829087741437,-0.286962513421497,0.221091356812985,-0.443652853917762,-0.547383291445712,0.253500979754229,-0.416794277940352,-0.170445974282501,-0.500880599500395,0.040660151647765,-0.264067613101482,-0.0196821368375217,-0.470897975402928,-0.45127603827563,-0.0378592809194377,0.456893621761291,-0.360296849894913,0.0867588718534189,-0.443355023772442,-0.422836427803384,0.454672569294597,0.0617189608059408,0.0784513118424752,0.328430608548587,0.382630942388102,0.431964604916858,0.11535848681863,0.0815991230060422,0.110262106087278,-0.269853122094611,-0.454821484367257
progressive,-0.054013141749373,-0.13871316733549,-0.0995533460813129,-0.254625416487386,0.154893044017967,0.424181015177156,-0.277487966706231,-0.281629052503251,-0.117426636303747,-0.335140333394162,0.27175325256918,0.0110526783214594,0.042141637816738,0.0089043616641815,-0.237330293452771,0.153918670889256,0.018636353516003,0.0938215668030839,0.135103290985147,-0.313155305962921,-0.175809782838211,0.0754288065692586,-0.0501273886698158,0.140650174157626,0.21739379747888,0.0562289601595434,-0.170987809794622,-0.0029759468449176,0.2216992353699,0.0672640293280743,0.142898276014832,-0.249545175867512,-0.116986407480535,0.0153903996595149,-0.065688010140973,-0.261897996646859,0.0258355622049408,0.146734136494425,0.22049887811194,0.003210735550631,-0.0846178495391177,-0.215092868162888,0.163313153976614,0.0346489432456584,0.196327380858743,0.0184573271278965,0.087731734748642,0.0113901870859224,0.0105097294394971,-0.291076363049395,-0.132100930410836,0.147150886447067,0.164176002470111
progressive,-0.155341063848818,-0.204002992930954,0.0605347643541507,-0.0016307035062013,0.0874021042517452,-0.226264159924138,-0.0836504750281445,-0.199257082367706,-0.152713874219451,0.0947352142329632,0.0496359112080136,-0.0528254726885332,0.19384745593849,-0.182493276982356,-0.0777543517116061,-0.183716931834904,0.0727718450687597,0.0517552403580378,0.190998799606081,-0.28161950765917,-0.151139962895596,0.0814366442949133,0.0782062563057998,0.221358896731443,0.0322740012731136,-0.224643872119384,0.0713209454598108,-0.0613320596905082,-0.0156390616830454,-0.34118789258923,-0.21658500822562,-0.098855878601284,0.129931389964763,-0.166723904990688,0.0375965007398554,-0.0952280213627686,0.177959861934042,0.259736955214958,0.244302482236989,0.0154821419181706,-0.267038285902708,-0.0542203403853152,0.102571547045434,0.126967400646251,-0.0665643911140613,-0.0547818759392712,0.0304344515488352,0.0152399198392505,0.0373502492289884,0.0623465642169081,-0.233161863174039,-0.128083857403608,-0.475114046180728
progressive,0.0333277976134906,-0.0325932306085285,0.208084373600186,0.0766504700830021,-0.0412369785342727,-0.0841736920689736,0.129741746953063,-0.166264938103983,-0.0091644947634549,-0.181015823059928,0.13696724465552,-0.148466439118608,-0.0102254758465248,-0.284872879487363,0.0413847580422717,-0.129742829586822,0.0021252100674143,0.0184020673055908,0.201707660764185,0.0419699215885975,0.135886234847923,0.116004748511705,-0.0342025656901441,0.0625951773167228,0.421954342004377,0.169109016986865,-0.0673208736714163,-0.124834709443866,-0.190855339971642,-0.10792559409088,-0.034631288658405,-0.145948774313834,-0.167486690300151,-0.237076764328827,0.0575701327278774,0.10752123038218,0.414714770063063,0.212391090690443,-0.031584215945854,-0.161969588668188,-0.0155569057889505,0.0723789385898879,-0.022211855500818,0.0065548060892307,-0.0028641076074093,-0.0864179918497937,0.0226963341076279,0.0156289009338731,0.103674091322293,-0.0416413422429733,-0.0744586780394564,0.0295818848099993,0.11216897710628
progressive,-0.299642598772021,0.30712747789081,0.320798207520995,-0.135841277230255,-0.006000274996054,-0.217556362485796,-0.427751562863031,-0.0459608692996721,-0.131820474397848,-0.250588804216651,0.330200700298317,0.198565801415811,-0.412163219574313,-0.127490379039871,0.0465175958456977,0.055177786561652,-0.0338366022973359,-0.0401461698189598,0.360511367804157,-0.532168719495395,0.0518992857906122,-0.219721410164785,-0.203143330794244,-0.13231534243876,-0.163120877985512,-0.154584404279785,-0.252630134885411,0.401214264169143,-0.102746976994287,-0.136583579291623,-0.47804252752068,0.122974708166552,-0.228319742375625,-0.454412578567148,-0.0010515945869373,-0.151800771549657,-0.012309842517678,0.236546923555782,-0.0544973430053985,0.560685490352931,-0.232897271754058,0.275146630746893,0.322653962674414,0.168935577466224,-0.0227639298819372,-0.392368497937846,-0.406534095608943,-0.0486826435246863,-0.358593754145624,0.4200811082289,-0.0861070391186319,-0.4200811082289,0.415627295860695
stable,-0.0069089491566733,-0.402950306489348,-0.0796305441576298,0.0174678750863762,-0.322797469231721,-0.151560741856341,-0.0697035110431312,-0.166407813125263,-0.0314607915431998,-0.154475652467968,-0.0275571238123419,0.21272004386007,-0.0909690689777262,0.0416310225598794,0.0254951630686235,0.120614812923972,-0.0483672128434303,-0.255734794203189,0.175956845206417,-0.217738937644013,0.0865693156829851,0.42013737937364,-0.149906654720657,0.258080167861401,0.376258332604831,0.0126858030416128,0.0734465697547742,0.136379097750892,0.0519020672403862,-0.345074728431148,-0.0756592991401626,-0.204456687228761,-0.280626330439045,-0.0486654365302501,-0.139736875558048,-0.159976473721572,0.0145861004399508,0.120359414961876,0.268014531053051,0.132282438125735,-0.120612152005554,0.0100427579626669,0.0326541381445498,0.21567898514061,-0.155392514583911,-0.059129824547111,-0.0609320194060473,-0.0995605720765527,0.045388339777761,0.0353676724585622,-0.106039607187731,-0.0711997504900339,0.0059551856249368
stable,0.302532669057739,0.0502600319846605,0.107157191608183,-0.105050350506053,0.099018448241974,-0.133490007271434,-0.177118269299508,-0.113189170961216,0.0183238515504423,0.172064278956435,0.132428608013671,-0.1255018571761,-0.0240249651145856,-0.399811373794668,-0.23117897941947,0.128325856813653,0.0751315108988251,-0.095482879018134,0.0376696713588773,0.0494450475671077,0.186200812724751,0.0346941919274825,-0.25789862745193,0.339474505061118,0.337041924585514,-0.152729482868366,-0.0920093278574724,-0.0630102751002286,-0.0579555138676187,-0.291286007437835,-0.208928717650391,-0.0672012546076511,0.32961259231489,-0.0174382921958605,-0.194098421844071,0.273980423875612,0.0335407484591099,0.144862285341244,0.331051843078768,0.0755866826254086,-0.0085078838205651,-0.230983366199687,-0.316464724376608,-0.141642395382432,0.13221125570897,-0.0375508001924124,-0.156529235936223,0.0734527447560849,-0.0640815802885309,0.0033123581586655,-0.467560268328757,-0.110654717433417,-0.16351283987708
stable,0.281408192011035,-0.155563701396915,0.039061576518314,-0.0047210100509326,0.147549336403267,-0.162758090296419,-0.0783295106055288,-0.024032001730514,-0.230515640800229,0.144673549895416,-0.431084497407319,-0.131415752088489,0.0364070310236883,-0.117331021794962,0.0521391783386004,0.0640280921536407,-0.139291659450231,-0.0853103082124161,0.144710157621829,-0.331425323986496,-0.0813223771272728,0.193933059088516,-0.160559477394388,0.429929366484617,-0.0898180274129304,-0.0993387633709582,0.30849331047968,-0.200006960361969,-0.0040068820546245,-0.334660855361354,-0.0718328640470124,-0.26441645233189,-0.404876739492843,-0.421287978621461,0.288940347275136,0.0444452002838792,0.120996462845786,0.189101832972393,0.232026033067889,-0.0882628461466663,-0.0139298638953625,-0.0678195340405765,-0.0355340615478131,0.434921629619455,-0.0501908568993527,-0.40501013582924,-0.0139431526849378,-0.0502395978684211,0.226161378230636,-0.0331252084392311,-0.204073907745474,0.358943518329666,0.0013625284838296
stable,0.067974560992298,-0.0710654694586469,-0.0647364250161272,-0.0581812695419179,0.334711258373609,-0.264658670720541,-0.406507323976937,-0.112944361791226,-0.0715889691946778,0.308801607054713,-0.0297370232993208,0.0977380961088856,0.0491078173923274,0.0577708796492262,-0.0943512114530497,-0.13448021519103,0.174753512754135,0.179821072776705,0.0463652568200662,-0.0506498489933547,-0.0064853989714007,0.0503787547963026,-0.0780485082787445,0.243788220472139,0.187243621026492,-0.0187439634626284,-0.283760978336227,0.163220003003159,0.0173526363310645,-0.331018618579295,0.214041744188793,-0.415566868287961,-0.124245784486128,-0.0054408985640814,-0.130858527104401,0.165316392357036,-0.122128642029391,0.224862042593295,0.08821568154558,0.202759879391874,-0.136921040859398,-0.0979651850354743,-0.0493249100599466,-0.287844993400194,0.1528270446696,-0.241490819388985,0.1076765506243,-0.112474211654695,0.304675216545115,0.050862595461422,-0.178882402328475,0.132314395299311,-0.308976541586679
stable,0.0827348367015422,0.0981950806369537,0.0278181007236242,0.163953468497226,-0.0157204611628331,-0.0555111916846155,0.0918571208359535,-0.171168430683617,-0.166811726171266,0.0175944647563961,-0.16188852172192,-0.159949639643953,0.139709486556728,-0.115213551044003,0.0046123503560479,0.0571434394081077,-0.181633295053564,-0.0542931816555864,0.0727135723753696,-0.309894278538446,-0.021257725522159,0.280678477240911,0.211602759287141,0.093762157092111,0.179255999694126,-0.0188692654370855,-0.0981813664857788,0.0326113723817106,0.0272660182276081,-0.291710896482558,-0.13226279037997,-0.125502065495636,-0.0477359712582384,0.0689167744581021,-0.358991203478345,-0.164774910988114,0.0794943410191139,-0.126000346321658,0.0393947783622193,0.197724214120571,0.174569715997449,-0.0693487702201122,0.0282836785737678,0.0340522373673322,0.45767058705647,-0.0167647586103133,-0.0905700125836969,0.106311396618194,0.180017135084334,-0.0400047064446014,-0.0766534897677189,0.121087603308144,0.117286497740828
