group,ARID3A,ARNTL,ASCL1,ASCL2,BATF,DUX4,E2F4,ELK3,ELK4,ETV6,FOS,FOXM1,GATA1,GATA4,GMEB1,HEY1,HOXA4,HOXB13,HSF1,IRF2,MYC,NFYB,NRF1,OTX2,PBX1,PBX3,PRDM14,RBPJ,RUNX1,RUNX2,RXRG,SOX17,SPDEF,SREBF1,STAT4,STAT5A,TP63,ZEB1,ZKSCAN1,ZNF384
progressive,-0.290690948139778,0.103852000913483,0.27024657984121,-0.215789066695461,-0.282461272354936,-0.0203950691225411,0.211304484982834,-0.189737738776708,0.265610813988765,0.0996960803743716,0.196596897467989,0.0863507934237506,0.24644822426691,-0.0796329590370817,0.377375332654648,0.207723721497376,0.110870560273919,0.233066784587202,0.0785533070820813,-0.0864214555760566,0.229901777486242,-0.22639167615309,-0.0288515211171102,0.0810659217536118,-0.363944593798913,0.0489442219600165,0.362529707446926,-0.0475704182547192,-0.14709723812473,-0.0129656832952099,-0.237451124641907,-0.403347781891757,-0.377623471840653,0.316781715399354,-0.0768475555915328,0.189307192639402,0.36439485960663,-0.222161806849938,-0.407341015149978,-0.0149738030653932
progressive,-0.280553951895735,-0.129139939785856,0.0825561394052203,0.174821023785076,-0.0839495942221726,-0.135540744195031,-0.166754132094763,-0.13135432124497,0.183557379637446,0.218442218054887,-0.427563435084204,-0.0515002724847962,0.0308014099538502,-0.0809021691224899,0.0684701287555937,-0.238941150112096,0.401169583301366,0.198482492426846,0.373954804876367,0.285643091227213,0.0158762971644501,0.160541141160917,-0.150381037995573,0.253145301496204,-0.202359931917496,0.134116996882058,0.217530413924664,0.376466052796483,-0.212204993124225,0.3620044151962,0.258013305606731,0.159674775774724,0.103557926896373,-0.135474100703785,0.139463622429712,0.168683764091281,0.196876990137749,0.0968117880325628,0.178025969864066,0.0454387440310536
progressive,-0.13063516103414,-0.0020563657895552,-0.0666504532344185,-0.128898436792494,0.0618134538823064,0.0267898507127908,0.0803311269789534,-0.217795275518718,0.29101426185157,0.255949134719456,0.0429031624228857,0.201821100071358,-0.23855346078383,-0.0105982167523478,0.197377726193053,-0.378723561729538,-0.0147255901764789,-0.0542444721775472,0.137813461128112,-0.0741845734034145,0.168878962997147,-0.146617315899686,-0.383301811016207,0.165478723738958,-0.131091769682559,0.218208578392711,0.0619117634131588,0.0471532484529035,-0.397815597995405,0.0812915235541914,0.265480201127051,0.229961796559935,-0.0484239126964345,0.162797174408049,-0.060290469589929,0.165130728141962,-0.242602124607215,0.0610595150688664,-0.0587839864244795,0.172994173618801
progressive,-0.126181409078973,0.0867119513788229,-0.238797464951019,-0.0352509970600534,0.244457442605283,0.0487458056179556,0.401016799384198,-0.126997320833578,0.153895065848327,0.0631330860146752,-0.170765627262247,0.0344985208037956,-0.104546076138328,0.0400671732147498,-0.198416942248743,0.008413953254929,0.210662180860752,0.050534577299801,0.113895156136136,0.149775586459963,-0.0009247364457354,-0.0035037175682003,-0.0132093488153393,-0.276633458568725,0.0135276200225647,0.0147219573362761,-0.0784478371458521,-0.0647140517536587,-0.0445831244677853,-0.0081022443406362,0.258507858631469,-0.254263148819643,0.211156540261666,-0.239239326008472,0.143841633075767,-0.0949973930638242,0.0161066011450296,0.0061860548043518,-0.0837326703874766,0.0457719932040531
progressive,-0.388482866367423,-0.216034066781689,0.415542315900078,-0.374164696101892,0.0543081259851195,0.442790992352542,0.0896304843494249,0.221143193616526,-0.354232793882034,0.407090180148619,-0.0872966856717833,0.475842627679142,-0.362937232193238,-0.386779824089144,-0.137189516861365,-0.330264050706255,0.170367303467837,0.396682699559137,-0.235145985682376,-0.361171114275022,0.454144607541069,0.369118644906991,0.120537547918192,-0.370632460265461,-0.107480890451386,-0.0831967690759264,0.269522209447637,0.406585575029129,-0.0546865798247371,0.0669232539723714,0.40860399550709,0.0541188990653107,0.0146335484652122,0.0172196497025989,0.466381281688703,0.557210203196917,0.0121735985076981,0.429860486165609,-0.200265156797624,-0.490350024864482
stable,-0.0527539618954808,-0.046097441848269,-0.0228200148579174,-0.152037534046226,-0.0141552104139692,-0.0835212648112692,0.186987419759768,-0.0769206043300594,-0.0585552725087674,0.267166707399104,0.139558371394603,-0.143186531048938,-0.0864675309400121,0.228581047188429,0.0746719829770792,0.198684861426109,0.145890843371254,0.0376497125805113,-0.0508965139738868,0.162326334107917,0.150686003762558,-0.0090337592244316,-0.149795014998775,-0.05718355767604,0.0367301942344663,0.358725543096208,-0.065699664059604,0.0092452015032102,-0.119334809304854,0.11968394463148,0.0720572232923217,0.0043779087311587,0.0911470604649983,-0.162168247885179,0.105659073204849,0.0966306860955419,0.160790326434007,0.0324160206943947,-0.103892899083912,0.0834541916069008
stable,-0.130093210495522,0.357069104654499,0.174581051491282,-0.0058801062435218,0.0774117911140112,0.025787961250658,0.0063121005303359,-0.408310582509889,0.186281409348225,0.393951740644196,0.0121879877716043,-0.0907539717263991,-0.172253818304321,-0.0788084780095508,0.102558030292937,-0.0072265594112956,-0.0246532467941102,-0.0346110778605109,0.19819981470481,0.0151018199915095,0.078339143581297,0.193390585865048,-0.298643020830781,0.0307672513681706,-0.0932843873302965,0.0547411205096878,-0.0735127627230273,0.114542480778256,-0.146892488870323,0.119379468287051,-0.181151970066402,-0.142343497552738,0.037826549026576,-0.362133918284981,0.258603427687581,0.0431542419843853,-0.0209396179227137,0.0824537353864844,-0.0049385984322267,-0.0085698976147889
stable,-0.0035579718247408,0.151687346585964,0.168799865404802,-0.0404201696568275,-0.107828206597163,0.0903942156733347,-0.150604331210169,-0.142589307255274,0.0352910088370654,0.17931261872212,-0.0380087264374604,0.103346180014081,0.127665308031893,0.0428339801229177,0.0282054843079749,-0.0120904048958926,0.0966192460185974,0.104718283559694,-0.293196597523848,0.21040027326034,0.135218742548262,-0.0616272914600546,0.0378310172259612,0.0435970621040921,-0.0404502810351447,0.196897355917272,-0.0608814193625567,0.0198644668068488,-0.0356441073582752,-0.172617973971939,0.047011862847023,-0.0763020669484329,-0.17134891667618,0.156739311490087,-0.0457853449748775,0.0063881573169478,0.0934250726702545,0.289753011060764,0.0982240499170859,0.0718953188111433
stable,0.132475715047219,-0.199200112320418,0.134869022919503,-0.0775560934529493,0.196573524190222,-0.100326630510945,-0.190202305467461,0.0424520121314245,0.148215151076254,0.225198657852364,-0.0230136934144169,0.0924405090914305,0.0144662139498459,-0.0231626295206844,-0.0691612962009773,0.11512726958965,0.142430481790294,-0.0521445514313005,0.0769765821553155,-0.161894796214875,0.0778499925224055,-0.030636338688621,-0.201347879950434,0.0790888185343698,-0.191639561596617,-0.0159847492345565,0.0142115922376828,-0.0338284753564883,-0.0845869674451623,-0.145127791867293,-0.0104330196513873,-0.156412766913145,0.0431075807394236,-0.102048704239663,0.0739140834701902,0.0089627296754905,-0.090907443454889,-0.056010646683703,-0.0786926394102284,-0.0281384803941775
stable,0.0250665476719547,0.129795592446727,0.114128804775469,0.20960298979761,0.157122436881634,0.246223033708145,-0.11993520411938,-0.0241763673408898,0.153657059185066,0.196799177268784,-0.0489694801538705,0.137253174249385,0.0421617428647395,-0.0864284008812451,0.072689264606507,0.0135892711704584,0.170624271417632,0.142066694291997,0.005892364909862,0.0072177976358102,0.0361440613063295,0.0370061993939556,-0.169573744619166,0.135523381567227,-0.153375349565733,0.0327921397684622,0.0128418764264772,0.208494723560194,-0.0677712067580264,-0.0779795027875792,0.156216074796978,-0.238023297843067,-0.118506428830726,-0.110079320939338,-0.12552719522821,-0.0448753126118009,0.152953704554551,-0.0042818207186553,-0.124035347877264,-0.0025806219306267
stable,0.0271841717757931,-0.261982397148906,0.214637852530545,-0.153019237054936,0.373468977659013,-0.120771402911255,-0.0520999072035612,-0.242117304030386,0.35244253332457,0.151516418169716,0.205160770431376,-0.0455284840303849,-0.10684260120028,0.114266125437447,0.0593021854807716,0.0368943794504661,0.136673456283131,-0.0895173698858145,-0.069530534467164,-0.0260921975146675,0.13593634989764,-0.0555994518700042,-0.184560566702777,-0.0642005786371631,-0.123429680723086,0.292931931868633,-0.131247513159506,0.173511858985137,-0.188969899846309,-0.0856260830170773,0.0307167892919204,-0.215963427551796,0.122450990475822,-0.136837014829988,0.0270527357093757,0.0415991823918957,0.293804370834441,-0.0604734205368301,0.0862868747522912,0.0210734876120109
stable,-0.0057859564045061,0.0254970690810512,-0.0174442267717945,0.0633360725324108,-0.0143857299161787,-0.0434090659601752,0.135092006996752,-0.159783072200559,-0.0530235407815933,0.0630841963207718,-0.241837145489338,0.023381308903284,-0.102009865713774,-0.0305489862402095,-0.319379036358185,-0.0880703165153554,0.174032069316133,-0.0071676773369254,-0.173089332638285,0.0546787273152207,0.027188237930627,-0.0405376771474912,0.284476189888217,-0.272407721119117,0.0304842180715023,0.246594007657719,0.173780193104494,0.0828672736292137,0.0031304614875126,-0.0474678711991571,-0.0927480175886502,-0.0055556695824362,-0.067546003498376,0.0015904183649202,-0.105593704382236,-0.039242313773348,-0.0192937178115434,0.0844576919941339,0.0054980978769187,-0.0528724150546099
