group,AHR,ARID3A,ATF2,ATF3,BACH1,E2F1,E2F7,ELF1,ELK4,ETV6,FOSL2,FOXG1,GATA1,GATA3,GLIS1,HIF1A,IRF3,JUN,JUND,KLF1,KLF9,KMT2A,MAFF,MZF1,NFE2,RXRG,SIX5,SOX17,SP4,STAT2,STAT3,STAT4,STAT5B,TAL1,TCF3,ZNF143
progressive,0.351213499998879,-0.266657812441093,0.0955645487057586,0.14153294639594,0.008012376049614,0.216405925437743,-0.227842156806603,0.0694085124770207,0.36224682890759,0.103249056761486,0.100332499681537,0.288169867681791,0.0419246924322433,-0.183075941760674,-0.0825819548582672,0.0571126471142376,0.0635884477895161,0.0399998952542009,0.217231304566632,-0.27402097723913,0.0877625953984899,0.147325280954609,-0.247119489899913,-0.0031351357425403,0.0959185156444325,-0.181317525355648,-0.0324083646892775,-0.131444073051709,0.0671672655934357,-0.27012244736157,-0.12038790756631,-0.0100725615037391,0.17047993853284,0.122435043548041,0.19562627183513,-0.228400021751426
progressive,-0.0631483984575807,-0.0500624731819418,-0.297707837607897,-0.0250357929716379,0.26163041548655,0.229699299772177,-0.291061597008292,0.091498198967687,0.0090945358113423,0.305766556214273,-0.216106097448945,0.0591752345159522,-0.0337567055682858,0.146275007346424,-0.220076223803462,-0.156095526477375,-0.25538209879853,0.028076417670086,0.00468092173857,-0.014899364781107,0.161551032929336,-0.0370403372356409,-0.214310883466145,-0.068643393541989,-0.0728838651494151,0.0732514131898869,-0.123638908192742,0.0559888056361599,-0.0097931808469498,0.115771557574379,-0.0093253924318039,0.119841924303571,0.0088788671264374,0.0810580120660225,0.0562105494952875,0.0747519812228873
progressive,0.0658108543722399,-0.0411703842274396,0.118243112433149,-0.0691952492755679,0.189700864185512,-0.0069961972850142,-0.163110499180171,0.0134118375684134,0.127911425255362,0.18807165425603,-0.111268506431941,-0.0457607843643566,-0.0794198094884927,-0.053200457298765,-0.0246468387968582,-0.0877931889477728,-0.0475304153050654,0.0318327753133032,0.0259422381587226,-0.039282078892287,-0.109369871453816,0.0101612620247889,-0.0845520887157465,0.107407083956182,0.140587838844071,0.178553936755038,0.1378803850546,0.0562870788851442,-0.0108946666757923,-0.129159603392213,0.016078671784394,0.069937430239773,0.0351489790397191,-0.0050103428402925,0.0628149472444409,-0.367263388214716
progressive,0.0538140400700486,-0.368169664646024,0.378837844434293,0.0421573136776084,0.383761915276059,-0.358404953880779,-0.535468415764836,-0.0165928727618528,0.368909016270576,-0.0048175866434264,-0.253218874763424,0.0806003048286055,-0.0206776944321706,0.230253416729817,0.230883539717929,-0.0318782952121364,-0.0745471721518701,-0.116270315721816,0.383121912310782,0.423354825991597,-0.0497533694550242,-0.151580256336106,0.103520754077347,-0.365555861798127,-0.394314828664064,0.151463343272981,0.134019694699654,-0.280292207747401,0.165730030299977,0.0958796895150658,0.441032300691175,0.184342809504556,-0.225534080970426,0.105571947114431,0.0638131258491644,-0.397386403787296
progressive,-0.0829830719070581,-0.504919102922291,0.257171623760746,-0.433257654392796,-0.345088140491547,0.0032257139232164,0.023971481899981,0.469562748352134,0.267481258456516,0.450461461983284,-0.376839285382814,-0.547991871191122,-0.461150592434726,-0.375131554482288,-0.486134063016501,0.51579798125157,0.505994340896696,-0.447362246645291,0.0433890147318917,-0.232630898227256,0.0175200540535481,-0.389172897442171,-0.35337379782373,-0.164448160791426,-0.240410561218543,0.378294019112892,0.423643761915759,0.403593736157727,0.40884342744453,0.452738436517319,0.0107523797440548,0.466969527355038,0.247367983405872,-0.0577466041548354,0.369945112488097,0.223775997261564
stable,-0.0207310260405141,-0.0087328501796739,-0.0945245991717832,-0.148567907936304,-0.0197842961182808,-0.276110770113716,0.0999525069533997,-0.0451596123242196,-0.0286580231344367,0.186237037795537,-0.0923505861609254,-0.0510891752653126,-0.158443327197337,0.0101665682028245,-0.165858490923886,0.0845162368568344,0.244011625379154,0.13105209947654,0.126876633225632,0.0140386194665267,0.110683365441221,-0.126523423313637,-0.113231257955494,0.202162175046785,0.0967084772149103,0.114871776284736,0.0975620373879327,-0.199372145576439,0.0529519960942123,-0.0408051140062004,-0.0061712301337239,-0.103628301490473,0.0312986156344797,0.0501419755796379,0.216134349084322,-0.0810444240452043
stable,0.0786915133213978,0.028421787963172,0.0228467166215747,-0.0774295078514831,0.0718017435031949,-0.0657052740644248,-0.0776032276205206,0.0486305509876999,0.051398366579333,0.0515774989230758,-0.196826647429969,0.002736136110269,0.0014066724482539,-0.170920751544568,-0.0882008101036429,0.0239362758694414,-0.112064453996339,0.125986312508822,0.107278623603145,-0.0373504667132322,0.0601465200436305,0.0063708392183221,-0.0973950631993587,0.0350710961904185,0.0074346091396512,-0.0084667393779599,-0.0215125169566924,-0.0873402107254835,-0.0337865250597836,-0.0943170593190938,0.0273146378475127,0.173243303269995,0.0739200103318359,0.126722382870414,0.0798714944055195,-0.089727156170567
stable,-0.0113139981523337,0.031876190077001,0.0537516122290549,-0.0374433860669864,0.0852647797004474,0.0512620830247573,-0.0884853788975011,0.123123960486269,0.0510739513936692,0.206210747437849,-0.0568823368975357,-0.0315587239030724,0.0325769208674779,-0.173618061615968,0.0561074250904968,0.0347198354020935,0.100036422905006,-0.0139872295594431,0.0857452059695071,-0.0805677282254403,-0.112970377285791,-0.129840926511769,-0.0741812547032619,-0.0475948259957176,-0.0280458776963081,-0.0436530158559419,0.148051592118488,-0.127873736446242,0.049201374868688,-0.0407246160403377,0.0943731130842519,0.0902812024798245,-0.188323692050732,-0.352363091205175,0.1150738794344,0.11217648561673
stable,-0.082801863449496,0.216076914164876,-0.0945199868267822,0.0085121451180063,0.0504988928167035,-0.123584509030838,-0.0788734239198031,-0.0185022466645153,0.0464879249396413,0.180835956914465,0.0897025636645664,-0.006364378700814,0.0127846782490258,0.0010160457192513,0.0451647655342781,-0.0393715461337001,0.0119728112689627,0.0078475213369381,0.070360602339933,0.0504436484311694,0.0732368054406676,0.0004217739720061,-0.0960468739967578,0.0514522530699202,0.100220418208392,-0.050651209479676,0.0556034740400526,-0.0572236002035725,0.0216481325615714,0.0471694602673016,-0.179940095919662,0.034200897134998,-0.031366183695236,-0.167209534619731,-0.149828523494269,-0.0836964842642162
stable,-0.201823638681085,-0.0116317522760157,0.152750657732348,-0.093488414119931,0.225091243026747,-0.201251671916337,-0.218470349632717,-0.146623561704506,0.21287750226822,0.0801015857438686,0.0486191793470794,-0.0247353304654582,0.0028617470607645,-0.255442561914084,0.0891958390820468,-0.002476184246427,0.0385691274537937,0.170655640902509,0.185645306375131,-0.138690916561697,0.102753674405773,-0.141609969626767,-0.141373183767962,0.096694817165251,0.100872780194525,0.197230229897231,-0.0276963836386112,-0.0821669706684979,0.0273704955982319,0.0161229395386768,0.113916136970859,-0.224256069510908,0.105335815540922,-0.184233884087863,0.0737182981673698,-0.0147743807537468
