group,ARID3A,ATF2,BACH1,BACH2,CLOCK,DUX4,E2F7,E2F8,EBF1,EHF,ETV6,FOS,FOXD2,FOXM1,GATA1,GLIS1,HINFP,HSF1,IRF2,KLF3,KLF4,LHX2,MAFF,MAX,MEF2A,MNT,NANOG,NKX2-1,PPARG,RBPJ,REST,RXRA,RXRG,SRF,STAT2,STAT4,TAL1,TCF3,TP73,ZNF384
progressive,-0.157159532379174,0.203501981641596,0.0561247298938391,0.0524674269461855,-0.395204137509224,0.0227653041941641,-0.0861451585727332,0.0466961225145034,0.207905213630002,0.0187060998236913,0.0808625662711992,0.219647165599084,-0.0391789583020953,0.14770841852016,0.0900098426545615,0.048025612421189,-0.09022204660581,-0.0234999799950773,-0.109540644197878,0.247772227167964,0.145867710003649,-0.0887494797926009,-0.140462939669578,-0.0371453371026308,-0.230242894710287,-0.146042939023998,0.156403957704274,0.0245899366537627,-0.10259096479449,-0.0940529709681215,0.136315316986085,-0.069644693757473,-0.15287204800054,0.125020279399177,-0.0540075131984282,0.0366421565212613,0.0400647490379886,0.237092902560815,0.0204149846735181,-0.0822499299827707
progressive,-0.375399496858474,-0.378075397314448,0.44651088472337,-0.455777264264709,-0.541527575997279,-0.0887907036127791,-0.0491707821328586,-0.469189363338615,0.547878024144734,0.541157157883218,0.383281994325684,-0.582421735789568,-0.281256992333748,0.001241641518331,-0.0724508197653384,-0.434802708974143,0.25913562256205,0.466009694247519,0.482524415444796,-0.471385201918766,0.48126499385699,-0.552243031200824,-0.537811541477023,0.0363246819372375,-0.492537557904082,0.464691005761463,-0.483022257390094,-0.0489426045745973,-0.463941279498605,0.51526641338284,0.507532083161255,0.524965441281402,0.411596754964475,0.500538589167791,0.478337209083455,0.187550099511157,0.474718964945312,-0.16131560700093,0.519723284131217,0.0087892810104296
progressive,-0.191642090114278,0.0529068415060809,0.300731037929157,-0.0233017138900758,-0.135133286934004,0.0804256566299006,-0.232111559446768,0.005838755984205,0.220218886900648,0.0283157004623297,0.153112829947016,0.156497480205877,0.0648848562163698,0.0603670217938592,-0.0905647819900266,0.0949498790050816,0.0544560591180984,0.0306746316229527,-0.0085291465853206,-0.03694463055013,-0.0557957236933455,-0.0483375406119294,-0.130594405029061,0.0026002090523002,-0.0853324853992606,-0.0905195375843603,-0.116574861338478,0.0308887167818525,-0.241703603894915,0.140531735730978,-0.0159526858179158,-0.196170525093634,0.255296590395915,-0.119332772877761,-0.123964140800399,0.0761003989900817,-0.056022406615453,0.0801414388014365,0.207256940794468,0.0352768864220801
progressive,-0.235555311193034,0.484566374063843,0.400693439190787,-0.217647476647128,-0.28855891281348,-0.0008949839278141,-0.495206678124229,0.223440947941697,0.265082168553922,-0.259098390834848,0.166990625107148,-0.365848332863951,0.0363735387819306,0.150814579024236,-0.136987457952356,0.164678673915735,0.0302353409926874,0.112417811083498,0.167419086428604,0.182799651657085,0.034208395403707,-0.0559430202800839,0.109797019751746,-0.0928445234568551,-0.104807185301229,-0.210049356715612,0.353825316696377,-0.458887512606443,0.084481915431471,-0.199248107793359,0.262116650727495,-0.317512675970288,0.193342627574653,0.096087888663059,0.0668133232478003,0.232043885794599,0.118031850606391,-0.0564726158728488,-0.0165555714666381,-0.0704106584035832
progressive,-0.498777016068047,0.125877075198401,-0.530401919233619,-0.345072516233797,0.0776926754933752,0.562836121102248,0.112866042203116,-0.214152887577893,0.137269510787574,-0.0220378262216785,0.484022878173872,-0.0758250631017075,-0.450156840138298,0.539864488684735,-0.5153365126075,-0.513468900215832,0.503134778315271,-0.206869199250389,-0.508301839265552,0.0670472848608695,-6.22537463889224e-05,0.146981095224246,-0.351733667097412,-0.460926738263582,-0.269371960624867,0.381926734096039,0.233327041465681,-0.367234849948254,0.330629647071567,0.2680646319507,0.0796225416314318,-0.289542174454878,0.505251405692494,0.115107177073118,0.452771497486633,0.596266382913099,0.0708447633905937,0.461985051952193,0.0969290831275522,-0.544907042142238
stable,0.0346253817767655,-0.108029193868897,0.0161892748183321,0.0156440453168309,-0.13978163558006,-0.0737282928680901,0.110871798163131,-0.0689247049102697,0.102054115787239,0.126665537277938,0.177975491509248,0.0161525257798627,-0.0814246714801598,-0.155382722187101,-0.0444282132379415,-0.0249837472751914,0.215807812230336,0.0905150195057483,0.316432736533944,0.0210264051810713,0.0949214938927405,-0.121195224036308,-0.110252663393129,0.0673154838572953,-0.0773907773723861,-0.111833024744148,-0.0119480184076162,0.0728709001353803,-0.122292808891645,0.0202085100298743,0.0026488829086187,-0.179292959808058,0.0922308738490181,0.0807546377649095,0.0740998551684037,-0.0245977805733725,0.0065458588536742,0.237977102328015,0.0264302444002065,0.10023605636191
stable,-0.0618786348786353,0.0259237434385974,0.0785178158533136,-0.0207932755246086,-0.150158698085314,0.0533184418696039,-0.0081793514657138,0.0233339661860878,-0.0426252702508076,0.134125765844478,0.231827560180211,0.189211481442465,0.120242708952312,-0.148053802481414,-0.125651269027437,-0.168767561639835,0.0277476525325673,-0.0136512743117312,0.0480313662181761,0.0655914976887931,0.120091968138103,0.0308029114742031,-0.0556709216338411,-0.0073734708907405,0.0322471132966801,-0.0897112795724051,0.0338316910356576,0.0124243442128991,-0.0336475087590342,0.132951598941901,-0.0038832382607782,-0.0715667634351857,-0.0286386034943862,-0.0228721219893646,-0.137769125170763,0.0823938573549288,0.0650098118068768,0.1405243887712,0.0470799468342591,-0.0593366534940454
stable,0.134423842074011,-0.0922214138269703,0.0626062574930949,0.091095676909668,0.0704693962348697,0.0456359258448124,-0.121623097433462,-0.0860620246937307,0.154700797346795,-0.0172189924454884,0.247486955079176,0.0808269026096698,-0.109176976332023,-0.056581572323346,-0.0142316401886823,0.0146438399433038,0.0721541803880509,-0.0515449897218472,0.207844675760245,0.0095324504591913,0.0470794806585717,-0.0826601049307694,0.039907209616774,-0.079069796540831,0.0630941080813719,0.0861238909937049,-0.0657266258113082,0.0157502128728158,0.0111780143320175,0.0932785328359647,0.0125997201910304,-0.0952993970484221,-0.0906872749347341,-0.0801668860088841,-0.100099204496552,0.0473855770127828,-0.0859457469946507,-0.0218169080499742,0.128911036654143,0.0697294856021355
stable,0.198960482677776,-0.119055873395852,0.119657525871607,-0.0114732569023777,-0.139576619212127,0.031224135608133,-0.062224243430797,-0.0391300019612786,0.0229400908628092,0.0371604843317357,0.165314344254027,-0.003929290105788,-0.110125326321528,0.0488154661950401,0.0679112048222811,-0.0526649124880139,0.0103986322705484,0.0336554406155332,-0.0118089109892568,-0.0724211067319315,0.0635405035682582,-0.0851720861200931,-0.0805980655313589,0.0706279985251529,0.128567143014417,-0.019467494077473,-0.138979396351507,0.0419011691899365,-0.0245139331203894,0.247251039479281,-0.001535636827038,-0.0547147168918845,-0.203796625742143,-0.17413404020959,0.145108765554631,0.0418938603249632,-0.127467269576316,0.0737928477989626,-0.0458328955840489,-0.140910708550507
stable,0.109091387740051,0.0256998097630508,0.28985090778626,0.0765590354239107,-0.210536790446484,0.198631015315173,-0.158487076387576,-0.0691664045721666,0.0620998458102837,-0.0576008708289647,0.200941591195447,0.0914786826730428,-0.011835552445656,-0.0931686611130891,0.0146736005040906,0.0496054655536563,0.262508707037655,-0.0202614726884746,0.104586263817983,0.0055880504145506,-0.23991366677741,-0.123181017103157,-0.067448889571375,-0.200996307856604,0.102904305735435,-0.0996688935204848,-0.0426988683663296,0.0329402320524874,-0.0869504779443954,0.0953169584266408,-0.180270902044375,-0.0752619653862144,0.0275557204882355,-0.180751054113294,-0.0443220996089705,-0.135256556468189,-0.173011052666775,-0.020532115196512,0.0708005969700556,-0.0737037881543958
