group,ARID3A,BACH1,CEBPB,DUX4,E2F7,EBF1,ELK3,ESR2,ETV6,FOXA1,FOXM1,FOXP1,GATA3,HNF1B,IRF2,KLF1,KLF3,MAFK,MNT,MYOD1,NANOG,NR2F2,PBX1,POU2F2,PPARG,RARG,REST,RUNX1,RXRG,SOX17,SP1,SP2,SPI1,STAT2,STAT5A,TBP,TBX21,TCF7L2,TEAD4,TFAP2A,ZNF384,ZNF76
progressive,-0.49313537377467,-0.119357211210339,0.176362382006187,-0.0822838849405197,-0.156519625459523,0.0104567015779061,0.0133377431962825,0.51809273485092,0.23993938213694,0.24837887732495,0.157937078845483,-0.343018946831969,-0.475487999576631,0.502511883602782,-0.0475984346890233,-0.510634798292693,0.502460976186002,-0.427938881447613,-0.42716890676882,-0.511670446052805,0.506664019783876,0.398880291607048,-0.449991338053871,-0.417203779934192,-0.50963892195194,-0.226199152176743,0.3159155199671,-0.437499930661551,-0.23770581922573,-0.434626843327046,-0.453276457292936,-0.480621694387509,0.406072555083955,-0.320665818295356,0.29809315152388,0.0287356459153686,-0.163635527811261,0.455148895716364,0.50099897881036,0.418996675518903,0.134055136948704,-0.483720683383973
progressive,-0.107365043845624,0.391637927118578,-0.0164262886568118,0.113084462410958,-0.142573547459475,0.417238992914392,-0.19517145425539,-0.338906666003783,0.535251638265324,0.0048481703486458,0.0586136682920946,0.447504496441727,0.230851143129287,0.0975383122587595,0.292929060282975,-0.280565633208067,-0.299407116751276,-0.377502369317208,0.185486967275332,-0.0483720566020456,-0.331693679066983,0.198031163538057,-0.367654893725185,-0.347485793851784,-0.341034408247259,-0.335119403347567,0.330751308546892,-0.319265056547288,0.324691095611085,0.0520318917979978,-0.194196486012905,-0.422991009202119,0.0667305011679755,0.418163582858632,0.248320558902678,0.196644278621696,-0.421384830516932,0.10596334178272,-0.379247829179893,-0.0682122158222071,0.0529831526060145,0.259377113652555
progressive,-0.0662324649620206,0.164089930363945,-0.0900888918736429,0.13691306599931,-0.284255472143354,0.0813851797263633,-0.312974039137251,-0.0310396791601577,0.25606575744412,0.121486258881123,0.16238523944621,0.159144041962793,-0.0182667615154497,0.155258303357358,-0.175357976300648,-0.130543914653439,0.25711490381108,0.113144208041551,-0.26204566249769,-0.27021448574703,-0.0575112543065083,-0.0541404608843902,-0.163431864194079,-0.0504740267271106,-0.195284421653706,-0.0967593384944532,-0.0423963638285199,-0.16488813742507,0.209877413392704,0.105732558233595,0.0316667217739427,-0.0677685894642045,0.155462325265572,-0.261515205536333,0.138204899100535,0.105734392138388,-0.0068128798930617,0.297082719217553,0.192392583033343,-0.288628647360212,0.118001686949143,-0.0728597384074971
progressive,-0.222254905862891,0.315700948551546,0.122109396791526,-0.0225710540152221,-0.474104552408284,0.0828445281574566,-0.043989686851447,-0.178515580068709,0.0827733843429191,0.0773387572278274,0.0746331199451865,0.165938874289625,0.103256829021635,0.104635715625535,0.160534659797542,0.349757112412872,0.157102378058022,-0.0379348594600053,-0.117905394743167,-0.170587660949482,0.270961807775963,0.0283630294506626,0.12015158418536,-0.109964441642651,0.0452501814586348,0.0743007534223089,0.0869714124831868,-0.0873694919950647,0.22588106807409,-0.257517256076032,0.365885035010741,0.0631083650726611,0.0754205896480828,0.0359678144504257,-0.0865977716862264,0.182125449803297,-0.0670994787599609,0.116053483234977,0.043745842784826,0.0369383029739262,-0.0361562640965671,0.145088305804593
progressive,-0.281159302406322,-0.410987282673078,-0.409557869774019,0.431247656807575,0.356296702187322,0.3315616441949,0.192473554277714,-0.217084315496305,0.34436421189952,-0.246294057346652,0.502096817891396,0.143997812483521,-0.0280910708858659,0.181348993019816,-0.558465404823875,0.105341515821997,-0.0367918450540545,-0.524532385567939,0.489791437282101,-0.106149444851901,0.274758018554012,0.42391414715153,0.154127999550769,0.272458528238133,0.294024018497858,0.487616243740053,-0.109878348066838,-0.0014915612859751,0.422795476187049,0.280910708858659,0.296323508813736,0.375749147291915,0.0425094966502927,0.430253282616925,0.464745637355101,0.43472796647485,-0.424411334246855,0.158229793087201,0.115098812567752,0.119573496425677,-0.521300669448326,0.147415973763881
stable,-0.0448487914670849,0.0143219591032716,-0.0557597225630634,-0.121078777673863,0.126888209240219,0.0478516752417864,-0.142804671363161,0.0596363848912111,0.239528989183763,0.111589929895729,-0.119487712935637,0.165018143699001,0.0053318643863724,-0.0935833465955518,0.142526524506932,-0.0842407774676767,0.115214839234026,0.287377984588541,-0.118914025564107,-0.263423073264261,0.0525940260493944,0.151956820374592,-0.0651127076611953,-0.0401901223622693,0.0150299417029681,-0.226050015789828,0.0776662777170607,-0.273454461629078,0.183620763200094,-0.108618395157723,-0.174554925165502,-0.269883250156863,-0.135279840734007,0.0664785144018752,0.101939786267501,0.295390141049425,0.0655830949005165,-0.0613497614355128,-0.117327359803611,-0.21342742729027,0.0401566496811524,-0.205931518675615
stable,-0.04690129954965,0.0896992579613138,0.0178684864348729,-0.047204780192274,-0.0815349642887346,0.0974764593739438,-0.184778294079194,-0.0744351257647883,0.312351322362871,0.0624891547924364,-0.0945857586580469,0.0912541543020914,-0.044652955185629,-0.0408569799884698,0.0285853821737377,-0.0215136343557978,-0.0775789925115824,-0.0619061269441178,-0.0611514854741797,-0.126265703144385,-0.0090537549901559,0.144609478108411,-0.0564943727833424,-0.0372804075808251,-0.0416367204847983,0.0242262718550584,-0.0173167740900693,-0.0313391261279843,-0.150188766327693,-0.261135243747036,-0.0760713802499334,-0.0678312067034527,-0.175475141797397,-0.0043440742146342,0.160272241900548,0.137495302834096,0.0983327013918862,0.165441009511718,0.245036316378648,-0.111816667657833,0.0290511905752764,-0.214190700828388
stable,0.0590991230381172,0.0877218158982444,0.0803558343278285,0.0902307000554045,-0.0641519747766802,0.0488939699341034,-0.0478135122871022,0.106138423823701,0.256504116467277,0.0432764754088216,0.0596349023702297,0.0483706771327971,-0.0537254653000532,-0.0972980066044275,0.275336926555764,-0.0635970929160955,0.0077837911413293,0.0264615213126942,-0.0262725227596514,-0.0691829983820988,0.0425997566898104,0.159817087928997,-0.0579021399674355,-0.003314242098395,-0.0222506484601933,0.0384429999027253,0.122690857927934,-0.154011247132132,0.0110031728788234,-0.112605375176069,-0.0195835394574438,-0.0840930110657515,0.0182848936620638,0.0203805342185306,-0.0722277783502037,0.0898425925866887,-0.13941519149265,0.0316577351978645,0.089695736075117,-0.172911801309396,0.112208065879613,-0.079389852077062
stable,0.239662747867425,0.0864909605827757,0.0829657561774264,-0.0479438947574143,-0.040391040758628,0.0498722481299247,0.307156536785742,0.127621296371255,0.364233632501821,0.0904476754520298,0.0633783726322476,-0.27078615051678,-0.133760155721729,0.135312959460507,-0.120970154968014,0.171589895515022,-0.0890439548623823,-0.23518041652884,0.167253914863157,0.0069917155181158,-0.0878816746513481,-0.0234161098751136,-0.182868735257099,-0.0295787962978096,0.222077166284357,0.154238977803789,0.262827799096239,-0.14064945854869,0.009875993540401,-0.228537472512831,-0.0263989751411784,0.0599853101090819,0.0156650977023001,0.0294791160690657,-0.0802419283479002,0.10227563084017,-0.0080650267530561,-0.191127438945829,-0.0469685149752751,-0.176451601934714,-0.0846966071668882,-0.0432428571274735
stable,0.0153166482329522,0.264828954598791,0.213606165603742,0.158865578760444,-0.200888566071793,-0.111733588093949,0.007005838639097,0.0081534337277808,0.22047641479379,0.136948088982125,0.0548414597253789,0.164930881835271,-0.329679147443279,0.298767941316293,0.0162100684563387,-0.158483342273119,0.0672397908289664,-0.0726435307526529,0.005929890751119,-0.161545839430604,0.123172076971024,0.231133160975401,-0.11611885730303,-0.284495004159135,-0.129484115646797,-0.267497790684412,-0.0514488009310203,-0.22190351367163,0.183543921239383,-0.114593985236588,0.216903708089623,-0.0093079367047897,0.0087178436290141,0.0459412655571148,-0.0847369405805544,0.0849231878773211,0.0823495566628473,0.258029555545411,0.0313139891539445,-0.340599987509321,-0.0079338868667801,-0.0321410759368754
stable,0.037239717421865,0.265674774693948,0.32573081709829,0.0123804143566447,-0.296107908438368,0.0706031925758726,-0.193822781447663,-0.0679212253650437,0.253691813763291,-0.432284989605109,0.129078083372035,0.354560824865257,0.262318896432081,-0.154956322439873,0.194633553611894,-0.271562629139861,0.228783638241928,-0.0991766199480863,-0.0276228763362141,-0.181567283630042,-0.177530929360341,0.199098636032316,0.0461217392462093,-0.0894551042735311,-0.185034310257653,-0.0991500865810383,0.0388583439917513,-0.237909475267256,0.146984732471112,-0.260326614404591,-0.212357751620033,-0.2802137833169,0.249315175899696,-0.0655767151694891,0.117053909101495,-0.0232632891242959,-0.15943344061442,0.137972323310415,0.023695299753415,-0.165239871360078,0.0016611164291453,0.0362742128731648
stable,-0.0120117047488211,0.0747536193245268,-0.247549865769942,-0.10846548203521,-0.44350801202496,-0.132503014642492,-0.429766226345239,-0.130914164807992,0.366106309642933,0.10650236979525,0.0752973590456668,0.155834391767774,-0.266601940674304,0.278288813901405,0.147847773266353,0.22551781473154,0.0735178472310267,-0.196049946467678,-0.235552284130761,-0.33361609591611,0.104546319110109,0.156674716791354,-0.0827472993807675,0.0369178085989633,-0.100867249048889,-0.0974070871870888,0.447688452478401,-0.166553831984535,0.0928170765540884,-0.169639731440875,-0.374438944330534,-0.361622222332233,0.0381253344731835,0.0905503174568682,0.136867055521252,0.0752126203878268,-0.0367836390573833,-0.172803308000236,-0.117483087540351,0.0427788990995639,-0.103826040518469,0.0023585593098802
