group,ATF3,BATF,CEBPA,CEBPD,CTCFL,DUX4,E2F6,E2F7,FOXA1,FOXH1,GLIS1,HEY1,HIF1A,HOXA4,IRF2,IRF3,KLF9,MXI1,MYC,MZF1,NFIC,NKX2-1,PAX5,PAX6,PPARG,RFX5,RXRG,SREBF1,SRF,STAT4,STAT5A,TBP,TCF12,TEAD4,USF2
progressive,0.271336426781165,0.153015731513186,0.111509366334329,0.178385885664182,-0.369301342763321,0.0221090826481831,-0.0582627799894617,-0.0754065948168535,-0.0381252542342229,-0.0368066391536098,-0.357824844613433,-0.0555000540481496,-0.0921193589213413,0.0004183192669531,-0.113144449034289,0.12082151697259,0.0441435953400832,-0.0936889655621263,-0.0511022454068773,0.0962570821053341,-0.0407242900275969,-0.0762159516594367,-0.11559798247394,0.0523408341929428,0.0189371313370255,-0.0282183627251201,-0.157648162699837,0.0059164894582543,-0.10767174175489,-0.0832637219178859,0.20683887093468,0.235486465603283,-0.32927182647475,0.0098305027733982,0.0698629551400139
progressive,-0.139420566189664,-0.112697813007937,-0.034597867566342,0.0468154293429877,0.0970994180636035,0.151908054766125,-0.172169435177271,-0.0839506088275947,0.0178522837227926,-0.124982856484537,-0.101904115100318,-0.0408466729820691,-0.174649387650575,0.171956867822416,0.154961601689037,0.0996164854718824,0.0316455431933608,0.0316489172783585,0.0891197070440601,-0.0161551189689532,-0.300145105054761,-0.0239087662936512,-0.150072552527381,-0.0437720046750688,-0.195717174376169,0.0102639665629815,0.0978315945081029,-0.109704999614984,0.167594175920399,0.164479895467529,0.0384240799537257,0.0348779166211505,-0.02117575744552,-0.122890923785967,0.0587563161498225
progressive,-0.0940088338188556,0.124638622843304,-0.192629970836698,-0.0377084879713882,-0.0801008543000345,0.0552189715150945,-0.0613298059100719,-0.134730888571661,0.0079650520245406,0.145858215294686,-0.107018671410478,-0.207960696089811,0.0907754891985118,0.165720405920973,-0.0446489205537615,0.0200125826647255,-0.0434786246129954,-0.118006552883977,0.0626555462533891,0.116227952303975,-0.0982486093705589,-0.0871822478411675,0.0902746315027515,0.0664621657884497,-0.0818536878230585,0.099333351945674,0.0863305876638105,-0.0329387194242047,0.0148830857926786,0.104942991820617,0.0997200262124748,-0.100442851104944,-0.0120729608728882,-0.0458343735868673,-0.0891836576785635
progressive,0.0278283212148391,0.335139918461198,0.121975324294314,0.0598150167510161,-0.01833748409776,0.105590613701424,0.318571648313313,-0.332973569373472,-0.0264874128932861,-0.0006268731972477,-0.0258651575464784,0.0291369045833112,-0.127079780724573,-0.0047950604507709,0.20455114863343,-0.106065675065453,0.0773472631782782,-0.101720855032594,-0.0113685705522974,-0.375293282500747,0.0082451719608538,-0.185857512820475,0.172034554759248,-0.203347621362471,0.126000358184193,0.0751705239270615,0.169746409866163,-0.130815044499334,0.119418189613091,0.1068535957968,0.0161474685265279,0.0125692116667314,0.146135917797079,0.159951371851341,-0.0369168281123218
progressive,-0.166208436435154,0.0060031767728972,-0.161290171127238,-0.436134408922533,0.0828872359245808,0.324026890874452,0.19976836441858,0.153840445734366,-0.367857314059702,-0.387385720429367,-0.238752849726912,-0.336611863868237,0.330464032233342,0.285765679876107,-0.337769102764217,0.445247665228377,0.345652792743082,0.366917057456718,0.340734527435166,-0.0654563250538793,0.155142339492344,-0.348256580259037,-0.0664689090878619,0.351077350067989,-0.0102704952018242,0.188991577199764,0.366844730025719,0.217199275289281,0.376753588072549,0.176768241360973,0.30428150221179,0.332055235715315,0.0913495453514359,0.063720466709909,0.30254564386782
stable,0.190603472572665,-0.0494868759656692,0.30920113893645,-0.344689253057311,-0.158645424476955,0.0696352120994455,-0.278097684284838,0.243711127580336,0.242229698325331,0.0590151703278947,-0.0976036603465273,0.0322517573424537,0.275347100143903,0.0900499549302684,0.207130734182299,0.0480637748850172,0.207420602161228,-0.190542012287632,0.225958560634286,0.300181723915012,-0.26928812067893,-0.0791614971831218,0.323774318060605,-0.0193372967570533,0.0567277248925392,0.167135571889975,0.211959680596622,-0.314482704892184,0.258631025447076,-0.131570927894963,0.0176620903149106,0.246227985348863,0.278177405366097,-0.342588375044887,-0.147156665215035
stable,-0.0682612354448409,-0.0145688614098223,-0.0193145353240392,-0.053223730169358,-0.0508699907989882,0.106082925603048,-0.0293361631152196,-0.0428125552603352,0.0030738602582055,-0.0666621453991304,-0.153304775341238,0.0739184862821756,-0.0011469901466188,0.14392107242457,0.0819932951683074,-0.0280493131562332,0.0191886003806309,0.0061942094989863,-0.101071413281428,0.0684199964116263,0.0330309677651001,0.102797573212845,-0.097359235284069,-0.0153132089505494,0.0306243226230108,0.105088017724309,0.114645628722273,0.0410891453814092,-0.0679238083694351,0.0426142459196407,0.0632486318325507,-0.0384367852318866,0.0007862531024851,0.0415679164244947,0.0843853170154082
stable,-0.153422647764584,0.0249209610886074,0.0151284960740054,-0.0090260170619579,-0.0872785828287698,0.0139464768306279,0.0106947078968499,-0.0701010159555817,-0.0263754738959502,0.0260549776616257,0.0050196280760397,0.0525163035095471,-0.0276941386145858,0.220521104663069,0.0080002058438853,-0.0008209891927198,-0.133419488489477,-0.183286714399904,0.0353171540403836,-0.0195892093370267,-0.192276211157835,-0.0897965169198321,0.0125966077183038,-0.108679959420732,0.0553885961837919,0.10834601393325,-0.0199866799530566,-0.0218989723792228,-0.123073823265471,0.0775328712455973,-0.0258174362081377,0.157196997264215,-0.0048268465876041,0.0215149244367982,-0.0400371774097302
stable,-0.0069008166253271,-0.0105809615369514,-0.0573448457870882,-0.0824564448109187,-0.0483681170474333,0.171858918708765,-0.0039739636359117,0.0203753757047314,0.0018192099563131,-0.0306731054574396,-0.0772165322501839,-0.0739125350907208,-0.0730163817540323,0.139715598659766,0.0855143267524115,0.130748709546741,-0.0001764905181497,-0.092939881947227,-0.0578939965947963,-0.0218017479092842,-0.0267099778660438,-0.0652362263438516,-0.0508489484803954,0.0731304716020388,0.0808299171634113,-0.013514415794865,-0.0171880839902269,0.0177428396485467,-0.0183394448581003,-0.0151887715009254,0.0489832805401233,0.0298450821937418,0.121577679319215,-0.0651561392562226,-0.0494260637384455
stable,-0.203587520100434,-0.0518320839379215,-0.124376981921098,0.0742636177895373,-0.13438952165886,-0.010930272808248,0.0668588581932729,-0.229896964330741,0.138624453838992,0.0673079616107447,0.0068725155232469,-0.0557966291406236,-0.0962027821965061,0.0328966711753153,-0.126043905818441,-0.0284020400624715,0.0533848307421734,-0.0272568777327489,-0.0018347467533463,0.0210463015943842,0.137323492703574,0.0148961540165399,0.0257668204215537,0.186318722926189,-0.0768298789880928,0.0595071277419549,0.0399318710715274,0.203810427494598,-0.0639708251869134,-0.0516072239202034,-0.106386330649754,0.0554078515140113,0.0571626434712951,0.105947709737679,-0.0148648092700115
