group,AHR,ARID3A,ASCL2,ATF2,BARX2,E2F1,E2F3,E2F6,E2F7,EBF1,EGR1,ELF1,ETV5,ETV6,ETV7,FOXG1,FOXO3,FOXP3,HEY1,HNF4A,IRF1,IRF2,KLF10,MAFF,MAX,MEF2A,MNT,NFATC1,NRF1,PAX5,REST,RFX2,RFX5,SMAD3,SOX17,SP1,STAT4,TBP,TBX21,TCF4,TFAP4,TFDP1,VEZF1,XBP1,YY1,ZNF143,ZNF384
progressive,0.157422791917778,-0.176679687448488,-0.25214767151007,0.17988514452572,0.0155131700960532,0.0787510759980581,0.0356413012693908,0.160409146170032,0.0554502669102808,0.121938485585969,-0.0021841273733989,0.240110817889056,-0.100223152845865,0.159298105073295,-0.128628885233711,0.0635898505972446,-0.174059079644228,-0.0170399889945192,-0.0703285563796271,-0.0048564917504881,-0.0572496704256481,0.0139673737875496,0.0529521496617171,-0.0798552162184178,0.174536965333353,-0.0850170717485992,-0.243816588503638,-0.10904764851327,-0.0479852438891929,0.0773674502844199,0.323588994205529,-0.0827880886787481,-0.311231249832972,0.0282332104784153,-0.418753804666871,-0.213720141403366,-0.0652995427197078,0.0509232920068062,0.039579976461705,0.211303109452235,-0.0761563464802129,0.0952924766743212,0.0002950124651273,-0.0797396265390989,0.140595004871859,-0.0109327134006549,-0.0513390698085354
progressive,0.0316926377242508,-0.284821579106474,0.010310255149308,-0.417733944624522,-0.0872687223404026,0.106418569351519,0.260772643564387,-0.250927630092017,-0.241582204997565,0.437739336732825,0.0567875864326059,0.109125713874369,0.127089038487927,0.311908636471782,0.0736674287515517,-0.0021981888628445,0.21938174645378,0.251936174129941,-0.414620884544613,0.184448029127778,0.338864551887886,0.288593471359764,0.26309260709435,-0.429995716875077,-0.142132893518019,-0.282667104226697,0.26290526145263,0.323698922190676,0.0589045921840386,-0.0651556917627529,0.482717902882365,0.0504771607340137,0.0882148178310871,-0.0358704455346003,0.225195706201815,-0.139578747935907,0.255030499645678,0.038059267115359,-0.42937435383004,0.130957725989439,0.268041654463112,0.441239577805621,-0.179027495227354,0.208284639609249,-0.155787268372024,0.1676119007919,0.101154156819195
progressive,-0.0613162059455485,-0.0236811952379849,-0.323300262910183,-0.0040789249607042,-0.0030494634606028,0.0362013931312031,-0.162934370081078,0.15063314195722,-0.160947295320164,0.123635718452519,0.0548861388185635,0.174763485993359,0.0583209205722099,0.216345946389515,-0.259822226735462,-0.0383900010356909,-0.0054106472551265,0.0483278657868021,-0.162713220733495,-0.0831271673838028,0.128065944717568,0.0442202170987983,-0.0986818830583785,0.027502462915866,-0.0418092922155362,0.0829642439116129,0.0022188884733754,-0.260449478211289,-0.14412811290777,0.0607700659164588,0.131558563136211,-0.193214004863796,0.165528146008857,0.0875963925306325,0.0523905995949906,0.164520558133068,0.0842970559951468,0.0222010280981415,0.130141136712366,-0.162296065029976,-0.0698447398490729,0.179554354612281,0.0580870051236047,-0.154998525770126,-0.0187373669330366,-0.117911056249082,-0.125870175341775
progressive,0.0448406625936089,-0.0667580966789469,-0.228221554918333,0.3017229712398,0.204459798780474,-0.105963787791839,0.0546880151880373,0.159862084349002,-0.297995389618931,0.066719707578835,-0.17983922363154,0.201282826538353,-0.235343829820529,0.244240229563613,-0.195163055564794,-0.0825074992077281,0.267023612064334,-0.157086003995193,0.140948323139565,0.0867122025014172,-0.218940715758414,0.268430846791294,0.200558369377669,-0.184849549611864,-0.168392142393875,-0.160076514893913,-0.0498230193724228,0.183871175974725,-0.32637206400596,0.32612692218096,0.0682563684147443,-0.201232372292492,0.0992550183394196,0.27749890065345,-0.3458797594357,0.146023362174364,-0.0297027435880394,0.220888688381236,-0.0056925551308847,-0.0939112556038377,-0.235863179503472,0.011130096953883,0.268953486968532,0.0459287193739244,0.102409505537189,-0.260063668214039,-0.0618130321688133
progressive,0.0105791733353567,-0.180863174906386,-0.004068912821291,-0.228062563633362,0.00223790205171,-0.489083321119181,-0.0502510733429442,0.119219145663827,0.271599930821176,0.0946022230950164,0.422556596491073,-0.154008350285865,0.0372305523148129,0.120032928228085,-0.467518083166339,0.262648322614336,0.219517846708651,0.0728335395011094,-0.400177575973972,0.493152233940472,-0.147091198489671,-0.33792320980822,0.121253602074473,0.218500618503328,-0.418487683669782,-0.291741049286567,0.438221910853043,-0.103757276942921,0.130408655922377,0.408518847257619,-0.339143883654607,-0.47382489803934,-0.0172928794904869,0.0193273359011324,0.0384512261612002,0.354809198016577,0.235793497993815,0.242914095431074,-0.25837596415198,0.327344036472863,0.217483390298005,0.188797554907904,-0.0264479333383917,-0.446766627777755,-0.16540130618548,0.0421132477003621,-0.239048628250848
stable,-0.082834171602333,-0.0446496321634458,-0.0985001751107966,-0.227801303431831,0.102781506657413,-0.239959290729726,-0.121172212236211,0.0601149892772921,-0.0192123391585388,0.148077877116203,0.0710467545109779,0.081007965427716,0.0261901079994108,0.063614794179395,-0.0810244997631299,-0.214287556489238,0.0289719540735581,-0.093802915653735,0.249983455011368,0.104373550892654,0.212949336646296,0.0817880397319562,-0.0791290281293466,0.0662463230353032,-0.14346898697882,0.216123593890317,0.0864778140506886,-0.205061341469041,-0.222348045003514,0.106659031748937,0.079766940664572,-0.27451532557464,0.264103609877115,0.152065221476051,0.0236175665022765,0.0317446950913796,-0.0696948491539265,0.139690500322055,-0.0980579933569573,-0.0989850333249609,-0.251436018721176,0.111667315461352,0.0508947511959099,-0.120192999736868,0.0896792188859636,0.0715045209931296,-0.149941397263984
stable,-0.226003264175699,0.291142848125722,-0.199675701646567,-0.247643203803093,-0.311195639530163,0.185676848710485,-0.283806735879942,0.361753032284682,-0.1686189988855,0.216446330627218,0.127381772276396,0.403244977599622,0.261138589914988,0.234688808273819,-0.217078105771871,-0.41434145283243,-0.230152189833054,-0.31818265033946,-0.154162743591592,0.349725343105716,-0.0599831710798915,0.400321010884645,0.17427429190334,0.276620916369475,-0.281550605076417,0.346329858140647,0.225269198237504,-0.419691376001593,-0.353332250132274,0.256131797594822,-0.18574062723773,0.118584684951147,0.400488305955181,0.159348613996007,0.0470242284144538,0.230198728783189,0.0708664844773745,-0.164486047515192,0.351488010784616,-0.44229103814188,-0.266422441218667,-0.195668804798799,0.0976510144208729,-0.295171333985193,0.124247806951253,0.210257520146192,-0.200928694671907
stable,-0.403298187735843,0.428306169175908,-0.425781510353394,-0.379930029649079,-0.404690352884816,0.277477133575886,-0.429310663459879,0.411725698822241,-0.423175483536845,0.0029585108815685,0.406769572883836,0.0907450274357484,0.404975519980978,0.424353329085919,0.150711059117115,-0.419905480619867,-0.433891582005868,-0.402896134118254,0.173070552632502,0.0727577959271892,0.401791150124701,0.139598025110501,-0.420026632207958,0.311353420742141,-0.425231601091431,0.40150825773076,0.371657814378904,-0.356730697117791,-0.445819599167653,0.388301952699948,0.0497599641009915,-0.443012592931939,0.219564613019477,0.403313328722502,0.304406361684675,0.404258538579835,0.473120290888119,-0.461455688982506,0.189253779415986,-0.42860095636688,-0.415375008334595,0.0991888405547316,0.410064479051172,-0.308225018038431,0.114282295415766,0.41967651762442,-0.146094266621513
stable,-0.158197506820107,-0.0481828053987462,0.0054132091348062,-0.221014716117225,0.0076106790475491,-0.126292216238068,-0.221610210016404,0.132348669439286,-0.199508497849682,0.139913522759591,0.0930336835110771,0.0406073676585004,-0.055983763450234,0.0906619315018063,-0.156175521778885,-0.0890493710683008,0.0983020785366911,-0.0805690857006021,-0.0981842065873486,-0.135761663760249,0.125049509114999,0.0745460696441973,-0.0419788919833503,0.102075063413146,0.0262942249608362,0.0810307107430273,-0.0250452634078026,-0.15707459608637,-0.00336512387623,-0.0838790022046401,-0.0294559595857007,-0.0371218460054419,-0.106105442138166,0.12199085230706,0.0799587976690062,0.148704966018054,-0.0939918140707329,-0.123573583920732,-0.131827146202195,0.0026224103178727,-0.011923709895992,0.197710950622209,0.243265452105615,-0.16571244497819,0.0677410092871545,0.187678604403167,-0.139480283207007
stable,-0.0619406270695861,0.15754612285809,0.035312414018618,-0.0702185907788463,0.174277072232775,0.086819215197497,-0.071041174151531,0.2665364376102,-0.0496027684371901,0.0077268328495614,-0.030351245217025,-0.0417007154186037,0.135146186555582,0.0259466581288051,-0.002597678648366,-0.108801021469962,0.0796148714492359,-0.092175323124409,0.131054775787565,-0.114821043374418,0.231249196624915,0.0988223914142838,0.0802773979367536,0.0275743821424164,-0.095085087922243,0.184736467582536,0.0043171752165683,-0.152286841913722,-0.246762920820887,0.147884930699124,-0.163277051304941,-0.0626374443820374,0.130966372851609,0.168643961832772,-0.0163457226795488,0.106419791265686,-0.0822991691178099,0.0874979951396075,0.163932640342328,-0.198393829229863,-0.171453530029427,0.135332605751247,0.0708807208406423,-0.0980122954518351,0.0507293112320463,-0.0012800586556138,-0.185564303596035
