group,ARNTL,BACH1,BATF,BHLHE40,CEBPB,CTCFL,DUX4,E2F7,EBF1,EHF,ETV1,FOS,FOXA1,FOXM1,FOXP1,FOXP2,GMEB2,GTF2B,HEY1,HIF1A,HNF1B,HOXA4,HOXB13,IRF2,IRF4,KLF1,KLF5,MAFF,MEF2A,MXI1,MYC,MYOD1,NANOG,NFE2,NFYA,NKX2-1,PAX6,PBX1,POU2F2,RUNX1,RXRG,SOX17,SP2,SPI1,TAL1,TBP,TCF7L2,TEAD4,THAP1,ZBTB7A,ZKSCAN1,ZNF263,ZNF76
progressive,0.0081945327645476,-0.0677639506795008,-0.0317060978510273,-0.0094606135255297,0.234956595492814,-0.148983985828736,-0.172613251890483,-0.254525177907843,0.073070037888843,0.150649295573395,0.358960935151671,0.328468429788871,0.366858034370611,0.151749958747515,-0.425409497904875,0.350771174048283,-0.0590206768816129,0.378494525384864,-0.169047230450631,0.470509648630564,0.371882593571544,-0.190818729767621,-0.0695119692175905,-0.0227974064662775,-0.162055156298273,-0.395343260938989,-0.150175310564887,-0.276734079497785,-0.406642554564638,0.0785033693957713,0.262679946829395,-0.459161047839599,0.296592142689822,0.218293954723909,-0.166114249391271,-0.0723733753595589,-0.186468565343894,-0.383612927255266,-0.222543914263286,-0.359508085631291,-0.185819619426205,-0.173812529395233,-0.213218497803941,0.37237566522469,0.194195475314813,0.0351655521916506,0.408266509912582,0.367526066932938,0.149254379961107,0.151212351590214,-0.134675364565174,0.317358412055881,-0.393105351855193
progressive,-0.359233272982802,0.224438884689819,0.188176697062716,-0.146318000868987,0.0218163474767538,0.109925936460802,0.0491436029144194,-0.168214045461405,0.377637403211128,0.256728023513822,0.327974293172381,-0.258106488440306,0.0975522213177156,0.0544921648989787,0.234096994410281,-0.0928235257883205,0.110905915808966,0.164311838538895,-0.12156761883779,-0.129422212348227,-0.199213271709662,0.1417103268856,0.382445795856188,0.170773208397726,0.0316722241138639,-0.0180941970007443,0.0662725792921223,-0.196043097553251,-0.0715768651013128,-0.0242102126916973,0.10148984918052,0.166484322876995,-0.149954550739284,-0.195128056595628,0.0765623624478474,-0.0667743759463028,0.0445949638315243,-0.180230599456516,-0.149370105224415,-0.186010116214666,0.140916307473985,0.235097635973618,-0.176706215897154,0.0823064582657019,0.205562475257558,0.208334163835649,-0.0656940372673025,-0.127234969285005,-0.16738165336447,0.0496453995685999,0.0978178783699288,-0.295939004420492,0.203691068911967
progressive,-0.122128420526212,0.277886092256853,0.148897946692152,-0.0816069972076218,0.039004369478599,-0.0961204057990215,0.141517920551055,-0.285917049590593,0.181772650334922,0.1193678172058,0.2333961007841,0.232841209874405,0.0792467020307222,0.0688094573208372,0.0121114066780798,-0.167646770024682,0.0681529397212969,0.118894197037534,-0.387852139707818,-0.0627562410807581,-0.096057271748477,0.170742175128284,-0.0288700151590836,-0.0822355062465569,-0.240738399547113,-0.121574447929981,-0.0039044392640338,-0.216406995624017,-0.0513660931013223,-0.23421286408284,0.172884906540702,-0.257445659000341,0.020251872892219,0.0418144086737407,0.124820609493671,-0.0362719277710356,0.103347379696374,-0.111200566849006,0.0566701951343959,-0.178935291314272,0.263796714906746,-0.022327873526364,-0.047068386096988,0.182716982678823,-0.024628095697594,-0.0425529622759278,0.0984658549082779,0.157327222490236,-0.200069433865554,0.0420005967282553,0.0610160370693877,-0.0470370869131424,-0.160275467861479
progressive,0.125850465007007,0.290675548448469,0.368821571914585,0.170068739564799,0.167642610881567,-0.0288363034126607,0.144143464406385,-0.458753590447058,0.0556123272578897,-0.0870068564342269,0.157466786812239,-0.370329000737933,0.129570384025459,0.179603104560362,0.172906380552132,0.220811957565304,-0.184187906109629,0.0840572319136768,-0.131294169383857,0.0358466900357741,0.0729105214835481,-0.0212698043891561,-0.173840301474783,0.204743951376875,-0.445652060670099,0.382466167466706,-0.0165692140409814,-0.036130997743892,-0.253810134426054,-0.242597103651011,0.115590925092458,-0.189814806849071,0.401125559591269,-0.372860046032382,-0.167898107292304,-0.256410218112341,-0.222786346849978,0.113786141935763,-0.0056905030374341,-0.151215278889952,0.155356495181429,-0.159703195820264,-0.044331345309778,0.132437379919558,0.176767638010567,0.37030834358132,0.116471028686039,0.280789468181103,-0.113736129872385,-0.367949622461772,-0.134574308410211,0.0057416023195815,0.0069391737937377
progressive,-0.115550697706144,0.0378916248971448,-0.0308885523088936,-0.156381111993002,-0.166135391669494,0.0455824992574563,0.372788560456728,-0.0256362478677052,-0.0208216354632825,0.087475879919316,-0.0121303221617922,-0.107422131309067,-0.0982931259708111,0.499469141383486,0.0108797734853188,0.272932248640325,-0.376665261353795,0.157068913765062,-0.155193090750352,0.154067596941526,0.0970425772943377,-0.091852800286973,0.289439491169774,-0.418246004846537,-0.0552742515001254,-0.0667792993236809,0.0951667542796276,-0.201838556382811,-0.0611518302795504,-0.0132558159706183,0.372538450721433,-0.292378280559487,0.233539965331412,0.0099418619779637,-0.0375164602942027,-0.371538011780254,0.306697062905107,0.0705309453531011,0.211842945794598,-0.207153388257823,0.445695548295128,0.0928532392281518,0.106921911838478,0.022259766441227,-0.394548107427365,0.169324290794502,0.0512099683015867,0.036516021353024,-0.389670967589119,-0.268993020309434,-0.397236787081783,-0.225348871500511,0.329081884213982
stable,0.0462711127546002,0.0221386664868099,-0.050745566034065,0.162599373942286,0.0428316494807321,-0.156106346771149,-0.132233203473633,0.186705915161634,0.057710388268741,0.134688072918016,-0.0536650599437825,0.133240268543969,0.105590845845666,-0.176468724790118,0.199744840041373,0.0905483447338792,-0.111831639650392,0.121943445547675,0.403859452727862,0.240560793969148,-0.180844102621154,0.374264929520895,-0.0326697503903605,0.316116074321114,0.0518715014436468,0.0189188659044107,-0.137673920109708,-0.138563579258742,-0.0590616420528823,-0.382411789521525,0.201815426018611,-0.3110683266655,0.0159778602000803,-0.0110946828229722,-0.380218545917257,-0.0462402589834537,0.250624476062989,-0.0711903554352126,-0.153133881329626,-0.324489717114247,0.160181872404038,-0.138969374520499,-0.235277931487907,-0.21186986713026,0.013874299570536,0.366061007717652,-0.123168961377389,-0.213029787135556,-0.200338838257407,0.222277434954883,-0.0936089782350118,-0.10778701828582,-0.165038286280806
stable,0.0071690138164765,0.181586099496778,0.0502773885115442,0.0445721129659636,-0.0463943233046365,-0.130678673880316,0.0058731040600183,-0.0856978335734933,-0.0039901054405254,0.111847210732272,0.0560927359313461,0.0577485558415084,0.0793019269781105,-0.170554892152934,0.109653468950915,-0.134779278734122,-0.210083870974883,0.0862034568121042,0.0451518170634255,0.233391279403765,-0.153124319034044,0.148776518869486,-0.061734696828937,0.0168641615994593,0.0733466965514855,-0.097911341885537,-0.099466418046412,-0.024802706855805,0.0544269660212541,-0.167364207019254,0.156687390688527,-0.165223713284395,0.0449117733151235,-0.121687022186107,0.0583677878683782,0.0482696262210588,0.136907917976877,-0.118663271621558,0.04136634736364,-0.227459330422288,-0.11713163237458,-0.219890140046142,-0.129232464710858,-0.111252231830231,0.135975921694407,0.133642102570291,0.171139648984735,0.235268331343613,0.0339400327677335,0.191429098059965,0.0297662798675695,-0.130705375637939,-0.190120906272344
stable,0.204901587929316,0.0558155995097409,0.102935986660252,0.058146867901066,0.02940138892092,0.0253223111180045,0.105363654042908,-0.110164603905121,-0.0421142918319274,0.154612591609027,-0.0685734341539958,0.0727880540737782,0.0359591812236931,0.0374401778338533,0.0767775718452802,0.101954514218004,-0.0757370462679069,0.129651695014454,0.115180642557919,-0.007491368684437,-0.0545089380245812,0.305577543418955,0.0823337949669347,0.205440675363647,-0.0835311031168918,-0.0609102045075319,-0.129617616920666,-0.127320123188047,-0.0108481776283329,-0.28959811517143,0.0948990183578084,-0.136277970281044,0.155229381765425,-0.0857720178773591,-0.0323631720707993,-0.19980236138182,-0.157819900422299,-0.0276108185039741,0.200505117030972,-0.141683456190588,-0.0257303379382127,-0.0927706546714812,-0.140948396375818,-0.0052104471755092,-0.296545891577632,-0.003336338746463,0.0381226500148537,0.0634190057627952,-0.0043416658543623,0.0071033218972989,0.144803889205861,0.0443013118536578,-0.0814988349868141
stable,-0.319693777793536,0.229229768683775,0.152158133918487,0.233171533597384,0.0764540345828678,-0.203266001739184,-0.0998257007795846,-0.0566449993692072,0.0060919082080245,0.0481797215270896,0.100586271073468,-0.0475001749390124,0.0094090560012283,-0.0144282498146501,-0.0932972074612465,0.0662052484561016,-0.158090954985611,0.0330381561103048,0.0709826868279761,-0.133514348969119,0.0030141037839354,0.240786555906985,-0.251269861258001,-0.0104441639938126,-0.0733039776254545,0.0134163854291443,-0.185681445506727,-0.107963813888107,0.175596351386414,-0.349250984464527,0.0125979253968764,0.147805329934419,-0.0731090383170322,0.125814684845062,0.0337350257640349,-0.0344614981248932,0.363880313408338,-0.108477585316266,0.032033418302441,-0.260504480566484,-0.0061375183049332,-0.18830117544792,-0.0352301817533233,0.0777680658603938,-0.274032479165468,0.0426263633094871,-0.0892133495534212,0.050281623372851,-0.0036822478477854,-0.0250427938339342,-0.0009530975298734,0.0259781297395307,-0.139850424691123
stable,0.0866506551462378,0.371435880628528,0.117938724389304,0.0278343168272438,0.358403612884763,-0.356435555817271,0.21379250816851,-0.322382075932393,-0.0969494807777693,0.098395768935899,0.164883668799026,-0.082885098872665,0.0325193446870192,-0.0142200624452703,0.185238589481545,-0.160305084630536,0.0721402192702482,0.228259374746569,-0.0068949299529745,0.0287568878553723,0.189867118942785,0.221339914924638,-0.0281857049861624,0.0022911960271424,-0.213590778776873,-0.147901826486771,0.132361667447499,-0.153095694155303,0.0697634786459497,-0.176277217318801,0.0943571075509085,-0.127340660082951,0.0769620653521833,0.265714802089366,-0.0921524302312418,-0.121970567002058,0.322762333178964,-0.158357395324272,-0.244989719485405,-0.186458618379081,0.184896853870339,-0.22643584022831,-0.016931542797571,0.223269981689666,-0.337669586176959,0.0134323614186622,0.124059767971112,0.0146359189962486,0.0331114266503584,-0.0789451768518868,0.180116805976662,-0.273055608902258,0.0458305622041188
