group,ARNTL,ASCL2,BACH1,CEBPB,CTCFL,EBF1,ESR2,ETV7,GATA1,GMEB1,HES1,HINFP,HNF4G,IRF1,JUNB,LHX2,MECOM,NANOG,NFE2,NFYB,PAX6,RARA,RARG,RBPJ,RFX2,RFX5,SP1,SPIB,STAT5A,TFDP1,ZKSCAN1
progressive,0.0174068866054948,-0.0002784845779106,0.0098942049462273,0.18173999583613,0.0515564580933068,0.0203645848812354,0.35755019074606,-0.0744882226467759,-0.18235138151867,0.0843712241904437,0.146543706452034,-0.121620937215111,0.185545951734242,-0.0260671167840837,-0.0125190021173391,-0.102608763071431,-0.127448307032196,0.209538838558716,0.285499508399042,-0.142976222979834,-0.136324602831577,-0.167300410422856,-0.0601846785502967,0.0588274663545024,-0.0459739626464545,-0.307173290893674,-0.156537141535218,-0.0654230694899607,0.19841225933093,-0.0430690804113521,-0.224231300772622
progressive,-0.135476126554982,0.207578790165821,0.196473752008802,0.0857348098100002,-0.0376841639382824,0.189969118280612,-0.035337987340472,-0.101594489036918,0.0029690553405919,0.023912611544308,0.107155906383182,0.0175562822786851,0.0013792315018733,0.0434621057998939,-0.146462521141948,-0.149971404726284,-0.108597425759334,0.0069109879556236,-0.195219096255485,0.0194427150425377,0.08916360898455,-0.0410655056848107,-0.0742560444073121,0.306833034783432,-0.137742218743006,0.132426986804604,-0.116350783062338,0.017399079548364,0.0234943929598689,0.112426646982814,0.0783403493064081
progressive,-0.443698175051513,-0.326018917578017,0.483094865826366,0.471827636309037,-0.408298034350557,0.459528246398002,-0.537931534503037,-0.455333978774194,0.32550650023041,-0.208940596308899,0.487304776868827,0.482051106410049,-0.0680911465285316,0.0240797998695633,0.252800239961607,-0.414018031303934,0.49527238969062,-0.142814492091347,0.474625824204703,0.199204514085648,0.398845746634492,-0.102285370424687,-0.385053821965178,0.493164954115212,-0.549995052184517,0.490718781293933,0.450138913903348,0.219779882939351,0.0478014799159963,0.419866151671552,0.304163840769084
progressive,-0.085134262868205,0.0335815719553354,-0.0046459164820023,0.0368965958610968,0.0148514156092317,0.285211418458369,-0.406559740350772,0.0845097796414405,-0.127749410606016,-0.512492929802833,0.108308504453604,0.238970904151278,0.0527647634833231,0.0311384373157866,0.456484759951484,0.0416781516191123,0.32625749105126,0.142993095001478,-0.107971576491987,-0.211033553749402,0.0232279547386997,0.493565282670855,-0.299859375153581,-0.0315383019014734,0.0272341963950241,0.0525944005526505,0.0401063636886719,0.0917198209971954,-0.250945139437719,0.189193460082869,-0.131631949242617
progressive,-0.459897723710957,-0.025379703116304,0.152590776617975,-0.0488840587116988,-0.117334243224883,0.0922670980287307,-0.133462231904702,0.153715985130521,0.0640118620470327,-0.3234349357728,0.174719877364704,0.12689851558152,0.0201912416417886,-0.125523260732853,0.271487809443616,-0.193035771485583,0.136400276354126,-0.163592815407309,0.289178587724193,0.176907782805764,0.4789637568402,0.117396754808913,0.501030346002898,0.320809449243527,-0.322934843100558,-0.27236297162004,0.199849534144886,0.06551214006376,0.191598005052886,0.1658432324324,-0.0805149202310333
stable,-0.310648516371922,-0.482094530950183,-0.21252377535166,0.246940418929018,-0.266158903198336,0.345409218264043,-0.196323796199984,-0.21497076194379,0.187797210861787,-0.0197041658797708,0.325890228650465,0.291687187520514,-0.0109613385201976,0.323195375910358,0.0719404718055378,-0.490869490046736,0.187698632926221,-0.345985914415419,0.255558729462667,-0.170620893907492,0.143779827623615,-0.187633049665277,-0.131454996864874,0.234289346979811,-0.386928244739748,-0.0309239796048626,0.0728989417228221,0.0544621266758464,-0.0825421683723429,0.294474780676831,0.280795797710517
stable,-0.195849188676601,-0.210181779649003,0.228946709272636,0.239233072054902,-0.0821219910518893,0.312907873800634,-0.424607516381227,-0.456414291619675,-0.256308036333399,0.161045102506665,0.110863929661938,0.0458419195884359,-0.0517370952211497,0.1654623535668,0.131736816839569,-0.256420126663139,0.247158634079163,-0.259484575435727,0.0943640391962634,0.0460823126208685,0.180216776520605,-0.074946503382938,0.0748792103995126,0.15081544424415,0.112497578343135,0.281298594741783,0.0653046406038884,0.244432356789276,-0.004701859655164,0.0260907502054129,0.0308781708527593
stable,-0.17361572908821,-0.351816776044166,-0.0049619378851192,0.227860045516003,-0.225078262420869,0.286582552960689,0.0409327693238263,-0.029736453761902,-0.0094438999906334,-0.166771389465967,-0.0035947785897128,0.288601947639419,0.182737852794762,0.146967308062865,0.192534163344949,-0.169123710746371,0.320536340831473,-0.178532739806414,0.176002083279511,-0.158936464009041,-0.0066243361743046,-0.100804574221863,0.120866951917244,0.0278001394244788,-0.29999023954619,0.325052708301081,0.186571210935625,0.382182303256189,-0.188677177704387,0.21648215902043,0.497511690871995
stable,-0.406824278270731,0.0526899501656709,0.264930340801416,0.386945085646528,-0.343897181004622,0.405746729891134,-0.165974168792292,-0.17218636863642,0.48354666351071,-0.257809355991183,0.440899284870234,0.280601166697873,0.376400051955695,0.359200511716807,0.177914481074124,-0.518726561881497,0.241109215458064,-0.462942761633238,0.373992739751582,0.457713064539203,-0.0141495489565654,-0.448799556343544,-0.259854860436495,0.400132912830682,-0.144562433750822,-0.301034883305487,0.257299347049439,0.508647459585009,-0.220326378425392,0.486046068258026,0.349235486050437
stable,-0.19266940479961,-0.021424629809331,0.0108960996015877,0.282436208444724,-0.48586467570999,0.247203595720457,-0.330332690919802,-0.0246413072203366,0.34324062746047,-0.203936546471001,0.101936217765107,0.494008813178303,0.483005149664951,0.495626189745598,0.101668287458402,-0.459950766315035,0.0187383813903629,-0.305887990584545,0.276751615985319,0.017476108200649,-0.0135269632911538,0.0708719737506371,-0.0676717692896946,0.0872877582250506,-0.398822587048316,-0.0454252728366659,0.0030076935526353,0.456717972125859,-0.452657345413774,0.396223867872116,0.34054734464661
stable,0.112986090680255,-0.124744663298992,0.254868932722511,0.216372797940316,-0.109848623887214,0.286852423326775,-0.151675653019954,-0.0437733651599608,-0.28855755031037,0.198550303616411,0.27073422740578,-0.0124581709097763,0.30929812167504,-0.005281189152146,-0.324538114135288,-0.0039591426382206,0.0605564510477785,-0.196644383913675,0.233536662684791,-0.337566808878406,0.278646620552912,0.173366238171337,-0.139361102762108,0.320783538861548,-0.370163909511592,0.236689964575353,-0.326961988830178,0.318459462106845,-0.0825171535022155,0.374823479021536,-0.0727722160751617
stable,-0.271514145846526,0.0709660095293618,0.141826162839258,0.0700133035541764,-0.300441122085672,0.22538906248496,-0.0916714860567233,0.0005786806664088,-0.0870914402945359,-0.334914964224786,0.220378534763615,0.181338761024908,0.130358405730546,0.0410298706646489,0.0911069195529097,-0.0373954737963492,0.247287185751627,-0.179016981277975,0.242742425395928,-0.248620974116887,0.31558561855047,-0.374117050833339,0.223307223502147,0.0737394424793458,0.0135637102541203,-0.156088524141848,0.124670398204625,0.115030425152008,0.402592373869434,0.0911351478781004,-0.036823850211238
