group,AHR,ARID3A,ASCL1,BACH1,BATF,CDX2,CLOCK,E2F1,EBF1,EGR2,EHF,ELK4,ESR2,ESRRA,ETV6,FOS,HEY1,HIF1A,HNF1B,HNF4G,HOXB13,IRF1,IRF2,KLF5,MAFF,MAFK,MYC,MYOD1,PBX1,POU2F2,PPARG,REST,RFX2,RUNX1,RUNX3,RXRG,SPDEF,SPI1,SRF,TCF7L2,TP63,YY1,ZEB1,ZNF263
progressive,0.42399088758982,-0.441541373025687,0.434718742907825,0.0703559908871898,-0.0602363914665633,-0.18792566212212,-0.459071212700024,0.156556809680781,0.126885674091396,-0.0835375155562419,-0.0410008942627611,0.448400530260101,0.503394486433587,-0.392563274134896,0.312792815990098,0.349224644412756,-0.167838924289088,0.450704914873931,0.457454490758687,0.40306879048258,0.0910335151270763,0.122805753985999,-0.0065955267410329,-0.215567160539572,-0.317471463179861,-0.474434835549229,0.0882701593530822,-0.415357782999342,-0.293962293339382,-0.47693297269434,-0.509119714919362,0.417876565905982,-0.165348727821489,-0.433649927714781,-0.0457891228021818,-0.415140208435527,-0.400791404172288,0.4872828517628,0.335374514697237,0.431291546493872,0.0134372144849216,0.463475112447889,-0.133975110973642,0.257829034391156
progressive,-0.0228793529554931,-0.265129069335699,-0.0313407306829405,0.414442293459169,-0.0623480807232026,0.464431688233879,-0.450954849510385,0.412881600008046,0.48274697168297,0.210398588784138,0.45554252118618,0.228979396638903,-0.37572883511204,-0.438764329018819,0.413185477938983,-0.440631850672052,-0.366571193387495,-0.15012454869636,-0.16643954828938,-0.101740101440384,0.417752497716559,0.409190810769191,0.40252024764445,0.257650131909242,-0.553506275523659,-0.230873470732703,0.0755918480239388,0.0423452421625007,-0.501448740655874,-0.30343834053197,-0.425862793174283,0.422422776985231,-0.107472478331748,-0.219500175356375,-0.105413189052195,0.289973302893173,0.0541787798419956,0.258437854312739,0.23328384228198,0.154098563967933,0.319154435076639,-0.0705291826891063,0.0749958932467615,-0.276906551862885
progressive,0.0946726507812903,-0.0858123798596339,0.0760956734775898,0.213128089927341,0.179368335102902,-0.347909896689355,-0.202894901383037,-0.0210493718526769,0.175515099322357,-0.0053995585368867,0.0458398299442491,0.176147388076539,-0.114879224923549,0.0431894589487407,0.452398756095485,0.288608388508253,-0.32838353389754,-0.125735178653621,0.0251944859579931,0.175273048307531,0.061230754576257,0.263361561018254,-0.170090855696139,-0.0032068521451101,-0.1377991018014,0.266593403006884,0.219505528469039,-0.219081691580315,-0.0522487343559884,0.0389633564176269,-0.220041972030696,0.0402242006871721,-0.119142355088659,0.0120977508627878,-0.0227680331030486,0.198931268397429,0.0218508753704493,0.0961183284666259,-0.165010603361057,0.0746510624319165,-0.221048117986561,-0.0267353993274747,-0.101548667176629,-0.0889714617855764
progressive,0.0697929273177232,-0.125109526006444,-0.111744969013607,0.228931767614762,0.207750134030014,-0.231147725700492,-0.0952981172653374,-0.241808705468929,0.303115976175723,0.0987044078484633,-0.332732337261361,0.137409447879853,-0.158425290957453,-0.0772562091345768,0.100143967905623,-0.0515657239142683,0.0600026186113315,-0.0210478092211347,0.0663069922752813,-0.123863388207622,0.0332323278983922,0.0457294646234409,0.278007383127559,-0.0141171158635164,0.111344579520855,-0.0631694340174665,-0.0521319039141676,-0.0853360582623256,0.0624602190702243,-0.0355750669601762,0.0744366869149829,0.165821389692978,-0.155201044852763,0.0676490285047076,-0.196923363754429,0.241194305354206,0.282540615720054,-0.0224494433452872,-0.0395670423087481,0.0914470096679366,0.0138137083994556,0.10338771877586,-0.0109665544286704,0.12113001203586
progressive,-0.0166971251346826,-0.0028036217576892,0.0306529312174023,-0.0554494080965204,-0.098812091282114,-0.127222125093365,0.156379791373333,-0.136879044480961,0.289832187039341,0.0009345405858964,0.0663523815986452,-0.104419334797492,-0.133826211900366,0.098812091282114,0.080308187681365,-0.174696786856903,-0.194259836455001,0.245098844327766,-0.141551747410443,-0.168902635224345,0.137626676949678,-0.188527987528169,-0.432567685858586,0.0843578635535828,-0.314753269329912,-0.328646772706905,0.419982539301848,-0.163295391708966,0.190833187640047,-0.169961781221694,0.278742305420036,0.131334103671309,0.0639225760753146,-0.190459371405689,0.464840487424875,0.267963937329365,0.421228593416376,0.0097815247990491,0.325157821186225,-0.069529819590693,0.198247209621492,0.275564867427989,0.0133950817311819,-0.055387105390794
stable,-0.19119978688621,-0.147850852664207,0.138986469483637,-0.0417105178980886,-0.0676167231861436,-0.156652575218626,-0.0816848668757859,-0.296049242064754,0.129391264463493,-0.13735189055504,0.0563275605940875,-0.158496191207873,-0.120210296169332,0.126275551926905,0.197701697837139,0.239685226215162,0.403827690202525,0.11977828624399,-0.10666388676657,-0.128355369696277,0.005144987770281,0.326567895538871,0.23207440900192,-0.0117457621426479,0.0082705462553781,0.16084472763347,0.0895370360576039,-0.233668846755828,0.114275259392293,-0.145205927942472,-0.296912958963176,0.183153576780702,-0.301422958792702,-0.352061782798603,0.0921223296758059,-0.0269366469145592,0.132912125158209,0.0160413222628565,0.0415548509275617,-0.106659342482643,0.400393372870599,0.128330578102852,-0.105278233613094,0.056015216812161
stable,-0.071710129566062,0.0860667519392478,0.189182014667576,-0.0940427519403944,0.104246874526005,-0.162336267268388,0.0115760353632195,-0.0590009764212008,0.184814661167588,0.0218170738634717,0.0570977602235532,-0.0856532628032807,-0.390641660151434,-0.230892287186063,0.25871286959062,0.334924694149389,0.160469851140462,0.0827721996323332,-0.2668601656141,-0.221722698354814,-0.251031385992165,0.0894112334068652,0.375755240342175,-0.031840208068406,0.119846358435447,0.135379617665381,0.0038675598983056,-0.0971388618986225,-0.0027130108063855,-0.184326220368106,0.164471675301539,0.165129597219601,-0.0075920127049141,-0.151032969462821,0.153226338571157,-0.199843377154101,-0.0343406434458134,-0.290685179483283,-0.148612814615267,0.0337725399560536,0.253697016226097,0.212858824268563,-0.449710212776216,-0.118551714219761
stable,-0.234650456730029,0.239321364516407,0.0950674686071252,-0.127766323473805,0.145728993749271,0.019663286879629,0.121295178177582,0.178606856016073,0.0835051000370411,-0.406042610715564,-0.0355664922966783,-0.0935733865369113,-0.0622414657009383,0.103489289861975,0.339175382653782,0.275905133735147,0.0550785304250141,0.0919793594400124,-0.0513575286948977,0.0670930940984595,-0.148856691981853,0.236212766271552,0.0707428818137316,-0.100010313915728,0.0184114621082873,0.257114565809865,0.0374308363107821,0.0500006424153104,0.0795718453524082,0.339674274333197,0.168544612057774,0.23264229559622,-0.409760695356646,-0.0905853150024846,-0.117735496101379,-0.199854191695982,0.0292034645067379,-0.0419495461343562,-0.147437574469528,-0.168372272289731,0.293262924762942,0.217556106623857,0.0570789589577313,0.265003346922395
stable,-0.243371746076267,0.0166848602390919,0.200920579212063,0.188247568310926,0.208197407869294,-0.178023182819354,0.0020957519598174,-0.151166295436722,0.193977535023527,-0.0816099753563065,-0.0750122781049894,-0.0403874843925549,-0.0135348511256995,0.019289033574265,0.22613439618556,0.157218920469062,-0.131516207420829,-0.0641910074458686,-0.0216044724360276,0.160917819597642,-0.0650664826568974,0.21544238519814,0.0379983075239825,-0.005396618563473,0.0340259451068342,-0.0669190955380476,0.142130553525337,0.206875577741304,-0.124246032636993,-0.0518122940926203,0.17295805804685,0.0390284580214851,-0.133144879284256,-0.1166494908171,0.175365560337233,-0.280118470922534,-0.16499860742717,-0.0912250405726718,-0.0964535670229882,-0.0112516999118892,-0.066007951202423,0.133094266214493,-0.0076019958144795,0.133034381353933
stable,-0.17861311202125,0.186652915030687,0.0868580391647437,0.0381541436521992,-0.0190416200710374,-0.0833634963773639,-0.133508299927118,-0.112929197874369,0.159125800098183,-0.188364247816249,-0.0567267914427883,-0.0366231235384518,-0.110901764671012,0.063248586593145,0.276068260571828,0.10189037997977,0.118524201824973,-0.0751000950326281,0.262388397573519,0.219450170140816,0.062332683198317,0.332629610490993,0.22960849213628,0.0647195910016934,-0.0371415777941305,0.0134729947047252,0.169288813586826,-0.143923060710135,0.0323832529667431,-0.178850784836087,-0.0372662121789684,-0.158651870768337,-0.241271986773635,-0.116711515082991,0.107881239732217,-0.0170441947202794,-0.100967926198239,0.0060207790863065,-0.12679317985028,0.1060195136087,0.256467467625066,-0.0020907241019079,0.156115985926834,-0.0357734321605689
