group,ARID3A,BACH2,CEBPD,E2F7,EGR1,ETV5,FOSL1,FOSL2,FOXA2,FOXG1,GRHL2,JUND,MAX,MECOM,MYBL2,NFAT5,NFYB,NKX2-1,PAX6,PBX3,PGR,PRDM1,RARG,RXRA,SPI1,SREBF1,STAT5A,TCF7L2,YY1,ZBTB7B,ZEB1
progressive,-0.362928769456376,-0.0209173729346945,0.0227111500717676,0.119693856237419,0.321075025064793,0.426874628738264,-0.198544056179859,-0.299649441661431,-0.341485770741003,-0.0264332772114487,0.193718431542791,0.162263211631611,0.0708803198824004,-0.0529219667792941,-0.213090591339106,-0.238314295970922,0.0009451764791108,0.161547600629001,-0.0966043189319702,-0.0353578330116964,-0.365493569952455,-0.143812480161665,-0.189540339870473,-0.254512119350794,0.360933924626091,0.0867140049202357,0.0482562463706849,0.317409893491692,0.294636998222796,-0.0810286971539257,-0.0104127733720471
progressive,0.223258816658011,-0.0104799265809295,-0.306493843841933,0.0024586165942942,-0.308714813724845,-0.148165389771423,0.338825532229907,0.0736851500784001,0.049360102126976,-0.140375858676135,0.0160279504231853,0.171170178215171,-0.044002782435829,0.228193653306701,-0.169395162654851,0.315647643095152,-0.234595444963921,-0.0759061199613127,0.163509739160634,-0.238397792346027,0.219864282768275,0.0081034594671129,0.0040399940934882,-0.158800813583256,-0.172719282704177,-0.0820291901669118,-0.0570909550219227,-0.232568113142134,-0.254475619239503,0.294010056719353,0.130564863579095
progressive,-0.0567854890657743,-0.003364018098516,-0.0156560290923911,-0.350783931744602,0.217690428406391,0.0620645489453632,0.362792548178305,0.212139604698312,-0.0054115589993257,0.0325719780990209,0.155917712003007,0.106742826420636,-0.0625534197652298,0.036896937891509,0.0019890071531347,0.516842349469796,-0.0753690417383058,-0.364131450642978,0.0603795371908673,0.0367537962721949,0.363435963295605,0.124410592004545,0.112018769568206,0.26886800435564,0.128078757537408,-0.293084251965141,-0.0716374773151038,-0.0141394729026323,0.0272901815766836,0.252560882342683,-0.0955244915983978
progressive,-0.0599447615628756,-0.0746612560084168,0.216566520585672,-0.215039010385388,-0.144861770854346,-0.103327783367394,0.0547105221451772,-0.023587637135992,0.192108494930171,-0.0344041631219141,0.0459849854943708,-0.0152426248192747,-0.124028198884564,0.0843589430205661,-0.134414402188266,0.175650682159217,-0.137335183563437,-0.206514290986285,-0.0929063964481644,-0.0969259892005768,0.129377732303914,-0.0665013636380132,0.0085285084038527,-0.138372288291907,-0.0275704224136987,-0.0423762291140404,0.125863159755919,0.0097285403365349,0.0317210064731518,0.0058085442803848,-0.0945957512798745
progressive,0.175936872041771,-0.167973413623038,-0.108093144893032,-0.141737213406283,-0.127785728114549,-0.0870424524838236,-0.195938116442309,0.0787703328860701,0.132292181328251,0.158404917073398,-0.108401806072053,0.218408650275013,0.287672218847247,0.0951911076099688,-0.0901907965098342,-0.181801434443163,-0.218099989095992,-0.372492310842122,-0.0485832695778505,0.0909933155752879,0.254768937163645,0.0621643614547591,-0.0432742972986953,0.342490444241314,-0.190382215219938,-0.0901907965098342,-0.198654334817691,0.110315505381981,-0.0096302287854443,0.13735422466419,-0.156182556584449
stable,-0.203561638896991,0.230261834677273,0.187259225379653,-0.11592902169926,0.178266594980852,0.325561838784966,0.399175885106325,0.147959824333346,-0.0081184598946227,-0.412447857617595,0.0551316559833743,-0.137368172599208,-0.186843360296367,0.454963533100907,-0.540305276122449,-0.192158095970665,-0.364277019704608,0.115603009591094,0.538087781038853,0.137741245768128,0.500746863453616,0.258082354919847,-0.106832625930643,0.161899039312183,0.0984260739928164,0.0976771652661399,0.235257941355391,-0.241129725295236,0.0241678385943764,0.195877074950981,-0.0923724244169114
stable,0.144497525398255,0.0076655083457198,0.0278449583911112,-0.512269044430068,0.306370688842457,0.540405287434581,0.0586264743705401,-0.272355971487084,0.356529359497287,-0.343303033177917,0.266456638767482,-0.0232487917777932,-0.225991287741213,0.326974361866175,-0.0014982554701244,0.295537021760477,-0.505985393374743,-0.351607324246977,0.198684213088231,0.433281563529093,0.441075383614508,-0.229105083631027,0.353385490543481,0.419377629389665,-0.576064384506907,0.18934957258058,0.198113133314081,-0.166088481690719,0.0109785190068707,0.623187834790402,-0.618196323051231
stable,0.409825200928236,0.218182594754948,0.296539860119389,-0.486567158599457,0.477108511362446,0.370866901578922,0.502795302142213,-0.1853018472537,-0.0754336439791221,-0.421570270314262,0.531312337639589,-0.174158859709014,-0.528217198181048,0.333369823393913,-0.12330115013841,0.250048706160017,-0.454220685619324,-0.557066195939293,-0.0369070412171208,-0.0343830969378614,0.51763932558202,-0.0951086788990149,0.522573770389993,0.301500983975279,0.148142164237931,0.0148531784683814,-0.311587305519875,-0.29880857329899,0.330357217905099,0.417303310316918,-0.254337397790847
stable,0.0521172717994069,-0.0680958700998344,-0.257088412595626,-0.130019973738862,0.138073268988673,0.0965714181175144,0.193017017078266,-0.0981402461006771,0.0630410474486343,0.0299389834429323,0.0961343106324902,0.105023249349197,0.0725846151977221,0.15462261688364,-0.12524764660371,0.106062289587647,0.0677234106271368,0.0056582765343281,0.177053956031221,-0.0221650327976446,0.0464990878979333,-0.009251836802707,0.144378025646266,-0.0306783611301282,0.0096776444670892,-0.124040086924725,0.136807471772533,-0.0040330581000773,0.194019984812359,0.0696621990842013,-0.152084177367702
stable,0.0208419491640249,0.181210780061902,0.316193225529502,-0.366800625937737,0.0958236537752147,0.137883633684524,0.0518620015337537,0.240341876196415,-0.0355256503044591,-0.197571559020073,-0.149020305574797,0.130644063245285,-0.354639571086175,0.304986345886092,-0.46543786201013,0.333653252287101,-0.52932744458191,-0.110621673172008,0.307329826206695,0.353951640548867,0.306972988052141,-0.334308934707511,-0.282183851805933,0.294259321736901,-0.0942679237761041,-0.162881196451934,0.0096524676872244,0.175457874172505,-0.117314255797383,0.330311046907481,0.320346466655623
