group,ARID3A,ATF2,BACH1,BACH2,BCL11A,CLOCK,DUX4,E2F3,E2F7,EBF1,EHF,ESR2,ETV6,FOS,FOSL1,FOXM1,GATA4,GLIS1,HEY1,HSF1,IRF2,KLF3,KLF4,LHX2,MAF,MAFF,MECOM,MEF2A,MNT,NANOG,NFATC1,NR2F2,OTX2,PBX1,POU2F2,PPARG,RBPJ,RELA,REST,RXRG,SRF,STAT5A,TAL1,TCF4,TEAD4,TFDP1,THAP1,TP73
progressive,-0.119391570973513,0.0999655943449741,0.183006185010468,0.153928588747416,0.240708683898883,-0.186173446482603,-0.177734854518092,-0.076793737263734,0.0315865391705202,0.35890794909426,-0.0781103743930664,0.36780082868814,0.0852721790202943,0.288775503069605,-0.0527706886243058,-0.0638298029140247,0.0303400376751959,-0.172151101656045,-0.0893751136097633,0.072977721177025,-0.095755862312811,0.197594396884136,0.0646825884638949,-0.045870298632926,0.151711346317754,0.12930141726051,0.0432880321080853,0.0241808538159463,0.0032262391643688,0.0936310714007044,-0.275929524104364,0.224392585041927,-0.171531038891747,-0.18455395093369,0.0051406231744513,-0.0515751948628055,0.045910148424976,-0.105195481053617,0.0257158678057127,-0.19253028531042,-0.130221150461024,0.273444491072125,-0.141608627037235,0.0510061398323313,0.152836704445246,-0.119241735755405,0.382982005467512,-0.0271584302779231
progressive,-0.410306063624911,-0.539614587639767,0.654725210869466,-0.506170643568062,0.501222756233172,-0.566816173256192,-0.198711637364859,0.634290848991762,-0.0919841152633444,0.716724185305339,0.601828815815478,-0.55710911419394,0.518451901464258,-0.614012767226542,-0.551518414320906,-0.0703113072112341,-0.0467778812161467,-0.57899422730452,-0.535389127239948,0.581689322074538,0.569543703521253,-0.603586229910588,0.523175689015208,-0.650685517395807,-0.494437840406246,-0.568517562405316,-0.523797860783778,-0.538529472896478,0.587919885804349,-0.625574546869035,0.53334274237081,0.598538087409199,0.5048643777222,-0.582703668465004,-0.436384201640267,-0.618002333116951,0.53241980510274,-0.384487409569907,0.615690566924726,0.521503786679759,0.547655641729306,0.445699086080623,0.644997511037641,0.543394797153074,-0.537279231996601,0.594144552171424,-0.539576254781988,0.661277180868349
progressive,-0.060030305755722,0.201532329321049,0.280574796966772,-0.0507417261958189,0.191464586635997,-0.260184769159358,0.239847624341775,0.120732248441639,-0.282226261565299,0.229345491135325,0.138138711330681,-0.156223086700086,0.264550485736722,0.36137946971216,0.24581674398711,0.0985607296974572,0.0655621266978735,0.0531240627956395,-0.340837068485418,0.0168163315799344,-0.135434255332593,0.249875647386129,0.0786321078896034,0.0343302441328317,-0.172434975655285,-0.208765130483176,0.030333866642195,-0.0293447021797105,-0.117894398736928,-0.060843066033601,-0.0971852362441315,0.0042128074403393,0.10566419330124,-0.0093963353481567,-0.0503547849561808,-0.331113256562022,0.0461315692862943,0.0544052699342432,0.100423114006514,0.176446812428043,-0.207068436004779,0.364604260656509,-0.0547079504332085,0.0117372686230873,0.228472347819853,0.13627311271544,-0.106670653792237,0.125917306971448
progressive,-0.276660626765619,0.375185461335536,0.423332440677685,-0.306677330423385,-0.370575563342754,-0.285329622696718,0.0438860118272206,0.172919200152781,-0.519304059231589,0.0865792566399464,-0.177535610067389,-0.12717240666373,0.0340649483930402,-0.202976603321961,0.117647093012488,0.0905059455011316,-0.0438719026632639,0.223303024642222,-0.0952243755243495,0.19893649848897,0.0979241097814524,0.171424171433521,-0.0633496035055138,0.0097114460834397,-0.286894654575609,0.0041025107504919,0.128341296631529,-0.208519334116342,-0.0890217699849152,0.378687789957715,-0.0583072053714435,0.182616537072264,-0.274225168002628,0.093551354275174,-0.0804385143578607,0.0781745362029596,-0.264127890550987,0.143557487298697,0.0764944603718058,0.322876278626154,0.103805460510795,-0.0990707506830119,0.154523020993829,0.123467665804787,0.114683083261273,-0.147534100893883,-0.175962980946367,0.16124223899814
progressive,-0.521370269737972,0.113178242771136,-0.449086264962595,-0.435517381713238,-0.48629126742051,0.0777865933741949,0.550133801049973,0.324277550834867,0.227419485612498,-0.111052242630683,0.207722719605366,-0.184274188644496,0.52312109338305,-0.243427016081785,-0.156511127986825,0.552384860022217,-0.564765684369557,-0.469533383960474,-0.368861024368469,0.0107550595340527,-0.289636254428674,0.135313655998198,0.0075660593233742,0.291387078073753,0.517555975368337,-0.305706314313858,-0.0445834735336021,-0.444521617602212,0.190089424322791,0.149945539317781,0.417821557014767,0.177521011727765,-0.121932360996527,-0.343098905019459,0.506300680507119,0.113741007514197,0.5684549199074,0.529436564388512,0.0297640019663318,0.626419688442673,-0.01813353060974,0.762108520936244,-0.314648020786936,0.322464197773893,-0.0381429436963496,-0.275317018188569,-0.188276071261817,0.185837424041887
stable,0.114336094958863,-0.0569046205760913,0.0198621604365923,-0.0533188723206809,-0.0586650066528026,-0.0911630422739425,0.0412279449119314,-0.114933550723475,0.0574268115111777,0.177496616661679,0.0600185064995931,-0.0286990116737132,0.220122713484248,-0.0013418933511936,0.094856796826807,-0.0699834685620225,0.127410685540295,-0.078629344797357,0.155996622577866,0.119368296392612,0.28828588820626,0.0024022404882355,0.19083491290508,-0.0808033579944449,0.195785970236425,-0.0735349041645112,-0.049649293743361,-0.119148786644009,-0.186240058416769,0.0438971347988955,-0.0998145443652214,0.18172264814362,-0.040638649172608,0.0271354291882803,0.0725590462334082,-0.123732642837365,-0.0609878262737878,0.0293991519801564,-0.122887497361042,0.0865319491640084,-0.120315062059643,0.253329150803893,0.106296746814393,0.0715155259808124,-0.118832319576293,-0.0374307962498195,-0.231697785381271,0.0462929384969965
stable,-0.0200571196514326,-0.0373878770405664,0.131966537700848,0.0036286144426452,0.0034088280832868,-0.100598822994429,0.0573566153453686,0.0194621404715413,-0.169652312783886,0.0865594927624683,0.0781835318579237,-0.166991536327229,0.297242223315698,0.211137124263613,-0.130909268061732,-0.179076790773412,0.04245486677943,-0.0985972500148851,-0.0073253432065711,-0.0098680574330238,0.0903188898139918,-0.0251113890116218,0.214221757741787,-0.0214419682165931,0.0387188098722631,-0.0678602249092236,-0.0082223049541967,0.067409137719291,-0.124289730820506,-0.0233445400838244,-0.150865791690988,0.282784131993739,0.0283523236565032,-0.0942457913015148,0.015971933084931,-0.0543790353293112,0.198177859211756,0.0739549979048317,0.030251394502081,-0.120686946137615,-0.0811430232621047,0.0953279570946103,0.108443289911732,-0.0477097057801239,0.21816437492651,0.108863334709671,0.114364139931643,0.0645778226078685
stable,0.0951031141203865,-0.0098472162516002,0.0420461754598144,-0.0554686155705638,-0.0260963194021417,-0.0371898466250777,0.130189019546001,0.0138633351807132,-0.0536192162989883,0.128903040611372,0.0789660887074018,0.0275472200512935,0.215519962391786,0.0373658455192391,-0.0049681267277551,0.0648382771176936,0.0644344847694221,-0.0622404569490301,0.0800232947320361,-0.13777126738677,0.191310844594257,0.0763299531573805,0.13161361480856,0.0380724296578635,0.0391877034241782,-0.0870111527736292,0.0186426601266833,-0.0075582045308612,-0.0564103390824265,0.0954426121860023,-0.0705666015335202,0.119027186935361,0.0238677774220361,-0.0217510100145707,0.170586420947764,-0.026664543736995,0.120250504013806,0.094984110230509,0.0246511555660233,0.0087456082269019,-0.131822728639744,0.0113080747022371,-0.100487439637608,0.0047386075656593,-0.0521189930499754,-0.0679602927471974,-0.0091529219522793,0.01261532182177
stable,0.151642004861218,0.0422092313055262,0.111023430106146,-0.0274560292099253,-0.117432885588577,-0.176528909382777,-0.0843283217422637,-0.18205036737975,-0.139225429969242,0.085505649430955,-0.0066439316691704,0.0503752245225603,0.173517984509457,-0.0158344528095101,0.0586271813486099,0.0111947264083341,0.0011383032881791,0.0019944216858941,-0.0107040083128796,0.0038354939669588,0.0885792332008719,0.0440499738029245,0.114397336868173,-0.106057217875333,-0.119859543733102,-0.0907079867668389,0.0451511214647005,0.106412504811827,0.200970386099053,-0.0930744044283196,-0.154434612947447,-0.0115314355316265,0.027678083545234,-0.144481192259067,-0.130057224190322,0.245404997584772,0.243691661510454,0.0582528768873593,0.150488861308055,-0.114354574919443,-0.138642042663557,-0.112184708323077,-0.344869290331322,0.211514889045332,-0.030738915680054,0.160972574131846,0.0062537975919373,-0.080067736629444
stable,0.0456255073386288,0.130256172947304,0.183180732450062,-0.0767636176373604,-0.0862806300025014,-0.255808261924705,0.187735787377942,-0.241398750300818,-0.10091900765521,-0.161357824355398,0.0723347938563842,0.0258967234076777,0.1450511198019,-0.0122119542083901,0.123410417452662,0.108369483970965,0.0060936023712413,0.127458152683322,-0.0402624133965894,0.103586982338474,0.0254055485233436,0.0587280874886325,-0.247341194643721,-0.0114955503135224,-0.0289861486734722,-0.0473452847420215,0.215812237940732,0.0539157800477364,-0.135456222020749,0.112697269609761,-0.0257338559546097,0.199079115169969,0.0540883166469833,-0.0083576906090704,-0.204366186559024,-0.182671195058764,0.0860958517319455,0.0954196585890353,-0.129506237517981,0.0206591509504375,0.0519539191588195,-0.0349971641172592,-0.143276254877617,-0.0489080494047114,0.153170363943734,-0.0267852203629767,0.090510304855298,-0.02080046241707
