group,ARID3A,BACH1,BACH2,BARX2,CLOCK,DUX4,E2F7,EBF1,EHF,ESR2,ETV6,FOS,FOXP1,HNF1B,HSF1,JUND,KLF1,KLF5,MXI1,MYOD1,NANOG,NFE2,NKX2-1,PPARG,RBPJ,REST,RXRG,TAL1,TBX21,ZNF263,ZNF76
progressive,-0.38626574015851,0.133974726221275,-0.112461379561971,0.136736863383357,-0.348478564755603,-0.24259189426901,-0.232982947463464,0.104418593002967,0.111921924365941,0.500470461732287,0.20687553074764,0.475054370297007,-0.351482744864877,0.4556070895791,0.0961590751775221,0.325916365325131,-0.452066618233889,-0.108033417410387,0.0599206582406391,-0.454363653262149,0.345744903234368,0.380021664912957,-0.18147525911283,-0.338924987251703,-0.0351674164450565,0.302934941182201,-0.277453988564993,0.154290513984992,-0.21105195807175,0.252566278465415,-0.512382771486281
progressive,-0.0813347559056544,0.467368993977508,-0.486424263595054,-0.235111808562108,-0.451834328446345,0.0205603278644745,-0.154842035392585,0.519843597885041,0.525435490708912,-0.367559868128561,0.530519829776997,-0.438400290020057,0.481477814853687,-0.134002993037938,0.459295075272738,0.0963560000075536,-0.28556499895671,0.288343342348214,0.158078057315318,0.0377584788264536,-0.452676339590338,-0.103922364956538,-0.0351502979657918,-0.465726045403863,0.451197685874058,0.507512682072486,0.428211075026718,0.456446319799506,-0.453198562529818,-0.283426231974233,0.282546080952637
progressive,-0.0717006156970017,0.328737303968008,-0.036708682913818,0.0092565013024765,-0.241835185696515,0.0860224844377776,-0.354428392472056,0.264206483630726,0.136313048408133,-0.242241041825932,0.345260881362874,0.329297485825795,0.0184901846066726,-0.0961609013737975,0.0657208550076065,0.0733319504540725,-0.116918130169637,0.020707789799565,-0.322378536327173,-0.296815000433512,0.0036219008670717,0.15097224322349,-0.0209342204025023,-0.314761964561119,0.209384417321842,0.0914857977660898,0.255123855475148,-0.0873831977352411,-0.126952801273475,-0.0206501363239094,-0.238519274186385
progressive,-0.450256010471355,0.503367199570615,-0.290454166918354,0.357030057774643,-0.130327507465778,0.0368763490786939,-0.639299946743384,0.189416933196707,-0.142645067737476,-0.208433280037297,-0.0031582932635294,-0.247482106124311,0.245317208153647,0.185703746104738,0.159132181440045,0.446704148609508,0.538199915281153,-0.121905572549643,-0.26842298716988,-0.159228543490252,0.390289581811575,-0.462980673337186,-0.455553757793415,0.0488766724884741,-0.190410869849405,0.192283974870285,0.285037861792949,0.157351107590712,0.0116977032633433,0.048780310438267,0.0449193321119914
progressive,-0.263852033365,-0.0776653747144223,-0.319380302866235,0.034627874076494,-0.0999261509064541,0.587189807554263,-0.148405174613546,-0.16646113752486,0.141170422351135,-0.332860439560299,0.290997813221394,-0.0737697388808167,0.261007600851574,0.222236748983785,0.0506432658368725,0.217228074340578,-0.14370567741745,-0.151682455552928,0.0051323456220517,-0.39203700293745,0.155021571981733,-0.191504510740896,-0.518552414295498,-0.0268366024092828,0.329088474705538,0.163122021096056,0.526158179494442,-0.300273136634741,0.0890431047681274,-0.0488500366436255,0.351349250897569
stable,-0.0792917942940555,0.100142111180857,-0.0544362986302073,-0.149148475182279,-0.260377555713689,-0.0804019610839208,0.205656867768897,0.0585255551090084,0.221337007986151,0.100166943198976,0.352031180118842,0.0956767625003556,0.266044322579932,-0.225149751164195,0.0835884859141169,0.25143251096444,-0.0670766988354816,-0.270181336798632,-0.451208605020028,-0.327928069521167,0.0593424532565983,-0.0181374565315217,-0.0573340195648204,-0.216244086484086,0.210231376997738,0.0739260215868355,0.256708587412271,0.126130799687735,-0.033314485011967,-0.158730423572021,-0.275365058205336
stable,-0.065180506505929,0.117067903990162,-0.0402331659742025,-0.0033859281917957,-0.183141417808365,-0.0596233221559588,-0.184206445148522,0.0254103556415379,0.188097400069408,-0.251981564571088,0.375195047050101,0.226254867994668,0.127098573519155,-0.259311646970258,-0.0459754097710786,0.183981187255989,-0.180786259548169,-0.0999520462393934,-0.270710259573639,-0.262527291151497,0.0234051398960138,-0.105594218281991,-0.039147036378999,0.0259064708150236,0.24315302917281,0.0566681963080445,-0.0607411630009761,0.0355652854328787,0.0323357916911984,-0.206082462406009,-0.311663564112652
stable,0.107243682145462,0.0872434143046244,-0.0805789330088859,0.003765133760017,-0.0532974603891973,0.148915323107022,-0.108808380012935,0.10011524139956,0.175777804974315,0.111112701924858,0.355668140778127,0.108276227290644,0.166599124711695,-0.0189143339330797,-0.243379544417931,0.110186517927995,-0.104453286547232,-0.244404779836521,-0.323587323745914,-0.160044821351895,0.126417280052088,-0.0784188162728282,-0.206100146988233,-0.0280179969699497,0.11809291251886,0.175521016129709,0.0107119416793401,-0.30874765348274,-0.161439036039048,0.0629167136032961,-0.104639846499646
stable,0.297244349627324,0.211508872613677,-0.125598701274968,0.172169296764545,-0.293405854668923,-0.0842358001086945,-0.0748452196513395,-0.0076382051692592,0.157505946174987,0.0588794837577704,0.353354906604704,-0.0801264637619974,-0.181457754917448,0.0906123602549744,0.166592006611726,0.19973362770662,0.15877802070991,-0.277201217767386,-0.448086054951574,0.0794286642284922,0.0413551876730654,0.0271252050329313,-0.153196384927114,0.256265493510239,0.284916123305734,0.240939868912235,-0.117989285904305,-0.251980159149486,-0.048265282539732,-0.0119667785482797,-0.132986054953824
stable,0.0139263746024069,0.378276886070576,-0.105747793629165,0.167318350932611,-0.383038590092967,0.277296769565566,-0.270968180406917,-0.156987959271573,0.171526576804786,0.0842321540369868,0.363277197785025,-0.104372135589086,0.29500991500686,0.305097869008067,-0.0960451046917334,0.320034049167511,-0.255114953447242,0.0492853802504194,-0.222960604735326,-0.252116368522002,0.150938612620389,0.31084021579653,-0.207594800447537,-0.29324442423695,0.346931629128482,-0.124324842832938,0.246613472842489,-0.309806254313241,-0.0117543615536206,-0.328396742995984,-0.0945097540191999
