group,ASCL2,BACH1,CLOCK,E2F7,EBF1,ELK1,ESR2,ETV1,FOS,FOXH1,FOXM1,FOXP1,GATA4,GMEB1,HNF1B,HOXC6,JUNB,KLF1,MAF,MEF2A,MYOD1,NFATC1,NKX2-1,NR2C2,NR3C1,PBX1,RBPJ,REST,RXRA,RXRG,SPI1,STAT2,STAT5A,TEAD4,TFAP4,TFDP1,ZBTB7A,ZEB1
progressive,-0.155326454894278,-0.210265359620719,-0.216853155557761,-0.238382059686333,0.0108221115208359,0.0893575397614147,0.325322774902798,0.439316332606286,0.313699927830443,-0.148975793623609,0.228198262712652,-0.320048964891068,0.215600889614107,0.23764629253656,0.486839094273424,-0.158194809831363,-0.0779815726156944,-0.425950708157096,-0.261509186497857,-0.397015406229482,-0.511642405849994,-0.0798120573348873,-0.0303905941267237,0.0625499529909816,-0.0582084395443068,-0.407241432664298,-0.101224018340317,0.29289217296125,-0.115421238331856,-0.0630826938852986,0.50172010669334,-0.278673838239144,0.0350130959109499,0.349099585731781,-0.143805933054673,0.109624432686072,-0.0201288350709469,-0.105312155020183
progressive,0.198470777785851,0.530653258687173,-0.443278517215967,-0.0239984550067105,0.452231995533811,0.0941711906922878,-0.315631198977286,0.337701583282981,-0.421397927369904,-0.0458278304747779,-0.0836662179822201,0.510414541547444,-0.0891551942591755,0.103070442021666,0.0748242062517788,-0.166594346399207,-0.0368472386627011,-0.230672571103291,-0.310214525351619,-0.299441430309691,-0.0924931666603097,0.428076884782643,0.0008073796060505,0.145322303868153,-0.129855561713439,-0.310316954107611,0.42322959453587,0.403310214105996,0.246163414141768,0.400978453601955,0.28016674852047,0.366152676564851,0.238408954791119,-0.333604433043321,0.175647240862572,0.40949811601207,-0.26518202404101,0.0108935994607413
progressive,-0.455229398487599,0.217238644712948,-0.297106730539389,-0.195209928368947,0.255254648709803,-0.411743500307977,-0.052272159964461,0.168517799374138,0.0405443490868983,-0.127687991970622,0.256196753835913,0.0808257922999419,0.145851899287687,0.260393979690426,0.117094522623407,-0.433414389709096,-0.0672580264773611,-0.110296428583801,-0.421971264804221,-0.362211848311197,-0.206784428976357,0.102318424721961,0.136785894531314,-0.30280400277522,-0.036384581913002,-0.0503728117712071,0.0770755218778604,-0.205547674640858,-0.355302845683207,0.28446145230709,0.141803813046103,-0.39320029488677,0.162773723096134,0.431683258023849,0.0717436455554271,0.291947782022937,0.203714207384854,-0.0170275576924978
progressive,-0.0536636710120702,0.341918343744497,-0.245345108920247,-0.459786608223286,0.222078529294363,-0.315027078219967,-0.126277884710543,0.0591323231726313,-0.286295663040214,-0.286807633566511,0.0131498457436104,0.192681388861564,0.0421467877032435,-0.432937870601899,-0.0934943236826055,-0.110026228185135,0.422322251701986,0.187066069958112,-0.401716392170173,-0.363104872723069,-0.272498084617964,0.0127060289082468,-0.505893397984571,-0.165047520720615,-0.094396133321047,0.0348249003787994,-0.240783173463875,0.199762284734865,-0.403632873959243,0.337657920216817,0.101878318126568,-0.101324910156183,-0.150734700394903,0.0550905366854689,-0.204244616680226,-0.119648984115518,-0.469321036970218,0.0619309863371537
progressive,-0.243748916942864,-0.187741476477057,0.195364536427971,0.284258235524994,0.0777426114002311,0.0056070440961268,-0.406731198703316,-0.111699878454303,-0.0175771382339258,-0.559822402676219,0.418449290859267,0.165943305047171,-0.505515975587889,-0.0616774850573957,0.190135495304617,-0.179677413057909,-0.0786246183367005,-0.147043156408541,0.440436463775539,-0.428844372610513,-0.153973210909372,0.105273827917169,-0.521077097967027,0.433569409770171,-0.514840048916279,-0.126126991915124,0.184087447740256,-0.0078750619327624,0.115920911650264,0.480756780871283,0.200026573092167,0.415173265095237,0.499908931491762,0.0614254830755473,0.478740765016496,-0.104013818007927,0.128584011238146,0.460029617864253
stable,-0.212123684145031,0.0065491067532473,-0.0594944122939042,0.0670051344927552,0.0431482433949133,0.0565689962692413,0.0725967138174146,0.031696362310626,0.0958575306367272,0.0096068399868866,-0.198843269272558,0.0829447268133622,0.123248124341757,0.0694786952695565,-0.0061835655861729,-0.0086150042635973,-0.0218890542488178,0.0628234035680027,0.0142930529101963,-0.1052176924323,-0.151637694863092,-0.175346330660301,0.106848862968613,-0.103271692838726,-0.0896044170142366,0.0407868184772641,0.196707513243586,0.172679080672237,-0.0798663982534919,0.0585812320878789,-0.0091046866056167,-0.0696972748122692,-0.0594780084787906,-0.0751488783644291,-0.116692859689461,0.0728945180949504,0.101641039772921,0.105221883943417
stable,0.108723952308347,0.166513154630539,-0.158266870637248,0.0648751992030405,0.0287403236108339,0.0735999191641174,0.0412260150247882,0.0374010522187527,0.0059958162015518,-0.102576166506077,0.0314455560929885,0.125968043899312,-0.0168308305402057,0.0851643244628132,-0.145656273783036,-0.0404961111870699,-0.0971442790357475,-0.0349904482356025,0.0733905467157756,-0.0834801525300336,-0.100356708087693,-0.136746168268019,-0.0158557711731873,-0.146757935031857,-0.277182057444031,-0.109777915933267,0.176248638135335,-0.0295595076163678,-0.144952132185522,-0.031103782299888,-0.0300138777854939,-0.0657827559774241,0.107102667069115,0.231824260406357,0.0301174001718607,0.19343595811274,0.0505346264943366,0.0011809600280124
stable,0.0175846341086641,0.256884570459825,-0.137604404347588,0.144322866708555,0.219132224500373,0.0073602711071993,0.245478044999649,0.134413281112261,-0.0439000912908795,-0.0714337644194822,0.153378855880517,0.0165932222242389,0.197372988455885,0.108632841631905,0.0580023409828338,-0.0304578541689949,-0.0899431575011705,-0.134198518490191,-0.265464521374732,-0.156513148241688,-0.166439166861834,-0.0187424067489279,0.108930241586567,-0.0285660259086601,-0.149533953291065,-0.103155592006453,0.318248432857788,-0.0225178467576712,-0.439753927894029,0.165925445981116,-0.0866667525386099,0.185772666645451,-0.0095041196212696,0.209279587831568,0.13918499680272,0.0841358307586842,0.187474688758157,0.23799896501885
stable,-0.0734546616771276,0.097277340631523,0.0235250639340516,-0.276415964819083,0.128158017712462,0.0553579531440766,-0.100765295108344,0.221300937707705,0.119619629902015,0.0061201543872862,-0.149300156592159,0.0274628938102618,0.262443875230025,-0.131180948719995,-0.01882426141961,-0.118619523140164,0.116938421530116,-0.0700100351355291,0.0425945904265647,-0.0430112737316193,0.275126151220437,-0.11431089970006,0.159208108133948,0.147530951134397,0.125290577187114,0.0618328619624238,0.204412510514732,0.0328108307813641,-0.208651519663026,-0.230353023300271,-0.003350619401939,0.274576922303778,-0.0473564307520649,0.241570057676678,0.1514005033132,0.298245670136124,0.185595934512938,0.107672926364578
stable,0.0980036565393071,0.0093196063715877,0.0322777475230652,0.0701298857496758,0.047146757109511,-0.109385412204558,-0.165416811655308,0.20672885386095,0.0852018846078574,0.140511463658129,-0.118515477116504,-0.0233618481050684,0.0848280717770959,-0.0932854734935802,0.240958533136669,-0.103972758700516,-0.0132269226935141,0.0863002437469543,-0.229010969863943,-0.0520107762255763,0.162674730078565,-0.140991859486091,0.0995890445488176,0.0834663899390329,0.0799096253674901,0.0021849968744096,0.0330708958457966,-0.164397776434844,-0.209097758652098,0.0309452328990698,0.0783604010688797,0.101185881371327,-0.274370621782541,0.250718555354319,-0.185225620596238,0.225552610566031,-0.0317454685822289,0.130175820564719
