group,ARID3A,ARNTL,ASCL1,ASCL2,ATF2,BACH1,BARX2,CDX2,CEBPD,CLOCK,CTCF,CTCFL,DUX4,E2F2,E2F6,E2F7,EBF1,EHF,EPAS1,ESR2,ETV1,ETV7,FOXM1,FOXP1,GLIS1,GTF2I,HES1,HEY1,HIF1A,HOXA4,HOXB13,HSF1,IRF2,IRF3,KLF1,KLF10,KLF3,KLF5,MAFK,MECOM,MEIS1,MNT,MYB,MYC,NANOG,NFATC1,NFE2,NFYA,NFYB,NR2F2,NR3C1,PAX6,PPARG,PRDM1,RARG,RBPJ,RELA,REST,RFX5,RUNX2,RXRG,SMAD3,SOX17,SPDEF,SRF,STAT1,STAT3,STAT5A,TCF12,ZBTB33,ZBTB7B,ZEB1,ZNF263
progressive,-0.345560876819342,-0.147361436263134,0.191972538024857,-0.117955187035284,0.184357226289672,0.105277496961755,0.205373425003863,-0.168195627738308,0.125425537252667,-0.305765718815699,-0.227776422238358,-0.356202662909521,-0.165568602899034,-0.144006382467789,0.236958929049333,-0.0855514557559991,0.108489199922829,0.0282803814395902,-0.206729620537075,0.438444164009047,0.194063205248264,-0.125498018011568,0.106625639077311,-0.294722872526268,-0.264268068319651,-0.329690811987112,0.156187982013729,-0.321740478077452,0.300729111413854,0.106503227128945,0.0215944341018673,0.0500842044005044,-0.0162775677656053,0.0313213519463647,-0.306327847368064,-0.079182813073909,0.377816425213762,-0.140519252622891,-0.295231848522105,-0.239674541482819,-0.150983863524647,-0.119304939834371,0.17195979515056,0.2542641129078,0.333812551143275,-0.232350763466769,0.265977003546181,-0.124947164243921,-0.178803589474333,0.315096408511538,-0.093334278578422,-0.072965574643745,-0.316344688248164,0.0837523222517263,-0.231250666615006,-0.204814517818561,-0.0551224224858808,0.215367716314528,-0.302251207350772,0.287832368380091,-0.226629615564193,0.0203171620616808,-0.303129029875238,-0.378856926774872,0.139750956578542,-0.0051783475525847,-0.0229570723692037,0.256675306153902,-0.196353597229532,0.162633937505314,-0.124961660395701,-0.125480300492725,0.404159154365402
progressive,-0.0067632484920362,-0.305635417037727,0.143918697345131,-0.0607794985005243,-0.228179620287268,0.251436699909374,-0.309353558513004,0.15882117588884,-0.161318881546005,-0.343717202332779,0.320152022491885,-0.0140469769653261,-0.160242026412377,-0.0365592317866729,-0.0342739058919734,-0.196750406706628,0.308166026601753,0.359759352559577,-0.339317052606205,-0.10820001081554,0.260805339571938,0.0828969064395408,0.0128833751681558,0.325551254481326,-0.400608057295202,-0.121789324349075,-0.0106159968590167,-0.0389163480236144,-0.0660201934841809,0.275941136727933,0.221814209941822,0.165273332897828,0.137532348149865,-0.257939708410783,0.022978892045919,-0.006485060915849,-0.121684630099972,0.0527030849983137,-0.0897947618232806,-0.0909882762630517,0.0683025281146204,0.122836266840102,0.134406476998083,0.0086297973903249,-0.16649376871594,0.0374895149715572,-0.0456287450232293,0.0421678522743191,0.0955080765600295,0.103348180185694,0.172978829631789,0.116114896047707,-0.282638577406247,0.131068226083836,-0.0835131068771168,0.282174931445935,-0.177549481421188,0.303966291580603,0.165910472185225,0.302997121960338,0.228607371076459,0.0293921626195261,0.106465077544695,-0.0568130820916609,0.349478377297689,-0.0377527462264441,0.0921728169100425,-0.113368915456955,0.03375940843924,-0.207097189782238,0.0283272725429384,-0.0853317955472442,-0.14692192666225
progressive,-0.0814755589361606,-0.0278358046781071,-0.0563989435052765,-0.122259796033068,0.156077783130981,0.166695301534219,0.0232547658070038,-0.167880028996517,-0.0966333354490377,-0.179462074197407,-0.0104670621090491,-0.0993254063596849,0.124126674414397,-0.0065644668150258,-0.124553404920245,-0.284347257703327,0.133682657238925,0.125951767962485,-0.042599058218338,-0.081857878574884,0.218479453909378,-0.199925365987696,0.0788720780508903,0.0115041137836226,-0.0410343282060356,-0.259262146280472,0.0124860959829618,-0.219921609928417,-0.0224437847551664,0.0576054516015388,-0.025867128865699,0.120565077343599,-0.110143198464581,0.0545312927610401,-0.100051118546643,-0.117111070425678,0.0498919404904952,-0.0171988227296254,0.14327270126763,0.0152333908414246,-0.116011534591968,-0.151518447657551,0.0335150663659797,0.125178941638229,0.0287251033286649,0.105668436729414,0.0880408753503836,0.110161889646919,-0.140210514052182,0.0021679454422882,-0.0991872306357099,0.135803179598754,-0.268771555621737,0.0156791214747726,-0.0225945499945175,0.0740275861923758,0.0386301169506453,0.0301739789049906,0.0559820992446321,-0.0629724469663086,0.252281684803998,-0.0906353968259384,-0.0298349888253225,-0.0192408730181522,-0.163705793668274,0.230940293625296,0.0592009216575204,0.237254823803775,0.0931595560407099,0.114028801774661,0.0066962319268767,-0.0961389459525795,-0.0699692825363998
progressive,-0.247210532255439,0.205884654634693,-0.149898510170435,0.0146444214505544,0.378082550233082,0.299103647800733,0.211028397024646,-0.171453162129353,-0.109219015303812,-0.0986403031291913,-0.26212978931489,-0.123111600178142,0.0668194757119319,-0.303963265903159,0.301247693385837,-0.422545269266694,0.0609949278176363,-0.179442518537457,-0.0040979464547107,-0.102067825543911,0.114537057016305,-0.244970867919725,0.0176282728624445,0.0778708177109959,0.126127688768809,-0.126347885091642,-0.31392455414527,0.0737335309703199,-0.116493689850215,0.123041115499121,-0.0976513320514545,0.0810054735524193,0.0903405955762504,-0.18148111030046,0.349253223727762,0.0187456462624289,0.0696929557659751,0.0065998793635268,-0.129117004109306,0.0530722313385288,0.0302040509426609,-0.123814807789771,0.025994640344382,-0.088581210565028,0.161199553706806,-0.061074701175288,-0.366192495192954,-0.338831872697002,0.0001120105364287,0.022173168677149,-0.0097787930266611,-0.199014310805156,0.046005186079165,0.155044984524691,0.121063173343647,-0.0343697501120895,0.130178099044645,0.0977999509095453,0.172519720993299,0.0210224653126662,0.192390936548622,0.11749850632091,-0.181415543157185,0.181383305978408,0.0027625623033356,-0.0562145366800011,0.182774422201567,-0.0748350589773462,0.186949956442487,0.111989227107196,0.358451747536436,-0.0434557169914742,0.0768179186685655
progressive,-0.264372812834045,-0.201301639528221,0.202804825386552,-0.252535224199685,0.334020424270069,-0.204934338685855,0.0891890275943331,0.184829227830672,-0.123135974894985,-0.129148718328311,-0.0201051108551832,-0.316420623178772,0.30790256998156,-0.0364522570645378,0.0786040938419157,-0.0051358850159658,0.0967049568859904,-0.138293098966494,0.0793556867710815,-0.341786884538115,-0.311410003651,-0.189464050893861,0.403229606497413,0.302829317709691,-0.218901440619518,0.213702922859455,-0.120568032387002,-0.0990850011616819,0.0012526548819428,0.0048853540395772,0.411998190671013,-0.0218588276899033,-0.341661619049921,0.283162636063188,-0.0072653983152687,0.135224094505734,-0.164536218743197,-0.328634008277715,-0.336713632266246,-0.302015092036428,0.16491201520778,0.162531970932089,0.102655067575219,0.388197747914099,0.0155329205360917,0.190090378334832,0.0543025891322239,0.184891860574769,0.43993239453834,0.126017081123454,-0.291116994563525,0.194098873957049,0.0745329654756014,-0.348112791691926,0.31623272494648,0.333206198596806,0.223536263682707,-0.0792930540269843,-0.146623253931414,-0.0181634957881718,0.334458853478749,-0.186457679177198,0.24934095425073,0.0368280535291207,0.0038832301340229,-0.121507523548459,-0.114116859744996,0.446383567180345,-0.102091372878345,0.31710958336384,-0.172177413523049,0.130965067907128,0.0726539831526871
stable,-0.0078047620074136,0.012739633863817,-0.0030795001207076,-0.147164068465384,-0.142616271560372,0.0260300972584878,-0.0373330658277932,-0.201844747052326,-0.132913003967546,-0.158248235447017,-0.0150489380179659,-0.161163005341661,-0.0115522206008859,-0.0037362643324742,-0.0485239377376547,0.0902816635994813,0.167533515496155,0.063479881229623,0.0646590785211795,-0.0386580452614297,0.0072827397261924,0.0407176865854294,-0.210460271384961,0.134837235813326,-0.0855530639744043,0.0162816931729213,0.156010666992933,0.18164619222615,0.182780150325325,0.195236949374567,-0.204072969838971,-0.0263067700945314,0.224162200896042,0.0704576543683502,0.0432407600447843,-0.369220721297371,0.06666562413017,-0.106497783050868,0.178851324163756,0.0433508540612055,0.0253287614020134,0.0852347977832762,0.0370727735846779,0.19105240110396,-0.0609512619895902,-0.325800750376976,0.0297140874730904,-0.263047058317235,-0.0067318588455175,0.135352171819236,-0.135689334744526,0.157763852584656,-0.153115872178694,0.104211175517642,-0.0335238333995472,0.0756942577734901,-0.0715123283437585,0.0342142830939501,0.0845398293046172,0.266183197290608,0.102909817001708,0.0217658027157247,-0.179426390810165,0.0577873427630073,0.0877750734326969,0.0792272795140822,-0.114324317382425,0.0570767639387364,0.0851716375033331,-0.149212926326955,0.0724874614462954,0.112204956216495,-0.0339283159402888
stable,-0.0282737941692801,-0.0155293280057937,0.258226913582107,-0.133453078667969,0.0050852905423544,0.127965285799514,0.0419859477566223,-0.193125237196893,-0.0669230554067006,-0.161332583240442,0.102399452461882,-0.0054648443808594,0.0375916267448891,0.0061604114680709,0.0667142005923664,-0.170597524267586,0.0219232717714352,0.0880231287763509,0.0141963902528248,-0.173585307325551,0.0074665104932523,-0.207542192279983,-0.172425622794859,0.0775927268012605,-0.113003539908159,-0.0451275328359052,0.270344343758325,0.0565975720307207,0.118198621673703,0.159335239617151,-0.194695715373691,-0.0196205639407706,0.0591110208527822,0.0048961619964672,-0.0792453715663503,0.023076747635963,-0.0655032749181384,-0.118792570971664,-0.0401713275362765,0.0399474226007965,-0.0078486578252184,-0.0653544241116101,0.0362446605500167,0.0982288399088519,-0.0636649988937984,-0.0914878788590363,-0.0753302181192439,-0.0805839678505072,0.0383503807636998,0.238994509162689,-0.169287692183635,0.162091573031386,-0.0885043396994622,0.127486236120954,0.082860387088361,0.0977423241127519,0.0180036386538049,-0.0518976510394811,0.230733014332881,0.0112111220976099,-0.0733113406411542,-0.133298805102386,-0.008853125701796,0.0169054120590709,0.0315088628992311,-0.187349959507804,0.0770481324697728,0.0427993223195391,-0.0279239869148675,-0.109581739649005,0.130682363153632,-0.0098250963193982,-0.0420312160061261
stable,0.0839874628386521,0.101073206071375,0.165795949908307,-0.0842292544506958,-0.0306518762374284,0.0409634955578743,0.0097741449145298,-0.149795570836069,-0.0623945363869027,0.0083925559850167,0.0639591008419512,-0.1244770364687,0.0726375133756184,-0.0508122209667145,0.0717424296232084,-0.112145192971728,0.0238462470736847,0.090417314706103,0.0264614657150885,-0.0309422806645629,0.110388533670038,0.0484051207852629,0.0109284577405285,0.0475731653564728,-0.0212432817836367,-0.127491950005678,0.0453633676959882,0.0969490343387684,-0.0018347037241713,0.191155061719973,0.073986159641294,-0.0749803541548633,0.147176110649965,0.0617864873900042,-0.0616629877468193,-0.10734096023887,0.066849336528883,-0.08689970742975,0.14788032489087,0.085417570326707,-0.0639983351304273,-0.006300649703058,-0.113624808712088,0.066499550475947,0.0601252392799303,-0.116901991096356,-0.0454165755178374,-0.135851304121348,-0.064800222720121,0.0943011793673108,-0.127402453412506,-0.157088906947914,-0.0115982683410881,-0.125069321057797,0.0578901808643428,0.102358912526528,0.0130520813511892,0.1112271813138,0.140114857725628,-0.0116886368073377,-0.0294563261712898,0.019982482621528,-0.0565834316346495,-0.129880458082861,-0.130301125060563,0.110339567392889,-0.0330169615622117,-0.159398970012282,-0.0108965283345915,0.0330446494234486,0.0191209070722488,0.101075161894764,0.0548864602925457
stable,0.270118694973728,-0.111881882796255,0.37055660494186,-0.313860260780215,-0.013948306901271,0.215008183797773,0.162761759457345,-0.0838994277705856,-0.193409528720053,-0.202860647386333,0.221212609034019,-0.164588393796222,-0.0130667063915461,-0.20546386608924,-0.13962331350452,0.0107833298563684,-0.0100938130186536,0.156410735249135,-0.158206712008325,0.0218263015421689,0.0350477450995595,0.0871776706371727,0.034643399493999,-0.154946194796903,-0.216026126925529,0.0124550040651854,0.118580062288642,0.0341043835020264,-0.0893774355913826,0.308165977669982,-0.0783330146381786,0.146854600437159,-0.0579196373322583,0.0151559925767705,0.135911182273764,-0.236222894495689,0.0659451228019834,-0.223031774071663,-0.107641326373782,0.0566855303971729,0.0805430359463206,0.16915994059722,0.0585541934907502,-0.0968280078303729,-0.0270632850455626,-0.0695853480731073,0.0373195274955097,0.105971212914476,-0.117448964821309,-0.0340010395879501,-0.0619096934581516,0.362777606412828,0.256334378253262,0.157950637606347,0.203781712562275,0.176162577726438,0.156131807015027,0.0806309953294988,0.154753888160677,0.0208850581046869,-0.229401192827685,-0.127682910849665,-0.214688676076368,0.0924259138334701,-0.0469048706197709,0.0523139824978504,0.073771835673221,0.0708289309873689,0.327582704930765,-0.0968636821049191,-0.0228435757772776,-0.109438306471943,-0.000382049183969
stable,-0.0698885562449993,0.19299436468593,0.208017891598754,0.106015889675193,0.199533552025738,0.243739049767682,-0.016335078189211,0.101341448813364,-0.12897822294284,-0.280211893578796,0.0374808904038171,-0.234758934798095,0.279300478117933,-0.293737818230047,0.0088787063657433,-0.191000806745821,-0.13349518751052,0.143218695152023,-0.155164268120963,0.109395725765098,-0.0377212062596829,-0.366466175946613,0.175906519162759,0.292538582616228,0.0980259733840317,-0.138377854038909,0.174669244054877,-0.116941878005836,0.119938705066645,0.2477247233922,-0.0028790127983865,0.049916379605552,-0.0625308887959401,0.0998550240334591,-0.25830123513875,0.0022782231587219,-0.0803810565970764,-0.0734268601798459,-0.173736104617547,0.119476552256058,-0.0550677563988828,0.0108652333093183,-0.194640969989418,0.119218839190822,0.0493550717156508,0.124374182187325,0.041739150355468,-0.0565210994386895,-0.0590321567518381,0.246181149230217,0.301431621397982,0.25347274334006,-0.17782480938357,-0.115507013867175,-0.0193081080309839,0.284762570873443,0.136772623445789,-0.0756504579039638,-0.122492849768804,-0.180028936655749,0.144959768203804,-0.120845523337466,-0.131950171092838,-0.175667104716705,0.125953542318842,0.130637267701733,0.267357609378429,0.0015776474528745,0.30278175301432,-0.195568340403952,0.0054897660367367,0.202072192479133,-0.23507541978307
