group,ARID3A,ARNTL,BACH1,CLOCK,DUX4,E2F7,EBF1,EHF,EPAS1,ETV6,FOS,FOXM1,FOXP1,GATA4,GTF2B,HEY1,HOXB13,IRF2,IRF3,JUND,KLF5,MAF,MAFF,MXI1,MYC,NKX2-1,RBPJ,REST,RFX2,RXRG,STAT2,STAT5A,TBX21,ZNF263,ZNF76
progressive,-0.296627319678297,0.0543279220917409,0.0170680208710683,-0.439289374647382,-0.181652507842084,-0.268355837241024,0.155515319665869,0.122685504010804,-0.378400239337672,0.211472461931667,0.369836146119526,0.120174383314931,-0.371734528032737,0.368943162467274,0.371812109945787,-0.258998508544548,-0.037335899829375,0.0921847290515966,0.16726660453647,0.325946949593922,-0.235807849759897,0.0077661078267708,-0.171292947493346,0.0599929850487616,0.224181645932786,0.0477255429607247,-0.0716461050497878,0.247673132543551,-0.235890181585991,-0.265741801762533,-0.135697099142385,0.225923280715548,-0.186753914451229,0.334715289072955,-0.465417062997509
progressive,-0.240670550335047,-0.366782881064205,0.501796982526729,-0.493986661599827,0.0426545625977827,-0.244745883080151,0.518450394089874,0.53292970805466,-0.48171958729653,0.533630935215265,-0.489236507737823,0.0974823113434675,0.476995839478231,0.0611740012493995,0.398819280087811,-0.287652770095557,0.453001547765157,0.407964573224232,-0.117468752423127,0.168922395584313,0.245989901139132,-0.523763876884247,-0.504865951606195,0.100950305083361,0.0201712833855933,-0.0331747929077678,0.485128900939302,0.502565691799023,-0.161508165312983,0.431116805543609,0.468399205249898,0.307178572412812,-0.499534864782686,-0.352376917220821,0.353148560497972
progressive,-0.111391180613472,-0.151530013543258,0.351980178680676,-0.218939178652734,0.11496395449635,-0.315572041962648,0.252568186811049,0.0904772411980131,-0.0772984516118464,0.358893523542617,0.305777508857606,0.0663718247033834,0.0384961362808421,0.112473119807384,0.08555516371575,-0.432323448900487,0.0411451216201282,-0.0847092327829751,0.0208388977690606,0.0557477237020532,0.0149640349204089,-0.234325684343079,-0.186692885131096,-0.320013122279356,0.147219989732734,-0.008388301360113,0.163314215777903,0.110324995598875,-0.216925307450561,0.306985862021769,-0.157148319201232,0.330851312683646,-0.129381844533844,-0.0426339296189535,-0.159967023477098
progressive,-0.301905171065419,0.241546226325766,0.369642433057726,-0.262959480336602,0.139871303732836,-0.536129928048096,0.175370928324794,-0.249751274606068,0.0274856935695205,0.169059727545943,-0.260909165731686,0.106980727485503,0.199607628510606,0.0119256086090537,0.117292938280284,-0.0402461543361608,-0.0977735317708999,0.20075054219716,-0.136883269324457,0.365476834808393,-0.0101811898984544,-0.252985649955888,0.0365900216382474,-0.186748089958727,0.0451518582271417,-0.365907254695086,-0.135916313453219,0.193494041893571,-0.222574183974176,0.23468549575447,0.0027460247362382,-0.111535598563179,0.0018916818668013,0.108155584283145,0.0644498285935606
progressive,-0.480036892168615,-0.146485484620526,-0.310415608879138,0.249421230570084,0.616624708909375,0.238038912508354,0.0861097105539577,-0.0137330141831743,0.0840683165537561,0.443786683558974,-0.227831942507346,0.500203390473636,0.0920483112818169,-0.459746673015096,0.0796143660078618,-0.457581558166397,0.379823004885992,-0.503481992958809,0.577467060360054,-0.0316106767910003,-0.25591657511618,0.424609952041929,-0.410938798283004,0.188426852261031,0.504657341019531,-0.562744279388903,0.344686283912825,0.0726241380677775,-0.0668092581884155,0.634811673638444,0.43258994676999,0.640131670123818,-0.180632438805716,-0.104234814858778,0.176549650805313
stable,-0.0568439141873245,-0.0534254993743199,0.0428139828797637,-0.230444274442681,-0.0855464518375494,0.100515399433513,0.159173751284376,0.124282228953322,-0.0529533811784294,0.295634581804963,0.142806217529547,-0.197067134217539,0.167889617353226,0.0458650831108497,0.130850223255369,0.293044105503676,0.0353545555393354,0.315074447557502,0.300424428200608,0.144568504352608,-0.183477197392774,0.169882943944062,-0.131666165567977,-0.395139238721929,0.224632643004112,-0.0144404121289506,0.135689510053199,0.0862650191448392,-0.282583520267364,0.125195094531534,0.0069265250561662,0.129482807136865,-0.103809435244879,-0.0867272492602927,-0.176714804433201
stable,0.0019815929897982,-0.0321317692757074,0.103329841038509,-0.147580116474895,0.004733217868023,-0.201798923334754,0.0934593971941675,0.137273238876265,0.0399080182143422,0.398053949049687,0.244092581249149,-0.220580359319665,0.0883928514057231,-0.0111066715978437,0.0329659190188903,0.11837410551679,-0.205151310508927,0.143567056763604,0.0174648003497365,0.119639863769322,-0.094308099876088,-0.0067468118822601,-0.0357620519564372,-0.182557506400249,0.131892666147158,0.085304540236599,0.210956775006428,-0.0850693384972676,-0.0636132885433665,-0.0956177099546303,-0.0708521982055375,0.0922327427266252,0.0272115249138289,-0.155877877886592,-0.29001285465812
stable,0.125267277300923,0.143828302712859,0.131836099389656,-0.0316924899024339,0.134917332973139,-0.122683473801091,0.117038919949864,0.145407432609904,0.0149282489802592,0.326881300526966,0.126533557652058,0.0502429843871381,0.115891812663158,0.0873502224782004,0.123635423333035,0.0464583774441668,0.102245536272854,0.253435026555266,0.0964341771632581,0.0831685648612563,-0.218196900750885,-0.0084601303297335,-0.120985888331362,-0.265668191380463,0.114215312192787,-0.155279794998734,0.175825147984733,0.14579351260364,-0.259208312312563,-0.0142606113386726,0.0082194928562683,-0.0861098644094815,-0.182334580272859,0.061811427827521,-0.0892544687155135
stable,0.259069725170477,-0.332354729446586,0.219206172885854,-0.255831611728939,-0.0601918054973088,-0.115913245079421,0.0424221770627895,0.0690559155254494,-0.358205403958575,0.322466495670052,-0.0355783828957202,0.005320270161448,-0.177326543393051,0.0589720516155076,0.0651474428267651,-0.0050734501431311,-0.0386541233265295,-0.0086107690053767,0.169628715010246,0.125537812909483,-0.24276351881726,-0.157110016723223,-0.178826374415848,-0.436515168211277,0.0251109752408906,-0.0740858923056008,0.412075204327977,0.14205790820856,-0.451303828146283,-0.124897124222571,0.169645995672031,-0.0585786176805419,-0.103526379765633,0.0493725896525665,-0.239751575546623
stable,0.0466502550081742,0.107355074600625,0.312228162117631,-0.33244971643112,0.227744980861492,-0.249983769878734,-0.130348140862151,0.106242990164039,-0.0370551876774668,0.283365985886693,-0.0286404798787329,0.049069934933132,0.187597379500653,-0.0203138179559045,0.238078772422476,0.0041062593083198,0.0628498174734163,0.0561996298683519,0.160228995575495,0.239704545671979,0.0816247657439598,-0.0193880182068631,-0.168451707127869,-0.217535437672295,0.16891337682049,-0.133969708502313,0.209036726023895,-0.0784922832787377,-0.0558205581032262,0.138813110378467,0.0219745635193901,-0.113472681313611,0.107164747886841,-0.223594435004813,0.0004803860315119
