group,ARID3A,ASCL1,BACH1,BCL11A,CDX2,CLOCK,E2F3,EBF1,EHF,ETV6,FOS,FOXA2,FOXP1,GATA1,GATA4,HEY1,IRF2,JUN,KLF3,KLF5,MAF,MAFF,MECOM,MNT,NANOG,NFATC1,NR2F2,PBX1,PPARG,RBPJ,REST,RXRG,STAT1,STAT4,STAT5A,TCF4,TFAP4,TFDP1,THAP1,TP73,ZEB1
progressive,0.0103697949193272,-0.0443225872763841,0.104061106103583,0.0466886576265349,-0.165658227109319,-0.171825551232467,-0.177398186092004,0.319796926722998,0.0261932868454698,-0.0736732776521155,0.21273382921671,-0.0368850068861647,-0.196878620529841,0.0294632848763083,0.0550666399722767,-0.12426468268597,-0.031780194247334,0.0806097332228659,0.126020205392148,-0.314419349941924,0.138391327913278,0.048705843608701,0.192474748303052,0.0686033534500832,-0.0275507642045376,-0.11728540948824,0.0592278789795124,-0.113354116996267,-0.0310427795604572,0.0183957212210117,0.0755620107533417,-0.120602982660167,0.063975878060177,-0.0225997778552274,0.0200101043419591,0.0684146387237642,-0.0049731880818183,-0.0842111714032898,0.233126120525416,-0.0241538991307956,-0.116191181243197
progressive,-0.562398395840093,0.0919398657808814,0.759098287251982,0.658559855534577,0.634007182599566,-0.663675606492379,0.718450787521364,0.679705936714306,0.668908623947781,0.469526261403292,-0.756644485789701,0.655208965365655,0.636252836028606,-0.064370512195109,0.0021137286192409,-0.641588461669409,0.616352711385878,-0.566320960184815,-0.639536297961408,0.601879093919591,-0.597513848546429,-0.64492469352613,-0.608047311693354,0.654643154514735,-0.683262043254028,0.735832614128132,0.632561873016645,-0.617707139433158,-0.619000002569199,0.627806716538963,0.723663283339686,0.6663522143001,-0.615238679658677,0.441757554771599,0.527608357664598,0.527007366864397,0.313910687425581,0.646522449555931,-0.673734140324023,0.699180970303235,0.109186835915409
progressive,-0.0450509751009694,-0.144659607255877,0.351161250807798,0.12414797457496,-0.192979726023646,-0.273672809971906,0.119864468415363,0.176097694706991,0.118590658527324,0.273091848610179,0.436625550296566,0.208172040575341,0.158164410839875,-0.24827579272666,0.138707985932097,-0.480788577906464,-0.0760609096972579,-0.0231166031858158,0.32694190111474,-0.079613840591159,-0.25761186767068,-0.242022737797679,-0.0288263474304793,-0.112970134978826,-0.193144172012655,-0.120015451434874,-0.0168843131758915,-0.0159913455944995,-0.363715127585786,0.006015057010567,0.106932031189965,0.246675220595891,0.0437191299263379,0.165490776291941,0.260174928027593,-0.001477351731974,-0.0752430152847615,0.162923000092605,-0.0698953260390269,0.126732408346726,0.105011998766024
progressive,-0.237166045289745,-0.23566209664139,0.426296111458735,-0.285571652667724,-0.19027629259476,-0.365855667793565,0.121418823622698,0.052829781613422,-0.1706843714117,0.0724725740353968,-0.240450487300131,-0.148400062849885,0.394811144037376,-0.0038813672925502,0.119681624932083,-0.0559951632774106,0.108483999353422,-0.112952009443675,0.287709327068947,0.0487876828532354,-0.402310322310224,-0.0878627473574191,0.0402932683211846,-0.210483539295336,0.322228709773258,0.1038428105775,0.180895960848835,0.123706405823703,-0.0198089357235383,-0.178662496987101,0.119937063493445,0.453694061898312,-0.136239130832191,0.0051915722863126,-0.156477766169545,0.081863729449176,-0.290563528282125,-0.0955681165028918,-0.249818371828023,-0.0028882957669186,0.0665325451169596
progressive,-0.685645559824662,0.62884359033463,-0.52408788843199,-0.421621590528404,0.195465600892167,0.379917312275374,0.0946080733662944,0.034217308418287,0.0476443534938173,0.649386350542354,0.0225227852879864,-0.480527336666215,0.159639522096167,-0.725741067699978,-0.766702836547909,-0.532502995023106,-0.219659032341625,-0.637073069574471,0.113851442115096,-0.175479722738267,0.709529612355329,-0.352444464286732,0.278564778479436,0.344957494451989,0.287908021826925,0.315814000301875,0.199116272133901,-0.349845681368887,0.186493612247228,0.160134528366233,0.0025369071340863,0.603907649480074,0.151162539721293,0.658234587619777,0.604340779966381,0.693503784361954,0.608424581694423,-0.0667020948913442,-0.0258022018271712,0.278997908965743,0.632803640495155
stable,0.107613008981778,-0.0614345789649961,0.0747441855927455,-0.0928544172965435,0.083164188658103,-0.284637763998459,-0.327914612597556,0.244058809312514,0.123250651936265,0.207865480832264,0.0352860388300426,0.0600982966464145,0.229424005059239,-0.0723809892215162,0.248996413106829,0.106597781505972,0.329148875614434,0.172329760545052,0.0770139896632017,-0.161756317607839,0.135957271324544,-0.0941769064450324,-0.0233377428549702,-0.199342555639524,0.0247548280718041,-0.174706699929392,0.310139931104377,0.0019922854881908,-0.150436338148226,-0.0267117528875754,-0.127436904137894,0.137397579224116,0.0203704557906624,-0.0904856033433128,0.290791825080987,0.0337489781118933,-0.206005659933945,-0.0446031496782298,-0.364290612806816,0.21707831531455,-0.0604995023466747
stable,-0.067600223067226,0.252055849747722,0.150550289145097,0.0068696224392288,-0.0473839089094311,-0.158392750657296,0.057225008721697,0.0054254264227704,0.134695338182327,0.290182994879003,0.201545710269078,-0.065449223071024,0.124794990885184,-0.144974583945581,0.0003165266021489,0.0550909035161045,0.0584029382094406,0.193996747527991,0.0375343617018603,-0.130074458660315,0.105155799688801,-0.057900877491238,0.0180962107992143,-0.118070517069387,0.0574724904033187,-0.141690514373687,0.191872825483862,-0.140808089431284,-0.0149855635528463,0.262388171382846,0.0380054872098602,-0.0820056935698995,0.0231080234327034,0.111375628423448,0.184243516055927,-0.0587243249568333,0.0854962421694926,0.14472058349772,0.103646223147039,0.0054518872135423,-0.146377391582304
stable,0.0571056823192755,0.27913485806316,0.112827309155359,-0.0587474785798732,-0.146314502887065,-0.119070155350146,-0.0151635640117956,0.136536245278349,0.15529277402073,0.203404177611836,0.115390606188594,-0.167597478810015,0.037382359639461,0.106402064286201,0.122028900111773,-0.0456647167947139,0.139594112211147,-0.0932055606770869,0.0400060552698785,-0.215563472373588,0.0060738180256519,-0.144486144126936,0.0671383727776308,-0.0619112454659079,0.101708230448029,-0.0936044782597793,0.227204602226537,-0.0612653436541401,-0.0665261285525732,0.218983221977516,0.0356200900375665,0.06970854012238,0.200008346870216,0.0076123745546429,0.021491144048589,0.0651535929856571,0.0325243091634502,-0.0150949302937412,-0.095932773627455,0.0187537297265788,0.0603870541337189
stable,0.191179203914571,0.163082150685894,0.0189135289216138,-0.132652272918804,-0.300302463594344,-0.154404735480807,-0.122235957810561,-0.101679179362193,0.0953306712739591,0.168073272203918,-0.0964587798656993,-0.0834382499588142,-0.248751589857117,0.0995205712658918,-0.085991103008127,0.0330609704303183,0.0573928374544229,0.0799126793729368,-0.0224512870412306,-0.216684665147407,-0.190779844550079,-0.167404154838179,0.025683377461976,0.199589037463723,-0.135441041799784,-0.118128323671369,0.126966244343112,-0.227578470416791,0.218705401768283,0.177563443565242,0.14677729807081,-0.131059732237786,-0.0414585076284649,0.0655345452613105,-0.126464596749022,0.141831662169777,0.0456500398793805,0.119102673466916,0.0727349837213714,-0.0699827774416093,-0.247013995761148
stable,0.0060049698627262,0.0659259943311664,0.239318114815472,-0.149378481378535,-0.0880365918475845,-0.27398894502755,-0.300776373599346,-0.134547993544644,0.121826478689532,0.185648773573019,-0.059046936688738,-0.136764019204738,0.126981706907797,-0.137701653034186,-0.0169752329319597,0.0610643260107595,-0.0370799550025897,0.379737306317291,0.17428580822126,0.0126446091932482,-0.0065596574421832,-0.163413369153918,0.238111530899962,-0.088702375148866,0.0707358062624305,-0.0019722127389378,0.217864423489652,0.0034965269031786,-0.128645769646168,0.0955439028283046,-0.134228857020954,0.0933088924562537,0.233906768770152,-0.152261608722685,-0.0126167473706072,-0.0097419697840311,-0.0641316753746435,-0.047652945395679,0.0812522819805728,0.0394148108967866,0.173478957963074
