group,ATF2,ATF3,BACH1,CLOCK,DUX4,E2F4,E2F6,E2F7,EPAS1,ESR2,ETV1,ETV6,FOS,FOXP1,GATA3,HEY1,HNF1B,HOXA4,JUN,KLF1,KLF10,KLF4,KLF9,KMT2A,MAFF,MAFK,MITF,MYB,MYOD1,NFE2,NFYB,NKX2-1,NR2F2,NR3C1,PAX6,PBX1,POU2F1,RFX5,RUNX3,SP1,SPDEF,SPI1,SREBF1,STAT4,TBX21,TFDP1,XBP1,ZEB1,ZNF263,ZNF76
progressive,0.12970872222163,0.171446921703774,0.0903266343892516,-0.390936233520149,-0.159460999669254,-0.0087383086794374,0.186171027547483,-0.281531462637114,-0.242848248463011,0.427411389006261,0.202163931353937,0.253188076277357,0.338539812757474,-0.273492027615952,-0.413542169619258,-0.132147616172604,0.44711835259576,0.102935015650163,-0.0481299483158012,-0.350546430367296,-0.124289665427167,0.376220087513095,0.406021715947977,0.249004386131691,-0.152063127482453,-0.240063897601226,-0.120289051524557,0.400752304082621,-0.393733320120581,0.349312655685831,-0.363888708567764,-0.0657402909304736,0.429791380165992,-0.140820654191474,-0.189697235185478,-0.393373535503792,0.0878527171569969,-0.272181838502602,-0.037105574549158,-0.255080925433825,-0.46722489998532,0.407521349173707,0.183969336728816,0.144378701176087,-0.269996067357244,-0.134194886160171,-0.467251963429945,-0.375527581724143,0.358740286219558,-0.482506194394852
progressive,-0.0899672024875034,0.0111570305212886,0.284250575324897,-0.318771879174744,0.112900770777429,-0.201251354352805,-0.231214854882875,-0.137763661637667,-0.371353294302043,-0.196044543440569,0.363686154607482,0.366111082975674,-0.392304439400455,0.324792899612065,0.0889523906156569,0.0024042781266129,-0.0475840566653582,0.418267693133363,0.0428020507227329,-0.111502454419129,0.145666804093122,0.219314415664769,0.243658100451039,-0.144436639701959,-0.303331398543219,-0.0595493966427105,-0.0400054180061328,0.0424834469955253,0.0767510478774101,-0.163069057674582,-0.090790262116123,0.0812085500238054,0.0273674701602311,0.0744500209586885,-0.0070476324472127,-0.241752378156816,0.119010292250086,0.362485490561432,-0.123659546639708,0.0893978458268453,0.062676433224563,0.0829844707995367,0.0441915169774994,0.14461364177263,-0.443257435477582,0.161806442903796,-0.0512745498388463,-0.071143032271654,-0.256650052438283,0.351508412145325
progressive,0.0906854687692586,-0.362424347748251,0.248816065915702,-0.207263020964493,0.123722681482195,-0.108618118952199,-0.114422127155023,-0.263479117167158,-0.0856717626974632,-0.195930566913266,0.342678260312527,0.289825018539929,0.248819123473032,0.0315447425409345,-0.138123088558953,-0.410225205348821,-0.158232184488753,0.146292575990601,0.0033269281314329,-0.0973150938902795,-0.117417157438219,-0.005380307195735,-0.032217405153668,-0.0480344549806288,-0.160902196427705,0.108349130346039,-0.0427399122680172,0.0740525097686254,-0.222193761360244,0.0753830058410389,-0.209810119098755,-0.0122250314749642,0.0522317168062189,-0.106997078494445,0.158181734792798,-0.0877545707510724,0.0003751622844654,0.160192155176605,-0.0297748754801129,0.0610564387738155,0.111987394252661,0.129377863081952,-0.0036718205983254,0.195052512886849,-0.002868600287575,0.223856231719828,-0.0109305381401186,-0.0543141426651618,-0.033477424529611,-0.17044605587946
progressive,0.392113172141249,-0.0709032705218633,0.393565388820086,-0.142579644049333,0.0571857176135402,0.352988075199078,0.364828014623653,-0.516069889397778,0.0895560783162891,-0.217677120617069,0.17830917262535,0.0319330114971883,-0.287135780533236,0.231899934098276,0.18625099956558,-0.103766939396847,0.119535415598327,0.107688413391551,-0.091311451338856,0.42247172649842,0.0028457579363062,-0.124783062774116,-0.0627908502269177,-0.0726184400149749,0.0992261137321568,-0.164390602069751,0.129175570012573,-0.0897896934198805,-0.129137539646872,-0.393851159853782,0.0370508121386555,-0.322624087932522,0.0248338288027031,0.0102165861000838,-0.246569332730999,0.0647151867313844,0.0553254894398264,0.11675159282902,-0.0685372384843273,0.360602297703341,0.239170253438415,0.0172369916084743,0.0203821028519407,0.24436954772067,0.0347820291791261,-0.203841130284135,0.126947533873437,-0.138213758066866,0.0520755230452132,-0.0331141259976713
progressive,0.406703856921765,-0.010794686598261,0.0183447275138077,-0.15355909663769,0.461051672107229,-0.0462985980110386,-0.146820217142822,-0.0954050624782722,0.0282034586266704,-0.331889815122256,-0.220199127198053,0.270927914506644,0.0358782936069369,0.131408150149929,-0.256763788160948,-0.103703867782138,0.269617576827086,0.226875609660561,-0.0485448911759946,-0.18744068520911,0.358845333101729,0.253331951381154,-0.147319393401701,-0.0967777971901898,-0.367331329502674,-0.209217249502712,0.0237108722967583,0.110629938374085,-0.0999600458405442,-0.133654443314885,0.167536031886305,-0.3640242867876,-0.025021209976316,-0.0388109541278517,0.194678740962858,-0.192806829992061,-0.148629731081259,-0.111690687924204,-0.0200918444198847,-0.0443018929755221,-0.179765850228844,-0.0252707981057556,-0.125730020205179,0.317600894711841,-0.0407452621310083,-0.337443151002287,0.140143734680314,0.118679155548511,-0.097776149707948,0.149628083599017
stable,-0.0452205073572656,-0.103714063322047,0.0816928208158147,-0.192296069150388,-0.0603403890399713,0.168764470337691,-0.163410801606228,0.205064453126853,-0.0217052271626319,0.0296251122590576,-0.115958331683082,0.296507724018257,0.125176633139305,0.210163541312129,-0.0115009881475982,0.276036396573732,-0.182420627554403,0.295301813508841,0.287806010393899,-0.0339439380995591,-0.283608892141365,0.175920310663331,0.143444239836828,-0.140830179102499,-0.160011325279315,0.386932066460464,-0.190524715998993,0.003343447387496,-0.229673434385957,-0.0008837819992968,0.0139167498853436,0.0527515243322378,0.0990583565365211,-0.194972575122877,0.231378502624353,-0.0367044116981175,0.178978662194082,0.222283626505367,0.134066440308703,-0.217787266225631,-0.0306456068914133,-0.167997293200589,-0.254645264917281,-0.049047501164202,-0.0547488120346446,-0.108594997350062,-0.0260664409924668,0.0026767080606383,-0.127108747413535,-0.321040315956894
stable,-0.0093973006484896,-0.0527205394576405,0.196595527378014,-0.151640508149118,0.0206247209539388,-0.0749479531449902,0.0367310770635297,-0.185906345620485,0.0716076008135796,-0.20989465027132,0.0856131666489795,0.320377439683467,0.248446771633673,0.141179800471847,-0.0753392019179707,0.138023553803138,-0.232204401502785,0.280603674278676,0.122036806259752,-0.17729662316717,-0.103353048439495,0.259298805651089,0.0840103187812416,0.0264486575116932,-0.0736850433715399,0.0476471815580436,-0.222773785757548,0.113875150526722,-0.179448762903635,-0.0242990774916251,0.042447932151994,0.0995472543431619,0.256033615901165,-0.115784815309909,0.249764598958922,-0.117508823087123,0.0917559042489525,0.286851942004668,-0.10757018120417,-0.0947215296132201,-0.0136525576740529,-0.126109741667375,-0.12304145616214,0.0497708541454838,0.0068572475270765,0.193230741390083,-0.0125095279518797,-0.182107105949473,-0.186338937691642,-0.339912535907341
stable,-0.0311603126990112,-0.0909274004040665,-0.0018654833200644,0.0129582759683109,0.062533675996709,-0.0872340582857315,0.122913127210366,-0.141279637515014,-0.0453760104173086,0.0206153312277847,0.0507363188331161,0.238682897128469,0.166159771073175,0.0673135250101575,-0.154058534273735,-0.0231626136696008,-0.0036519504936174,0.280190418395211,0.0089939117229631,-0.0759753270790668,-0.113174887107862,0.119080704582236,-0.0479177352196262,-0.0640946518304385,-0.0065122280302077,-0.0335442609992454,-0.164205481789742,-0.147703082835575,-0.107886572214597,0.0091868013448911,-0.163415576115568,-0.165711485825251,0.174345546204111,-0.0468106720344844,-0.0487578921865051,-0.0046449076661249,0.1266526512201,0.364823524649324,0.0034323888528405,0.0530133930281807,-0.102463734541,-0.0149967437244842,-0.0214750213209348,0.041966456719228,-0.0921969605968072,0.0583809566051747,-0.0294837658681772,0.144712189143907,0.0914887685008676,-0.0165535803957419
stable,-0.0081099548197999,0.0064637556888565,0.249688528163896,-0.23939600790942,0.046184520452868,-0.116122046196195,-0.0531856274070438,-0.0709092450681277,-0.25826535477552,-0.0417278975961815,0.124927165015447,0.189021898629882,0.0058443242913602,-0.157655140278677,-0.0543132989829806,0.0071994125535156,-0.047843524084431,0.328270076787056,0.0227146368983313,0.121693755008551,-0.242984989048907,-0.0524407775675809,0.0251839355947465,0.0499202608686873,-0.115128767156677,-0.299090261477577,0.0865933356048758,0.0361325497057584,0.106471392575344,0.141106034588958,-0.0027954304215987,-0.0005133838667235,-0.0255806562336023,0.027939420352019,0.269845110382885,-0.217026326446585,-0.0422030868413986,0.100073629312757,0.035712408869188,-0.0107810612011945,-0.0655450348299153,0.111616613020908,-0.0789886660787578,0.0408386961642632,-0.152712821919854,0.236708704381942,0.0372381143660955,-0.182955957981643,0.0835448794958192,-0.135118343666729
stable,0.233948957042893,-0.210374498993696,0.325273577059384,-0.37131720784301,0.181170652887919,-0.195277084880989,0.153379824652479,-0.236812650812971,-0.0731624625602561,0.0543991057404894,0.0739592178553007,0.201890455094094,-0.0833975605235449,0.243428679239917,-0.288735453147032,-0.0123163907930599,0.168052722014902,0.273127573369872,0.448898507877007,-0.212021794110486,-0.037416663586548,-0.41440012005139,0.0425670415091192,-0.353545453392777,-0.280925089241672,-0.192410555682814,-0.151698858827047,-0.200186983058147,-0.288004532948097,0.281795211238706,-0.145902180512788,-0.14245899612554,0.271101216959466,0.37203457115136,0.286124466906031,-0.105476507466229,-0.021404735305674,-0.0007984388304767,0.257835312182676,0.321510963975668,-0.177208850980442,0.0650686444523996,-0.0617632441492032,-0.36011576054167,0.0073691890150101,-0.029503338198443,0.0929763454896812,0.151684770293694,-0.214557730114064,0.0233285732689756
