group,AHR,ARNT,ASCL1,BACH2,BATF,BCL6,CEBPB,CTCF,CTCFL,E2F2,EHF,ELK4,ESR2,ESRRA,FOXP1,GTF2B,GTF2I,HNF1B,KLF3,LHX2,MAFK,MNT,MYBL2,MYOD1,NKX2-1,ONECUT1,PAX5,PBX1,POU2F2,PPARG,REST,RUNX1,RXRG,SETDB1,SP1,SP2,SPI1,SREBF1,SRF,STAT5B,TAL1,TCF12,TCF21,TCF7L2,TFAP4,TP63,TP73,VDR,YY1,ZKSCAN1
progressive,0.496127376752309,0.343356177413371,0.440335792148683,-0.432642948651421,-0.213324638007153,0.191983822894082,0.184531882637862,-0.168871565948551,0.101177755215863,-0.470978684409173,0.0338179969774191,0.455827476569264,0.409803715379071,-0.447410317327271,-0.401481311411887,0.458050210473274,0.0445638875494812,0.405186403259107,0.458164238007367,-0.364817444146963,-0.459768653592704,-0.467765035173678,-0.371829334482881,-0.460905716890421,0.110561739465236,-0.430063677950669,0.0175795125096086,-0.400864599114821,-0.476824603058449,-0.457268077950693,0.464893468540463,-0.430959838007344,-0.416974601854076,-0.162619323832718,-0.450514757093493,-0.426275072979888,0.516938204735089,0.351336498778276,0.382218688258201,0.453225721566015,0.450074707173191,0.0588847822186005,-0.135257533715214,0.556091405490776,-0.357620861326247,-0.0288007854773261,0.154640608489421,-0.412898519015652,0.496681454206705,-0.262451232941962
progressive,0.0134854162441956,0.0053094538630099,0.0544636618453367,-0.32646280727239,-0.0401311192544586,-0.197299902117301,0.0097896784148307,0.0189827889798851,-0.0936701009326419,-0.303611275786705,0.415730237473682,0.118445563733856,-0.188512457690094,-0.328601503013838,0.314078058711032,0.255366833775287,-0.273240006554588,-0.181553493722453,-0.242582384754579,-0.303599344429709,-0.231945579993065,0.0969900010166475,-0.264998421709927,0.078523243226819,-0.13444253062561,0.214078372892262,-0.11251269646783,-0.354015293414313,-0.16598009000404,-0.206272282577938,0.353687181096936,-0.185103072428622,0.320183930653493,0.19839460412164,-0.0684531779225933,-0.286301859625442,0.275548724133223,-0.253180412605856,0.251020836989666,-0.032891768397422,0.258603214360324,-0.224858353937722,-0.217117886086873,0.159328358479033,0.0976283286159083,0.276145291982999,0.219104457026628,0.224765885921006,-0.0709706942486497,0.264377991146159
progressive,0.214647859530876,0.479483623059746,0.0919492471027861,-0.129589468828395,-0.148489407615791,-0.128560142906418,-0.0499173823941383,0.218310399833925,-0.0463056937388934,0.0034576066353243,0.122030974577651,0.242171581142818,-0.0380500890610564,0.0038157060770624,0.138255857087586,0.240568456221979,-0.163809497293189,0.0383671864984847,-0.0727377847072251,0.083802293918679,0.539104355017605,-0.238917686514009,-0.20889650762279,-0.210622104079779,0.0568286252658593,-0.256194572032103,-0.0465754518044927,-0.132440215258402,0.0764066623777924,-0.404703984350183,-0.167453254555157,-0.0710729658953575,0.302260743820307,0.098499947210352,0.106771280776248,-0.159723651381399,0.127320385841278,0.0774589708012541,-0.275541180698853,-0.090928549163094,0.142021016932147,0.23925249803896,0.0783352073030424,0.180943906572843,-0.103327723244822,-0.412639895560524,0.424723881050461,-0.206782804670628,-0.04604830499303,0.0842475894291731
progressive,0.0727791118871097,-0.0652361665619372,-0.0081680872686687,-0.16065225429362,0.14829973167226,0.0082011894028295,0.166986700392954,-0.105399908457764,-0.1807826931269,-0.221250323467482,-0.25297247849436,0.189923766076723,-0.122869695425625,-0.0721035027554665,0.272242804497396,0.263753463729986,0.149214110296211,0.0643662858888256,0.0538517457002975,-0.141627752336074,-0.19509366824312,-0.389014110026309,-0.0454356637543911,0.0930468431784668,-0.356861627255341,-0.112869594961433,0.114078636845208,0.133913327102789,-0.184236710896305,0.0768105177015489,0.153139155154986,-0.0824156315334702,0.252645255758311,-0.0060142779164666,0.293974626902948,-0.0078083050563961,0.0039635735723064,0.0436003946112448,-0.0616725318892461,-0.152511842579742,0.107253085312833,0.0114484544982131,-0.010617102538633,0.226572712514193,0.0523789720591092,-0.0393682053600923,-0.114914330068285,-0.139952567284361,0.203164077083117,-0.0165597496074073
progressive,0.234661743640284,-0.0997233664919652,-0.267482889529301,-0.154719259699473,0.170657359334639,0.0872500711253138,0.269183793442936,0.292744462468833,-0.0863051245066281,-0.153585323757051,0.286129836138033,-0.0442864981957369,-0.0629964412457139,0.303453857480604,0.111881679652388,0.305217757835484,-0.428438796912101,-0.114401537302217,0.117110384275782,0.245812113740776,-0.151065466107222,-0.201273629780056,-0.0960695728997138,-0.488789387625495,-0.410295821833335,0.126118875373919,-0.401980291588901,-0.0021418790023542,0.0924787757487081,-0.237559579937587,0.0386798149248684,-0.0892029608039309,0.365694341431369,0.159758974999131,0.0984634376670509,-0.0730758718450282,0.156231174289371,0.420438248873895,0.299359088799633,0.0019528896786171,-0.133678448323405,-0.305028768511747,-0.379616554946672,0.103629145849199,0.160955907382799,0.105204056880342,-0.0073705836257485,-0.101424270405599,0.165113672505016,-0.515121900066203
stable,0.109367314015725,0.245987280143042,-0.107663609107171,-0.0245016152033966,-0.221051073387159,0.34315004410268,-0.0343556192999023,0.345792509581508,-0.296784844567036,-0.045448204223746,0.131931158581149,-0.0058125473263854,0.107450900856112,-0.0744311179174612,0.112776558842906,0.152859703335773,-0.089239394350817,-0.181769267599036,-0.176741849721743,-0.0367783423223879,0.133102506678282,-0.0812963493562046,-0.15976530499614,-0.0964794265971416,0.064045164789551,0.0797139080300303,0.161527475364547,-0.109653269752231,0.123485473743812,-0.090227190468064,0.018145548087641,-0.188202660000403,0.085943257505687,-0.044351479869616,-0.189970233454027,-0.12818396606537,0.006605220705781,-0.196004460191832,-0.0581972425467421,-0.0102251348839392,-0.0191768747216396,0.100293393090608,-0.121573444219375,-0.0203529632614631,0.04075970251259,0.0131333200159589,-0.203450982043966,0.0979532964939472,0.128874031798137,-0.110422750643193
stable,0.219561831443696,0.0938998334266818,0.170380944073017,-0.188270323051928,0.0402163569849121,0.335014094468494,0.141320193826553,0.33621107816239,-0.170266458044255,-0.137457072786514,0.163735422284694,0.0321346788675148,-0.0637160536743246,-0.045905149593967,0.221205747265396,0.185611758861923,-0.0532983659967244,-0.231162902044984,-0.267063757826259,-0.132667360637554,0.0666348098716472,-0.24783984190931,0.0189724948608727,-0.234917835140192,0.0035120125205115,-0.133406516132057,-0.0224301815776586,-0.140331510565008,0.0899488096814684,-0.201570176218367,0.115649203722942,-0.263314079574085,-0.0890583456184091,0.145079415801002,-0.09164156463255,-0.178021679038126,-0.227536635327021,-0.0945600117214588,-0.227639104766196,-0.0408310963428603,0.167933578206742,0.184363772279751,-0.248265329640908,0.165801232452682,0.177715545792807,0.0566645179844733,-0.0500288103882886,0.115048219689408,0.270576079455184,0.131519988844073
stable,0.165412041247428,0.405236613883504,0.271158055162638,-0.118855657597086,-0.0342808693149013,0.214078322372031,-0.175338544273402,0.29362103773503,-0.0426473509504801,-0.253061153578273,0.24788233117577,0.20011390292186,0.318497867406297,-0.152787229310294,0.299486197252072,0.249486935860955,-0.0468792417825162,-0.119908601939726,-0.171450134823209,0.106757456864416,0.409185224684977,-0.27928681329445,0.476733040941176,-0.146871067801655,-0.0517169927110021,-0.29159963485682,-0.0890509371757476,-0.191086086965442,0.0003590067495714,-0.184609436509625,0.17022175382524,-0.189028859880503,0.149859214473329,-0.470357467580926,-0.227626569278323,-0.168327519929257,-0.0464691403525856,0.0717061353829555,-0.512987022288996,-0.17645231561647,-0.171108484044427,0.266119076930642,-0.190475546086483,0.226048612612373,0.164116159658127,0.11769697854856,0.41460517690327,-0.225772029344905,0.0426809274547161,0.341119556312376
stable,0.104792702785554,0.0184402186586677,-0.137052466669703,-0.222646765236579,0.161900933778334,0.24945808563925,0.172317973134404,0.404285437895127,-0.452170980322809,-0.267969974125753,0.258534032152563,0.140736164114787,0.292398958719855,0.0538971373434988,-0.323148607502646,0.197164574412907,0.41775826798105,0.23048873950739,-0.403325742681356,0.0626838801870622,-0.0624736999109446,0.064694257271995,0.219346550760035,-0.0432768322582535,-0.089090534961511,0.268295945624484,0.010722596478113,-0.144072048873178,-0.0413408688689905,0.177650186374416,0.261984939850573,-0.133886372452907,-0.156345150187173,-0.286369254276331,-0.230901087965549,0.367826129413021,0.204506945228425,-0.224465620346668,-0.0027918306441794,0.215719486747054,0.0502551466894984,0.167227988546817,-0.301808998580689,0.145995609979829,-0.219435561832585,-0.152483320842277,0.367232905187216,0.200633262374485,0.0450446514266224,-0.162615875981274
stable,0.0752004221738197,0.0009971596012393,0.373732038342459,-0.193342842086969,0.183714692392184,0.410554091339124,0.404931036296061,0.275075593652101,-0.204768725549912,-0.346607518135045,0.164731566698903,0.0730235720612837,0.198391351736241,-0.301486446466049,0.402609727022739,0.304542860729973,-0.0971752935288742,0.120644214184769,-0.204199339411862,-0.0127829456285545,-0.245609749817192,-0.0739114088123961,0.0683008071452623,-0.179064423914611,-0.139552619622471,0.0399696437629323,-0.234637702954206,-0.206624278563458,-0.198600924262603,-0.387104028652495,0.0908786887533768,-0.259076830547721,0.271148866316052,0.0141569088043567,0.0166086227142014,-0.170547115352767,0.274901424294453,0.129750300570038,0.259032532110485,0.206855288686956,-0.006285574642531,0.402889572170419,-0.11990795280926,0.0540822541300529,0.405032353404519,0.0799569001575368,-0.0067827312001872,-0.246058871924833,-0.221597150349275,0.0802550695583713
