group,AHR,BACH1,BCL6,CLOCK,CTCFL,DUX4,EBF1,EHF,ELK4,FOS,FOSL2,FOXD2,HES1,HIF1A,HINFP,HNF4G,IRF2,MAFK,MXI1,NFE2,NFYA,PPARG,RBPJ,RFX5,RUNX1,RXRA,RXRG,SPDEF,STAT2,ZNF143
progressive,0.261007660965075,-0.02448056493097,0.0354497690762111,-0.310887195353007,-0.124725468087016,-0.130242351513802,0.0441786472424065,0.087648718760893,0.0683896628660994,0.286869867854304,-0.426757887992585,-0.0904927060628228,0.234456247164425,0.362937650808531,-0.0335435551127724,-0.0105398621348476,-0.197239073947685,-0.153559173627126,-0.0185585505094147,0.109892185848234,-0.0616283332362561,-0.176645184058172,-0.108552509650389,-0.0698277971941468,-0.0599077370592657,-0.154061148684391,-0.186226289974321,-0.357917900235885,0.0617590727206241,-0.133083110680315
progressive,-0.0016650899082243,0.33182691733213,-0.187582128687957,-0.389640039010476,-0.0030541649127429,-0.0671916280803448,0.37171707124159,0.358867377409293,0.219158833704282,-0.421948783554021,-0.0421252745970763,-0.127707895717808,0.0295755969644597,-0.0532348744712287,0.0955731605700779,-0.0491186522116184,0.287811540677069,-0.194920524932131,0.138598483766194,-0.116949314797282,0.0730389438121091,-0.361078496800935,0.360388459541671,0.107708815847136,-0.231054476021597,0.363907649563918,0.463882047783302,-0.0132907176458264,0.381935623002692,0.12990101413747
progressive,0.0773861342583788,0.398073722750523,-0.10510810917064,-0.16316451225387,-0.071935446838467,0.0052015259249813,0.286246278238586,0.0389154914119819,0.149703618433916,0.179025967890884,-0.133095218457811,-0.034066217646913,0.153975630773288,-0.0736138338549525,0.189375005170871,0.0737342863459981,-0.0026231790090305,0.161792773667504,-0.172779337200546,0.118826112343679,0.0803209773361687,-0.214067148525857,0.177518961388564,0.122167299315028,-0.284633094524428,-0.297912576552936,0.209080832080393,0.0914464354777196,-0.0778758149170435,-0.277097830521814
progressive,0.292076490284468,0.288975202323174,0.0858700879774449,-0.0827502130620386,0.0356350177607781,0.0870066255539527,0.0996659813303788,-0.219884213833826,0.343162186989372,-0.0329956702767091,-0.222580415530476,-0.0592366227586469,-0.3501503350608,-0.110873914660615,0.0394628369578475,0.178776978112085,0.0617349280615042,-0.129757713364467,-0.0380015743594804,-0.378692789802044,-0.501064375607013,0.0830153504957116,-0.0872673895866579,0.23354015835579,-0.0641878593293206,-0.165861778379042,0.10486212835525,0.175672410100066,0.0061506417860936,-0.363780039176957
progressive,0.354098078348164,0.008492776534572,0.456898701774103,-0.0304852650233519,-0.334323852387071,0.0058942404307104,-0.0540622267461936,-0.0924064790104927,-0.477940506322446,0.189883272369984,0.111990568183498,-0.383759417289803,-0.0704773694510754,0.0803011035022595,-0.100328845180802,-0.27290966983483,-0.295028916182335,-0.442004653373921,-0.160031796640257,0.138609718515739,0.0312458121757016,-0.0164785216342442,0.326971896581023,-0.384963616947691,0.115920061803972,-0.0861953439329699,0.211749003000039,0.15141226224696,0.206298415074865,-0.285015045343063
stable,-0.011408610216724,0.12881405883329,0.189590159853186,-0.203785846676852,-0.135340834913266,-0.0957480096943828,0.0256833753775342,0.193309245762269,0.0430531929977745,-0.0002328872373991,-0.20816794255105,-0.066131177572725,0.0760784242110406,0.165306051610792,0.169894078523375,0.177048212821384,0.296442179830467,0.174307018018076,-0.269238311147655,-0.0410149053801336,-0.195607990619716,-0.124203576946576,0.0540232918404104,0.241185245470488,-0.357050456772632,-0.279021263077751,0.225838830735606,-0.0839880481853911,0.0588114698094275,-0.1764239747706
stable,0.14083886506244,0.0968997930730206,0.0940784196806428,-0.124924810975533,-0.0534931403402596,-0.0561646429069901,0.032239780662331,0.125446879384727,0.0579395574277463,0.149765467401386,-0.190699251510967,0.0818650100249224,0.300539807897478,0.118500280030941,0.0537966602476628,-0.0132794288740716,0.102418447758704,-0.0052786173522743,-0.100246816346529,-0.0691305552377041,0.0417207240147328,-0.0072805027373971,0.163566216904797,0.281473586224504,-0.102981368562074,0.0137713499480646,-0.0333684559611524,-0.140313726820158,-0.227624974955346,-0.10070382790835
stable,-0.0532990205942801,0.0680747210201336,-0.140378605996593,-0.0180965566729448,-0.0336349268816243,0.0605918438892545,-0.0133289501155801,0.08226255965553,0.0615262536154405,0.0791038143979866,0.0195444398013138,-0.0026425578120065,0.0167290328282286,0.060371180364393,0.105866028295445,0.10160705706298,0.144117755325464,0.187420836245406,-0.135948366828308,-0.0453502484212309,-0.169313069393391,0.0119242792774808,0.106766831084796,0.288403309331332,-0.0467444642923234,-0.12773468042354,-0.0227281070569592,-0.231067538654329,0.0011771160031566,0.0693373411891269
stable,-0.223845672313999,0.160400946350041,-0.0500688253196504,-0.25620883787009,-0.166762031318996,-0.0918797367848504,-0.0853538597434116,0.0682580971046799,-0.0016414844014651,-0.0894758809773505,0.064310300486094,-0.0493998915735693,0.100107577473211,-0.110866335870078,-0.15187992003508,0.0281819967298062,-0.0202702017131173,-0.0667306909863885,-0.364675201920909,0.142267160111302,0.0290851904523268,0.140692369336478,0.346975978480719,0.196452901994633,-0.267114965877905,-0.0453435652264386,-0.0978632980968435,-0.0408359194457791,0.0855330780579307,-0.0273236353286884
stable,-0.198794016737317,0.139673331265357,0.121504005868144,-0.275717990733713,-0.363356959957951,0.36216375854733,-0.0415972969632523,0.0831152620602424,0.095999795797716,-0.0223647812951618,0.0256917054744385,0.0613534387644145,0.124272920803012,0.0810927471673179,0.380048527882487,0.373415810811109,0.0770308839832101,-0.150124364482204,-0.243056004829197,0.299506089575268,-0.150733411157504,-0.223149078758525,0.158144225201589,0.0231588162726036,-0.252048262916084,0.0127011571436755,0.18308899339797,-0.226219383153707,0.0961634737339771,0.172995580354769
stable,-0.0040002038732465,0.256961872448605,-0.106474005982691,-0.229965953895843,-0.173552538870003,-0.0516620778945582,0.222024759847626,0.109909524793423,0.187972198710924,0.0979334606245511,-0.241758849108814,0.143921704436522,0.376499432150625,0.178805974433343,-0.0048778220880422,0.110868561843348,0.0719753745651483,0.0076039008301896,-0.217359526179501,-0.0255768510304711,0.258280782623653,-0.106793403921651,0.176733682378806,0.159073759023366,-0.128010740109116,-0.0901798390825815,0.0240661521839498,-0.240971925292644,-0.119617760533863,-0.115297034410929
stable,0.0126186913363034,0.200352161648368,0.0728117110194081,-0.129187612381145,0.143467788615305,0.172393381298239,0.045655026826864,0.0795579126305306,0.166864647069166,-0.105511452586696,0.212956529839001,-0.0502670797329817,0.247203171138775,0.0702621910899393,0.0566981721393384,-0.0315538899135942,0.361129471807285,-0.150314252246125,0.290380293764526,0.0237620986684761,-0.0535828879558583,-0.0213844564870613,-0.0799374759908167,-0.0237406139499693,0.0880945074505497,0.0446524066298819,0.192875479608016,-0.277546755243155,0.0037526641658473,-0.0405488253950908
