group,ARID3A,BACH1,CDX2,CLOCK,E2F3,EBF1,EHF,FOS,FOXP1,HEY1,HOXA1,IRF2,KLF1,KLF3,LHX2,MAF,MAFF,MECOM,NANOG,NFATC1,NR2F2,POU2F2,RBPJ,REST,RXRG,SOX17,STAT2,TEAD4,TFDP1,THAP1,TP73
progressive,-0.12045755484456,-0.0459291727515662,-0.33235372029865,-0.3637479824543,-0.067097166590335,0.357631618303952,0.027842414609022,0.189224121579909,-0.282519741112653,-0.0877738798149999,0.18442578859167,-0.113322061653304,-0.325133962147692,0.283591337015261,-0.23708502878499,-0.0499309633848981,-0.187193813022593,-0.0270442823492156,0.146473168723468,-0.0848389153695765,0.0919410205579331,-0.147602001202477,-0.0045614371581363,0.202227953757112,-0.0938997833947487,-0.388582296992498,-0.181509903005047,0.268775013252043,0.0590283992227707,0.174259936660989,-0.0018236209203145
progressive,-0.476241029311703,0.627440139064099,0.597754280636574,-0.591567766558571,0.625787657642123,0.595460801082942,0.576186751757226,-0.673515555224887,0.593305518374208,-0.603946675431381,-0.118037747693598,0.570482456457167,-0.561581991574033,-0.615999204521557,-0.589594786070767,-0.449301465631732,-0.576251439642072,-0.551181943905832,-0.648090276121994,0.672880437810035,0.615414073199541,-0.574710691839376,0.584346246323032,0.604843484744019,0.593017363250803,0.298934477307128,0.595748956206347,-0.57785099461281,0.628780942495453,-0.583128937944566,0.638651725651277
progressive,-0.0969941917846347,0.315718214504645,-0.186208827546178,-0.242380555757295,0.132703467718474,0.189964920459426,0.0513482170815772,0.481936459974792,0.0676481737467826,-0.337086593399471,0.162363607541582,-0.122839646425698,-0.108928145922417,0.279847446972063,0.047609770601304,-0.306991174896306,-0.177774902064791,0.0182434324285106,-0.216711489054499,-0.0457927227452457,0.0694821041209687,-0.0489059049229108,0.0403048348729103,0.0526031000014237,0.130446634084759,0.10092101966628,-0.219854463911213,0.365044043419179,0.162564058797544,-0.0677325863374218,0.131732379164441
progressive,-0.270201226208023,0.440721156051847,-0.301872557417433,-0.327752163137225,0.124855360674236,0.0904566946604435,-0.196682402396098,-0.223226907739371,0.375301427409066,-0.0630419132003739,0.240475823725524,0.0618616757269096,0.259335238229187,0.226735648621227,0.0107310572483991,-0.398169747711025,-0.035895367529728,0.116917206978745,0.317335402369363,0.0460265520126886,0.181362074641377,-0.117654719927039,-0.221900901725796,0.105956388165264,0.460969977755676,-0.557421606837118,-0.0990169386312034,0.140573977934464,-0.132155167379946,-0.281127364030549,0.0272928561012406
progressive,-0.579888001784686,-0.437069127533836,0.293196925360095,0.083274866374465,0.0453550611503782,0.0414515517890752,0.324115197920258,-0.0219959654486124,0.198273491367774,-0.500268802907314,0.56520337133026,-0.0746623615931773,-0.354475826285948,0.199574661154875,0.439113822913566,0.550704622273992,-0.171568530499177,0.230988617443456,0.0558883403792912,0.451815718454315,-0.005204679148404,0.147032185942415,0.0643149637624216,0.236565059388175,0.404973606118678,0.0631996753734779,0.403052831671053,-0.150873734837665,-0.220083575418229,0.166177969952615,0.072307863883185
stable,0.044791128163968,0.042513132602317,0.100642553512996,-0.196734422734735,-0.242629371964253,0.224421125802153,0.097149040706543,0.0089517664600748,0.168974232678796,0.0778313633993016,-0.265653189148587,0.267619244068453,0.0085893856432254,0.0395816891214128,-0.0924468842663193,0.103078642128357,-0.0995995335803149,-0.0265037849337549,0.0234250642282622,-0.136979342273992,0.334190975562799,0.159942560490487,0.0284878325413199,-0.0821234786167777,0.12201407590452,0.0218115851212746,0.122302009448954,-0.111153568310675,-0.036970373966021,-0.316129501212712,0.151451932464574
stable,-0.081035395112667,0.157402338294257,-0.0290771922852452,-0.165993137031757,0.102176840901736,-0.073213979637728,0.194249337762054,0.0532023202012794,0.122625888388499,0.0162616641185327,0.166156628060426,0.0285532204431848,-0.135980078107003,-0.0096232366169052,-0.0189809314703455,0.150237412942282,-0.0627220293400827,-0.0957375405764579,0.0843695706048731,-0.0991538307688251,0.166773751315779,-0.0304748521012878,0.138206851566178,0.0938951089935695,-0.0339448879776698,-0.172068225823712,-0.219725841249979,0.308462102949795,0.108886268667062,0.169147110978933,-0.114796039932048
stable,0.0339565341970765,0.120995611106037,-0.107843706846725,-0.0337067851884598,0.0382122498577405,0.0855201059050957,0.124944498253925,0.048736286345683,0.0815947672521965,0.0043128649726142,0.0921091469956523,0.215022354864113,-0.085370763769877,0.0158978635445853,0.0105674802035008,-0.0746676702968133,-0.0901113178115656,0.0165600369852082,0.0498739206540097,-0.133195453436014,0.171301758335566,0.252300855703147,0.169752793250633,0.0499817504225674,0.0344987313134259,-0.120863604572367,0.0273912975634112,0.130261245806409,-0.0115589369964888,-0.0080944228443485,0.104130467533576
stable,0.219465000160449,0.0270500060766886,-0.298565551629223,-0.16819462027301,-0.0778037780542056,-0.0581015344387089,0.10868346861568,-0.126178198473713,-0.288507677206677,0.0992578916286471,0.0776857900612191,-0.0805063379084018,0.242612318049827,-0.11600310221398,-0.103017308681617,-0.166600031154438,-0.161522059972053,0.0782489145732003,-0.0898247625344568,-0.154915717422263,-0.0339400451736228,-0.123670023290708,0.177269735707591,0.0900777033988277,-0.18555899419445,-0.180808280988903,0.0749671409352521,-0.0422618105565096,0.109180922630637,0.133503961318402,0.0725389743077881
stable,0.114490933521145,0.23462439158132,-0.103509555369747,-0.21067281204339,-0.315416528555309,-0.100214858616174,0.0276584896543404,0.0875093732852444,0.0387187514196324,0.15852729044166,-0.127062467215912,0.0585141118170115,-0.0440146661400389,0.17668079155772,-0.0168500180101632,0.0030797366923679,0.0033777414559656,0.277930698804679,-0.016104297830786,-0.100244960107447,0.189820269565761,-0.15492423047014,0.0045709999835265,-0.127185529194938,-0.0136924601094761,-0.124855850838042,-0.0812759741792953,0.182185734574875,0.0674477917576994,-0.0230313592429705,0.13546733478198
