group,BACH1,BACH2,BARX2,CLOCK,DUX4,E2F6,E2F7,EBF1,EHF,EPAS1,ESRRA,FOS,FOXH1,FOXK1,FOXM1,IRF2,JUNB,MAF,MXI1,MYB,NFYB,NKX2-1,PBX1,PPARG,REST,RFX2,RUNX1,RXRG,STAT1,TP73,ZNF263,ZNF76
progressive,0.0771632231185117,-0.124748402602346,0.133862419378882,-0.292315997537206,-0.141577947094675,0.170510778730874,-0.227718516467877,0.0679570331993368,0.160608522665558,-0.334694983654009,-0.130240650549985,0.348930966615509,-0.0302836449335055,0.251198829959299,0.119637560762183,-0.0148573570782611,0.115829856455892,0.112435342099366,0.0593054713281149,0.37210933360518,-0.438219725567492,-0.0083972911329052,-0.235300552046055,-0.259027190315221,0.16230895822805,-0.231669248064471,-0.302340621395337,-0.135051135080512,0.0908382212636006,-0.159362596047806,0.320497141303256,-0.34726390408742
progressive,0.403172182327719,-0.476271325093226,-0.116766036833576,-0.512786927100225,-0.0681337061877879,-0.458081462841236,-0.137064954241123,0.456719733952284,0.471881890973957,-0.463318654424994,-0.474667379785849,-0.471683982436951,-0.404554588228,0.474286332005643,0.126726448576627,0.356684353142624,0.0900424766202349,-0.45634164003084,0.0661014513600242,0.0743249941514402,0.0967831823134861,-0.109289820308765,-0.443489400560491,-0.405774531896411,0.426720344372679,-0.0094730250474393,-0.417194149867537,0.374008734777557,-0.335233430818176,0.400566878900266,-0.455446620826171,0.339395417812826
progressive,0.31216018826651,-0.0181891747650797,-0.0023657443197167,-0.200675355863847,0.0494642092865651,-0.107963822255493,-0.223258710360384,0.237226979994911,0.0789680856684337,-0.0278039677806583,0.0895464656889572,0.262641300877588,-0.0510522416029248,0.209960171113665,0.0377033771195393,-0.0144139419883756,-0.0933028360476693,-0.192416671425999,-0.219533879186411,0.0743793252040076,-0.138261142050056,0.035994533688754,-0.0634669200162921,-0.257757767403248,0.0172950045129875,-0.206297578282459,-0.121971344047299,0.210143373302986,0.21858999462617,0.0973620742191578,-0.0120999738605556,-0.179689197611439
progressive,0.252420124092449,-0.0771581677399427,0.214921581201853,-0.210248912904397,0.170518753117907,0.289763490121331,-0.434351430039977,0.184073940307335,-0.245643886938834,0.0730958979369868,-0.0522539091643215,-0.258274523875258,-0.209872364855345,0.0485649319517801,-0.0148546577621647,0.266165213035721,0.427647355552823,-0.191358029008375,-0.139654292353763,0.0497021721690895,-0.124900553809356,-0.326065651962706,0.0436177199759083,0.0915456671876497,0.110121856748729,-0.167294221337626,-0.124305347455163,0.202843287080897,-0.0956366935419021,0.0441255715233328,0.147289970587635,0.080787461544133
progressive,-0.0498752405183465,-0.186721982537591,0.0831254008639108,0.15756605835398,0.456383264295367,0.0099254209986759,0.0454088010689423,-0.0570091368611448,-0.0365999899326174,0.0829392992201856,-0.0326918554143888,-0.103410480029955,-0.163521310953186,0.294909071423158,0.431631745679919,-0.452661231420863,-0.0213396551471532,0.246708745698338,0.0117864374359276,0.314449744014301,0.154092161004444,-0.469844616524821,-0.0165010124102987,0.0851725189448877,-0.105333530348448,-0.232937224062675,-0.160047413603649,0.523503923798913,-0.0562026964050023,0.104837259298514,-0.0354213461890247,0.411408700395117
stable,0.0784986148934798,-0.0712384921650147,-0.132604729944885,-0.263850153161422,-0.0633470412642868,-0.202990208106824,0.214889448423741,0.0170079466768464,0.191511752403045,-0.0137048429229895,-0.0850144742072394,0.0996091359221365,-0.0208131080843843,0.0969479984370403,-0.13444380978354,0.335353992728659,-0.145133735490977,0.142201553424018,-0.373545162496484,-0.0256689201692727,0.0384538954590619,-0.015074535660241,-0.0664077880045622,-0.237623363144993,0.0028363383634393,-0.154923859737755,-0.307213605780571,0.207974383194953,0.137497951828833,-0.0786754291324293,-0.130896634820457,-0.199308922543341
stable,0.160968919666491,-0.085322131228685,0.0734540868527016,-0.19773402719107,0.0528960980942082,-0.0427570794890278,-0.115117706247768,0.0063490993447692,0.2022977612435,-0.106620992455653,0.0057902438842347,0.193706721434266,-0.214119593243347,0.238188636151173,-0.117126838771998,0.0261401023441581,-0.127095286759632,0.123075586062209,-0.189174571659062,0.0743248661518278,0.0598301273888182,-0.0054633815361446,-0.186366054270712,-0.0490234156110434,0.0905013318724493,-0.0715351674053135,-0.215792240691289,-0.0168847450774635,-0.137219793669871,-0.0548402772031118,-0.253507592625262,-0.272258332145033
stable,0.0692040012355154,-0.0545302789939028,0.0277208725965099,-0.0442073197449941,0.0978863544136501,0.0241321139476189,-0.0919386886890798,0.105258558101361,0.117716231642993,0.0230637686044854,-0.0509702594323104,0.0997776467768181,-0.0312696383407458,0.0665614003053609,0.0341355717413728,0.207596192558194,-0.0053888578887697,-0.0183305850868611,-0.180396529816771,-0.096943823958359,-0.183052639978091,-0.149205319422189,-0.0399906027379512,-0.0028954862970319,0.074480948746317,-0.161235115387388,-0.14332717624699,-0.0063315743575708,0.208444158395327,0.131196630714424,0.0539911885901648,-0.0847292003192623
stable,0.229566601030332,-0.0996365724457195,0.150583370213053,-0.261968011959958,-0.0580314244890396,-0.139624936358017,-0.0796949963967171,0.0034748334342221,0.13472372820237,-0.299996395701833,0.0802396479925382,-0.0723470120359073,-0.166792989152778,0.0349180731528071,0.0223524796189379,-0.0316226028947187,-0.137764808980161,-0.191361478939291,-0.40184974388966,0.0076935865782385,-0.0505521987798391,-0.130317737401316,-0.223274234581744,0.222287955848588,0.179683295656123,-0.455067016984151,-0.301048623212554,-0.0720134402754144,-0.0539415066020267,0.0465444161033607,0.0201756231202989,-0.1714740399465
stable,0.297082598600029,0.0192131199958758,0.253827292979545,-0.298034989069186,0.237445293840525,0.297187683872008,-0.324205018990949,-0.0977696592175182,0.0459922029603627,0.0242618933193007,-0.0796689418864525,0.0512824957954377,0.233281356168556,-0.0562949749619016,-0.115625236451933,0.0995365046979913,-0.154824162267062,-0.169338557694241,-0.180174968602142,-0.131911069321049,-0.175321883482672,-0.0155988047884447,-0.0689992545024982,-0.205979054517954,-0.201856444499167,-0.109992489259937,-0.209603348410875,0.148619715872718,0.161675103851458,0.0572221979499548,-0.144313339088394,0.028786741501
