group,ARID3A,ATF2,ATF3,BACH2,BARX2,CLOCK,DUX4,E2F7,EBF1,EHF,ETV6,FOS,FOXA1,FOXM1,FOXP1,GATA1,GLIS1,GMEB2,HEY1,JUND,KLF10,KLF5,MAFF,MYC,NKX2-1,PAX6,REST,RFX2,RUNX1,RXRG,SRF,STAT2,STAT4,STAT5A,TCF3,TFAP4,ZNF263
progressive,-0.0750694475665176,0.178262845511109,0.127270486362429,-0.0734810779777463,0.0812852883177946,-0.319839732462441,-0.122185805228654,-0.133193649450437,0.352825296133636,0.0326406786409642,0.0515745503923726,0.36590403257823,0.149275100516034,0.166661735755671,-0.279046794368351,-0.122193715435769,-0.251161732245162,-0.179496837821111,-0.210781706962496,0.0092106451651654,-0.216633678186465,-0.289782527465365,0.0122497467389,0.251860994554163,-0.0924007113563471,-0.0223479171424127,0.174503915089873,-0.0751200728920561,-0.146250237315107,-0.242890819685306,-0.044485422775556,0.0983570973142392,0.0793931667757922,0.225531079149861,0.146685298706454,-0.0181697457440613,0.268012055442376
progressive,-0.223199172984833,-0.385570085113788,-0.131855640682194,-0.4709888058501,-0.088274122253186,-0.531975374387612,0.0095600249964345,-0.16068522848193,0.539157852535807,0.46484705412746,0.424449279073529,-0.494330394019868,0.0213070412984011,0.0794675245563785,0.460886430462883,0.00863070027277,-0.483503907570363,0.103990557090931,-0.319520602387732,0.0988866001701112,0.269298956201311,0.247760316627927,-0.457673370850466,0.138780135941801,-0.0159538963601952,-0.0857470625945149,0.48265666831125,-0.0972097113942877,-0.456403977773663,0.363099189193006,0.336327601254509,0.317008200847731,0.215497797435728,0.226148386461194,-0.0226761095821591,0.0509310991300389,-0.312748551562291
progressive,-0.112996437343584,0.166280763371534,-0.322924108040721,-0.0956511828708795,0.0947984243437414,-0.30098443826755,0.177910740751546,-0.360809875502326,0.271221553247955,0.150542227047759,0.366805044798004,0.328033737956139,0.0510792622374771,0.115406628653473,0.108996260570813,-0.21215068409628,-0.0691335262526343,0.0556592265818115,-0.473226221043691,0.117287002276951,-0.0906931358795237,-0.0515642819598781,-0.252825333976107,0.211602232282224,-0.0707648870846523,0.242746096304428,0.0881040569442482,-0.179125153470313,-0.232875636920029,0.285925325054988,-0.278574351843438,-0.174420986960904,0.121966754276263,0.30373323829692,0.176216404173857,-0.100277162101846,-0.0988654558030401
progressive,-0.312057683841144,0.490511602066764,0.0068888232231315,-0.214940269747962,0.360235061748056,-0.250951380695942,0.0917593201915732,-0.554264746224076,0.220545726909803,-0.250344609985395,0.123562008057928,-0.26981052886443,0.165575872957705,0.0742977473795811,0.243311807271625,-0.123376891569964,0.25765508743111,-0.0641434043556204,-0.0118593633078347,0.381534283389466,0.0736303537256075,-0.0012714579831174,0.0402530931590024,-0.123850508315485,-0.424622040429945,-0.313375150308112,0.16946494303378,-0.290802846854743,-0.0378032767130298,0.379331288927445,0.0533503553205577,-0.0836726525594851,0.124368509716014,-0.139624381684582,-0.0079426881414498,-0.153577942922038,0.0745775872166486
progressive,-0.528771131910745,0.077894906231244,-0.275751674398314,-0.331964493328077,0.373660815061693,0.0011736742413906,0.558483621916477,0.0446613935013398,0.0170491626644119,0.296630721429369,0.46032739193912,-0.163078947224809,-0.278160795209589,0.620564812053194,0.0623900517791883,-0.450567364037029,-0.52549719850055,-0.474596799821291,-0.465145633561671,0.136146212001318,0.458783083726764,-0.0288476774068128,-0.301819597022885,0.532106837649434,-0.465948673832097,0.464527910276729,0.139296600754524,0.105012958440218,-0.476944148304072,0.583933821256106,0.124718331229882,0.456497507572477,0.462489423436419,0.508571580493126,0.466319307803062,0.454829654703132,-0.233128767737284
stable,0.0968266537540978,-0.0037695823100051,-0.159021955255928,-0.189244970092213,-0.097480845232978,-0.388658600715791,0.127733680335096,0.173673579045004,0.088664471109575,0.234569468727871,0.321925757352061,-0.0497383991600577,0.221337690537254,-0.0863770311886701,0.303512720502276,-0.185318768738961,-0.163520705713197,0.0080564334665224,0.109609022997261,0.238407211645497,-0.184969946805841,-0.282651414768457,-0.258104975712751,0.313452190990517,-0.161752188535901,0.0764076903165013,-0.0647007551309351,-0.155918041468292,-0.345255278971263,0.248826713236528,0.100495047632642,0.167508552321871,-0.168847156490216,0.21956606603814,0.34360940076959,-0.0415596274264743,-0.18360999232952
stable,-0.0759899304436152,0.0754253544479911,-0.113651813961724,-0.0605891939375475,0.0552396695102072,-0.222880312158102,0.0241246374796588,-0.202147914867554,0.0602840072960258,0.220459962171257,0.509324712816902,0.240296862375874,0.0924664209242603,-0.259453478021285,0.196582406265847,-0.214075812588538,-0.234695819400356,-0.299359544370083,0.138056212293175,0.195778272260462,-0.124932144983429,-0.172538135887868,-0.109701325287635,0.147919489589241,0.049635192702693,0.267797959850411,0.0228718675365224,-0.0975981092228988,-0.214811347118749,-0.101597983345932,-0.0278691733986982,-0.165021014658084,0.0814771553922692,0.198735689004573,0.230552110157274,0.11265183578537,-0.238877725201607
stable,0.138282379302341,0.0025057185781782,-0.163633797627991,-0.0734282526544236,-0.0154652279831973,-0.0281735988089108,0.124800237028129,-0.140723630419847,0.119520890962726,0.136834301809324,0.312862969188576,0.189755864651085,0.0219123672857971,0.0322565148533665,0.097241149363902,0.0444818307880752,-0.0245732287626953,-0.160485578803079,0.0758891655378322,0.0868216394042005,-0.138579179441521,-0.219056313961136,-0.104867693911326,0.102630485660916,-0.178747704551734,-0.054158889335787,0.158429860217699,-0.269270220323149,-0.100389946476047,-0.0076323968142161,-0.193999914649989,-0.0115074764273317,0.0104990822828858,-0.0673412012457219,0.122403675947947,-0.0898368752971402,0.0860632966590632
stable,0.242923131987321,-0.0007618198468103,0.0609683902202884,-0.0074283950056997,0.154602412369766,-0.194164924459995,-0.04173265625476,-0.10385159423685,0.0267399200563299,0.0852553068331615,0.236233754352971,-0.0303646449888018,0.0924899893806644,-0.027207805136134,-0.217035047264262,0.0997942737699297,0.0184494828950105,-0.161324582135492,-0.0385790738985866,0.0890764588042423,-0.210742867035789,-0.193157706543944,-0.133883105917497,-0.112988546153833,0.0248430798476739,0.271447400040035,0.109042197734153,-0.471775833616976,-0.358126775757307,-0.118046026627733,0.0066628833295291,0.176216553109031,0.0111307569379536,-0.0955874342139186,-0.128799674054859,0.0249971594318564,0.0738805634077817
stable,-0.014071789665446,0.209270082376265,-0.248488749614146,-0.106224844833069,0.109118245338899,-0.380042061052518,0.194644485655528,-0.256740474737986,-0.0969786367070881,0.142385900313067,0.258974046172235,-0.0608676081718628,0.166803086624378,-0.033887638023071,0.207138758995807,-0.0589660576710797,0.0580042238328963,-0.0198519204178032,-0.0016887165690744,0.272622713204787,0.0193742947450781,0.0778730831986664,-0.236714952045165,0.11701197062462,-0.168283620889942,0.311695336870559,-0.0864269886222481,-0.0028884855779226,-0.128351411439776,0.125077367320824,0.0131677062301757,0.0272377405642261,-0.252381899116303,-0.0978310256327599,0.0723307120838344,-0.0819434334052028,-0.2570183436979
