group,ARNTL,ATF2,ATF3,BACH1,BATF,BCL11A,BCL6,CEBPA,CLOCK,CTCF,DUX4,E2F1,E2F2,E2F7,EBF1,ELK3,EPAS1,ESR1,ETV6,FOSL2,FOXA2,FOXD2,FOXG1,FOXM1,FOXO3,FOXP2,GLIS1,GMEB1,GMEB2,HES1,HEY1,HNF1B,HOXB13,JUND,KLF1,KMT2A,MAFF,MYC,NANOG,NFYA,NKX2-1,OTX2,PAX6,RBPJ,RXRG,SOX17,SP1,SP4,SPI1,SRF,STAT2,STAT4,STAT5A,TBP,TCF7L2,USF1,ZBTB7A,ZNF76
progressive,0.0597675463224857,0.162297946916522,0.195725179593174,-0.0222734070506066,-0.0024150315427153,0.0720530612737465,0.116275370798997,-0.163780231637878,-0.260014591187739,-0.0850136761971099,-0.0460992179017972,-0.125984417257692,-0.0473124410400688,-0.149550950583365,-0.0973057138534151,-0.0083735226008393,0.0247422509099388,-0.136272353789084,0.107547991449495,-0.118877930111741,-0.317107828441991,-0.0954793564409633,0.133602936749634,-0.0846451433620973,-0.007607104758114,0.356480506766678,0.0607769349281176,0.25868885138745,-0.0610427351586798,0.27634255259031,-0.263417812544691,0.366000394779083,0.02175322132331,0.24843189770502,-0.267848359946148,0.095282044613368,-0.303853691791627,0.0510890872608174,0.251936220990162,-0.214916608510268,0.0201258064147146,0.023290949037544,-0.116493881417987,0.0238372255850185,-0.0145032346663808,0.0492953433735879,-0.163013813795153,0.0783393182603552,0.345602265428762,0.0138232426654947,-0.059480547300529,0.039945045692339,0.0231115746488211,-0.0652971695239358,0.338890401938002,0.0100792099699685,0.0702234425087724,-0.312455509069023
progressive,-0.111539402555522,-0.157442400057503,-0.119925121476883,0.281405201503708,0.0052580235421397,0.0979498975841467,-0.0791505801747428,-0.149472501909102,-0.369890656712003,0.0969043192637327,0.042820500032864,0.203776284302479,-0.12504755128871,-0.0696319003067661,0.317322474066634,-0.195493013977354,-0.36227028906841,-0.133626114626516,0.271901587605766,-0.124806495768153,0.235948156714757,0.0526615916595851,0.15225669317153,0.15851509712398,-0.0135292410912363,-0.0106124692925021,-0.329284854274253,0.0788763795201098,0.0125861113670588,0.148607715229105,-0.185859832737113,0.0635181296666506,0.288892988610996,0.134647587394874,-0.15184087239857,0.16948613650331,-0.264422840080499,0.119756382612494,-0.223714589046512,0.0954218278123099,0.0860236757046114,0.135828759445601,-0.0888982627872483,0.205520923632507,0.162133943126335,-0.0920711560765739,-0.0672575034292841,0.0094644423758515,0.0336935353857916,0.235330451943331,0.186112941033698,0.165138097551271,0.168154304752235,0.353848411818965,0.0345372297077395,-0.0845321446711678,0.0216377461639572,0.245774182371443
progressive,-0.120222846468849,0.08580334863226,-0.278936793704364,0.237121756583728,0.173886149616368,0.129977103171215,-0.0181110594246173,-0.206413523615744,-0.171266834719239,0.0695803024298626,0.16483061990406,0.0052421974978368,0.0590581363115161,-0.154902941784247,0.260054800071602,-0.252121158017323,-0.0954656981880821,0.024099682558187,0.163050335818169,-0.179094298812658,0.224301756684225,0.0834276458425538,0.015826488193721,0.0327550089994669,0.0644705753170872,-0.158917461457062,0.151990997634872,0.0778151052014683,-0.0292414414443995,0.0942070744124512,-0.352628254038767,-0.0820560189339986,-0.0093146535744224,0.054170459967143,-0.0077767406555793,-0.0386207014771101,-0.0878257712088778,0.129855335896891,-0.122633295589063,0.0640567217019302,-0.0109650267147757,0.0216964464039043,0.169014372820553,0.0962113482360804,0.233187122447573,-0.0402123626259577,0.0690051265659189,-0.029019856028638,0.18361806939198,-0.118400603086519,-0.0800542269911199,-0.0215957751159594,0.240385662447044,0.0722224971651609,0.0300518530682328,0.0737620388182466,0.0673911284903162,-0.0582462510709871
progressive,0.306154224525444,0.447598809569343,-0.156284130256299,0.428203869082438,0.367214926841276,-0.451494121714244,-0.151211624214703,0.336283047937303,-0.0684476077122595,-0.343054240937321,-0.0151369934608442,-0.225923722109651,-0.512692318524292,-0.496588481309299,0.293723298002557,-0.0097944285122822,0.148285894758098,-0.248027468468661,-0.111114723865596,-0.0819702733864317,-0.0566778598926344,0.168956630771016,-0.13965715661909,0.139481317046806,0.0893171903443024,0.367291616997413,0.155542426889094,-0.327226488284419,0.14677509868221,-0.334266096830915,-0.0494821320997184,0.17330715377127,-0.0158025544587426,0.312390229792996,0.310876146996131,0.0140474454568772,0.164279626820352,-0.0382475720125598,0.342735429002525,-0.342991793238753,-0.507595162075367,-0.433977542265852,-0.152202022802522,-0.237597607234105,0.228457236196301,-0.307862223859969,0.388876609228843,0.253207888515677,-0.0781839708206098,0.0308749090737004,0.0732144487029687,0.30611094936591,-0.0494591250528775,0.145311412273664,0.14168451567524,-0.24503600459251,-0.393182761495904,0.219561725871304
progressive,-0.23317334192669,0.24275667742776,-0.271443218132949,-0.15219098365275,-0.0172626970615296,-0.147684911993306,0.080157302899676,-0.102687661196893,-0.0427124820676816,0.0247516612279284,0.320692677396724,0.0261479087843757,0.063211934828248,0.12134660581487,0.150096612318079,0.313394110624386,-0.0394122605706245,-0.226509433134555,0.321581198569009,-0.317836716485809,-0.232094423360344,-0.305714749063926,-0.399644130134014,0.453209263663172,-0.0804111660917573,-0.211214175811656,-0.214958657894855,0.1002124950741,-0.330339478695814,-0.206517706758152,-0.229428859843491,0.279884169269652,0.323104377721497,-0.0530574071449953,-0.121156208420809,-0.0633388664242887,-0.48564028645156,0.464315778316729,0.0452511139884948,0.0574365472083981,-0.275949289792392,-0.211721902195819,0.29092721812519,0.399390266941933,0.356677784874251,-0.042775947865702,0.13302431265061,0.303049185547073,0.0062196482059922,0.314663426584793,0.352044781618767,0.179481276801491,0.436708156177886,0.114048039042532,0.0735568599055617,0.355662332105926,0.0017135765465488,0.0354773810933641
stable,-0.0437066864948398,-0.0665831660307362,-0.133112047417566,0.0263342562537279,-0.0113412512041694,-0.0399911352679459,0.126053958016904,0.0428320833320224,-0.174097935860175,0.0339833761773744,-0.0321181558127632,-0.217286384954525,-0.0570461812910206,0.0667039881381727,0.12033003006447,-0.115458112523056,-0.0254648230569967,0.152339358091117,0.180384252723476,-0.105209792149528,-0.0744353622222521,-0.177941340348383,-0.0526125734744021,-0.161744456995971,-0.100057920944541,0.0371830681881783,-0.154675303867885,0.132642769595914,-0.0525284581261782,0.195029887751697,0.182950158591762,-0.106224191195319,0.0470560490238418,0.102618398348437,-0.0160106611739835,-0.128140194431704,-0.124880117217013,0.134904888256969,0.0213085839209077,-0.243918172756519,-0.0370791518698439,0.107068239858566,0.107761739109381,0.167994222199042,0.0997655593623619,-0.0194729357623101,-0.0887667150120873,0.030108900192988,-0.0238254268110347,0.173231759742078,0.0732383082746328,-0.0543338102835102,-0.0047558518027768,0.179932656185839,-0.0037589272423578,0.0241153068094929,0.160574286872001,-0.0835339855375112
stable,-0.0384992202049644,0.105111565516565,-0.0395717008545851,0.0006544492582631,0.0023325060295864,-0.0074605475621603,0.0351638658829443,-0.0425015979417415,-0.104205712211173,0.143107740379035,-0.090264729090028,-0.10440385402938,-0.0235761875533852,-0.187276442131884,-0.0239802212988346,-0.120079082212344,-0.0424615425312756,0.101184355929142,0.237973701294197,-0.069995861025474,-0.146225458986145,0.0354779034643065,-0.0726139743895076,-0.0742771240633525,-0.0467633275415447,-0.0680257121345936,-0.22115114064324,0.109093065408598,-0.216153150685219,0.110964400409296,0.115357684155812,-0.0842135546722259,-0.0265015769240627,0.171113194328022,-0.107654985227716,-0.169721219387617,0.0476524153049455,0.119830011106199,0.0973629195134823,0.135464867547716,-0.0564427787697491,0.0671786173089172,0.0494555809792442,0.126273080068056,-0.0303379204372008,-0.174176899420131,-0.103823188972429,-0.0295026484819382,-0.155644807065243,0.0077919438061035,-0.0366431086327253,0.105266290907634,-0.0449989914951607,0.0180696560020756,0.136988712965814,-0.0614054582820188,0.231643997447647,-0.092664811325425
stable,0.0776506977798515,0.0386722651211312,-0.0330488941678107,-0.0050296552933409,0.0724535623846179,-0.0100403599493579,-0.0272943829115108,-0.0362360554118233,0.0072493640261804,0.209023707961109,0.0561290433415437,0.114285875852916,-0.078462475892034,-0.0759032881392682,-0.0590322052716533,-0.163119586269003,-0.0326154426991322,0.0041822471439426,0.230932419111801,-0.118918182889259,0.0437504917733061,-0.132486768237014,-0.0564620162125759,0.023776425399005,-0.0451851567512365,0.0554082803377071,0.057090107997439,-0.0054488405518991,-0.125904107032042,0.0034410666619405,-0.0148351550969878,-0.109855921876537,0.0822695193439417,0.0486134950200681,0.0020087912150584,-0.0899098674305654,-0.111295011035716,0.0511377388385924,0.04390517250592,-0.12171021979626,-0.135203688697693,0.0063689992752937,-0.19659296524938,-0.0044395121005721,-0.0336486664609425,-0.0573750773189953,0.0307659220089984,0.0450478888389352,-0.106111242819119,-0.066719326654144,-0.0160285010977598,0.012736437074853,-0.0473312158785963,-0.0068620943852876,0.0317071369960862,-0.115503235457788,-0.076407976023655,-0.0630220360193969
stable,-0.236636427963374,-0.170430914174702,-0.0344842937953757,0.178071148266979,0.0558698807439243,0.0551536645431189,-0.0155642119938708,-0.0889379082879253,-0.150732069894582,0.146353272994422,-0.0003783994062162,-0.309118421708543,-0.053165116573386,-0.063862313929966,0.0510863726344048,0.127677467297519,-0.102638441886301,0.0371854902637928,0.168997255375487,0.0065984650729239,0.0141501755563219,-0.20307739541496,-0.0315740522808019,0.006470696740713,0.0260925009531563,0.0462384229053234,0.0472852090057844,-0.095874078664747,-0.183168725653845,0.250744683019773,-0.020843853679602,0.0244064272288756,-0.0070233560974054,0.0433698789092897,0.0517839698897658,0.302239892019115,-0.0686095875648184,-0.0541514747191714,-0.209404603635991,0.0242655029950932,0.0545876263034725,0.0069642660310251,0.304701829464038,0.296759455598382,-0.198248510594089,-0.0151167998497501,-0.0017400352188619,0.0543398939874405,0.075983804867693,-0.0428911378809183,0.0916805792935,0.0593160580114979,-0.117600269675167,0.0356107957401043,-0.223859594742283,0.202672015261454,-0.0539800020359773,-0.221386173756158
stable,0.045481094126247,0.0840127177443586,-0.193183917361465,0.104723437167884,0.0831985973660216,0.0378838736560166,0.0173607845986068,-0.129712653652492,-0.135631604632943,0.161127079328149,0.112096116380304,-0.0946311127933825,-0.114516312886724,-0.161765692035192,-0.0882723974881074,-0.114622160296731,-0.0418486281376943,0.0737847820300278,0.107510933233815,0.0570384552166932,0.0046182943875678,-0.0802827273900045,-0.0558913226022568,-0.0197160251730733,-0.0883895533820897,-0.226954488290307,0.0725822830780492,-0.0286932425597557,0.195034166275539,0.0405148603037326,0.0451595713098663,0.165103594633161,-0.0465973771963992,0.105309668977154,-0.0864268529033676,-0.135400368752619,-0.189050802170366,0.186087707965269,0.0383988167823078,-0.134584891356205,-0.0720818148112462,0.0583101620905994,0.130094880410851,0.141577243635574,0.105977593274661,-0.124184252474606,0.0764552126698489,0.0558394845117148,0.0474322147173786,-0.0392541000423142,-0.0080520024617738,-0.0509898637759519,-0.0777866283391438,0.0531412802352508,0.125292122032681,0.039034172645966,-0.0383503260030225,0.110275088588822
