group,ATF2,ATF3,CLOCK,CTCF,CTCFL,E2F7,EBF1,EHF,ETV6,FOS,FOSL2,FOXP1,GATA4,GLIS1,HIF1A,HOXA1,MAF,MYBL2,MYOD1,NFATC1,NR2F2,PAX6,RARA,SETDB1,SPDEF,STAT3,STAT5A,TBX21,TP63,ZFX,ZNF143,ZNF263,ZNF76
progressive,0.193548714893172,0.385832792629143,-0.290557590496125,-0.157527366397831,-0.0255328641232194,-0.207992792196232,0.186713271018178,0.0475711675955932,0.0682583903582493,0.3111775793846,-0.217884175733371,-0.328062886643015,0.357729033221793,-0.245256366557379,0.465626594828892,0.206960271985606,0.0221135413791945,-0.194674081882427,-0.178176169803813,-0.376192735716916,0.235116858008384,-0.148858999048161,-0.066851281420048,-0.153805491219995,-0.351569129701658,0.0079704157034175,0.350951218381811,-0.0757581689424049,0.0084058350790611,-0.382355840850107,-0.366853630431972,0.21156098994737,-0.389449014576125
progressive,-0.231513821452771,-0.0511281486597309,-0.413118175773077,0.185114751597624,0.0740690853120071,-0.168576351554443,0.361888965718402,0.229700661131718,0.431205193074075,-0.363140343579326,-0.390634987792018,0.447205589808877,-0.0296644918100177,-0.480231859197766,-0.0126772602775276,-0.363009558244693,-0.362542892391569,-0.0008471322811478,0.0137205705606254,0.148765345751461,0.148111419078294,-0.0137205705606254,0.13651611020546,0.433758479493394,0.0986210594954487,-0.0548287791510608,0.0649586977972071,-0.522205034433162,0.179381003631539,-0.0982673446131448,0.149728401397397,-0.0538597787171865,0.193312614163959
progressive,-0.0376754112468096,-0.209005994003891,-0.0833540203756756,-0.0643749643577326,-0.0954676723667277,-0.12516270152886,0.282412019438745,-0.0171400412924818,0.0437693801313353,0.15328443934309,-0.123766405457597,0.0232395412794024,0.265238945173627,0.104590073454233,0.136937650319087,-0.0276706456855733,-0.058537269884174,-0.179186438217005,-0.0719161615480757,0.0774679287561609,0.0735774896090984,0.292293948434293,0.0043270889527988,-0.151857414925188,0.0601142486336734,-0.0188165798850907,0.250155321659075,-0.0809297842884799,-0.21149245499303,-0.181103118838596,-0.272062481828223,0.0630399713380131,-0.017251662011647
progressive,0.395940275864672,-0.216584860498954,-0.149998816705625,-0.19960915466361,-0.0736965442123379,-0.409624851383282,0.19346454724089,-0.357254351405394,0.112063232850809,-0.10356719439927,-0.275184006047262,0.0859901246758404,0.0798569770005339,0.0635213799135778,0.0039956319315414,0.341246175673112,-0.0788130485813809,-0.192354588848544,-0.305419731044656,-0.0131361447495309,0.0988359558242268,-0.0356534570127368,0.258229036897714,-0.052530390739421,0.0927235448347164,0.364018876592964,-0.106971285083366,-0.0537260243862398,0.0997871148595555,-0.0112703887301455,-0.310480573783404,0.163406175477278,-0.056509105900971
progressive,0.380304115395507,0.298463326003111,-0.0328751359085879,0.4911078364233,0.0760355830515324,-0.13743195011306,-0.0156488170927635,-0.0343264374938038,-0.0543922594111377,-0.0292153319110867,0.0380493415602274,-0.122035533295986,0.0172263188158243,0.139198752042888,0.0589354643735529,0.0662550723685552,-0.0843016920803712,0.0528147576880769,-0.124685736190729,-0.0933250019362792,-0.0419615458334183,0.3915359276637,0.164564979749707,0.277261702845173,0.0344526376316487,0.107711817650594,0.0597557652695445,-0.117176827988959,-0.306729435031949,0.107333217237059,0.100833910138049,0.37961001463736,0.208419527650798
stable,-0.132400273681988,-0.202049149795328,-0.133899108896483,0.157701350832156,-0.200804788526505,-0.0269905637549947,0.0722323376480001,0.115722485949445,0.20334167132973,0.2082017767749,-0.0313996768826535,0.0497926128869588,-0.022140967859306,-0.318958755680988,0.0209133912593138,0.0881160421880041,0.0866142989913716,-0.318909166932954,-0.370997708243545,-0.167243562605323,-0.0905409931875399,0.258108770292611,-0.11252436882187,-0.149304526900666,0.096124012788718,-0.0283675188058545,0.105451084900919,-0.116500243628228,0.279259187604771,-0.106383118684697,0.0782274744370569,0.039522589303656,-0.0848262981144733
stable,0.0623312950017563,-0.0729442161725103,-0.121431100235973,0.103475031184133,0.0182757776056226,-0.102774289908573,-0.0511000381307092,0.120655359307031,0.183820937286921,0.202599729809189,-0.19200565651371,0.0668385233874483,-0.116324148916632,-0.138516914689092,0.170272410561106,0.133140842356467,0.144042437741674,-0.0508497258079289,-0.208338613944666,-0.0306901011093219,0.11258200320193,0.147305667174438,0.0669275903739354,-0.096443950826313,-0.186986910115874,0.133563332566896,0.270261642808187,-0.053532903062528,0.209159613285131,0.141713216531482,-0.0633900675379997,-0.110630836670853,-0.234195155888065
stable,-0.0216259339269124,-0.101770534916323,-0.0080275414552059,0.118516900045426,-0.0418812232890578,-0.0399475524577864,0.138345608139597,0.0989357170225347,0.152331302614009,0.0672327040158964,-0.0206831377031931,0.163558625936715,0.0782350280108462,-0.0207101216667889,-0.0322261968642856,0.106861704917356,0.0789063420964761,-0.106633068620593,-0.13592409071083,-0.159369588499478,0.142249483742417,-0.0483229524002159,0.0647109939570832,-0.0122326988776513,-0.0712474250483042,0.0151697977256258,-0.0639284824771226,-0.105492796711986,-0.0525600682212851,0.0189795814206031,0.0605575753517932,0.0224484520659432,-0.0643831505315529
stable,0.0332651234840607,0.0462388237183094,-0.099675532484876,0.143343958587965,-0.101693705281111,-0.0573547598430115,0.0509284901886607,0.0221914117765419,0.132774845202765,-0.0003075877909699,-0.0397498237940439,-0.0652765235419887,-0.0041705156073844,-0.028077032496514,-0.0301599200000249,0.129119511583625,0.0017366031839995,-0.087030697619969,0.0960691483206432,-0.141769307541935,-0.018863400075463,0.210546378588898,-0.0359105989794425,0.0884862824243333,-0.040816128136073,0.0382291935428436,-0.0206073897763067,0.013814109456673,-0.0491787676687738,-0.0412993386335,-0.0403513288074962,0.0320650901131976,-0.159606643255191
stable,0.120916613182496,-0.239878577804286,-0.244336674623996,0.113903826634141,-0.408721711178348,-0.1767833371464,-0.115968341887569,0.0390199343277043,0.173730644384675,-0.0422029547856536,-0.0031993892607514,0.179234921209569,0.0471546955550883,0.179303332129976,0.223639213089464,-0.0618240785750566,-0.0883396709360378,-0.125271426414959,-0.138024325093799,-0.109874521279141,0.353191793124277,0.242531836193284,0.0271416990681653,-0.127379176658397,-0.237946881151857,0.0589266225572978,-0.210121873527585,-0.0108223585179124,0.364242336311687,0.0832502187169411,-0.0199785686245075,-0.171508134599853,-0.121989837296658
