group,AHR,ARID3A,ARNTL,ATF2,ATF3,BACH1,BCL11A,DUX4,E2F1,E2F4,ESR2,ETV1,ETV5,ETV6,FOS,FOSL1,FOSL2,FOXD2,FOXM1,FOXP1,GATA1,GATA3,GATA4,GLIS1,GMEB2,GTF2I,HEY1,HINFP,HNF1B,HNF4G,HOXB13,IRF2,IRF3,JUN,JUNB,KLF10,KLF3,MAF,MEF2A,MEF2C,MNT,MYC,NANOG,NFE2,NFYA,NKX2-1,NRF1,PGR,POU2F2,PRDM1,RBPJ,REST,RUNX1,RXRG,SMAD3,SOX17,STAT4,STAT5A,TCF3,TCF7L2,TFAP4,ZBTB33,ZFX,ZKSCAN1,ZNF384,ZNF76
progressive,0.352060538574391,-0.346450609937306,0.0288319041507548,0.0373298125557641,0.0623717421520398,0.0705982538956079,0.38341004587275,-0.0769441464204833,0.0250786479681178,0.10775086039596,0.494103165368923,0.100646653669999,0.162036578488002,0.287445782838087,0.455999074102577,-0.166177772251405,-0.197935970992875,-0.149585857531648,0.114970011590297,-0.335961927198078,0.0329012576214233,-0.406143507395826,0.0220884953394155,-0.121060471963227,-0.302739782935774,-0.376226016599306,-0.16809351339099,-0.103223325502741,0.274297412816735,0.172834972711463,0.172419895464552,-0.0664538672303056,0.0658983022998259,0.166562516930271,0.107192102563581,-0.059180436703681,0.407360003019463,-0.157700617708741,-0.315308641262402,0.140905953718379,-0.384457317695723,0.203648072490738,0.363572546372347,0.273076127840249,-0.0725235737408908,-0.0329890624236543,-0.0284727026870826,-0.102105809837983,-0.151670822471897,-0.0650633584531567,-0.0864669763351705,0.374891383605395,-0.25903853463994,-0.325613732142419,-0.0310429887160258,-0.446326177798622,0.0747362547571115,0.273492801538109,0.202305457242079,0.30395947146131,-0.174918341200761,0.176481266680473,-0.228450534444566,-0.276321712620896,-0.0434777451628824,-0.366136446597492
progressive,-0.141874572997018,-0.0402136992374057,-0.215099296039228,-0.175245284679389,-0.113057926012437,0.228654475557455,0.139698609969092,-0.0391940881464514,0.167736428656793,-0.122305768881122,-0.267096489050812,0.160477273309532,0.184956857373698,0.088718055421376,-0.359875153073481,-0.0723507706785348,-0.112814170591276,-0.133976302825981,0.0330080511777168,0.255185172311879,0.0080171752545301,0.100882045462732,-0.0424164159091176,-0.301040917761038,-0.105144792705964,-0.109410512576283,-0.0970027671137658,0.115150655481918,-0.026414764298018,-0.0169469470248706,0.194279015919566,0.0280051197897398,-0.0944463078186617,-0.0055915115512684,0.0120094134328148,0.0912715420893928,-0.0204546469879205,-0.146544570151214,-0.0470031795048684,0.186877174472113,0.201897859144394,0.127822964755207,-0.123423476665958,-0.109071633088327,0.003724701740425,0.0630880646744132,-0.0323421827101548,-0.0092418976145102,-0.171294663280327,0.210143926684648,0.294932169096574,0.304625906028358,-0.14320928255923,0.224778169835576,0.0096580654067364,0.0707901414576863,0.0629810500992693,0.10534990397499,0.0735368488863796,0.0583378065888592,0.0167566988912815,-0.183984808316141,0.0476571574640811,-0.0919314653027802,0.0054666612136006,0.321887951524486
progressive,0.0006735822573137,0.0018923101277098,-0.0978169029790905,0.0197526039315631,-0.172164293140124,0.329257816627494,0.242619507912104,-0.018646421261671,-0.092352702985181,-0.0752418404550793,-0.252760321807174,0.219368329712214,-0.209115508008457,0.144427966066397,0.199399003337934,0.115331423533919,-0.162583825369528,-0.0509715370596296,-0.0065369108306366,-0.0708947245079184,-0.0234049490297738,-0.196061493074148,-0.0004762059200042,0.0798252552611428,0.174721740796596,-0.174255284699555,-0.263641738396146,0.239300883132168,-0.0501816478590939,0.107905129246367,0.0367046287946507,0.0593721227111631,-0.0506936287200495,0.0867869359378836,0.0279041468611082,-0.189176275575922,0.0925977536536726,-0.173911507477279,-0.0035447899645776,-0.0710927917775639,-0.0197814695491549,0.0388994137449974,-0.0356201721082119,0.125681513156529,-0.0153131333621606,0.0381097548552403,-0.0911319790880366,-0.0178404103066292,-0.0102331685173114,0.150269338345488,0.205722953468572,0.098076386456378,-0.201550873713191,0.167306501426419,0.0038203951963711,0.053227968528397,0.0740187366798887,0.207813714717225,0.0083695704666742,-0.132152862185508,-0.179455625311383,-0.0031747573135345,-0.103062384503535,0.0119648752620374,-0.0085448369692326,-0.18343969470112
progressive,0.0965280157762357,-0.204649633645499,0.131452315302041,0.351447573321307,-0.0325158958279986,0.246183862615904,-0.191793943223357,0.216313351756811,-0.170275391565458,0.366618722951902,-0.147811088963262,0.0657737169657479,-0.138838412762995,0.200858476842927,-0.231448084540701,0.0974096295875293,-0.235420782041776,-0.127735622797956,0.0326914576412216,0.0632451920273153,-0.182012486905207,-0.0274968934029156,-0.0019833593078977,0.227769983023424,-0.0413526882719014,-0.0201048170566812,0.0681408120016192,0.0130578854516129,0.0173637699232944,0.214814825691623,-0.0544910169072822,0.196876539246419,-0.0952050515242699,-0.169041567057668,0.260538079103235,0.0249819568401195,0.246270828219977,-0.205738877836518,-0.115091367500717,0.0469472942889449,-0.116661096654241,0.0023980765323225,0.223685317307104,-0.323663149889924,-0.135084759877179,-0.273292672010642,-0.138899288685846,0.0623391191398762,0.0079138699706744,0.236240976395193,-0.0277235475085317,0.171441817730092,-0.0071594433553382,0.248973827901582,0.0752622079051753,-0.282374598751027,0.116278447996318,-0.163189325438557,0.0545720036260755,0.0835407898779324,-0.201803684252199,0.137471965708992,0.0253243839061583,-0.225816518141926,0.0567015738558215,0.0771705593795598
progressive,0.144646476173688,-0.486713325500635,-0.0452525288588074,0.190520605703633,-0.388189619125347,-0.419704773152016,-0.339580446642397,0.521336482882992,-0.04363636711385,-0.131717182214029,-0.277917660065561,-0.421445255031201,0.0170318583891665,0.439658154695529,-0.118166287583232,-0.113566442616815,-0.378244008387147,-0.381227691608607,0.529790252010461,0.360093268789933,-0.419518292950675,-0.26231548322001,-0.40913756174268,-0.498275097983792,-0.456938653353151,0.17205906577085,-0.305330249662723,0.327770033890785,0.314965060065354,-0.387692338588437,0.518352799661532,-0.419145332547993,0.396892028521271,-0.371592881205977,-0.271453013085731,0.375073844964346,0.0300854724830533,0.407272759729267,-0.395151546642087,0.365874155031512,0.254110354360996,0.496783256373062,0.2487024285221,-0.221538479193393,0.130473980871754,-0.385765376507911,0.188904443958676,0.187039641945263,0.445501201004221,-0.457746734225629,0.363885032883872,0.121647251341602,-0.313224578186169,0.521460803017219,-0.475648833554388,0.245283624830844,0.396456908051475,0.602331050332204,0.469743627178582,0.372898242615365,0.441585116776055,0.452587448655188,0.35853926711209,-0.458057534561198,-0.353628621810104,0.0790676053686855
stable,-0.102223755549981,-0.0839760693158596,0.104591268332584,-0.0920419713023262,-0.132640700475349,-0.0191726698639551,-0.0796629696754503,-0.154340350787702,-0.364355301551493,0.234677486922751,-0.0488759499630301,-0.0636201768223149,0.023295750334859,0.250896624478673,0.114317575919252,0.192848411586128,-0.168261618755836,-0.137907708546943,-0.239929041321919,0.165527996273185,-0.130053481205158,-0.0637411628103894,-0.126412768818641,-0.239254773193422,-0.110866526861099,-0.164632191616946,0.358758072900684,0.230668682292684,-0.133608791717741,-0.0167699796428021,-0.115146838282051,0.316288229337304,0.288243423129377,0.227451217526632,-0.115692241082913,-0.223367432084628,0.175103986394838,0.116229256199728,-0.0603088716638322,0.204167464121683,-0.0453783873842511,0.237313964773801,0.0066477733691069,0.0046692966229464,-0.37974751512926,-0.0668979312446088,-0.287904509859422,0.37221979745193,-0.149434978984664,0.104649473776427,0.131083844647294,0.177130552529535,-0.368199046726401,0.16463447916714,0.0338083143406654,-0.136293867301816,-0.0807824459062814,0.0645030695285665,0.315459881994584,-0.0401667888618175,-0.0527813573242974,-0.135521437852743,-0.003435442882381,-0.0477723849146643,0.0017653787369131,-0.221040891867734
stable,0.0774815198576409,-0.0917557485565522,0.0350994898319327,0.0751738551550033,-0.0784010128516335,0.166630812273889,-0.0781805291347672,0.0876760408479258,-0.0956767780456439,-0.0490639126374184,-0.255534517355021,0.0574899323725061,0.0758879266030788,0.195864773591423,0.258720847616701,-0.25723397392995,-0.239164895478942,0.188275657892307,-0.18771777376211,0.166753372419416,-0.113658130053965,-0.252325963580132,-0.0730757764744885,-0.161346870375754,-0.171824653588696,-0.160925674473913,0.124096292362446,0.125183960138536,-0.289396029064079,0.0735324677249228,-0.118367257474712,0.0690475603735256,-0.0476693190729424,0.0093035176839791,-0.101241685866472,-0.235239000947555,0.0364008691860124,0.124803358149615,0.0470652365011007,0.160138705232071,-0.114120309072109,0.0656830138824491,0.0518798380388306,-0.0783794899045149,0.167954687583546,-0.0438183851132552,-0.161725409586741,0.024590414666941,0.0455339547082691,0.0433023403468066,0.210289974282872,0.0643654047472691,-0.215909059214711,0.115128384756232,-0.0538699517007069,-0.0779600843382391,0.092907479209599,0.201028607325347,0.202227742950529,0.201163310616446,0.124358187319339,-0.167979752281456,0.162250172508985,0.0061280461967043,-0.153967574220791,-0.12091323140919
stable,-0.092380924807254,0.0993066484711676,0.0858867098965057,-0.0406016263440836,-0.128300004939663,0.0517191026066822,0.0357070281397045,0.113755522739446,-0.0034319580220484,-0.122271659707534,0.001799078258,-0.0021382726825501,0.0154434256775523,0.245747259903721,0.0921462847690607,0.0468481435977885,-0.0563064847053054,-0.0450838934430185,0.0088574103337428,0.124395613391237,0.0031220322851893,-0.100010381714637,-0.0160298739402583,0.0253957138480494,-0.156570263645858,-0.102625035575775,-0.013015199108084,0.0625106522935802,0.0425693324204727,0.113586334307725,0.0715213202968687,0.202892902321871,0.0970894461032959,0.0082747228521368,-0.0143460484396943,-0.129564071208138,0.138356450395407,0.0447013215619304,0.0090455895420738,0.0598577599314445,-0.0114867569359483,0.048534351705012,0.0841163397128649,0.0098616556818768,-0.101804834912651,-0.136009629553475,-0.0556432557750493,0.201641356417803,0.133815599203313,-0.0892495956843144,0.0006518297925121,0.11020833531885,-0.0172028405423367,-0.0230247866328557,0.0060685692386768,-0.0984743946214125,0.0005169789273563,-0.117732280125435,0.0721956914170918,-0.0181499033306403,-0.0275758690182532,0.0814941175717494,-0.0321716135990738,0.250116306468547,0.0400949720455856,-0.0277928730953877
stable,-0.266940938020032,0.228884456382914,-0.365947148797349,-0.0292063261704446,-0.0708836556004885,0.190976316106576,-0.0825543846892975,-0.0352632687548599,-0.327852977466344,-0.105745523621324,0.0549391569663391,0.0942693964213619,0.100207006622216,0.217545792177275,-0.0438449812997648,0.045350701052935,0.0005012839169497,-0.220550638734247,0.0791284684326867,-0.151357635116702,0.0180725928076621,-0.11244604794655,-2.48334426196048e-05,-0.0549480574479859,-0.163247799536977,0.0155240882294476,0.0726041956205671,0.0024658729461351,0.0197370927581125,0.006230886565242,-0.0937911878272003,0.100854434250157,0.15800607514192,0.0762215271738299,-0.0160955870571669,-0.275816476341772,-0.0202432115045987,-0.151493999286131,0.104365509436105,-0.0597491530602797,0.109672613912395,0.0356420336960536,-0.0312647548456351,0.0912679562215632,0.0455735427415746,-0.0978825524400249,-0.367159592186131,0.106073083322426,-0.038385909340541,0.1091457273754,0.298217230527061,0.195089657217294,-0.241764112620842,-0.0418545698855546,-0.0856576859568324,-0.191199377560195,0.0483076388444994,0.0016860369183859,-0.141177681762496,-0.149410737168321,0.0597559657746267,-0.170022934072551,-0.146183268687688,0.0021438073695065,-0.144086161376205,-0.0712951655235434
stable,-0.272177827209067,0.0617865894069739,0.0543879116469948,0.0996700246801369,-0.239431201144877,0.293824084126651,-0.0120403065153426,0.186610946656413,-0.191846117274959,-0.0597786140250826,-0.0265740925181322,0.152038420346644,0.0395057771142728,0.277968100620087,-0.0027076019783228,0.206577602609084,0.20316060891244,0.0353886241781857,-0.134796766044026,0.134827215469553,0.0119209057067904,-0.198880822309983,0.0066259015232151,0.125645959095648,-0.0348561587137273,-0.222788770230903,0.0412033991677636,0.355898300760175,0.360544190659635,0.370177394629331,0.0474032750551108,0.0364280770163556,0.24818057280978,0.249347149780178,-0.101341280904527,-0.0117858807032156,0.0490208231091115,-0.0952282258281571,0.134768713512054,-0.0632122084289374,0.211608504632478,0.0631751897395944,-0.0217568691164368,0.357944981534281,-0.143460559731647,-0.0040951370249191,-0.25777107656467,0.156478798817258,-0.335630790279486,-0.0810649818141387,0.119817512935426,-0.253328833843513,-0.0601291819008989,0.0645882028769375,0.0764717347990435,-0.0446495994562388,-0.308580870003852,-0.172385028314634,0.0783735366738504,0.0600866592337639,-0.0451849056834285,-0.230535618973144,-0.0009086002048568,0.0704976107750037,-0.0515301043392516,-0.0377159190458484
