group,BATF,E2F2,ELF1,ESR2,FOS,FOXM1,FOXO3,GLIS1,GTF2I,HEY1,IRF2,KLF1,KLF10,KLF3,MYC,NR2F2,NR3C1,RARG,RBPJ,RXRG,SOX17,STAT2,STAT5A,TBX21,TCF12,TCF21,THAP1,TP63,USF1,ZNF384
progressive,-0.331326820156142,-0.131696477156718,0.211208383242152,0.323856833615912,0.300516417387393,0.232317459190382,-0.0929701709073841,0.0030757735413587,-0.301546941970029,-0.0463226944419479,-0.204830366532246,-0.254476371084806,-0.043210053751977,0.31203125680393,0.127793826139343,0.351472083504938,-0.0241813383325775,-0.180317223862159,-0.176070479457737,-0.249711731021308,-0.300377726685471,-0.130499172616075,0.218994373913343,0.0036042026714666,-0.0248554804786288,0.141987678355032,0.354635635971564,0.0768662492778841,0.167840327424695,-0.0331716558584327
progressive,-0.001220292773267,-0.023782587651037,-0.053410771328853,0.0030310497916631,0.0185307362263045,0.0645213402080339,-0.0040479604360523,-0.108327226482785,0.0476603056526781,-0.0339582548087634,0.148039227324641,0.0353983314954952,-0.0466335539375368,-0.0100346118102789,0.0996703645778079,0.0087323101140773,0.0231560394798165,0.0108218974704512,0.142875945536678,0.0947104649187227,-0.0611097690139542,0.117220274085814,-0.0470435985522098,-0.166468272486507,0.0217028413654153,0.0326723548971487,-0.0739786092008532,0.189811292310614,-0.0032180301359541,0.0272335231281254
progressive,0.0528862704113229,0.0221572182392858,-0.0300979361817593,-0.038793997239879,0.0996306413924467,0.169507060582925,0.122528921902137,0.104505602654454,-0.0904800275215813,-0.310890349556406,-0.170141178796351,-0.0446816002553789,-0.123188680724064,-0.005186624481171,0.201225548134938,-0.0374311502133032,-0.128559739075884,0.0037517240990583,0.0096193663876865,0.149285221438536,0.132178635085962,-0.135102881572671,0.0819214195989116,-0.0213412626725291,0.136812688225684,0.106953307072392,0.0235083809379367,-0.19624323711012,0.124078799316678,0.153638526143396
progressive,0.291404344227726,-0.0898233222323217,-0.0368222147487062,-0.233694614828039,-0.0261546141724638,0.178356719469148,0.222670899989236,0.230399144747523,-0.179475370462174,-0.0305229491265334,0.16330382611681,0.328254822013143,-0.023138948155388,0.13607747759226,0.0953340491302545,-0.0083720767345658,-0.0473677190063566,0.030773924892528,-0.0332887698990828,0.139387079191132,-0.104668199634467,0.12988561150959,0.048938013326026,-0.0207320679490697,0.10826325790412,-0.0170154786215583,-0.16180984199626,-0.0820266809251942,-0.0451965525262089,-0.105662493265964
progressive,-0.0049641350827018,-0.0594976770057165,0.449577972924695,-0.0946063425181587,-0.0295689785360937,0.470010065149149,0.0512960625212526,-0.385116160836276,-0.0229501317591579,-0.298351712869052,-0.34439586436078,-0.0035252553485853,0.0144607413278706,-0.050720510627606,0.477780015713378,0.345115304227838,-0.30856775898128,0.385547824756511,0.325978203764089,0.358496885755121,0.268135238452606,0.394324991134622,0.361374645223354,-0.35403635857936,0.160363146367282,-0.307128879247163,-0.195327923906312,0.306409439380105,0.300366144496816,-0.350151383297246
stable,-0.0346275979888836,0.124963803909411,-0.0246868956490627,0.0416987692789208,0.137863779631912,-0.0422729149538066,-0.178547160596628,-0.104645204688058,-0.0696790489020076,0.053268574336568,0.120423149748316,-0.0103465383789308,-0.259944710874069,-0.0077870003812179,0.147723919127779,0.0596675903772281,-0.0452817917860551,0.0186305425186372,-0.0964367460318894,0.100360835016399,-0.199442072080319,-0.0099251371194392,0.120111503247926,-0.121753263397711,0.194490051380565,-0.085333783554775,-0.26259775422499,0.105359608392757,-0.158468881536115,0.145213243378664
stable,0.166388324058911,-0.0286104497217147,0.0892920588368087,-0.0141099649479086,0.0998528240274629,-0.0780117384684162,0.0280943283251958,-0.0349777020271196,-0.0197936270959661,0.0905983916022471,0.0561163444547297,-0.0612030806799355,0.0115084243702106,0.0212459430256358,0.0989200264265803,0.0386899969949071,-0.0085405246473735,0.116260091806787,0.0876589411871573,-0.179461545278526,-0.0273047538810767,-0.0261292454696222,0.0742758348213639,-0.047229842255827,-0.0471546851293903,0.0201278427695161,0.0342529240660188,0.137632570559418,-0.0552231635764265,-0.0546747713233585
stable,0.0500988840575045,-0.0532679120491131,-0.0610140403202409,0.125117497001594,-0.0320485701515898,0.0360490861659351,-0.0324080983972155,0.0484860853202401,0.0450975758198647,0.0241439260538242,0.0331486053087436,0.0501117694689781,-0.0264066295740985,0.0729515402885993,0.043171509990716,0.0479526040197209,-0.0336325409388712,0.0622681193082858,-0.0312639749204119,0.0043064561075485,-0.0263932388523711,-0.0539043755793702,-0.0157886715371735,-0.0699799875442015,0.0522346789075204,0.0041911695731289,-0.0402418979973891,-0.0501887787516673,-0.0475735202672706,-0.0107031280802142
stable,0.11283018436348,-0.124679141175529,0.0007228424804606,0.0368571055764027,-0.0836007177506272,0.0418304118042737,-0.0719948449917364,-0.101928408797369,0.0365667350233517,0.106562002037518,-0.0679413881709901,0.157863742551806,-0.363931173782204,0.0206079645901726,-0.0742059423767561,0.148153804470209,-0.0662575775878457,0.155708276343131,0.0240768103099407,-0.204943923342916,-0.124077840721648,0.0345918282631169,-0.155760763148639,0.0166514995160097,0.204297634198599,-0.115568326675696,0.0786570411710267,-0.0911372908972474,0.0653159594595427,-0.0386498807027787
stable,-0.0015435768436799,-0.130203563380629,-0.0729278558553132,-0.0361649622051524,0.0082142024606629,-0.0270392531688747,0.0877120748132448,0.116192086723417,-0.183432414657478,0.103791058839755,0.192560935126243,-0.0985287600821652,0.0040742677152151,-0.0572318290968575,0.0800270241099613,0.0372254747025796,0.0896565820112352,-0.120077084787273,0.0928278778565997,0.16365509160259,-0.0551023698045421,0.0087653436364229,-0.130789144604355,0.135461042539669,0.0907202071660587,-0.0145598064004851,-0.0507523808889922,0.0337163049172565,0.142279669995433,-0.0154938044359962
stable,0.110486133399185,-0.0993755870328322,0.237866023097972,0.0544473299405568,0.106386818297096,0.172285363862719,0.133188784159744,-0.0116597009127329,0.168472554831208,-0.0092477195743851,0.144023463653189,-0.194880333046864,0.190858286461184,0.0545479187185239,0.011561798800844,0.0494402441039725,-0.0383756934608783,-0.0805390487587761,0.131691129021122,0.20631779294161,-0.0802931650793009,-0.0271441396543643,0.0655831309680445,-0.0799540003535914,0.264954602497839,-0.12284522722539,0.0723824380120617,0.147307106933941,0.0421881800924602,-0.004913912256993
stable,0.100768161834598,0.321209768992714,0.189330412464245,0.13133170347502,-0.080002358383275,0.162705471550681,-0.301044133271198,0.0127010495820409,-0.0040661363694425,-0.232655020459689,0.168046964345964,0.0599042415313626,-0.02823789168742,0.0850812777967668,0.099815395563529,0.0571584741674955,-0.0534899489190501,0.126732918245374,-0.194731922032508,0.259362484436101,-0.259850120716569,0.0497313985111337,0.0610895727977314,0.217065663677952,-0.445662049864821,0.0366852524844537,-0.118443101477414,0.056858390302592,-0.212406861675325,-0.0210133726398681
