group,ASCL2,BHLHE40,E2F7,EGR1,ELF1,ETV5,FOS,FOSL2,FOXM1,GTF2I,HES1,HEY1,HNF1B,HOXA4,IRF1,KLF3,KLF5,MAX,MECOM,MEF2A,MYBL2,MYC,MZF1,NFATC1,NKX2-1,PAX6,PBX3,RFX2,TCF3,ZBTB7B,ZEB1,ZNF263
progressive,-0.0901377421264598,-0.0039127747972709,-0.165491078915454,0.268096243728611,0.09303831972476,0.335954576570852,0.481703065432009,-0.266388160955348,0.0682141834200048,-0.391483082283133,0.276786905616648,-0.307564026697849,0.586860865056319,-0.0680465382589253,0.0287590529157536,0.439739583744058,-0.151147928294416,0.0869018742060005,-0.165696681471495,-0.349948202846621,-0.210927662242373,0.222109278174752,-0.201870078869709,-0.198556714601203,0.0740675300346773,-0.124030532710743,-0.0387291953256145,-0.22505572095863,0.210280804969906,0.0892172752986458,-0.13328581084883,0.250874657322999
progressive,-0.0898326354555936,-0.0856244341080672,-0.175140354758411,-0.259360100054308,0.0331348202269693,-0.0819294280468245,-0.247741358772845,-0.192084596839253,0.200069915493827,-0.349664875173282,0.133248956675195,-0.0843077216306878,0.0534075003074224,0.24582347467439,0.157674119757807,-0.159568543500317,0.0469383071557546,-0.0230058115479754,-0.195181363823913,-0.266755977265779,-0.145005527547832,0.0261729596004692,-0.123372146822604,0.138078857455248,-0.02209672275513,-0.084316519264167,-0.0950936202761249,-0.163902844261045,0.195465820639739,0.0188386658233517,-0.108093590013814,-0.146037783209385
progressive,-0.250124528804925,0.214657619836492,-0.321152751254656,0.0991942877264001,0.17914708108514,-0.012873674343701,0.467933754371619,-0.0298516646947754,-0.0991457932986966,-0.352195189780784,0.209000950072084,-0.29082146298808,0.184192173787946,0.269202981562203,0.196170221420628,0.356545018329665,0.129325365456031,-0.114411656715569,0.151570245908091,0.215134887095975,-0.222002701391773,0.122082669471466,-0.191582937398164,-0.0520836994441992,-0.135824758919418,0.215781808842345,0.0437860596318963,-0.203226236661558,-0.0170110547335995,0.257976521548849,-0.0776108469449915,0.0843975584910098
progressive,-0.135174342884157,0.262090508813777,-0.346435393727298,-0.179980093929436,0.0948602608246368,-0.143565105248516,-0.173994809714679,-0.0977159882026902,0.0850884455383925,-0.0153290380350088,-0.0333503716367821,-0.0215486466679382,0.0150562909062351,0.150657612926509,-0.0735870671101626,0.245404229114156,0.104651558048651,-0.160329853864153,0.153453270996439,-0.171267338426942,-0.221025830985191,0.11905412170973,-0.0910369305373623,-0.0981592022869475,-0.270644702989424,-0.144621459207576,-0.0343401623084629,-0.0548806186968268,0.197311983400142,0.151031557898696,-0.0100532210540267,0.175595034436473
progressive,0.0812712280629283,0.0912681444989149,0.224930619809699,0.0980561741776712,0.224683782366835,-0.130947263439282,-0.114162317324539,-0.124776327367685,0.388830681871307,-0.111261977370888,0.138537514807345,-0.414069810404137,-0.0398642470225146,0.0394322814975028,0.103054632395665,0.195310126666035,0.0870719079702291,-0.0417772372047095,0.143165716861043,-0.21129285109147,-0.0231410102684875,0.57253944872274,-0.311632271615632,-0.011107684928874,-0.525763753300037,0.246343767978139,-0.129836494946394,-0.0660290159660845,0.261462561353551,-0.0344955326402254,0.111200268010172,-0.083554474409419
stable,-0.319997913311636,0.446554797496139,-0.122416194594556,0.221648427412165,0.421508595627833,0.358796820914122,0.425417194460769,0.161813074257602,-0.500539859491015,-0.20192191612839,0.525578141199579,0.508076493017146,0.0279206183237226,0.385222634405426,0.544477346683413,0.452376215162081,0.124175322226482,-0.116434117992065,0.45709973827941,0.236530608078741,-0.534085746208069,-0.0237055895129006,-0.164144308111943,-0.223567762832301,0.189309312376387,0.511363860586227,0.124728630601406,-0.484100916286694,0.120773814127442,0.102730437044139,-0.0320703810080587,0.274662918945429
stable,-0.118402122572009,-0.0503895870827975,-0.483695187727968,0.311529605702672,0.526368760766968,0.535779535160825,0.39371124115889,-0.288432940968806,-0.521336165455787,0.252219468621469,0.191212952397487,0.0351898172078759,-0.117179317385272,0.44243235400199,0.288831819203614,0.37877876479623,0.100798908019709,-0.352937629718584,0.37952826582571,0.524622661562066,0.0555282904025239,-0.0779846455301601,-0.512187789653347,-0.508418276633489,-0.347876474278695,0.224566557605699,0.512949393085545,0.013952528626646,0.135411278738658,0.584715908893036,-0.578914849551937,0.0392382250878241
stable,-0.529046898717328,0.546346713686484,-0.52972160273348,0.462813951369634,0.282477837929213,0.41649654798216,0.514526768149455,-0.277799030323351,-0.382936927841499,-0.449573338622549,-0.256938674244462,0.15523122127499,-0.148436177816731,0.512677728307429,0.475028097858734,0.502749805271822,0.106200002237166,-0.527521632675948,0.430233233315232,0.434826642663304,-0.198495873842832,-0.234098442183533,-0.428594118338026,-0.488017323095673,-0.524095764272075,-0.108203382962961,-0.0468679968097606,-0.548121749409039,-0.240552331735636,0.466534472652689,-0.179831004124043,0.500102713510578
stable,-0.0599937570065042,0.269079587141341,-0.345523152471442,0.176587732788896,0.166824811060338,-0.0429606113687874,0.23434811330898,-0.215900803449388,-0.135410891811425,-0.142776963664083,0.322750636318879,-0.144582335120809,-0.0478785986577411,0.349560055097442,0.368777079302852,0.154298906824594,0.0101856079029503,0.03133478770779,0.23770832728291,0.311620551681623,-0.219073772007082,-0.0490314876814234,-0.153868188093216,-0.254266358029689,0.13696486594409,0.117590447040974,0.190880908109713,-0.213500262939198,-0.0210314051517284,0.298396032084198,-0.0837345219201299,0.206256741854615
stable,-0.0624513833572595,0.40541996302425,-0.232209108645459,-0.0073929048748091,0.178042918158333,0.29108177383754,0.28790738052674,0.308152497323589,-0.159321457492776,-0.509237192971111,-0.149806176244313,0.26098024040934,0.331697508742667,0.173489414632275,0.558899466114666,0.223321772769922,0.117901109984016,-0.223685814336226,0.28642067268364,0.416373945670113,-0.39488215325867,0.15282768613937,-0.322974114440384,-0.319617086004349,0.0779298199249269,0.243142993528862,0.500250421441133,-0.244016412445895,-0.238071775152363,0.307387290376482,0.404226910697266,0.0658811674486628
stable,-0.162172577262076,0.379640725582935,-0.428957888989761,0.337283398271744,0.119267009326577,0.33390294260557,0.336247380751723,-0.520471775753048,0.0856628234963713,0.108831367439702,0.212309480606667,0.167314886329218,-0.231566409940688,0.297291657854824,-0.164343306460006,0.368719475902718,-0.520323553757686,0.193562199950602,0.201321079132211,0.312743620112784,0.0021303296662671,0.17368852250905,-0.174826216702719,0.10517905094301,-0.135709166816967,0.3355874313553,0.479743444322592,-0.210942403837249,0.511587855474936,0.0961703168992908,-0.255146089162617,-0.442472210175424
stable,-0.196025334609731,-0.311197572794754,-0.318789807420913,0.525979368962469,0.254704063113387,0.259144539822783,0.166650950825494,0.0803207995320993,-0.0105899066003256,-0.0574950683082493,0.0335627198602912,0.25587371549583,-0.0262086180545095,0.22487442540784,0.0485510797311224,0.442177627908966,0.20386270596275,-0.112216589649747,0.579265089475218,0.433296674490174,-0.035369727732569,-0.158183227889123,-0.238335933665661,0.199289155030202,0.476139570438714,0.486085117642723,0.363460722961175,0.0383183723613634,-0.0853986317313295,0.234322695251649,0.084901354371129,0.181730361480588
