group,AR,ATF2,ATF3,BARX2,CDX2,E2F1,E2F2,E2F6,E2F7,EGR2,ELK3,EPAS1,ETV1,FOSL1,FOXP1,GATA1,GATA4,HNF1B,HSF1,KLF1,KLF9,MAF,MEIS1,MITF,MYOD1,NR2F2,PAX6,PBX3,PPARG,REST,RFX2,RFX5,RUNX1,RXRG,SP1,TCF12,TEAD4,TFAP4,VEZF1,ZBTB33,ZEB1,ZNF76
progressive,0.0134404888518416,0.252276009957756,-0.0509464873570532,0.198842227975758,-0.048988819151267,-0.0549511779190971,-0.145431190686608,0.223495850401323,-0.0642505080518109,0.0113609740772305,-0.285361414946002,-0.182417310498166,0.333446944867047,-0.131461075415607,-0.318355841162858,-0.125908121119029,0.204531650429421,0.390757072358594,0.333235744147751,-0.373240409624331,0.180691963083606,0.108514929574508,-0.102299129943523,-0.0664275000814818,-0.377953434906477,0.199240260100586,0.0557326205804939,0.0215603441983307,-0.140185289743468,0.126423125949928,-0.240432523467979,-0.260881626958627,-0.311227004576145,-0.124242884678422,-0.250950319288942,-0.14592345082466,0.364386225623057,0.0232596976782082,0.0597113172078552,0.303342719262717,-0.281923717084223,-0.311811868106504
progressive,-0.301533252363264,-0.136281454014025,-0.0725799262771476,0.185830107589226,0.309031103733441,0.185890525408486,-0.303647876037367,-0.333177085200736,-0.0302572438854537,0.181703570533761,-0.070148109051929,-0.29253099729351,0.139429222397476,-0.0697704976815534,0.185561248293518,-0.0960462072777671,0.184077990830683,-0.0838267033324136,0.164898354106567,-0.175335532383748,0.144582862380361,-0.344614178386672,-0.0745163173844336,0.0846363021104989,0.105332426098043,0.126789814608265,-0.0821863595395022,-0.0899832791150169,-0.312686381798676,0.210528912102751,-0.0626623412456037,0.150289325409477,-0.135012679809563,0.26621903700574,0.124605710442012,-0.165843892977988,-0.0885272096708487,-0.0258588266433191,-0.192654300274653,0.0366615327270234,0.0943484665565585,0.124657065588383
progressive,0.0127474672451085,0.0822095702303787,-0.32669261812921,9.38246812405805e-05,-0.250899194891635,-0.0632136868365532,0.102050567904657,-0.173421926247697,-0.231736888046822,0.0312166250308875,-0.138377946371481,-0.0371603416820019,0.223711801581695,0.165888573398842,0.034728513611913,-0.100727793710118,0.147452023535068,-0.0777793533553419,0.0447479897972135,-0.0670622675933748,-0.0503976199064721,-0.109276068131376,-0.108901846083083,0.0304436480873227,-0.20934039829636,-0.0105292056830566,0.0938065315481438,0.1225311115209,-0.176335720938552,0.0519661070981947,-0.147606834259115,0.228767259980081,-0.0675596922149028,0.158611238881013,-0.0072137336888249,0.0947410099922047,0.221409636144862,-0.0098924283382435,0.0508333663359058,0.046328166621353,-0.055875366275917,-0.18239148886882
progressive,-0.0152551613810015,0.353369459622485,0.0037426751577023,0.303076581010902,-0.226534296506577,-0.16618120734078,-0.280395468206778,0.234660500925863,-0.394445700939044,-0.150374562666302,-0.17664467642975,-0.0186452577927759,0.0700269344481975,-0.0526535758717986,0.140996621957377,-0.180169374001098,-0.0553772058132949,0.0543516212694982,0.225123436578899,0.312068156448015,-0.0779013747552445,-0.179538328888602,-0.0318748624525806,0.0416326291057282,-0.184175257094323,-0.0768648913321301,-0.20495669523337,-0.0057344453530141,0.110790377928338,0.11301919874881,-0.112793591946934,0.0179569935638624,-0.0531745423031853,0.155408210079188,0.326830688483856,0.146995365133846,0.129453618871988,-0.140497998228592,0.137842486282831,0.0490640299685102,-0.0508105753791735,0.123063060984048
progressive,-0.22799711856518,-0.0945476731322198,0.053568621728042,0.203825143543361,0.0409161035525585,-0.318767920600241,0.170840469294837,0.156110672015916,-0.11588699483117,-0.316690641496803,0.0421750605849449,0.302842114140552,0.004909932426307,0.294784789133279,-0.145976067905205,-0.211064146479583,-0.279992044002739,0.198285732600861,-0.375609830612487,0.100716562590913,0.320971095406917,0.0528761953602295,0.163727362061853,-0.124384954799778,0.0915261762544924,0.206594849014611,0.332427604401633,0.082021050659975,-0.112802550101823,-0.354648196023253,-0.357921484307458,-0.364468060875867,0.103989850875118,0.369063254044078,0.203510404285264,0.0001258957032386,0.390087836484931,0.332805291511349,-0.043371069765712,0.230263241223475,0.196712036310378,0.346464975312742
stable,-0.125212283666268,-0.0121477813497851,-0.0939291238706058,-0.132350297282238,-0.0409041615312514,-0.184039255837409,-0.0065742240661262,-0.116299780578122,0.13748490190699,0.0778586311885133,-0.139030938831038,-0.0755458799097774,-0.0835605535877909,0.0200386039643459,0.11889281817641,-0.105087705168138,-0.0760237468114949,-0.128323503321826,-0.0008334911953518,-0.070786408585722,0.0848832746437611,0.104097311745773,-0.211143077840841,-0.173142385794194,-0.208074611966718,-0.0340961406943175,0.132247044824646,0.199054031054871,-0.103640250992545,0.0288842783261714,-0.0821963758918129,0.170219770502126,-0.197847689527734,0.151132697602992,-0.134860421600511,0.137723368386935,-0.14250115534794,0.0305157709274316,-0.105637226162285,-0.143419323935649,0.039200911066248,-0.0958588033431114
stable,-0.0776939582970489,0.0232421309393697,-0.0762364915880573,0.0005218056897873,0.0058645470133109,-0.106737570718662,-0.0491623378960984,-0.0123210420367658,-0.0889772145984614,0.0853746205726572,-0.139117126873531,-0.0371794960104385,0.0501502342218781,-0.146295571699318,0.104320123858213,-0.118450673547388,0.0863341706429974,-0.150553687544017,-0.0251956766676946,-0.0798258703940841,0.103687083552253,0.160649255291656,-0.0986348033758468,-0.0723123141815772,-0.192566239656035,0.0607788288666296,0.0816752973938084,-0.0006366764463132,0.0027135381603708,0.0082860209969463,-0.129457504985411,0.181897491074268,-0.218708837648543,-0.0805855109415799,-0.0487485607632482,0.0297062892263641,0.0603500379929672,0.124913072411631,0.0047158785463349,-0.159619797490659,-0.0284282054414504,-0.216717053799088
stable,-0.228156680536405,0.0236081933710829,-0.111658709876058,-0.045493378230858,-0.122920894484583,-0.039936060505419,-0.136853074271181,-0.0284879334874226,-0.0551712903827409,-0.11154048303711,-0.33368086131987,-0.0979586475331749,0.0105992330001209,-0.0506249715162087,0.167270983555381,0.0821978426341002,0.103035158924884,-0.102114236541409,-0.0520468344234724,-0.0312314102555226,-0.173755036562007,-0.0048784509656374,-0.0999464241596198,-0.0899622098008838,-0.154097879141368,0.126237082311931,-0.0976786440006476,0.134902284550339,-0.0492822859011665,0.11689880277233,-0.139635131803934,0.129217575296415,-0.0529952743146648,0.0607613525360169,-0.056282749240008,0.130488115350338,-0.0277308269995468,0.0070241837117627,0.0570800069124828,-0.11623001482711,-0.0040713723087219,-0.133466053472521
stable,-0.0637437315804886,0.0142002724591619,-0.0478655523145112,0.0365557868326028,-0.223276547460746,-0.186998904818603,-0.084279611063068,-0.0558483244869607,-0.013656642407917,0.0534221069588785,0.166481108664132,-0.226553020472303,0.0068656745785814,0.0364654832128638,-0.0723174895196657,-0.0699787500913057,0.052360050494939,0.0450133593886864,0.0608190923214313,0.0421261300146524,-0.0211059564011822,-0.0669571389852696,-0.0666305088713199,0.0799016373281357,0.0137512408180816,-0.0488454426563602,0.212177791813697,-0.0107497474145656,0.133596802541444,0.110269761365404,-0.263398027533832,0.210638109446106,-0.199715440206509,0.003702787471702,0.0010143616860547,0.153318028092761,0.0915929610331217,0.146769489880872,0.0781222378423144,-0.216319099992016,-0.0575336906666207,-0.166626227372198
stable,-0.0870896029404349,0.12922247112522,-0.16320523742529,0.0792248724647901,0.119176869734475,-0.199411734950942,-0.203453434929835,0.0610212523166951,-0.0890819248888279,-0.0552635929434091,0.0438599294005767,0.0132225422815042,0.0491382084859238,0.0667865555670099,0.109065294405091,-0.0498813935298869,-0.102528141571956,0.175091102210679,-0.0323977537990608,-0.0645863019637306,-0.0012363971093823,-0.099801188441989,-0.0988227721823232,-0.178363955558441,-0.169368750269383,0.11107800002556,0.184159561321262,0.0533614505442467,0.0326632875272699,0.092455058623323,-0.0066435301217836,-0.0399017660777826,-0.131527282046426,0.039826510288465,0.0581252239067377,0.168704460956179,0.034433209053544,-0.0104457219537791,0.0506240325826335,-0.0876635307073352,0.0472407980106364,0.0249365108322849
