group,ARID3A,ATF2,ATF3,BACH1,BACH2,BARX2,CLOCK,E2F3,E2F4,E2F7,EBF1,EHF,EPAS1,ESRRA,FOS,FOSL1,FOXA1,FOXP1,GATA4,GLIS1,GTF2B,HOXA4,HOXB13,IRF3,JUN,JUNB,JUND,KLF4,KLF5,MAFF,MXI1,MYB,NFATC1,NFE2,NKX2-1,PAX6,PBX1,PBX3,PPARG,RBPJ,REST,RFX2,RUNX1,RXRG,SMAD3,SOX17,SP2,SPDEF,SRF,STAT2,TBX21,TCF3,TFAP4,TFDP1,YY1,ZBTB7A,ZNF263
progressive,-0.0273210795688354,0.172378595306376,0.161325825753516,0.165003754651527,-0.135849247300844,0.0385968977129301,-0.336649927988106,-0.105905369403879,-0.119090546765134,-0.170829910406956,0.312660340143662,0.104261770210316,-0.210182958663219,-0.207482646994873,0.282180196484793,0.0081958492991799,0.112590499521295,-0.2297258118271,0.15688383678766,-0.128540846651894,0.0949411865255512,0.191628796063319,0.0923168062925191,0.276803301721637,0.144236507093211,0.0455572792833589,-0.0106889314253153,0.256808023755678,-0.233747014088925,0.0531520047196381,-0.0650178733923168,0.322515607685428,-0.187890754779018,0.30814083783759,-0.110856731748298,-0.0893950279378413,-0.150133848569247,-0.17848158441972,-0.139286726653695,-0.081898380605509,0.183211480077807,-0.0785447422124843,-0.125149242541212,-0.121873117488404,0.2850545176924,-0.220186925265808,-0.199247250073134,-0.432323536483454,-0.0294977807144968,0.0597058367301578,-0.126492279803324,0.117647849494173,0.0812766919788776,-0.196925013676454,0.0781682488457202,-0.0417986732353273,0.263010672877871
progressive,-0.224345437864811,-0.311986329391462,-0.157038288556887,0.428046381395095,-0.434994329644573,-0.0943425833824775,-0.52538801585741,0.425780236248746,-0.211771703669868,-0.108810146509556,0.515355999439809,0.498979949261924,-0.548178458765194,-0.502618094315765,-0.545833159778028,-0.209300344862142,0.113477291494016,0.463445737982628,0.153954220388764,-0.465486148101462,0.408281374180755,0.466770199296936,0.430089723137663,-0.115101411042629,-0.232987864632517,-0.0226086822362781,0.212938489915983,0.328895935088927,0.25314864105094,-0.432062705910616,0.0662253801500937,0.130996674928145,0.413889570383815,-0.0070417602089652,-0.104861249339916,-0.0154613835728904,-0.423235586847671,0.0452906550659052,-0.407967690441222,0.448910747509668,0.489748266123692,0.0005570085094518,-0.48851698415543,0.409969989451514,0.074639140266551,0.175947261640911,-0.426680244735071,0.0415909459136512,0.353823531698766,0.418896783721414,-0.414341040438845,-0.0280790921238423,0.0456717661513196,0.311863201194636,-0.0205067080190308,-0.172253415736125,-0.428870167664337
progressive,-0.101093899192576,0.148695680082481,-0.219913969294428,0.307349364258692,-0.012035850249605,0.0273641025494992,-0.219185418352001,0.0085885474350318,-0.0569123363077727,-0.340352356762236,0.24749650018099,0.0799436301509987,-0.113032594100339,0.0696384687942875,0.345779817824363,0.158929477531088,0.0281795379088291,-0.0006717945720174,0.0983653328810434,-0.0260409791744194,0.112851369335838,0.171405075529987,0.0130255109282916,-0.0102882713912539,0.0580785047335805,-0.0107236064468693,0.07200336828201,0.0389834858130087,0.0322252932832539,-0.149338183498187,-0.275053315714739,0.0949195516849799,0.0561495489488772,0.124648629803127,0.0494521450785835,0.154970378330789,-0.0456127972549949,0.215018085658654,-0.325339155574768,0.160245677541949,0.070146080729112,-0.232690543434539,-0.172896870316863,0.305029124274228,-0.0785597941973832,0.0756917715494398,-0.0073813713903884,0.0994351828551894,-0.245498615077799,-0.189173699595683,-0.0868437896877054,0.106994964015836,-0.0370137506522464,0.251336304490132,0.0276990868644022,0.107973592960328,-0.0489767914561639
progressive,-0.299664977610166,0.478578547686701,0.0604395819434891,0.412143619923994,-0.235105253271184,0.328732796039852,-0.232086197412603,0.0685623958502501,0.452525995732234,-0.549129828461539,0.173123392299347,-0.254448431312929,-0.031625110858579,-0.147475221683657,-0.250335326343681,-0.0040199944066382,0.198319002273514,0.283249910226313,0.0003529539931494,0.247049389628317,0.185696566294578,0.257405233016277,0.0519113040169904,-0.207703680839833,-0.0522209507717166,0.287358143131238,0.355987123860564,-0.0589108364271483,-0.015742722507332,0.0229934369003448,-0.219920652799032,-0.059020187204167,-0.042698230382924,-0.425645192842922,-0.358053961814314,-0.395116837797412,0.13997494932923,-0.054849700144008,0.0088411727241066,-0.150585764083407,0.0869977459065477,-0.309647296066725,-0.102277080962751,0.392774457539195,0.192460074255329,-0.464253595897251,-0.0994545316985156,0.307858165779364,0.0529761207417221,-0.108354710534974,0.0130024569961008,-0.0249687883129254,-0.187964241566515,-0.133342445764709,0.283921713762353,-0.419051665792982,0.0382863054685553
progressive,-0.414519156381758,0.305009553489541,-0.0642612720466732,-0.0621007105465449,-0.215130195084204,0.272601130987617,-0.0341986020306023,0.178091997939147,-0.116238208706903,-0.121361825978635,-0.120682792364309,-0.0025309434715788,0.409765921081476,-0.272477670330466,0.156980225566465,-0.0378406914165328,-0.0970400765200482,0.0667304851896769,-0.400074259495186,-0.288342364774266,0.168770718324308,0.235624664171135,0.160745775609546,0.405074416109769,-0.201240871154807,-0.250563403686308,0.169202830624334,-0.0016049885429524,-0.063458777775197,-0.0945708633770445,-0.0468533193884966,-0.0954350879770958,0.19642590552595,-0.20321624166921,-0.413469740795982,0.287478140174214,-0.248279381529029,0.221056306627413,-0.160622314952395,0.0443223759169177,0.0709281475327834,-0.0179017952867773,-0.239390214214216,0.409148617795725,-0.318837147090362,0.0139510542579713,-0.136362295822383,0.0265440412872906,0.0242600191300121,0.335257414491337,0.0377172307593826,0.305503396118142,0.473286429185248,-0.321923663519117,0.0335195684162762,0.0267292322730158,-0.0388901070023094
stable,0.0984185709121604,-0.0101275698504497,-0.200747130130928,0.0725158318124769,-0.171609380261756,-0.0879734087946539,-0.334779286038578,-0.32196553813389,0.227218999384422,0.111925689341502,0.0909844461001251,0.192555885802019,-0.0739048281327354,-0.137753804031268,-0.0336671358132344,0.130470231084507,0.19382054151717,0.267536377944197,0.109280908038501,-0.194628429689011,0.177865952934488,0.272372781440412,0.0564967925977234,0.250807379434016,0.236534521341054,-0.227828824649618,0.202325619328217,0.225140792261486,-0.248590849026075,-0.225365517482487,-0.26746912075272,0.0748324962506494,-0.203858401700895,-0.0512740862461395,-0.159585478361299,0.0760822671775226,-0.109776516359303,0.165677917425918,-0.195114565871818,0.0708504395078695,-0.0578141214188671,-0.172050561376937,-0.297713607253329,0.208378716444021,-0.102639235321574,-0.0283606336165315,-0.212325641077095,-0.0773046741501882,0.0647604561827307,0.153306102393394,-0.0383377518359722,0.314614858347047,-0.0016805777956785,-0.135775881289961,0.301496298044026,0.260222333781029,-0.153214738861306
stable,-0.090780754095024,0.0736014020096894,-0.105064214840831,0.16142434286116,-0.0380805812075407,0.0742923485422683,-0.206352930746603,0.0723405732157445,0.0306380624835038,-0.0920954750199041,0.0868177522373631,0.183461205805517,-0.0306453201630281,0.0515074041414173,0.168706999612272,-0.190682789955527,0.106072723457273,0.163200505506004,-0.0209523417163024,-0.185075151592059,0.0881131322184047,0.222325925239102,-0.138155179980136,-0.0105083478575313,0.172212729055227,-0.0785460050230036,0.148512853778182,0.224462423951389,-0.136265442371673,-0.081161356165177,-0.151174607743697,0.0458539420247836,-0.133892412795317,-0.135289014242914,0.0597981062528321,0.146006290619516,-0.135606499117422,0.0663105996714518,-0.0278947368326982,0.249428416863309,0.0217463241353184,-0.0456527344413776,-0.15363457505563,-0.0802791234515205,-0.0154659220427611,-0.200399626093454,-0.146403416945398,-0.0665815273039045,-0.0236214691753761,-0.136919637250491,-0.0101105266474393,0.195377620700108,0.070979179234775,0.190839717972899,0.285120681041879,0.126469621061901,-0.137684202904626
stable,0.0722695386603714,0.0587995266152869,-0.197984452996166,0.16640442080622,-0.129972284766639,0.0326273460563144,-0.0894815703418958,0.0519159587066503,-0.128662367348305,-0.0464477429640391,0.0979210932170242,0.186937774292872,0.0254113012277004,-0.0752921633856867,0.102063242001278,-0.041613755288959,0.102030780963093,0.144493173757122,0.11242141352401,-0.0812313533929509,0.166348938575593,0.337152096130058,0.169854753836525,0.0981225691404176,-0.117166277949559,-0.0886060940597087,0.138308293254851,0.24486001994958,-0.244218920229631,-0.151542216608812,-0.241440366417945,-0.0643115867394818,-0.158093053091826,-0.112715691460349,-0.112299574730648,-0.100110420186605,-0.0725398699291965,0.107976935170281,-0.0919990939092411,0.208044436450375,0.152339976121743,-0.215517184927364,-0.19630573376124,0.0644063785238345,-0.065540108625144,-0.166315783431102,-0.153000927282007,-0.248095203162288,-0.203013785322281,0.0612059700369947,-0.191235032699362,0.189553837818616,-0.0168773798951253,-0.0115422706048892,0.278349446036399,0.0761621330911894,0.0018255689921353
stable,0.208238073863344,-0.0572455857181679,0.0034324002508103,0.150998569725068,-0.0212309040002744,0.155661729706386,-0.204806759608943,-0.133031193533978,-0.109194658349192,-0.109369938169631,0.0072672707708576,0.0694724934900462,-0.212647870882404,0.0613113390748039,-0.0635648902234645,-0.0345182872657035,0.0926006332171338,-0.217245871079173,-0.0759937933274477,-0.0157275085971843,0.0462082784128901,0.263147138307191,-0.0513315750727721,0.0891509656234177,0.0848685559831531,0.0245814201218337,0.0992063149755275,0.195136287384242,-0.192749375876536,-0.157514982578628,-0.304137638372602,-0.0134167254377607,-0.158314601734697,-0.0093643298369574,0.0769049443147381,0.244306838202414,-0.129909822654753,-0.0526385717512035,0.175829660421369,0.220686850701615,0.0964566806671599,-0.435113800901516,-0.333521660414691,-0.158432106546169,-0.0421323166900079,-0.113130526535292,-0.0509276930082032,0.0116708776103853,-0.0436391367077258,0.121681988059988,-0.0395986870674234,-0.0328446581995376,0.0214464742874939,0.18912790365089,0.113776911598027,-0.0441079613575629,0.014548007897189
stable,-0.0168973529478011,0.221426343613313,-0.229056253956313,0.396839154070855,-0.114392397337098,0.130649587335088,-0.401826088396496,-0.377358418009852,-0.214738510197003,-0.266849828028807,-0.14297741958342,0.202423228442477,-0.0530826207335813,-0.219682878162532,-0.088364867325146,0.101180150221032,0.181500326547734,0.201037320416638,-0.100948185499843,0.0682021918454382,0.2945406934157,0.278919629145738,0.0620348967421702,0.147852452653096,0.446627138531752,-0.25180757849068,0.302702288314494,-0.383932156027924,0.0391585060981953,-0.249790020787052,-0.270827456908489,-0.142357179445455,0.0116893368466495,0.27611463766288,-0.212429043805265,0.299004719754643,-0.0975734191513177,0.164599814035058,-0.238498350286111,0.210060247806444,-0.078000704646196,-0.0049313786432677,-0.137267822558472,0.139377183174837,0.0070765476615411,-0.271782698688821,-0.110649717212098,-0.201497651465686,0.0379348768349285,0.0139400002254485,0.0214912725093545,0.0863239639477247,-0.0620603487925466,-0.0424329562619612,-0.0471635270043284,-0.0514028731744316,-0.28117977121916
